// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0075> 記憶ナシ男
<0075> 記憶ナシ男

//<0076> 音速
<0076> 音速

//<0077> 無限
<0077> 無限

//<0078> エロ侍
<0078> エロ侍

//<0079> エロエロ団ナンバー１
<0079> エロエロ団ナンバー１

//<0080> ただのエロ少年
<0080> ただのエロ少年

//<0081> ユリブサイク
<0081> ユリブサイク

//<0082> ドピュッシー
<0082> ドピュッシー

//<0083> アメリカンエロドッグ
<0083> アメリカンエロドッグ

//<0084> ゼウス
<0084> ゼウス

//<0085> 日向markⅡ
<0085> 日向markⅡ

//<0086> 糞虫
<0086> 糞虫

//<0087> 量産型日向
<0087> 量産型日向

//<0088> ？？
<0088> ？？

//<0089> 「そんなの一日経ったら治る世界だろ。でももう翌日だぜ？」
<0089> 「そんなの一日経ったら治る世界だろ。でももう翌日だぜ？」

//<0090> nothing
<0090> nothing

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing

//<0094> nothing
<0094> nothing

//<0095> 松下
<0095> 松下

//<0096> 「うーーーむ…特殊な例だな…」
<0096> 「うーーーむ…特殊な例だな…」

//<0097> 音無
<0097> 音無

//<0098> クソ坊主
<0098> クソ坊主

//<0099> 代理人
<0099> 代理人

//<0100> 微妙すぎるイケメン
<0100> 微妙すぎるイケメン

//<0101> ロリコン
<0101> ロリコン

//<0102> メガネ仲間
<0102> メガネ仲間

//<0103> 暗算日本記録保持者
<0103> 暗算日本記録保持者

//<0104> 通り魔
<0104> 通り魔

//<0105> 記憶ナシ男
<0105> 記憶ナシ男

//<0106> 音速
<0106> 音速

//<0107> 無限
<0107> 無限

//<0108> エロ侍
<0108> エロ侍

//<0109> エロエロ団ナンバー１
<0109> エロエロ団ナンバー１

//<0110> ただのエロ少年
<0110> ただのエロ少年

//<0111> ユリブサイク
<0111> ユリブサイク

//<0112> ドピュッシー
<0112> ドピュッシー

//<0113> アメリカンエロドッグ
<0113> アメリカンエロドッグ

//<0114> ゼウス
<0114> ゼウス

//<0115> 日向markⅡ
<0115> 日向markⅡ

//<0116> 糞虫
<0116> 糞虫

//<0117> 量産型日向
<0117> 量産型日向

//<0118> ？？
<0118> ？？

//<0119> 「俺の心は病んでいない。だから、自然に糞虫というあだ名を受け入れている証拠だ」
<0119> 「俺の心は病んでいない。だから、自然に糞虫というあだ名を受け入れている証拠だ」

//<0120> nothing
<0120> nothing

//<0121> nothing
<0121> nothing

//<0122> nothing
<0122> nothing

//<0123> nothing
<0123> nothing

//<0124> nothing
<0124> nothing

//<0125> 松下
<0125> 松下

//<0126> 「ふむ…そうなるか」
<0126> 「ふむ…そうなるか」

//<0127> 音無
<0127> 音無

//<0128> クソ坊主
<0128> クソ坊主

//<0129> 代理人
<0129> 代理人

//<0130> 微妙すぎるイケメン
<0130> 微妙すぎるイケメン

//<0131> ロリコン
<0131> ロリコン

//<0132> メガネ仲間
<0132> メガネ仲間

//<0133> 暗算日本記録保持者
<0133> 暗算日本記録保持者

//<0134> 通り魔
<0134> 通り魔

//<0135> 記憶ナシ男
<0135> 記憶ナシ男

//<0136> 音速
<0136> 音速

//<0137> 無限
<0137> 無限

//<0138> エロ侍
<0138> エロ侍

//<0139> エロエロ団ナンバー１
<0139> エロエロ団ナンバー１

//<0140> ただのエロ少年
<0140> ただのエロ少年

//<0141> ユリブサイク
<0141> ユリブサイク

//<0142> ドピュッシー
<0142> ドピュッシー

//<0143> アメリカンエロドッグ
<0143> アメリカンエロドッグ

//<0144> ゼウス
<0144> ゼウス

//<0145> 日向markⅡ
<0145> 日向markⅡ

//<0146> 糞虫
<0146> 糞虫

//<0147> 量産型日向
<0147> 量産型日向

//<0148> ？？
<0148> ？？

//<0149> 「ああ、そうなる」
<0149> 「ああ、そうなる」

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> 松下
<0155> 松下

//<0156> 「お前がどういう立ち位置かはさっぱりわからないが、その挑戦的な目は素晴らしい」
<0156> 「お前がどういう立ち位置かはさっぱりわからないが、その挑戦的な目は素晴らしい」

//<0157> 音無
<0157> 音無

//<0158> クソ坊主
<0158> クソ坊主

//<0159> 代理人
<0159> 代理人

//<0160> 微妙すぎるイケメン
<0160> 微妙すぎるイケメン

//<0161> ロリコン
<0161> ロリコン

//<0162> メガネ仲間
<0162> メガネ仲間

//<0163> 暗算日本記録保持者
<0163> 暗算日本記録保持者

//<0164> 通り魔
<0164> 通り魔

//<0165> 記憶ナシ男
<0165> 記憶ナシ男

//<0166> 音速
<0166> 音速

//<0167> 無限
<0167> 無限

//<0168> エロ侍
<0168> エロ侍

//<0169> エロエロ団ナンバー１
<0169> エロエロ団ナンバー１

//<0170> ただのエロ少年
<0170> ただのエロ少年

//<0171> ユリブサイク
<0171> ユリブサイク

//<0172> ドピュッシー
<0172> ドピュッシー

//<0173> アメリカンエロドッグ
<0173> アメリカンエロドッグ

//<0174> ゼウス
<0174> ゼウス

//<0175> 日向markⅡ
<0175> 日向markⅡ

//<0176> 糞虫
<0176> 糞虫

//<0177> 量産型日向
<0177> 量産型日向

//<0178> ？？
<0178> ？？

//<0179> 「今の俺は、日向
<0179> 「今の俺は、日向

//<0180> mark
<0180> mark

//<0181> Ⅱですが、何か？」
<0181> Ⅱですが、何か？」

//<0182> nothing
<0182> nothing

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> 松下
<0187> 松下

//<0188> 「ほう、日向の発展型という立場か」
<0188> 「ほう、日向の発展型という立場か」

//<0189> 音無
<0189> 音無

//<0190> クソ坊主
<0190> クソ坊主

//<0191> 代理人
<0191> 代理人

//<0192> 微妙すぎるイケメン
<0192> 微妙すぎるイケメン

//<0193> ロリコン
<0193> ロリコン

//<0194> メガネ仲間
<0194> メガネ仲間

//<0195> 暗算日本記録保持者
<0195> 暗算日本記録保持者

//<0196> 通り魔
<0196> 通り魔

//<0197> 記憶ナシ男
<0197> 記憶ナシ男

//<0198> 音速
<0198> 音速

//<0199> 無限
<0199> 無限

//<0200> エロ侍
<0200> エロ侍

//<0201> エロエロ団ナンバー１
<0201> エロエロ団ナンバー１

//<0202> ただのエロ少年
<0202> ただのエロ少年

//<0203> ユリブサイク
<0203> ユリブサイク

//<0204> ドピュッシー
<0204> ドピュッシー

//<0205> アメリカンエロドッグ
<0205> アメリカンエロドッグ

//<0206> ゼウス
<0206> ゼウス

//<0207> 日向markⅡ
<0207> 日向markⅡ

//<0208> 糞虫
<0208> 糞虫

//<0209> 量産型日向
<0209> 量産型日向

//<0210> ？？
<0210> ？？

//<0211> 「いや、量産型と受け取って欲しい。オリジナルはあくまでも日向だ」
<0211> 「いや、量産型と受け取って欲しい。オリジナルはあくまでも日向だ」

//<0212> nothing
<0212> nothing

//<0213> nothing
<0213> nothing

//<0214> nothing
<0214> nothing

//<0215> nothing
<0215> nothing

//<0216> nothing
<0216> nothing

//<0217> 松下
<0217> 松下

//<0218> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」
<0218> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」

//<0219> 音無
<0219> 音無

//<0220> クソ坊主
<0220> クソ坊主

//<0221> 代理人
<0221> 代理人

//<0222> 微妙すぎるイケメン
<0222> 微妙すぎるイケメン

//<0223> ロリコン
<0223> ロリコン

//<0224> メガネ仲間
<0224> メガネ仲間

//<0225> 暗算日本記録保持者
<0225> 暗算日本記録保持者

//<0226> 通り魔
<0226> 通り魔

//<0227> 記憶ナシ男
<0227> 記憶ナシ男

//<0228> 音速
<0228> 音速

//<0229> 無限
<0229> 無限

//<0230> エロ侍
<0230> エロ侍

//<0231> エロエロ団ナンバー１
<0231> エロエロ団ナンバー１

//<0232> ただのエロ少年
<0232> ただのエロ少年

//<0233> ユリブサイク
<0233> ユリブサイク

//<0234> ドピュッシー
<0234> ドピュッシー

//<0235> アメリカンエロドッグ
<0235> アメリカンエロドッグ

//<0236> ゼウス
<0236> ゼウス

//<0237> 日向markⅡ
<0237> 日向markⅡ

//<0238> 糞虫
<0238> 糞虫

//<0239> 量産型日向
<0239> 量産型日向

//<0240> ？？
<0240> ？？

//<0241> 「今の俺は、エロエロ団ナンバー１ですが、何か？」
<0241> 「今の俺は、エロエロ団ナンバー１ですが、何か？」

//<0242> nothing
<0242> nothing

//<0243> nothing
<0243> nothing

//<0244> nothing
<0244> nothing

//<0245> nothing
<0245> nothing

//<0246> nothing
<0246> nothing

//<0247> 松下
<0247> 松下

//<0248> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」
<0248> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」

//<0249> 音無
<0249> 音無

//<0250> クソ坊主
<0250> クソ坊主

//<0251> 代理人
<0251> 代理人

//<0252> 微妙すぎるイケメン
<0252> 微妙すぎるイケメン

//<0253> ロリコン
<0253> ロリコン

//<0254> メガネ仲間
<0254> メガネ仲間

//<0255> 暗算日本記録保持者
<0255> 暗算日本記録保持者

//<0256> 通り魔
<0256> 通り魔

//<0257> 記憶ナシ男
<0257> 記憶ナシ男

//<0258> 音速
<0258> 音速

//<0259> 無限
<0259> 無限

//<0260> エロ侍
<0260> エロ侍

//<0261> エロエロ団ナンバー１
<0261> エロエロ団ナンバー１

//<0262> ただのエロ少年
<0262> ただのエロ少年

//<0263> ユリブサイク
<0263> ユリブサイク

//<0264> ドピュッシー
<0264> ドピュッシー

//<0265> アメリカンエロドッグ
<0265> アメリカンエロドッグ

//<0266> ゼウス
<0266> ゼウス

//<0267> 日向markⅡ
<0267> 日向markⅡ

//<0268> 糞虫
<0268> 糞虫

//<0269> 量産型日向
<0269> 量産型日向

//<0270> ？？
<0270> ？？

//<0271> 「今の俺は、ただのエロ少年ですが、何か？」
<0271> 「今の俺は、ただのエロ少年ですが、何か？」

//<0272> nothing
<0272> nothing

//<0273> nothing
<0273> nothing

//<0274> nothing
<0274> nothing

//<0275> nothing
<0275> nothing

//<0276> nothing
<0276> nothing

//<0277> 松下
<0277> 松下

//<0278> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」
<0278> 「お前が何を言っているかさっぱりわからないが、その挑戦的な目は素晴らしい」

//<0279> 音無
<0279> 音無

//<0280> クソ坊主
<0280> クソ坊主

//<0281> 代理人
<0281> 代理人

//<0282> 微妙すぎるイケメン
<0282> 微妙すぎるイケメン

//<0283> ロリコン
<0283> ロリコン

//<0284> メガネ仲間
<0284> メガネ仲間

//<0285> 暗算日本記録保持者
<0285> 暗算日本記録保持者

//<0286> 通り魔
<0286> 通り魔

//<0287> 記憶ナシ男
<0287> 記憶ナシ男

//<0288> 音速
<0288> 音速

//<0289> 無限
<0289> 無限

//<0290> エロ侍
<0290> エロ侍

//<0291> エロエロ団ナンバー１
<0291> エロエロ団ナンバー１

//<0292> ただのエロ少年
<0292> ただのエロ少年

//<0293> ユリブサイク
<0293> ユリブサイク

//<0294> ドピュッシー
<0294> ドピュッシー

//<0295> アメリカンエロドッグ
<0295> アメリカンエロドッグ

//<0296> ゼウス
<0296> ゼウス

//<0297> 日向markⅡ
<0297> 日向markⅡ

//<0298> 糞虫
<0298> 糞虫

//<0299> 量産型日向
<0299> 量産型日向

//<0300> ？？
<0300> ？？

//<0301> 「ここまで来たんだ、とことんやるさ…」
<0301> 「ここまで来たんだ、とことんやるさ…」

//<0302> nothing
<0302> nothing

//<0303> nothing
<0303> nothing

//<0304> nothing
<0304> nothing

//<0305> nothing
<0305> nothing

//<0306> nothing
<0306> nothing

//<0307> 松下
<0307> 松下

//<0308> 「うむ、素晴らしい！」
<0308> 「うむ、素晴らしい！」

//<0309> nothing
<0309> nothing

//<0310> nothing
<0310> nothing

//<0311> nothing
<0311> nothing

//<0312> nothing
<0312> nothing

//<0313> nothing
<0313> nothing

//<0314> 松下
<0314> 松下

//<0315> 「では、早速始めるぞ」
<0315> 「では、早速始めるぞ」

//<0316> 音無
<0316> 音無

//<0317> クソ坊主
<0317> クソ坊主

//<0318> 代理人
<0318> 代理人

//<0319> 微妙すぎるイケメン
<0319> 微妙すぎるイケメン

//<0320> ロリコン
<0320> ロリコン

//<0321> メガネ仲間
<0321> メガネ仲間

//<0322> 暗算日本記録保持者
<0322> 暗算日本記録保持者

//<0323> 通り魔
<0323> 通り魔

//<0324> 記憶ナシ男
<0324> 記憶ナシ男

//<0325> 音速
<0325> 音速

//<0326> 無限
<0326> 無限

//<0327> エロ侍
<0327> エロ侍

//<0328> エロエロ団ナンバー１
<0328> エロエロ団ナンバー１

//<0329> ただのエロ少年
<0329> ただのエロ少年

//<0330> ユリブサイク
<0330> ユリブサイク

//<0331> ドピュッシー
<0331> ドピュッシー

//<0332> アメリカンエロドッグ
<0332> アメリカンエロドッグ

//<0333> ゼウス
<0333> ゼウス

//<0334> 日向markⅡ
<0334> 日向markⅡ

//<0335> 糞虫
<0335> 糞虫

//<0336> 量産型日向
<0336> 量産型日向

//<0337> ？？
<0337> ？？

//<0338> 「ああ」
<0338> 「ああ」

//<0339> 松下
<0339> 松下

//<0340> 「右腕の使い方は、首から上半身の動きを止めるためなんだが」
<0340> 「右腕の使い方は、首から上半身の動きを止めるためなんだが」

//<0341> 俺が押さえ込んでいる下から、松下が説明してくれる。
<0341> 俺が押さえ込んでいる下から、松下が説明してくれる。

//<0342> 松下
<0342> 松下

//<0343> 「巻き込みすぎると、簡単に逃げられてしまう」
<0343> 「巻き込みすぎると、簡単に逃げられてしまう」

//<0344> se_fall2_human
<0344> se_fall2_human

//<0345> 松下五段の体が回転し、俺は頭から地面に落ちてしまう。
<0345> 松下五段の体が回転し、俺は頭から地面に落ちてしまう。

//<0346> 音無
<0346> 音無

//<0347> クソ坊主
<0347> クソ坊主

//<0348> 代理人
<0348> 代理人

//<0349> 微妙すぎるイケメン
<0349> 微妙すぎるイケメン

//<0350> ロリコン
<0350> ロリコン

//<0351> メガネ仲間
<0351> メガネ仲間

//<0352> 暗算日本記録保持者
<0352> 暗算日本記録保持者

//<0353> 通り魔
<0353> 通り魔

//<0354> 記憶ナシ男
<0354> 記憶ナシ男

//<0355> 音速
<0355> 音速

//<0356> 無限
<0356> 無限

//<0357> エロ侍
<0357> エロ侍

//<0358> エロエロ団ナンバー１
<0358> エロエロ団ナンバー１

//<0359> ただのエロ少年
<0359> ただのエロ少年

//<0360> ユリブサイク
<0360> ユリブサイク

//<0361> ドピュッシー
<0361> ドピュッシー

//<0362> アメリカンエロドッグ
<0362> アメリカンエロドッグ

//<0363> ゼウス
<0363> ゼウス

//<0364> 日向markⅡ
<0364> 日向markⅡ

//<0365> 糞虫
<0365> 糞虫

//<0366> 量産型日向
<0366> 量産型日向

//<0367> ？？
<0367> ？？

//<0368> 「イテぇ……」
<0368> 「イテぇ……」

//<0369> 松下
<0369> 松下

//<0370> 「右腕は、自由に動かせるようにしながら、首や脇を固めておくといいな」
<0370> 「右腕は、自由に動かせるようにしながら、首や脇を固めておくといいな」

//<0371> 上半身の使い方は何となく様になってきたので、下半身の使い方を習う。
<0371> 上半身の使い方は何となく様になってきたので、下半身の使い方を習う。

//<0372> 松下
<0372> 松下

//<0373> 「おそらく返し方は知らないだろうが、足を絡めてひっくり返そうとするのが常道だ」
<0373> 「おそらく返し方は知らないだろうが、足を絡めてひっくり返そうとするのが常道だ」

//<0374> 松下
<0374> 松下

//<0375> 「だから、体重移動を細かく繰り返しながら、下半身で安定させる」
<0375> 「だから、体重移動を細かく繰り返しながら、下半身で安定させる」

//<0376> 松下
<0376> 松下

//<0377> 「腰を、相手の脇にぴったりと付けて、隙間を空けないようにするんだ」
<0377> 「腰を、相手の脇にぴったりと付けて、隙間を空けないようにするんだ」

//<0378> 言われた通り、腰に隙間を空けないように両足で踏ん張りながら、松下五段の足が届かない位置を探していく。
<0378> 言われた通り、腰に隙間を空けないように両足で踏ん張りながら、松下五段の足が届かない位置を探していく。

//<0379> 松下
<0379> 松下

//<0380> 「一通り動きは覚えたか」
<0380> 「一通り動きは覚えたか」

//<0381> 松下
<0381> 松下

//<0382> 「そろそろ、力を入れても大丈夫だ」
<0382> 「そろそろ、力を入れても大丈夫だ」

//<0383> 松下五段が、俺の上に被さり、首に左腕を回すと…。
<0383> 松下五段が、俺の上に被さり、首に左腕を回すと…。

//<0384> se_neckcord
<0384> se_neckcord

//<0385> 音無
<0385> 音無

//<0386> クソ坊主
<0386> クソ坊主

//<0387> 代理人
<0387> 代理人

//<0388> 微妙すぎるイケメン
<0388> 微妙すぎるイケメン

//<0389> ロリコン
<0389> ロリコン

//<0390> メガネ仲間
<0390> メガネ仲間

//<0391> 暗算日本記録保持者
<0391> 暗算日本記録保持者

//<0392> 通り魔
<0392> 通り魔

//<0393> 記憶ナシ男
<0393> 記憶ナシ男

//<0394> 音速
<0394> 音速

//<0395> 無限
<0395> 無限

//<0396> エロ侍
<0396> エロ侍

//<0397> エロエロ団ナンバー１
<0397> エロエロ団ナンバー１

//<0398> ただのエロ少年
<0398> ただのエロ少年

//<0399> ユリブサイク
<0399> ユリブサイク

//<0400> ドピュッシー
<0400> ドピュッシー

//<0401> アメリカンエロドッグ
<0401> アメリカンエロドッグ

//<0402> ゼウス
<0402> ゼウス

//<0403> 日向markⅡ
<0403> 日向markⅡ

//<0404> 糞虫
<0404> 糞虫

//<0405> 量産型日向
<0405> 量産型日向

//<0406> ？？
<0406> ？？

//<0407> 「いだだだだだっ！！！！」
<0407> 「いだだだだだっ！！！！」

//<0408> 首がもげるように痛い！
<0408> 首がもげるように痛い！

//<0409> 松下
<0409> 松下

//<0410> 「ここまで引きつけたらもう逃げられないからな。柔道の試合なら、ほぼ終わりだ」
<0410> 「ここまで引きつけたらもう逃げられないからな。柔道の試合なら、ほぼ終わりだ」

//<0411> 松下
<0411> 松下

//<0412> 「更に体重を掛けて、３０秒耐えたら一本だ」
<0412> 「更に体重を掛けて、３０秒耐えたら一本だ」

//<0413> 音無
<0413> 音無

//<0414> クソ坊主
<0414> クソ坊主

//<0415> 代理人
<0415> 代理人

//<0416> 微妙すぎるイケメン
<0416> 微妙すぎるイケメン

//<0417> ロリコン
<0417> ロリコン

//<0418> メガネ仲間
<0418> メガネ仲間

//<0419> 暗算日本記録保持者
<0419> 暗算日本記録保持者

//<0420> 通り魔
<0420> 通り魔

//<0421> 記憶ナシ男
<0421> 記憶ナシ男

//<0422> 音速
<0422> 音速

//<0423> 無限
<0423> 無限

//<0424> エロ侍
<0424> エロ侍

//<0425> エロエロ団ナンバー１
<0425> エロエロ団ナンバー１

//<0426> ただのエロ少年
<0426> ただのエロ少年

//<0427> ユリブサイク
<0427> ユリブサイク

//<0428> ドピュッシー
<0428> ドピュッシー

//<0429> アメリカンエロドッグ
<0429> アメリカンエロドッグ

//<0430> ゼウス
<0430> ゼウス

//<0431> 日向markⅡ
<0431> 日向markⅡ

//<0432> 糞虫
<0432> 糞虫

//<0433> 量産型日向
<0433> 量産型日向

//<0434> ？？
<0434> ？？

//<0435> 「いだいっ！　ちょ、まっ」
<0435> 「いだいっ！　ちょ、まっ」

//<0436> 松下
<0436> 松下

//<0437> 「ふんっ！」
<0437> 「ふんっ！」

//<0438> se_fracture
<0438> se_fracture

//<0439> ごき、とイヤな音が頭に響く。
<0439> ごき、とイヤな音が頭に響く。

//<0440> やばい…体が全く動かない。
<0440> やばい…体が全く動かない。

//<0441> 音無
<0441> 音無

//<0442> クソ坊主
<0442> クソ坊主

//<0443> 代理人
<0443> 代理人

//<0444> 微妙すぎるイケメン
<0444> 微妙すぎるイケメン

//<0445> ロリコン
<0445> ロリコン

//<0446> メガネ仲間
<0446> メガネ仲間

//<0447> 暗算日本記録保持者
<0447> 暗算日本記録保持者

//<0448> 通り魔
<0448> 通り魔

//<0449> 記憶ナシ男
<0449> 記憶ナシ男

//<0450> 音速
<0450> 音速

//<0451> 無限
<0451> 無限

//<0452> エロ侍
<0452> エロ侍

//<0453> エロエロ団ナンバー１
<0453> エロエロ団ナンバー１

//<0454> ただのエロ少年
<0454> ただのエロ少年

//<0455> ユリブサイク
<0455> ユリブサイク

//<0456> ドピュッシー
<0456> ドピュッシー

//<0457> アメリカンエロドッグ
<0457> アメリカンエロドッグ

//<0458> ゼウス
<0458> ゼウス

//<0459> 日向markⅡ
<0459> 日向markⅡ

//<0460> 糞虫
<0460> 糞虫

//<0461> 量産型日向
<0461> 量産型日向

//<0462> ？？
<0462> ？？

//<0463> 「っツーーーーー！！」
<0463> 「っツーーーーー！！」

//<0464> 音無
<0464> 音無

//<0465> クソ坊主
<0465> クソ坊主

//<0466> 代理人
<0466> 代理人

//<0467> 微妙すぎるイケメン
<0467> 微妙すぎるイケメン

//<0468> ロリコン
<0468> ロリコン

//<0469> メガネ仲間
<0469> メガネ仲間

//<0470> 暗算日本記録保持者
<0470> 暗算日本記録保持者

//<0471> 通り魔
<0471> 通り魔

//<0472> 記憶ナシ男
<0472> 記憶ナシ男

//<0473> 音速
<0473> 音速

//<0474> 無限
<0474> 無限

//<0475> エロ侍
<0475> エロ侍

//<0476> エロエロ団ナンバー１
<0476> エロエロ団ナンバー１

//<0477> ただのエロ少年
<0477> ただのエロ少年

//<0478> ユリブサイク
<0478> ユリブサイク

//<0479> ドピュッシー
<0479> ドピュッシー

//<0480> アメリカンエロドッグ
<0480> アメリカンエロドッグ

//<0481> ゼウス
<0481> ゼウス

//<0482> 日向markⅡ
<0482> 日向markⅡ

//<0483> 糞虫
<0483> 糞虫

//<0484> 量産型日向
<0484> 量産型日向

//<0485> ？？
<0485> ？？

//<0486> 「おいおい、首の骨が折れたんじゃないか…？」
<0486> 「おいおい、首の骨が折れたんじゃないか…？」

//<0487> nothing
<0487> nothing

//<0488> nothing
<0488> nothing

//<0489> nothing
<0489> nothing

//<0490> nothing
<0490> nothing

//<0491> nothing
<0491> nothing

//<0492> 松下
<0492> 松下

//<0493> 「いや、まだ支えてるから捻挫だろう。でも、これ以上の練習は無理だな」
<0493> 「いや、まだ支えてるから捻挫だろう。でも、これ以上の練習は無理だな」

//<0494> 音無
<0494> 音無

//<0495> クソ坊主
<0495> クソ坊主

//<0496> 代理人
<0496> 代理人

//<0497> 微妙すぎるイケメン
<0497> 微妙すぎるイケメン

//<0498> ロリコン
<0498> ロリコン

//<0499> メガネ仲間
<0499> メガネ仲間

//<0500> 暗算日本記録保持者
<0500> 暗算日本記録保持者

//<0501> 通り魔
<0501> 通り魔

//<0502> 記憶ナシ男
<0502> 記憶ナシ男

//<0503> 音速
<0503> 音速

//<0504> 無限
<0504> 無限

//<0505> エロ侍
<0505> エロ侍

//<0506> エロエロ団ナンバー１
<0506> エロエロ団ナンバー１

//<0507> ただのエロ少年
<0507> ただのエロ少年

//<0508> ユリブサイク
<0508> ユリブサイク

//<0509> ドピュッシー
<0509> ドピュッシー

//<0510> アメリカンエロドッグ
