// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
<0077> アメリカンエロドッグ

//<0078> ゼウス
<0078> ゼウス

//<0079> 日向markⅡ
<0079> 日向markⅡ

//<0080> 糞虫
<0080> 糞虫

//<0081> 量産型日向
<0081> 量産型日向

//<0082> ？？
<0082> ？？

//<0083> 「ああ。昼食も床に皿を置いてもらい、犬食いしてきた。とにかく手のひらが痛い」
<0083> 「ああ。昼食も床に皿を置いてもらい、犬食いしてきた。とにかく手のひらが痛い」

//<0084> nothing
<0084> nothing

//<0085> nothing
<0085> nothing

//<0086> nothing
<0086> nothing

//<0087> nothing
<0087> nothing

//<0088> nothing
<0088> nothing

//<0089> nothing
<0089> nothing

//<0090> 
<0090> 

//<0091> 
<0091> 

//<0092> nothing
<0092> nothing

//<0093> ゆり
<0093> ゆり

//<0094> 女生徒
<0094> 女生徒

//<0095> ？？
<0095> ？？

//<0096> 「どんなプライドの無さだぁぁーーー！！」
<0096> 「どんなプライドの無さだぁぁーーー！！」

//<0097> 音無
<0097> 音無

//<0098> クソ坊主
<0098> クソ坊主

//<0099> 代理人
<0099> 代理人

//<0100> 微妙すぎるイケメン
<0100> 微妙すぎるイケメン

//<0101> ロリコン
<0101> ロリコン

//<0102> メガネ仲間
<0102> メガネ仲間

//<0103> 暗算日本記録保持者
<0103> 暗算日本記録保持者

//<0104> 通り魔
<0104> 通り魔

//<0105> 記憶ナシ男
<0105> 記憶ナシ男

//<0106> 音速
<0106> 音速

//<0107> 無限
<0107> 無限

//<0108> エロ侍
<0108> エロ侍

//<0109> エロエロ団ナンバー１
<0109> エロエロ団ナンバー１

//<0110> ただのエロ少年
<0110> ただのエロ少年

//<0111> ユリブサイク
<0111> ユリブサイク

//<0112> ドピュッシー
<0112> ドピュッシー

//<0113> アメリカンエロドッグ
<0113> アメリカンエロドッグ

//<0114> ゼウス
<0114> ゼウス

//<0115> 日向markⅡ
<0115> 日向markⅡ

//<0116> 糞虫
<0116> 糞虫

//<0117> 量産型日向
<0117> 量産型日向

//<0118> ？？
<0118> ？？

//<0119> 「だって、お前がそうしろって言うから」
<0119> 「だって、お前がそうしろって言うから」

//<0120> nothing
<0120> nothing

//<0121> nothing
<0121> nothing

//<0122> nothing
<0122> nothing

//<0123> nothing
<0123> nothing

//<0124> nothing
<0124> nothing

//<0125> nothing
<0125> nothing

//<0126> 
<0126> 

//<0127> 
<0127> 

//<0128> nothing
<0128> nothing

//<0129> ゆり
<0129> ゆり

//<0130> 女生徒
<0130> 女生徒

//<0131> ？？
<0131> ？？

//<0132> 「スタンドアップ！」
<0132> 「スタンドアップ！」

//<0133> 音無
<0133> 音無

//<0134> クソ坊主
<0134> クソ坊主

//<0135> 代理人
<0135> 代理人

//<0136> 微妙すぎるイケメン
<0136> 微妙すぎるイケメン

//<0137> ロリコン
<0137> ロリコン

//<0138> メガネ仲間
<0138> メガネ仲間

//<0139> 暗算日本記録保持者
<0139> 暗算日本記録保持者

//<0140> 通り魔
<0140> 通り魔

//<0141> 記憶ナシ男
<0141> 記憶ナシ男

//<0142> 音速
<0142> 音速

//<0143> 無限
<0143> 無限

//<0144> エロ侍
<0144> エロ侍

//<0145> エロエロ団ナンバー１
<0145> エロエロ団ナンバー１

//<0146> ただのエロ少年
<0146> ただのエロ少年

//<0147> ユリブサイク
<0147> ユリブサイク

//<0148> ドピュッシー
<0148> ドピュッシー

//<0149> アメリカンエロドッグ
<0149> アメリカンエロドッグ

//<0150> ゼウス
<0150> ゼウス

//<0151> 日向markⅡ
<0151> 日向markⅡ

//<0152> 糞虫
<0152> 糞虫

//<0153> 量産型日向
<0153> 量産型日向

//<0154> ？？
<0154> ？？

//<0155> 「え？　いいのか？」
<0155> 「え？　いいのか？」

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> nothing
<0158> nothing

//<0159> nothing
<0159> nothing

//<0160> nothing
<0160> nothing

//<0161> nothing
<0161> nothing

//<0162> 
<0162> 

//<0163> 
<0163> 

//<0164> nothing
<0164> nothing

//<0165> ゆり
<0165> ゆり

//<0166> 女生徒
<0166> 女生徒

//<0167> ？？
<0167> ？？

//<0168> 「スタンドアップ！！」
<0168> 「スタンドアップ！！」

//<0169> 音無
<0169> 音無

//<0170> クソ坊主
<0170> クソ坊主

//<0171> 代理人
<0171> 代理人

//<0172> 微妙すぎるイケメン
<0172> 微妙すぎるイケメン

//<0173> ロリコン
<0173> ロリコン

//<0174> メガネ仲間
<0174> メガネ仲間

//<0175> 暗算日本記録保持者
<0175> 暗算日本記録保持者

//<0176> 通り魔
<0176> 通り魔

//<0177> 記憶ナシ男
<0177> 記憶ナシ男

//<0178> 音速
<0178> 音速

//<0179> 無限
<0179> 無限

//<0180> エロ侍
<0180> エロ侍

//<0181> エロエロ団ナンバー１
<0181> エロエロ団ナンバー１

//<0182> ただのエロ少年
<0182> ただのエロ少年

//<0183> ユリブサイク
<0183> ユリブサイク

//<0184> ドピュッシー
<0184> ドピュッシー

//<0185> アメリカンエロドッグ
<0185> アメリカンエロドッグ

//<0186> ゼウス
<0186> ゼウス

//<0187> 日向markⅡ
<0187> 日向markⅡ

//<0188> 糞虫
<0188> 糞虫

//<0189> 量産型日向
<0189> 量産型日向

//<0190> ？？
<0190> ？？

//<0191> 「ああ…じゃ、立つな」
<0191> 「ああ…じゃ、立つな」

//<0192> 言われるがまま、立ち上がる。
<0192> 言われるがまま、立ち上がる。

//<0193> 両手とも内出血で赤く、皮がすり切れる寸前だった。
<0193> 両手とも内出血で赤く、皮がすり切れる寸前だった。

//<0194> nothing
<0194> nothing

//<0195> nothing
<0195> nothing

//<0196> nothing
<0196> nothing

//<0197> nothing
<0197> nothing

//<0198> nothing
<0198> nothing

//<0199> ゆり
<0199> ゆり

//<0200> 女生徒
<0200> 女生徒

//<0201> ？？
<0201> ？？

//<0202> 「そんな格好で行動されたら、戦線のモラルの低下に繋がるわ…」
<0202> 「そんな格好で行動されたら、戦線のモラルの低下に繋がるわ…」

//<0203> 音無
<0203> 音無

//<0204> クソ坊主
<0204> クソ坊主

//<0205> 代理人
<0205> 代理人

//<0206> 微妙すぎるイケメン
<0206> 微妙すぎるイケメン

//<0207> ロリコン
<0207> ロリコン

//<0208> メガネ仲間
<0208> メガネ仲間

//<0209> 暗算日本記録保持者
<0209> 暗算日本記録保持者

//<0210> 通り魔
<0210> 通り魔

//<0211> 記憶ナシ男
<0211> 記憶ナシ男

//<0212> 音速
<0212> 音速

//<0213> 無限
<0213> 無限

//<0214> エロ侍
<0214> エロ侍

//<0215> エロエロ団ナンバー１
<0215> エロエロ団ナンバー１

//<0216> ただのエロ少年
<0216> ただのエロ少年

//<0217> ユリブサイク
<0217> ユリブサイク

//<0218> ドピュッシー
<0218> ドピュッシー

//<0219> アメリカンエロドッグ
<0219> アメリカンエロドッグ

//<0220> ゼウス
<0220> ゼウス

//<0221> 日向markⅡ
<0221> 日向markⅡ

//<0222> 糞虫
<0222> 糞虫

//<0223> 量産型日向
<0223> 量産型日向

//<0224> ？？
<0224> ？？

//<0225> 「だって、お前がそうしろって…」
<0225> 「だって、お前がそうしろって…」

//<0226> nothing
<0226> nothing

//<0227> nothing
<0227> nothing

//<0228> nothing
<0228> nothing

//<0229> nothing
<0229> nothing

//<0230> nothing
<0230> nothing

//<0231> ゆり
<0231> ゆり

//<0232> 女生徒
<0232> 女生徒

//<0233> ？？
<0233> ？？

//<0234> 「本当にやりきるなんて思いもしなかったからよ…」
<0234> 「本当にやりきるなんて思いもしなかったからよ…」

//<0235> 音無
<0235> 音無

//<0236> クソ坊主
<0236> クソ坊主

//<0237> 代理人
<0237> 代理人

//<0238> 微妙すぎるイケメン
<0238> 微妙すぎるイケメン

//<0239> ロリコン
<0239> ロリコン

//<0240> メガネ仲間
<0240> メガネ仲間

//<0241> 暗算日本記録保持者
<0241> 暗算日本記録保持者

//<0242> 通り魔
<0242> 通り魔

//<0243> 記憶ナシ男
<0243> 記憶ナシ男

//<0244> 音速
<0244> 音速

//<0245> 無限
<0245> 無限

//<0246> エロ侍
<0246> エロ侍

//<0247> エロエロ団ナンバー１
<0247> エロエロ団ナンバー１

//<0248> ただのエロ少年
<0248> ただのエロ少年

//<0249> ユリブサイク
<0249> ユリブサイク

//<0250> ドピュッシー
<0250> ドピュッシー

//<0251> アメリカンエロドッグ
<0251> アメリカンエロドッグ

//<0252> ゼウス
<0252> ゼウス

//<0253> 日向markⅡ
<0253> 日向markⅡ

//<0254> 糞虫
<0254> 糞虫

//<0255> 量産型日向
<0255> 量産型日向

//<0256> ？？
<0256> ？？

//<0257> 「で、俺の想いは伝わったのか？」
<0257> 「で、俺の想いは伝わったのか？」

//<0258> nothing
<0258> nothing

//<0259> nothing
<0259> nothing

//<0260> nothing
<0260> nothing

//<0261> nothing
<0261> nothing

//<0262> nothing
<0262> nothing

//<0263> ゆり
<0263> ゆり

//<0264> 女生徒
<0264> 女生徒

//<0265> ？？
<0265> ？？
{afbd} 33 // 0265

//<0266> 「そりゃ、すごく伝わってはいるけど、何度も言っているように、あなたに惹かれる要素はたっっっだのひとつもないわ」
<0266> 「そりゃ、すごく伝わってはいるけど、何度も言っているように、あなたに惹かれる要素はたっっっだのひとつもないわ」

//<0267> nothing
<0267> nothing

//<0268> nothing
<0268> nothing

//<0269> nothing
<0269> nothing

//<0270> nothing
<0270> nothing

//<0271> nothing
<0271> nothing

//<0272> 音無
<0272> 音無

//<0273> クソ坊主
<0273> クソ坊主

//<0274> 代理人
<0274> 代理人

//<0275> 微妙すぎるイケメン
<0275> 微妙すぎるイケメン

//<0276> ロリコン
<0276> ロリコン

//<0277> メガネ仲間
<0277> メガネ仲間

//<0278> 暗算日本記録保持者
<0278> 暗算日本記録保持者

//<0279> 通り魔
<0279> 通り魔

//<0280> 記憶ナシ男
<0280> 記憶ナシ男

//<0281> 音速
<0281> 音速

//<0282> 無限
<0282> 無限

//<0283> エロ侍
<0283> エロ侍

//<0284> エロエロ団ナンバー１
<0284> エロエロ団ナンバー１

//<0285> ただのエロ少年
<0285> ただのエロ少年

//<0286> ユリブサイク
<0286> ユリブサイク

//<0287> ドピュッシー
<0287> ドピュッシー

//<0288> アメリカンエロドッグ
<0288> アメリカンエロドッグ

//<0289> ゼウス
<0289> ゼウス

//<0290> 日向markⅡ
<0290> 日向markⅡ

//<0291> 糞虫
<0291> 糞虫

//<0292> 量産型日向
<0292> 量産型日向

//<0293> ？？
<0293> ？？

//<0294> 「えぇぇっ！？　じゃあ、次は何をすればいいんだ！？」
<0294> 「えぇぇっ！？　じゃあ、次は何をすればいいんだ！？」

//<0295> nothing
<0295> nothing

//<0296> nothing
<0296> nothing

//<0297> nothing
<0297> nothing

//<0298> nothing
<0298> nothing

//<0299> nothing
<0299> nothing

//<0300> ゆり
<0300> ゆり

//<0301> 女生徒
<0301> 女生徒

//<0302> ？？
<0302> ？？

//<0303> 「だから、そんな問題じゃなーーーいっ！！」
<0303> 「だから、そんな問題じゃなーーーいっ！！」

//<0304> nothing
<0304> nothing

//<0305> nothing
<0305> nothing

//<0306> nothing
<0306> nothing

//<0307> nothing
<0307> nothing

//<0308> nothing
<0308> nothing

//<0309> 音無
<0309> 音無

//<0310> クソ坊主
<0310> クソ坊主

//<0311> 代理人
<0311> 代理人

//<0312> 微妙すぎるイケメン
<0312> 微妙すぎるイケメン

//<0313> ロリコン
<0313> ロリコン

//<0314> メガネ仲間
<0314> メガネ仲間

//<0315> 暗算日本記録保持者
<0315> 暗算日本記録保持者

//<0316> 通り魔
<0316> 通り魔

//<0317> 記憶ナシ男
<0317> 記憶ナシ男

//<0318> 音速
<0318> 音速

//<0319> 無限
<0319> 無限

//<0320> エロ侍
<0320> エロ侍

//<0321> エロエロ団ナンバー１
<0321> エロエロ団ナンバー１

//<0322> ただのエロ少年
<0322> ただのエロ少年

//<0323> ユリブサイク
<0323> ユリブサイク

//<0324> ドピュッシー
<0324> ドピュッシー

//<0325> アメリカンエロドッグ
<0325> アメリカンエロドッグ

//<0326> ゼウス
<0326> ゼウス

//<0327> 日向markⅡ
<0327> 日向markⅡ

//<0328> 糞虫
<0328> 糞虫

//<0329> 量産型日向
<0329> 量産型日向

//<0330> ？？
<0330> ？？

//<0331> 「…はぁ？　まったく理解できない。ちゃんと説明してくれ」
<0331> 「…はぁ？　まったく理解できない。ちゃんと説明してくれ」

//<0332> nothing
<0332> nothing

//<0333> nothing
<0333> nothing

//<0334> nothing
<0334> nothing

//<0335> nothing
<0335> nothing

//<0336> nothing
<0336> nothing

//<0337> ゆり
<0337> ゆり

//<0338> 女生徒
<0338> 女生徒

//<0339> ？？
<0339> ？？

//<0340> 「うああぁぁあぁあぁーー！！　ひたすら鬱陶しいぃーー！！」
<0340> 「うああぁぁあぁあぁーー！！　ひたすら鬱陶しいぃーー！！」

//<0341> 音無
<0341> 音無

//<0342> クソ坊主
<0342> クソ坊主

//<0343> 代理人
<0343> 代理人

//<0344> 微妙すぎるイケメン
<0344> 微妙すぎるイケメン

//<0345> ロリコン
<0345> ロリコン

//<0346> メガネ仲間
<0346> メガネ仲間

//<0347> 暗算日本記録保持者
<0347> 暗算日本記録保持者

//<0348> 通り魔
<0348> 通り魔

//<0349> 記憶ナシ男
<0349> 記憶ナシ男

//<0350> 音速
<0350> 音速

//<0351> 無限
<0351> 無限

//<0352> エロ侍
<0352> エロ侍

//<0353> エロエロ団ナンバー１
<0353> エロエロ団ナンバー１

//<0354> ただのエロ少年
<0354> ただのエロ少年

//<0355> ユリブサイク
<0355> ユリブサイク

//<0356> ドピュッシー
<0356> ドピュッシー

//<0357> アメリカンエロドッグ
<0357> アメリカンエロドッグ

//<0358> ゼウス
<0358> ゼウス

//<0359> 日向markⅡ
<0359> 日向markⅡ

//<0360> 糞虫
<0360> 糞虫

//<0361> 量産型日向
<0361> 量産型日向

//<0362> ？？
<0362> ？？

//<0363> 「あれ？　鬱陶しい？　もしかして俺…嫌われてる？」
<0363> 「あれ？　鬱陶しい？　もしかして俺…嫌われてる？」

//<0364> nothing
<0364> nothing

//<0365> nothing
<0365> nothing

//<0366> nothing
<0366> nothing

//<0367> nothing
<0367> nothing

//<0368> nothing
<0368> nothing

//<0369> ゆり
<0369> ゆり

//<0370> 女生徒
<0370> 女生徒

//<0371> ？？
<0371> ？？

//<0372> 「ようやく気づいたかぁぁーー！！」
<0372> 「ようやく気づいたかぁぁーー！！」

//<0373> 音無
<0373> 音無

//<0374> クソ坊主
<0374> クソ坊主

//<0375> 代理人
<0375> 代理人

//<0376> 微妙すぎるイケメン
<0376> 微妙すぎるイケメン

//<0377> ロリコン
<0377> ロリコン

//<0378> メガネ仲間
<0378> メガネ仲間

//<0379> 暗算日本記録保持者
<0379> 暗算日本記録保持者

//<0380> 通り魔
<0380> 通り魔

//<0381> 記憶ナシ男
<0381> 記憶ナシ男

//<0382> 音速
<0382> 音速

//<0383> 無限
<0383> 無限

//<0384> エロ侍
<0384> エロ侍

//<0385> エロエロ団ナンバー１
<0385> エロエロ団ナンバー１

//<0386> ただのエロ少年
<0386> ただのエロ少年

//<0387> ユリブサイク
<0387> ユリブサイク

//<0388> ドピュッシー
<0388> ドピュッシー

//<0389> アメリカンエロドッグ
<0389> アメリカンエロドッグ

//<0390> ゼウス
<0390> ゼウス

//<0391> 日向markⅡ
<0391> 日向markⅡ

//<0392> 糞虫
<0392> 糞虫

//<0393> 量産型日向
<0393> 量産型日向

//<0394> ？？
<0394> ？？

//<0395> 「それ…マジ、ショックなんだけど…」
<0395> 「それ…マジ、ショックなんだけど…」

//<0396> nothing
<0396> nothing

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> nothing
<0400> nothing

//<0401> ゆり
<0401> ゆり

//<0402> 女生徒
<0402> 女生徒

//<0403> ？？
<0403> ？？

//<0404> 「あたしじゃなく、そのへんに居る綺麗どころのＮＰＣの女子に惚れろぉぉーー！！」
<0404> 「あたしじゃなく、そのへんに居る綺麗どころのＮＰＣの女子に惚れろぉぉーー！！」

//<0405> 音無
<0405> 音無

//<0406> クソ坊主
<0406> クソ坊主

//<0407> 代理人
<0407> 代理人

//<0408> 微妙すぎるイケメン
<0408> 微妙すぎるイケメン

//<0409> ロリコン
<0409> ロリコン

//<0410> メガネ仲間
<0410> メガネ仲間

//<0411> 暗算日本記録保持者
<0411> 暗算日本記録保持者

//<0412> 通り魔
<0412> 通り魔

//<0413> 記憶ナシ男
<0413> 記憶ナシ男

//<0414> 音速
<0414> 音速

//<0415> 無限
<0415> 無限

//<0416> エロ侍
<0416> エロ侍

//<0417> エロエロ団ナンバー１
<0417> エロエロ団ナンバー１

//<0418> ただのエロ少年
<0418> ただのエロ少年

//<0419> ユリブサイク
<0419> ユリブサイク

//<0420> ドピュッシー
<0420> ドピュッシー

//<0421> アメリカンエロドッグ
<0421> アメリカンエロドッグ

//<0422> ゼウス
<0422> ゼウス

//<0423> 日向markⅡ
<0423> 日向markⅡ

//<0424> 糞虫
<0424> 糞虫

//<0425> 量産型日向
<0425> 量産型日向

//<0426> ？？
<0426> ？？

//<0427> 「そんな代替が利くかよ。俺が好きなのはゆり、お前だけだ」
<0427> 「そんな代替が利くかよ。俺が好きなのはゆり、お前だけだ」

//<0428> nothing
<0428> nothing

//<0429> nothing
<0429> nothing

//<0430> nothing
<0430> nothing

//<0431> nothing
<0431> nothing

//<0432> nothing
<0432> nothing

//<0433> ゆり
<0433> ゆり

//<0434> 女生徒
<0434> 女生徒

//<0435> ？？
<0435> ？？

//<0436> 「どうして！？　あたし、そんなモテるキャラだったか…！？」
<0436> 「どうして！？　あたし、そんなモテるキャラだったか…！？」

//<0437> 音無
<0437> 音無

//<0438> クソ坊主
<0438> クソ坊主

//<0439> 代理人
<0439> 代理人

//<0440> 微妙すぎるイケメン
<0440> 微妙すぎるイケメン

//<0441> ロリコン
<0441> ロリコン

//<0442> メガネ仲間
<0442> メガネ仲間

//<0443> 暗算日本記録保持者
<0443> 暗算日本記録保持者

//<0444> 通り魔
<0444> 通り魔

//<0445> 記憶ナシ男
<0445> 記憶ナシ男

//<0446> 音速
<0446> 音速

//<0447> 無限
<0447> 無限

//<0448> エロ侍
<0448> エロ侍

//<0449> エロエロ団ナンバー１
<0449> エロエロ団ナンバー１

//<0450> ただのエロ少年
<0450> ただのエロ少年

//<0451> ユリブサイク
<0451> ユリブサイク

//<0452> ドピュッシー
<0452> ドピュッシー

//<0453> アメリカンエロドッグ
<0453> アメリカンエロドッグ

//<0454> ゼウス
<0454> ゼウス

//<0455> 日向markⅡ
<0455> 日向markⅡ

//<0456> 糞虫
<0456> 糞虫

//<0457> 量産型日向
<0457> 量産型日向

//<0458> ？？
<0458> ？？

//<0459> 「過去のことは知らないが、これが俺の恋なんだよ」
<0459> 「過去のことは知らないが、これが俺の恋なんだよ」

//<0460> nothing
<0460> nothing

//<0461> nothing
<0461> nothing

//<0462> nothing
<0462> nothing

//<0463> nothing
<0463> nothing

//<0464> nothing
<0464> nothing

//<0465> ゆり
<0465> ゆり

//<0466> 女生徒
<0466> 女生徒

//<0467> ？？
<0467> ？？

//<0468> 「軽い…浅い…」
<0468> 「軽い…浅い…」

//<0469> 音無
<0469> 音無

//<0470> クソ坊主
<0470> クソ坊主

//<0471> 代理人
<0471> 代理人

//<0472> 微妙すぎるイケメン
<0472> 微妙すぎるイケメン

//<0473> ロリコン
<0473> ロリコン

//<0474> メガネ仲間
<0474> メガネ仲間

//<0475> 暗算日本記録保持者
<0475> 暗算日本記録保持者

//<0476> 通り魔
<0476> 通り魔

//<0477> 記憶ナシ男
<0477> 記憶ナシ男

//<0478> 音速
<0478> 音速

//<0479> 無限
<0479> 無限

//<0480> エロ侍
<0480> エロ侍

//<0481> エロエロ団ナンバー１
<0481> エロエロ団ナンバー１

//<0482> ただのエロ少年
<0482> ただのエロ少年

//<0483> ユリブサイク
<0483> ユリブサイク

//<0484> ドピュッシー
<0484> ドピュッシー

//<0485> アメリカンエロドッグ
<0485> アメリカンエロドッグ

//<0486> ゼウス
<0486> ゼウス

//<0487> 日向markⅡ
<0487> 日向markⅡ

//<0488> 糞虫
<0488> 糞虫

//<0489> 量産型日向
<0489> 量産型日向

//<0490> ？？
<0490> ？？

//<0491> 「え？　何が？」
<0491> 「え？　何が？」

//<0492> nothing
<0492> nothing

//<0493> nothing
<0493> nothing

//<0494> nothing
<0494> nothing

//<0495> nothing
<0495> nothing

//<0496> nothing
<0496> nothing

//<0497> ゆり
<0497> ゆり

//<0498> 女生徒
<0498> 女生徒

//<0499> ？？
<0499> ？？

//<0500> 「記憶もなしに、恋した気分になってんじゃないってことよ」
<0500> 「記憶もなしに、恋した気分になってんじゃないってことよ」

//<0501> 冷たく言い放たれる。
<0501> 冷たく言い放たれる。

//<0502> nothing
<0502> nothing

//<0503> nothing
<0503> nothing

//<0504> nothing
<0504> nothing

//<0505> nothing
<0505> nothing

//<0506> nothing
<0506> nothing

//<0507> ゆり
<0507> ゆり

//<0508> 女生徒
<0508> 女生徒

//<0509> ？？
<0509> ？？

//<0510> 「それにあなたはあたしの生前を知らないはず」
<0510> 「それにあなたはあたしの生前を知らないはず」

//<0511> 音無
<0511> 音無

//<0512> クソ坊主
<0512> クソ坊主

//<0513> 代理人
<0513> 代理人

//<0514> 微妙すぎるイケメン
<0514> 微妙すぎるイケメン

//<0515> ロリコン
<0515> ロリコン

//<0516> メガネ仲間
<0516> メガネ仲間

//<0517> 暗算日本記録保持者
<0517> 暗算日本記録保持者

//<0518> 通り魔
<0518> 通り魔

//<0519> 記憶ナシ男
<0519> 記憶ナシ男

//<0520> 音速
<0520> 音速

//<0521> 無限
<0521> 無限

//<0522> エロ侍
<0522> エロ侍

//<0523> エロエロ団ナンバー１
<0523> エロエロ団ナンバー１

//<0524> ただのエロ少年
<0524> ただのエロ少年

//<0525> ユリブサイク
<0525> ユリブサイク

//<0526> ドピュッシー
<0526> ドピュッシー

//<0527> アメリカンエロドッグ
<0527> アメリカンエロドッグ

//<0528> ゼウス
<0528> ゼウス

//<0529> 日向markⅡ
<0529> 日向markⅡ

//<0530> 糞虫
<0530> 糞虫

//<0531> 量産型日向
<0531> 量産型日向

//<0532> ？？
<0532> ？？

//<0533> 「ああ…じゃあ、教えてくれ」
<0533> 「ああ…じゃあ、教えてくれ」

//<0534> nothing
<0534> nothing

//<0535> nothing
<0535> nothing

//<0536> nothing
<0536> nothing

//<0537> nothing
<0537> nothing

//<0538> nothing
<0538> nothing

//<0539> ゆり
<0539> ゆり

//<0540> 女生徒
<0540> 女生徒

//<0541> ？？
<0541> ？？

//<0542> 「はぁ…やっぱり軽い…浅い…」
<0542> 「はぁ…やっぱり軽い…浅い…」

//<0543> nothing
<0543> nothing

//<0544> nothing
<0544> nothing

//<0545> nothing
<0545> nothing

//<0546> nothing
<0546> nothing

//<0547> nothing
<0547> nothing

//<0548> ゆり
<0548> ゆり

