// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<0117> nothing
<0117> nothing

//<0118> nothing
<0118> nothing

//<0119> nothing
<0119> nothing

//<0120> ゆり
<0120> ゆり

//<0121> 女生徒
<0121> 女生徒

//<0122> ？？
<0122> ？？

//<0123> 「隣で寝ているわ」
<0123> 「隣で寝ているわ」

//<0124> se_curtain_open2
<0124> se_curtain_open2

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> nothing
<0128> nothing

//<0129> nothing
<0129> nothing

//<0130> nothing
<0130> nothing

//<0131> bs3_
<0131> bs3_

//<0132> nothing
<0132> nothing

//<0133> nothing
<0133> nothing

//<0134> nothing
<0134> nothing

//<0135> nothing
<0135> nothing

//<0136> nothing
<0136> nothing

//<0137> ゆりがカーテンを引くと、ベッドで寝ているかなでの姿が。
<0137> ゆりがカーテンを引くと、ベッドで寝ているかなでの姿が。

//<0138> ゆり
<0138> ゆり

//<0139> 女生徒
<0139> 女生徒

//<0140> ？？
<0140> ？？

//<0141> 「どれだけ時間が経っても、目覚めない…」
<0141> 「どれだけ時間が経っても、目覚めない…」

//<0142> none
<0142> none

//<0143> nothing
<0143> nothing

//<0144> 
<0144> 

//<0145> 
<0145> 

//<0146> nothing
<0146> nothing

//<0147> bs
<0147> bs

//<0148> _
<0148> _

//<0149> nothing
<0149> nothing

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> え…。
<0154> え…。

//<0155> nothing
<0155> nothing

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> nothing
<0158> nothing

//<0159> nothing
<0159> nothing

//<0160> ゆり
<0160> ゆり

//<0161> 女生徒
<0161> 女生徒

//<0162> ？？
<0162> ？？

//<0163> 「後はあなたに任せるわ」
<0163> 「後はあなたに任せるわ」

//<0164> se_bird
<0164> se_bird

//<0165> 夜が明けた。
<0165> 夜が明けた。

//<0166> 俺はただ、眠り続けるかなでの隣に居てやることしかできなかった。
<0166> 俺はただ、眠り続けるかなでの隣に居てやることしかできなかった。

//<0167> nothing
<0167> nothing

//<0168> nothing
<0168> nothing

//<0169> nothing
<0169> nothing

//<0170> nothing
<0170> nothing

//<0171> nothing
<0171> nothing

//<0172> ゆり
<0172> ゆり

//<0173> 女生徒
<0173> 女生徒

//<0174> ？？
<0174> ？？

//<0175> 「一度にたくさんの意識と同化しちゃったせいなんだってね…」
<0175> 「一度にたくさんの意識と同化しちゃったせいなんだってね…」

//<0176> 音無
<0176> 音無

//<0177> クソ坊主
<0177> クソ坊主

//<0178> 代理人
<0178> 代理人

//<0179> 微妙すぎるイケメン
<0179> 微妙すぎるイケメン

//<0180> ロリコン
<0180> ロリコン

//<0181> メガネ仲間
<0181> メガネ仲間

//<0182> 暗算日本記録保持者
<0182> 暗算日本記録保持者

//<0183> 通り魔
<0183> 通り魔

//<0184> 記憶ナシ男
<0184> 記憶ナシ男

//<0185> 音速
<0185> 音速

//<0186> 無限
<0186> 無限

//<0187> エロ侍
<0187> エロ侍

//<0188> エロエロ団ナンバー１
<0188> エロエロ団ナンバー１

//<0189> ただのエロ少年
<0189> ただのエロ少年

//<0190> ユリブサイク
<0190> ユリブサイク

//<0191> ドピュッシー
<0191> ドピュッシー

//<0192> アメリカンエロドッグ
<0192> アメリカンエロドッグ

//<0193> ゼウス
<0193> ゼウス

//<0194> 日向markⅡ
<0194> 日向markⅡ

//<0195> 糞虫
<0195> 糞虫

//<0196> 量産型日向
<0196> 量産型日向

//<0197> ？？
<0197> ？？

//<0198> 「ああ…」
<0198> 「ああ…」

//<0199> nothing
<0199> nothing

//<0200> nothing
<0200> nothing

//<0201> nothing
<0201> nothing

//<0202> nothing
<0202> nothing

//<0203> nothing
<0203> nothing

//<0204> ゆり
<0204> ゆり

//<0205> 女生徒
<0205> 女生徒

//<0206> ？？
<0206> ？？

//<0207> 「あたしのせいね…」
<0207> 「あたしのせいね…」

//<0208> nothing
<0208> nothing

//<0209> nothing
<0209> nothing

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> nothing
<0212> nothing

//<0213> 音無
<0213> 音無

//<0214> クソ坊主
<0214> クソ坊主

//<0215> 代理人
<0215> 代理人

//<0216> 微妙すぎるイケメン
<0216> 微妙すぎるイケメン

//<0217> ロリコン
<0217> ロリコン

//<0218> メガネ仲間
<0218> メガネ仲間

//<0219> 暗算日本記録保持者
<0219> 暗算日本記録保持者

//<0220> 通り魔
<0220> 通り魔

//<0221> 記憶ナシ男
<0221> 記憶ナシ男

//<0222> 音速
<0222> 音速

//<0223> 無限
<0223> 無限

//<0224> エロ侍
<0224> エロ侍

//<0225> エロエロ団ナンバー１
<0225> エロエロ団ナンバー１

//<0226> ただのエロ少年
<0226> ただのエロ少年

//<0227> ユリブサイク
<0227> ユリブサイク

//<0228> ドピュッシー
<0228> ドピュッシー

//<0229> アメリカンエロドッグ
<0229> アメリカンエロドッグ

//<0230> ゼウス
<0230> ゼウス

//<0231> 日向markⅡ
<0231> 日向markⅡ

//<0232> 糞虫
<0232> 糞虫

//<0233> 量産型日向
<0233> 量産型日向

//<0234> ？？
<0234> ？？

//<0235> 「いや、ゆりはリーダーとして、最高の仕事をしたよ…。戦線の最大の危機を回避した」
<0235> 「いや、ゆりはリーダーとして、最高の仕事をしたよ…。戦線の最大の危機を回避した」

//<0236> 音無
<0236> 音無

//<0237> クソ坊主
<0237> クソ坊主

//<0238> 代理人
<0238> 代理人

//<0239> 微妙すぎるイケメン
<0239> 微妙すぎるイケメン

//<0240> ロリコン
<0240> ロリコン

//<0241> メガネ仲間
<0241> メガネ仲間

//<0242> 暗算日本記録保持者
<0242> 暗算日本記録保持者

//<0243> 通り魔
<0243> 通り魔

//<0244> 記憶ナシ男
<0244> 記憶ナシ男

//<0245> 音速
<0245> 音速

//<0246> 無限
<0246> 無限

//<0247> エロ侍
<0247> エロ侍

//<0248> エロエロ団ナンバー１
<0248> エロエロ団ナンバー１

//<0249> ただのエロ少年
<0249> ただのエロ少年

//<0250> ユリブサイク
<0250> ユリブサイク

//<0251> ドピュッシー
<0251> ドピュッシー

//<0252> アメリカンエロドッグ
<0252> アメリカンエロドッグ

//<0253> ゼウス
<0253> ゼウス

//<0254> 日向markⅡ
<0254> 日向markⅡ

//<0255> 糞虫
<0255> 糞虫

//<0256> 量産型日向
<0256> 量産型日向

//<0257> ？？
<0257> ？？

//<0258> 「それに誰も想像できなかったさ、ギルドに大量に分身を配置して待ちかまえているなんてさ…」
<0258> 「それに誰も想像できなかったさ、ギルドに大量に分身を配置して待ちかまえているなんてさ…」

//<0259> 音無
<0259> 音無

//<0260> クソ坊主
<0260> クソ坊主

//<0261> 代理人
<0261> 代理人

//<0262> 微妙すぎるイケメン
<0262> 微妙すぎるイケメン

//<0263> ロリコン
<0263> ロリコン

//<0264> メガネ仲間
<0264> メガネ仲間

//<0265> 暗算日本記録保持者
<0265> 暗算日本記録保持者

//<0266> 通り魔
<0266> 通り魔

//<0267> 記憶ナシ男
<0267> 記憶ナシ男

//<0268> 音速
<0268> 音速

//<0269> 無限
<0269> 無限

//<0270> エロ侍
<0270> エロ侍

//<0271> エロエロ団ナンバー１
<0271> エロエロ団ナンバー１

//<0272> ただのエロ少年
<0272> ただのエロ少年

//<0273> ユリブサイク
<0273> ユリブサイク

//<0274> ドピュッシー
<0274> ドピュッシー

//<0275> アメリカンエロドッグ
<0275> アメリカンエロドッグ

//<0276> ゼウス
<0276> ゼウス

//<0277> 日向markⅡ
<0277> 日向markⅡ

//<0278> 糞虫
<0278> 糞虫

//<0279> 量産型日向
<0279> 量産型日向

//<0280> ？？
<0280> ？？

//<0281> 「それは、かなでの…冷酷なかなでの考えた作戦で、でもそれはやっぱりかなでだから…仕方がなかったことだと思う」
<0281> 「それは、かなでの…冷酷なかなでの考えた作戦で、でもそれはやっぱりかなでだから…仕方がなかったことだと思う」

//<0282> nothing
<0282> nothing

//<0283> nothing
<0283> nothing

//<0284> nothing
<0284> nothing

//<0285> nothing
<0285> nothing

//<0286> nothing
<0286> nothing

//<0287> ゆり
<0287> ゆり

//<0288> 女生徒
<0288> 女生徒

//<0289> ？？
<0289> ？？

//<0290> 「そう…」
<0290> 「そう…」

//<0291> nothing
<0291> nothing

//<0292> nothing
<0292> nothing

//<0293> nothing
<0293> nothing

//<0294> nothing
<0294> nothing

//<0295> nothing
<0295> nothing

//<0296> ゆり
<0296> ゆり

//<0297> 女生徒
<0297> 女生徒

//<0298> ？？
<0298> ？？

//<0299> 「そう言ってくれると助かるけど…」
<0299> 「そう言ってくれると助かるけど…」

//<0300> se_wooddoor_close
<0300> se_wooddoor_close

//<0301> ゆりが退室する。
<0301> ゆりが退室する。

//<0302> すると、俺はすぐ弱気になってしまう。
<0302> すると、俺はすぐ弱気になってしまう。

//<0303> 音無
<0303> 音無

//<0304> クソ坊主
<0304> クソ坊主

//<0305> 代理人
<0305> 代理人

//<0306> 微妙すぎるイケメン
<0306> 微妙すぎるイケメン

//<0307> ロリコン
<0307> ロリコン

//<0308> メガネ仲間
<0308> メガネ仲間

//<0309> 暗算日本記録保持者
<0309> 暗算日本記録保持者

//<0310> 通り魔
<0310> 通り魔

//<0311> 記憶ナシ男
<0311> 記憶ナシ男

//<0312> 音速
<0312> 音速

//<0313> 無限
<0313> 無限

//<0314> エロ侍
<0314> エロ侍

//<0315> エロエロ団ナンバー１
<0315> エロエロ団ナンバー１

//<0316> ただのエロ少年
<0316> ただのエロ少年

//<0317> ユリブサイク
<0317> ユリブサイク

//<0318> ドピュッシー
<0318> ドピュッシー

//<0319> アメリカンエロドッグ
<0319> アメリカンエロドッグ

//<0320> ゼウス
<0320> ゼウス

//<0321> 日向markⅡ
<0321> 日向markⅡ

//<0322> 糞虫
<0322> 糞虫

//<0323> 量産型日向
<0323> 量産型日向

//<0324> ？？
<0324> ？？

//<0325> 「なあ、病院なんてない、誰も病まないからって言ってたじゃないか…」
<0325> 「なあ、病院なんてない、誰も病まないからって言ってたじゃないか…」

//<0326> 音無
<0326> 音無

//<0327> クソ坊主
<0327> クソ坊主

//<0328> 代理人
<0328> 代理人

//<0329> 微妙すぎるイケメン
<0329> 微妙すぎるイケメン

//<0330> ロリコン
<0330> ロリコン

//<0331> メガネ仲間
<0331> メガネ仲間

//<0332> 暗算日本記録保持者
<0332> 暗算日本記録保持者

//<0333> 通り魔
<0333> 通り魔

//<0334> 記憶ナシ男
<0334> 記憶ナシ男

//<0335> 音速
<0335> 音速

//<0336> 無限
<0336> 無限

//<0337> エロ侍
<0337> エロ侍

//<0338> エロエロ団ナンバー１
<0338> エロエロ団ナンバー１

//<0339> ただのエロ少年
<0339> ただのエロ少年

//<0340> ユリブサイク
<0340> ユリブサイク

//<0341> ドピュッシー
<0341> ドピュッシー

//<0342> アメリカンエロドッグ
<0342> アメリカンエロドッグ

//<0343> ゼウス
<0343> ゼウス

//<0344> 日向markⅡ
<0344> 日向markⅡ

//<0345> 糞虫
<0345> 糞虫

//<0346> 量産型日向
<0346> 量産型日向

//<0347> ？？
<0347> ？？

//<0348> 「じゃあ、なんで起きてくれないんだよ、ちくしょう…」
<0348> 「じゃあ、なんで起きてくれないんだよ、ちくしょう…」

//<0349> 音無
<0349> 音無

//<0350> クソ坊主
<0350> クソ坊主

//<0351> 代理人
<0351> 代理人

//<0352> 微妙すぎるイケメン
<0352> 微妙すぎるイケメン

//<0353> ロリコン
<0353> ロリコン

//<0354> メガネ仲間
<0354> メガネ仲間

//<0355> 暗算日本記録保持者
<0355> 暗算日本記録保持者

//<0356> 通り魔
<0356> 通り魔

//<0357> 記憶ナシ男
<0357> 記憶ナシ男

//<0358> 音速
<0358> 音速

//<0359> 無限
<0359> 無限

//<0360> エロ侍
<0360> エロ侍

//<0361> エロエロ団ナンバー１
<0361> エロエロ団ナンバー１

//<0362> ただのエロ少年
<0362> ただのエロ少年

//<0363> ユリブサイク
<0363> ユリブサイク

//<0364> ドピュッシー
<0364> ドピュッシー

//<0365> アメリカンエロドッグ
<0365> アメリカンエロドッグ

//<0366> ゼウス
<0366> ゼウス

//<0367> 日向markⅡ
<0367> 日向markⅡ

//<0368> 糞虫
<0368> 糞虫

//<0369> 量産型日向
<0369> 量産型日向

//<0370> ？？
<0370> ？？

//<0371> 「ちくしょう…」
<0371> 「ちくしょう…」

//<0372> ………。
<0372> ………。

//<0373> ……。
<0373> ……。

//<0374> …。
<0374> …。

//<0375> se_heartbeat
<0375> se_heartbeat

//<0376> どくん…
<0376> どくん…

//<0377> se_heartbeat
<0377> se_heartbeat

//<0378> …どくん…
<0378> …どくん…

//<0379> これはなんの音だ…。
<0379> これはなんの音だ…。

//<0380> se_heartbeat
<0380> se_heartbeat

//<0381> どくん…
<0381> どくん…

//<0382> se_heartbeat
<0382> se_heartbeat

//<0383> …どくん…
<0383> …どくん…

//<0384> 心音だ…。
<0384> 心音だ…。

//<0385> 誰の…。
<0385> 誰の…。

//<0386> 自分の心音なんて、なかなか聞けはしない…。
<0386> 自分の心音なんて、なかなか聞けはしない…。

//<0387> でも、それはなぜだかとても懐かしくて…。
<0387> でも、それはなぜだかとても懐かしくて…。

//<0388> 心の奥底にまでゆったりと落ちていく感覚…。
<0388> 心の奥底にまでゆったりと落ちていく感覚…。

//<0389> 20_二度目の音無の過去
<0389> 20_二度目の音無の過去

//<0390> 音無
<0390> 音無

//<0391> クソ坊主
<0391> クソ坊主

//<0392> 代理人
<0392> 代理人

//<0393> 微妙すぎるイケメン
<0393> 微妙すぎるイケメン

//<0394> ロリコン
<0394> ロリコン

//<0395> メガネ仲間
<0395> メガネ仲間

//<0396> 暗算日本記録保持者
<0396> 暗算日本記録保持者

//<0397> 通り魔
<0397> 通り魔

//<0398> 記憶ナシ男
<0398> 記憶ナシ男

//<0399> 音速
<0399> 音速

//<0400> 無限
<0400> 無限

//<0401> エロ侍
<0401> エロ侍

//<0402> エロエロ団ナンバー１
<0402> エロエロ団ナンバー１

//<0403> ただのエロ少年
<0403> ただのエロ少年

//<0404> ユリブサイク
<0404> ユリブサイク

//<0405> ドピュッシー
<0405> ドピュッシー

//<0406> アメリカンエロドッグ
<0406> アメリカンエロドッグ

//<0407> ゼウス
<0407> ゼウス

//<0408> 日向markⅡ
<0408> 日向markⅡ

//<0409> 糞虫
<0409> 糞虫

//<0410> 量産型日向
<0410> 量産型日向

//<0411> ？？
<0411> ？？

//<0412> 「……ん」
<0412> 「……ん」

//<0413> …寝ていたのか。
<0413> …寝ていたのか。

//<0414> 頭を撫でられていた。
<0414> 頭を撫でられていた。

//<0415> 顔を上げると、かなでが優しげな表情で俺を見つめていた。
<0415> 顔を上げると、かなでが優しげな表情で俺を見つめていた。

//<0416> nothing
<0416> nothing

//<0417> 
<0417> 

//<0418> 
<0418> 

//<0419> nothing
<0419> nothing

//<0420> 音無
<0420> 音無

//<0421> クソ坊主
<0421> クソ坊主

//<0422> 代理人
<0422> 代理人

//<0423> 微妙すぎるイケメン
<0423> 微妙すぎるイケメン

//<0424> ロリコン
<0424> ロリコン

//<0425> メガネ仲間
<0425> メガネ仲間

//<0426> 暗算日本記録保持者
<0426> 暗算日本記録保持者

//<0427> 通り魔
<0427> 通り魔

//<0428> 記憶ナシ男
<0428> 記憶ナシ男

//<0429> 音速
<0429> 音速

//<0430> 無限
<0430> 無限

//<0431> エロ侍
<0431> エロ侍

//<0432> エロエロ団ナンバー１
<0432> エロエロ団ナンバー１

//<0433> ただのエロ少年
<0433> ただのエロ少年

//<0434> ユリブサイク
<0434> ユリブサイク

//<0435> ドピュッシー
<0435> ドピュッシー

//<0436> アメリカンエロドッグ
<0436> アメリカンエロドッグ

//<0437> ゼウス
<0437> ゼウス

//<0438> 日向markⅡ
<0438> 日向markⅡ

//<0439> 糞虫
<0439> 糞虫

//<0440> 量産型日向
<0440> 量産型日向

//<0441> ？？
<0441> ？？

//<0442> 「かなで！」
<0442> 「かなで！」

//<0443> 俺は思わず、かなでの肩を掴む。
<0443> 俺は思わず、かなでの肩を掴む。

//<0444> 音無
<0444> 音無

//<0445> クソ坊主
<0445> クソ坊主

//<0446> 代理人
<0446> 代理人

//<0447> 微妙すぎるイケメン
<0447> 微妙すぎるイケメン

//<0448> ロリコン
<0448> ロリコン

//<0449> メガネ仲間
<0449> メガネ仲間

//<0450> 暗算日本記録保持者
<0450> 暗算日本記録保持者

//<0451> 通り魔
<0451> 通り魔

//<0452> 記憶ナシ男
<0452> 記憶ナシ男

//<0453> 音速
<0453> 音速

//<0454> 無限
<0454> 無限

//<0455> エロ侍
<0455> エロ侍

//<0456> エロエロ団ナンバー１
<0456> エロエロ団ナンバー１

//<0457> ただのエロ少年
<0457> ただのエロ少年

//<0458> ユリブサイク
<0458> ユリブサイク

//<0459> ドピュッシー
<0459> ドピュッシー

//<0460> アメリカンエロドッグ
<0460> アメリカンエロドッグ

//<0461> ゼウス
<0461> ゼウス

//<0462> 日向markⅡ
<0462> 日向markⅡ

//<0463> 糞虫
<0463> 糞虫

//<0464> 量産型日向
<0464> 量産型日向

//<0465> ？？
<0465> ？？

//<0466> 「お前なっ、心配したんだぞ、大丈夫か！？　体は平気か！？」
<0466> 「お前なっ、心配したんだぞ、大丈夫か！？　体は平気か！？」

//<0467> 天使
<0467> 天使

//<0468> かなで
<0468> かなで

//<0469> 女生徒
<0469> 女生徒

//<0470> ？？
<0470> ？？

//<0471> 「大丈夫、平気よ」
<0471> 「大丈夫、平気よ」

//<0472> 音無
<0472> 音無

//<0473> クソ坊主
<0473> クソ坊主

//<0474> 代理人
<0474> 代理人

//<0475> 微妙すぎるイケメン
<0475> 微妙すぎるイケメン

//<0476> ロリコン
<0476> ロリコン

//<0477> メガネ仲間
<0477> メガネ仲間

//<0478> 暗算日本記録保持者
<0478> 暗算日本記録保持者

//<0479> 通り魔
<0479> 通り魔

//<0480> 記憶ナシ男
<0480> 記憶ナシ男

//<0481> 音速
<0481> 音速

//<0482> 無限
<0482> 無限

//<0483> エロ侍
<0483> エロ侍

//<0484> エロエロ団ナンバー１
<0484> エロエロ団ナンバー１

//<0485> ただのエロ少年
<0485> ただのエロ少年

//<0486> ユリブサイク
<0486> ユリブサイク

//<0487> ドピュッシー
<0487> ドピュッシー

//<0488> アメリカンエロドッグ
<0488> アメリカンエロドッグ

//<0489> ゼウス
<0489> ゼウス

//<0490> 日向markⅡ
<0490> 日向markⅡ

//<0491> 糞虫
<0491> 糞虫

//<0492> 量産型日向
<0492> 量産型日向

//<0493> ？？
<0493> ？？

//<0494> 「そっか、よかった…」
<0494> 「そっか、よかった…」

//<0495> ………。
<0495> ………。

//<0496> さっきまで見ていた夢…。
<0496> さっきまで見ていた夢…。

//<0497> あれは夢じゃない…。
<0497> あれは夢じゃない…。

//<0498> 生前にあった、俺の最後の記憶だ。
<0498> 生前にあった、俺の最後の記憶だ。

//<0499> 音無
<0499> 音無

//<0500> クソ坊主
<0500> クソ坊主

//<0501> 代理人
<0501> 代理人

//<0502> 微妙すぎるイケメン
<0502> 微妙すぎるイケメン

//<0503> ロリコン
<0503> ロリコン

//<0504> メガネ仲間
<0504> メガネ仲間

//<0505> 暗算日本記録保持者
<0505> 暗算日本記録保持者

//<0506> 通り魔
<0506> 通り魔

//<0507> 記憶ナシ男
<0507> 記憶ナシ男

//<0508> 音速
<0508> 音速

//<0509> 無限
<0509> 無限

//<0510> エロ侍
<0510> エロ侍

//<0511> エロエロ団ナンバー１
<0511> エロエロ団ナンバー１

//<0512> ただのエロ少年
<0512> ただのエロ少年

//<0513> ユリブサイク
<0513> ユリブサイク

//<0514> ドピュッシー
<0514> ドピュッシー

//<0515> アメリカンエロドッグ
<0515> アメリカンエロドッグ

//<0516> ゼウス
<0516> ゼウス

//<0517> 日向markⅡ
<0517> 日向markⅡ

//<0518> 糞虫
<0518> 糞虫

//<0519> 量産型日向
<0519> 量産型日向

//<0520> ？？
<0520> ？？

//<0521> 「なあ、俺、記憶を全部思い出したんだ…続きがあったんだ」
<0521> 「なあ、俺、記憶を全部思い出したんだ…続きがあったんだ」

//<0522> 天使
<0522> 天使

//<0523> かなで
<0523> かなで

//<0524> 女生徒
<0524> 女生徒

//<0525> ？？
<0525> ？？

//<0526> 「続き？」
<0526> 「続き？」

//<0527> 音無
<0527> 音無

//<0528> クソ坊主
<0528> クソ坊主

//<0529> 代理人
<0529> 代理人

//<0530> 微妙すぎるイケメン
<0530> 微妙すぎるイケメン

//<0531> ロリコン
<0531> ロリコン

//<0532> メガネ仲間
<0532> メガネ仲間

//<0533> 暗算日本記録保持者
