// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
<0077> エロ侍

//<0078> エロエロ団ナンバー１
<0078> エロエロ団ナンバー１

//<0079> ただのエロ少年
<0079> ただのエロ少年

//<0080> ユリブサイク
<0080> ユリブサイク

//<0081> ドピュッシー
<0081> ドピュッシー

//<0082> アメリカンエロドッグ
<0082> アメリカンエロドッグ

//<0083> ゼウス
<0083> ゼウス

//<0084> 日向markⅡ
<0084> 日向markⅡ

//<0085> 糞虫
<0085> 糞虫

//<0086> 量産型日向
<0086> 量産型日向

//<0087> ？？
<0087> ？？

//<0088> （好きだ…。完成形はゆりだが、ひさ子はそれに近い）
<0088> （好きだ…。完成形はゆりだが、ひさ子はそれに近い）

//<0089> なので、思いを伝える。
<0089> なので、思いを伝える。

//<0090> 音無
<0090> 音無

//<0091> クソ坊主
<0091> クソ坊主

//<0092> 代理人
<0092> 代理人

//<0093> 微妙すぎるイケメン
<0093> 微妙すぎるイケメン

//<0094> ロリコン
<0094> ロリコン

//<0095> メガネ仲間
<0095> メガネ仲間

//<0096> 暗算日本記録保持者
<0096> 暗算日本記録保持者

//<0097> 通り魔
<0097> 通り魔

//<0098> 記憶ナシ男
<0098> 記憶ナシ男

//<0099> 音速
<0099> 音速

//<0100> 無限
<0100> 無限

//<0101> エロ侍
<0101> エロ侍

//<0102> エロエロ団ナンバー１
<0102> エロエロ団ナンバー１

//<0103> ただのエロ少年
<0103> ただのエロ少年

//<0104> ユリブサイク
<0104> ユリブサイク

//<0105> ドピュッシー
<0105> ドピュッシー

//<0106> アメリカンエロドッグ
<0106> アメリカンエロドッグ

//<0107> ゼウス
<0107> ゼウス

//<0108> 日向markⅡ
<0108> 日向markⅡ

//<0109> 糞虫
<0109> 糞虫

//<0110> 量産型日向
<0110> 量産型日向

//<0111> ？？
<0111> ？？

//<0112> 「俺と付き合ってくれないかな…」
<0112> 「俺と付き合ってくれないかな…」

//<0113> nothing
<0113> nothing

//<0114> nothing
<0114> nothing

//<0115> nothing
<0115> nothing

//<0116> nothing
<0116> nothing

//<0117> nothing
<0117> nothing

//<0118> ひさ子
<0118> ひさ子

//<0119> 「ん？　どこまで？」
<0119> 「ん？　どこまで？」

//<0120> 音無
<0120> 音無

//<0121> クソ坊主
<0121> クソ坊主

//<0122> 代理人
<0122> 代理人

//<0123> 微妙すぎるイケメン
<0123> 微妙すぎるイケメン

//<0124> ロリコン
<0124> ロリコン

//<0125> メガネ仲間
<0125> メガネ仲間

//<0126> 暗算日本記録保持者
<0126> 暗算日本記録保持者

//<0127> 通り魔
<0127> 通り魔

//<0128> 記憶ナシ男
<0128> 記憶ナシ男

//<0129> 音速
<0129> 音速

//<0130> 無限
<0130> 無限

//<0131> エロ侍
<0131> エロ侍

//<0132> エロエロ団ナンバー１
<0132> エロエロ団ナンバー１

//<0133> ただのエロ少年
<0133> ただのエロ少年

//<0134> ユリブサイク
<0134> ユリブサイク

//<0135> ドピュッシー
<0135> ドピュッシー

//<0136> アメリカンエロドッグ
<0136> アメリカンエロドッグ

//<0137> ゼウス
<0137> ゼウス

//<0138> 日向markⅡ
<0138> 日向markⅡ

//<0139> 糞虫
<0139> 糞虫

//<0140> 量産型日向
<0140> 量産型日向

//<0141> ？？
<0141> ？？

//<0142> 「そ、それは…友達以上なところまで」
<0142> 「そ、それは…友達以上なところまで」

//<0143> nothing
<0143> nothing

//<0144> nothing
<0144> nothing

//<0145> nothing
<0145> nothing

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> ひさ子
<0148> ひさ子
{3f13} 33 // 0148

//<0149> 「は？　あんた、何言ってんのさ？　友達以上？」
<0149> 「は？　あんた、何言ってんのさ？　友達以上？」

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> 音無
<0155> 音無

//<0156> クソ坊主
<0156> クソ坊主

//<0157> 代理人
<0157> 代理人

//<0158> 微妙すぎるイケメン
<0158> 微妙すぎるイケメン

//<0159> ロリコン
<0159> ロリコン

//<0160> メガネ仲間
<0160> メガネ仲間

//<0161> 暗算日本記録保持者
<0161> 暗算日本記録保持者

//<0162> 通り魔
<0162> 通り魔

//<0163> 記憶ナシ男
<0163> 記憶ナシ男

//<0164> 音速
<0164> 音速

//<0165> 無限
<0165> 無限

//<0166> エロ侍
<0166> エロ侍

//<0167> エロエロ団ナンバー１
<0167> エロエロ団ナンバー１

//<0168> ただのエロ少年
<0168> ただのエロ少年

//<0169> ユリブサイク
<0169> ユリブサイク

//<0170> ドピュッシー
<0170> ドピュッシー

//<0171> アメリカンエロドッグ
<0171> アメリカンエロドッグ

//<0172> ゼウス
<0172> ゼウス

//<0173> 日向markⅡ
<0173> 日向markⅡ

//<0174> 糞虫
<0174> 糞虫

//<0175> 量産型日向
<0175> 量産型日向

//<0176> ？？
<0176> ？？

//<0177> 「ああ、つまりは、恋人前提のお付き合いを…」
<0177> 「ああ、つまりは、恋人前提のお付き合いを…」

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> nothing
<0181> nothing

//<0182> nothing
<0182> nothing

//<0183> ひさ子
<0183> ひさ子

//<0184> 「あぁー、ゆりの勘も鈍ったもんだなぁーー」
<0184> 「あぁー、ゆりの勘も鈍ったもんだなぁーー」

//<0185> すごく残念そうに上を見上げ、手で目を覆う。
<0185> すごく残念そうに上を見上げ、手で目を覆う。

//<0186> 音無
<0186> 音無

//<0187> クソ坊主
<0187> クソ坊主

//<0188> 代理人
<0188> 代理人

//<0189> 微妙すぎるイケメン
<0189> 微妙すぎるイケメン

//<0190> ロリコン
<0190> ロリコン

//<0191> メガネ仲間
<0191> メガネ仲間

//<0192> 暗算日本記録保持者
<0192> 暗算日本記録保持者

//<0193> 通り魔
<0193> 通り魔

//<0194> 記憶ナシ男
<0194> 記憶ナシ男

//<0195> 音速
<0195> 音速

//<0196> 無限
<0196> 無限

//<0197> エロ侍
<0197> エロ侍

//<0198> エロエロ団ナンバー１
<0198> エロエロ団ナンバー１

//<0199> ただのエロ少年
<0199> ただのエロ少年

//<0200> ユリブサイク
<0200> ユリブサイク

//<0201> ドピュッシー
<0201> ドピュッシー

//<0202> アメリカンエロドッグ
<0202> アメリカンエロドッグ

//<0203> ゼウス
<0203> ゼウス

//<0204> 日向markⅡ
<0204> 日向markⅡ

//<0205> 糞虫
<0205> 糞虫

//<0206> 量産型日向
<0206> 量産型日向

//<0207> ？？
<0207> ？？

//<0208> 「え？　どういう意味だ？」
<0208> 「え？　どういう意味だ？」

//<0209> nothing
<0209> nothing

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> nothing
<0212> nothing

//<0213> nothing
<0213> nothing

//<0214> ひさ子
<0214> ひさ子

//<0215> 「話にならないってことだよ」
<0215> 「話にならないってことだよ」

//<0216> 音無
<0216> 音無

//<0217> クソ坊主
<0217> クソ坊主

//<0218> 代理人
<0218> 代理人

//<0219> 微妙すぎるイケメン
<0219> 微妙すぎるイケメン

//<0220> ロリコン
<0220> ロリコン

//<0221> メガネ仲間
<0221> メガネ仲間

//<0222> 暗算日本記録保持者
<0222> 暗算日本記録保持者

//<0223> 通り魔
<0223> 通り魔

//<0224> 記憶ナシ男
<0224> 記憶ナシ男

//<0225> 音速
<0225> 音速

//<0226> 無限
<0226> 無限

//<0227> エロ侍
<0227> エロ侍

//<0228> エロエロ団ナンバー１
<0228> エロエロ団ナンバー１

//<0229> ただのエロ少年
<0229> ただのエロ少年

//<0230> ユリブサイク
<0230> ユリブサイク

//<0231> ドピュッシー
<0231> ドピュッシー

//<0232> アメリカンエロドッグ
<0232> アメリカンエロドッグ

//<0233> ゼウス
<0233> ゼウス

//<0234> 日向markⅡ
<0234> 日向markⅡ

//<0235> 糞虫
<0235> 糞虫

//<0236> 量産型日向
<0236> 量産型日向

//<0237> ？？
<0237> ？？

//<0238> 「話にならない…？」
<0238> 「話にならない…？」

//<0239> nothing
<0239> nothing

//<0240> nothing
<0240> nothing

//<0241> nothing
<0241> nothing

//<0242> nothing
<0242> nothing

//<0243> nothing
<0243> nothing

//<0244> ひさ子
<0244> ひさ子

//<0245> 「とにかく、生前の記憶を思い出せ。思い出したら、そんな浮ついたこと、考えられなくなるからさ」
<0245> 「とにかく、生前の記憶を思い出せ。思い出したら、そんな浮ついたこと、考えられなくなるからさ」

//<0246> ようは、振られた、ということか…。
<0246> ようは、振られた、ということか…。

//<0247> 精神的に、参る…。
<0247> 精神的に、参る…。

//<0248> 音無
<0248> 音無

//<0249> クソ坊主
<0249> クソ坊主

//<0250> 代理人
<0250> 代理人

//<0251> 微妙すぎるイケメン
<0251> 微妙すぎるイケメン

//<0252> ロリコン
<0252> ロリコン

//<0253> メガネ仲間
<0253> メガネ仲間

//<0254> 暗算日本記録保持者
<0254> 暗算日本記録保持者

//<0255> 通り魔
<0255> 通り魔

//<0256> 記憶ナシ男
<0256> 記憶ナシ男

//<0257> 音速
<0257> 音速

//<0258> 無限
<0258> 無限

//<0259> エロ侍
<0259> エロ侍

//<0260> エロエロ団ナンバー１
<0260> エロエロ団ナンバー１

//<0261> ただのエロ少年
<0261> ただのエロ少年

//<0262> ユリブサイク
<0262> ユリブサイク

//<0263> ドピュッシー
<0263> ドピュッシー

//<0264> アメリカンエロドッグ
<0264> アメリカンエロドッグ

//<0265> ゼウス
<0265> ゼウス

//<0266> 日向markⅡ
<0266> 日向markⅡ

//<0267> 糞虫
<0267> 糞虫

//<0268> 量産型日向
<0268> 量産型日向

//<0269> ？？
<0269> ？？

//<0270> 「そっか…じゃ、さよなら…」
<0270> 「そっか…じゃ、さよなら…」

//<0271> nothing
<0271> nothing

//<0272> nothing
<0272> nothing

//<0273> nothing
<0273> nothing

//<0274> nothing
<0274> nothing

//<0275> nothing
<0275> nothing

//<0276> ひさ子
<0276> ひさ子

//<0277> 「ああ、とっとと記憶を思い出せ」
<0277> 「ああ、とっとと記憶を思い出せ」

//<0278> 音無
<0278> 音無

//<0279> クソ坊主
<0279> クソ坊主

//<0280> 代理人
<0280> 代理人

//<0281> 微妙すぎるイケメン
<0281> 微妙すぎるイケメン

//<0282> ロリコン
<0282> ロリコン

//<0283> メガネ仲間
<0283> メガネ仲間

//<0284> 暗算日本記録保持者
<0284> 暗算日本記録保持者

//<0285> 通り魔
<0285> 通り魔

//<0286> 記憶ナシ男
<0286> 記憶ナシ男

//<0287> 音速
<0287> 音速

//<0288> 無限
<0288> 無限

//<0289> エロ侍
<0289> エロ侍

//<0290> エロエロ団ナンバー１
<0290> エロエロ団ナンバー１

//<0291> ただのエロ少年
<0291> ただのエロ少年

//<0292> ユリブサイク
<0292> ユリブサイク

//<0293> ドピュッシー
<0293> ドピュッシー

//<0294> アメリカンエロドッグ
<0294> アメリカンエロドッグ

//<0295> ゼウス
<0295> ゼウス

//<0296> 日向markⅡ
<0296> 日向markⅡ

//<0297> 糞虫
<0297> 糞虫

//<0298> 量産型日向
<0298> 量産型日向

//<0299> ？？
<0299> ？？

//<0300> 「ああ…」
<0300> 「ああ…」

//<0301> dummy
<0301> dummy

//<0302> bg_kuro
<0302> bg_kuro

//<0303> ep03_bg015
<0303> ep03_bg015

//<0304> m302
<0304> m302

//<0305> hs0106
<0305> hs0106

//<0306> hs0107
<0306> hs0107

//<0307> hs0106
<0307> hs0106

//<0308> m120
<0308> m120

//<0309> hs0101_07
<0309> hs0101_07

//<0310> hs0103
<0310> hs0103

//<0311> hs0105
<0311> hs0105

//<0312> hs0104
<0312> hs0104

//<0313> hs0102_07
<0313> hs0102_07

//<0314> m122
<0314> m122

//<0315> hs0206
<0315> hs0206

//<0316> hs0107
<0316> hs0107

//<0317> bg_kuro
<0317> bg_kuro

