// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0077> ホモ太
<0077> ホモ太

//<0078> ひなチン
<0078> ひなチン

//<0079> 秀樹
<0079> 秀樹

//<0080> 男子生徒
<0080> 男子生徒

//<0081> ？？
<0081> ？？

//<0082> 「おいでなすったぜ、直井文人様が」
<0082> 「おいでなすったぜ、直井文人様が」

//<0083> nothing
<0083> nothing

//<0084> nothing
<0084> nothing

//<0085> 藤巻
<0085> 藤巻

//<0086> 「やべ、うせるぜ！」
<0086> 「やべ、うせるぜ！」

//<0087> nothing
<0087> nothing

//<0088> nothing
<0088> nothing

//<0089> 麻雀組は、卓を畳み、華麗に窓から逃走。
<0089> 麻雀組は、卓を畳み、華麗に窓から逃走。

//<0090> 岩沢も戦線メンバーの力を借り、麻雀組の後に続く。
<0090> 岩沢も戦線メンバーの力を借り、麻雀組の後に続く。

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing

//<0094> nothing
<0094> nothing

//<0095> nothing
<0095> nothing

//<0096> nothing
<0096> nothing

//<0097> nothing
<0097> nothing

//<0098> nothing
<0098> nothing

//<0099> nothing
<0099> nothing

//<0100> ユイ
<0100> ユイ

//<0101> 「あたしはトイレですからーっ！」
<0101> 「あたしはトイレですからーっ！」

//<0102> nothing
<0102> nothing

//<0103> nothing
<0103> nothing

//<0104> nothing
<0104> nothing

//<0105> nothing
<0105> nothing

//<0106> ユイは生徒会を力ずくで押しのけて廊下へと脱出。
<0106> ユイは生徒会を力ずくで押しのけて廊下へと脱出。

//<0107> nothing
<0107> nothing

//<0108> nothing
<0108> nothing

//<0109> nothing
<0109> nothing

//<0110> nothing
<0110> nothing

//<0111> nothing
<0111> nothing

//<0112> 大山は凍り付いたようにじっとしている。
<0112> 大山は凍り付いたようにじっとしている。

//<0113> nothing
<0113> nothing

//<0114> nothing
<0114> nothing

//<0115> nothing
<0115> nothing

//<0116> nothing
<0116> nothing

//<0117> nothing
<0117> nothing

//<0118> nothing
<0118> nothing

//<0119> 椎名と高松の姿ももう教室にはない。
<0119> 椎名と高松の姿ももう教室にはない。

//<0120> 残されたのは、俺と日向。そして、堂々と寝たままでいる野田だけだ。
<0120> 残されたのは、俺と日向。そして、堂々と寝たままでいる野田だけだ。

//<0121> nothing
<0121> nothing

//<0122> nothing
<0122> nothing

//<0123> nothing
<0123> nothing

//<0124> nothing
<0124> nothing

//<0125> nothing
<0125> nothing

//<0126> 直井
<0126> 直井

//<0127> 「貴様、なんのつもりだ？」
<0127> 「貴様、なんのつもりだ？」

//<0128> その野田の横に立ち直井が訊く。
<0128> その野田の横に立ち直井が訊く。

//<0129> 野田
<0129> 野田

//<0130> 男Ｆ
<0130> 男Ｆ

//<0131> イケパイ
<0131> イケパイ

//<0132> 男
<0132> 男

//<0133> ？？
<0133> ？？

//<0134> 「………」
<0134> 「………」

//<0135> 寝息だけが聞こえる。本当に寝ているのか？
<0135> 寝息だけが聞こえる。本当に寝ているのか？

//<0136> nothing
<0136> nothing

//<0137> nothing
<0137> nothing

//<0138> nothing
<0138> nothing

//<0139> nothing
<0139> nothing

//<0140> nothing
<0140> nothing

//<0141> 直井
<0141> 直井

//<0142> 「聞こえていないようだ。いい。このまま反省室へ運べ」
<0142> 「聞こえていないようだ。いい。このまま反省室へ運べ」

//<0143> nothing
<0143> nothing

//<0144> nothing
<0144> nothing

//<0145> nothing
<0145> nothing

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> nothing
<0148> nothing

//<0149> 生徒会のメンバーが野田を運ぼうと体に触れると、ごろりと転がり床に降り立った。
<0149> 生徒会のメンバーが野田を運ぼうと体に触れると、ごろりと転がり床に降り立った。

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> 野田
<0155> 野田

//<0156> 男Ｆ
<0156> 男Ｆ

//<0157> イケパイ
<0157> イケパイ

//<0158> 男
<0158> 男

//<0159> ？？
<0159> ？？

//<0160> 「何を反省しろというのだっ！！」
<0160> 「何を反省しろというのだっ！！」

//<0161> そう言い放った。
<0161> そう言い放った。

//<0162> 直井
<0162> 直井

//<0163> 「授業中堂々と寝ていて、よくそんな疑問が抱けますね。ある意味あっぱれです」
<0163> 「授業中堂々と寝ていて、よくそんな疑問が抱けますね。ある意味あっぱれです」

//<0164> nothing
<0164> nothing

//<0165> nothing
<0165> nothing

//<0166> nothing
<0166> nothing

//<0167> nothing
<0167> nothing

//<0168> nothing
<0168> nothing

//<0169> 野田
<0169> 野田

//<0170> 男Ｆ
<0170> 男Ｆ

//<0171> イケパイ
<0171> イケパイ

//<0172> 男
<0172> 男

//<0173> ？？
<0173> ？？

//<0174> 「なんだと…癇に障る奴だな…俺を怒らせるとロクなことにはならないぞ…」
<0174> 「なんだと…癇に障る奴だな…俺を怒らせるとロクなことにはならないぞ…」

//<0175> se_kyupeen
<0175> se_kyupeen

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> None
<0181> None

//<0182> 直井にハルバートを突きつける。
<0182> 直井にハルバートを突きつける。

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> nothing
<0187> nothing

//<0188> nothing
<0188> nothing

//<0189> 俺は席を立ち、日向の元へ。
<0189> 俺は席を立ち、日向の元へ。

//<0190> 音無
<0190> 音無

//<0191> クソ坊主
<0191> クソ坊主

//<0192> 代理人
<0192> 代理人

//<0193> 微妙すぎるイケメン
<0193> 微妙すぎるイケメン

//<0194> ロリコン
<0194> ロリコン

//<0195> メガネ仲間
<0195> メガネ仲間

//<0196> 暗算日本記録保持者
<0196> 暗算日本記録保持者

//<0197> 通り魔
<0197> 通り魔

//<0198> 記憶ナシ男
<0198> 記憶ナシ男

//<0199> 音速
<0199> 音速

//<0200> 無限
<0200> 無限

//<0201> エロ侍
<0201> エロ侍

//<0202> エロエロ団ナンバー１
<0202> エロエロ団ナンバー１

//<0203> ただのエロ少年
<0203> ただのエロ少年

//<0204> ユリブサイク
<0204> ユリブサイク

//<0205> ドピュッシー
<0205> ドピュッシー

//<0206> アメリカンエロドッグ
<0206> アメリカンエロドッグ

//<0207> ゼウス
<0207> ゼウス

//<0208> 日向markⅡ
<0208> 日向markⅡ

//<0209> 糞虫
<0209> 糞虫

//<0210> 量産型日向
<0210> 量産型日向

//<0211> ？？
<0211> ？？

//<0212> 「野田が離脱しねーぞ…助けに行こう」
<0212> 「野田が離脱しねーぞ…助けに行こう」

//<0213> 音無
<0213> 音無

//<0214> クソ坊主
<0214> クソ坊主

//<0215> 代理人
<0215> 代理人

//<0216> 微妙すぎるイケメン
<0216> 微妙すぎるイケメン

//<0217> ロリコン
<0217> ロリコン

//<0218> メガネ仲間
<0218> メガネ仲間

//<0219> 暗算日本記録保持者
<0219> 暗算日本記録保持者

//<0220> 通り魔
<0220> 通り魔

//<0221> 記憶ナシ男
<0221> 記憶ナシ男

//<0222> 音速
<0222> 音速

//<0223> 無限
<0223> 無限

//<0224> エロ侍
<0224> エロ侍

//<0225> エロエロ団ナンバー１
<0225> エロエロ団ナンバー１

//<0226> ただのエロ少年
<0226> ただのエロ少年

//<0227> ユリブサイク
<0227> ユリブサイク

//<0228> ドピュッシー
<0228> ドピュッシー

//<0229> アメリカンエロドッグ
<0229> アメリカンエロドッグ

//<0230> ゼウス
<0230> ゼウス

//<0231> 日向markⅡ
<0231> 日向markⅡ

//<0232> 糞虫
<0232> 糞虫

//<0233> 量産型日向
<0233> 量産型日向

//<0234> ？？
<0234> ？？

//<0235> 「あいつ離脱しねーぞ…まずくないか…？」
<0235> 「あいつ離脱しねーぞ…まずくないか…？」

//<0236> nothing
<0236> nothing

//<0237> nothing
<0237> nothing

//<0238> nothing
<0238> nothing

//<0239> nothing
<0239> nothing

//<0240> nothing
<0240> nothing

//<0241> 日向
<0241> 日向

//<0242> 男Ｂ
<0242> 男Ｂ

//<0243> エロエロ団総帥
<0243> エロエロ団総帥

//<0244> イケチン
<0244> イケチン

//<0245> ホモ太
<0245> ホモ太

//<0246> ひなチン
<0246> ひなチン

//<0247> 秀樹
<0247> 秀樹

//<0248> 男子生徒
<0248> 男子生徒

//<0249> ？？
<0249> ？？

//<0250> 「だな…岩沢はひとりで先に逃げろ。野田は俺と音無でなんとかする！」
<0250> 「だな…岩沢はひとりで先に逃げろ。野田は俺と音無でなんとかする！」

//<0251> 岩沢
<0251> 岩沢

//<0252> 「ああ、任せたっ」
<0252> 「ああ、任せたっ」

//<0253> nothing
<0253> nothing

//<0254> nothing
<0254> nothing

//<0255> nothing
<0255> nothing

//<0256> nothing
<0256> nothing

//<0257> nothing
<0257> nothing

//<0258> 音無
<0258> 音無

//<0259> クソ坊主
<0259> クソ坊主

//<0260> 代理人
<0260> 代理人

//<0261> 微妙すぎるイケメン
<0261> 微妙すぎるイケメン

//<0262> ロリコン
<0262> ロリコン

//<0263> メガネ仲間
<0263> メガネ仲間

//<0264> 暗算日本記録保持者
<0264> 暗算日本記録保持者

//<0265> 通り魔
<0265> 通り魔

//<0266> 記憶ナシ男
<0266> 記憶ナシ男

//<0267> 音速
<0267> 音速

//<0268> 無限
<0268> 無限

//<0269> エロ侍
<0269> エロ侍

//<0270> エロエロ団ナンバー１
<0270> エロエロ団ナンバー１

//<0271> ただのエロ少年
<0271> ただのエロ少年

//<0272> ユリブサイク
<0272> ユリブサイク

//<0273> ドピュッシー
<0273> ドピュッシー

//<0274> アメリカンエロドッグ
<0274> アメリカンエロドッグ

//<0275> ゼウス
<0275> ゼウス

//<0276> 日向markⅡ
<0276> 日向markⅡ

//<0277> 糞虫
<0277> 糞虫

//<0278> 量産型日向
<0278> 量産型日向

//<0279> ？？
<0279> ？？

//<0280> 「手伝え、日向っ」
<0280> 「手伝え、日向っ」

//<0281> nothing
<0281> nothing

//<0282> nothing
<0282> nothing

//<0283> nothing
<0283> nothing

//<0284> nothing
<0284> nothing

//<0285> nothing
<0285> nothing

//<0286> 日向
<0286> 日向

//<0287> 男Ｂ
<0287> 男Ｂ

//<0288> エロエロ団総帥
<0288> エロエロ団総帥

//<0289> イケチン
<0289> イケチン

//<0290> ホモ太
<0290> ホモ太

//<0291> ひなチン
<0291> ひなチン

//<0292> 秀樹
<0292> 秀樹

//<0293> 男子生徒
<0293> 男子生徒

//<0294> ？？
<0294> ？？

//<0295> 「ああっ！」
<0295> 「ああっ！」

//<0296> nothing
<0296> nothing

//<0297> nothing
<0297> nothing

//<0298> nothing
<0298> nothing

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> 日向
<0301> 日向

//<0302> 男Ｂ
<0302> 男Ｂ

//<0303> エロエロ団総帥
<0303> エロエロ団総帥

//<0304> イケチン
<0304> イケチン

//<0305> ホモ太
<0305> ホモ太

//<0306> ひなチン
<0306> ひなチン

//<0307> 秀樹
<0307> 秀樹

//<0308> 男子生徒
<0308> 男子生徒

//<0309> ？？
<0309> ？？

//<0310> 「手伝え、音無っ」
<0310> 「手伝え、音無っ」

//<0311> 日向
<0311> 日向

//<0312> 男Ｂ
<0312> 男Ｂ

//<0313> エロエロ団総帥
<0313> エロエロ団総帥

//<0314> イケチン
<0314> イケチン

//<0315> ホモ太
<0315> ホモ太

//<0316> ひなチン
<0316> ひなチン

//<0317> 秀樹
<0317> 秀樹

//<0318> 男子生徒
<0318> 男子生徒

//<0319> ？？
<0319> ？？

//<0320> 「エロいのは重々承知だが手伝え、音無っ」
<0320> 「エロいのは重々承知だが手伝え、音無っ」

//<0321> nothing
<0321> nothing

//<0322> nothing
<0322> nothing

//<0323> nothing
<0323> nothing

//<0324> nothing
<0324> nothing

//<0325> nothing
<0325> nothing

//<0326> 日向
<0326> 日向

//<0327> 男Ｂ
<0327> 男Ｂ

//<0328> エロエロ団総帥
<0328> エロエロ団総帥

//<0329> イケチン
<0329> イケチン

//<0330> ホモ太
<0330> ホモ太

//<0331> ひなチン
<0331> ひなチン

//<0332> 秀樹
<0332> 秀樹

//<0333> 男子生徒
<0333> 男子生徒

//<0334> ？？
<0334> ？？

//<0335> 「だな…手伝え、音無っ」
<0335> 「だな…手伝え、音無っ」

//<0336> 日向
<0336> 日向

//<0337> 男Ｂ
<0337> 男Ｂ

//<0338> エロエロ団総帥
<0338> エロエロ団総帥

//<0339> イケチン
<0339> イケチン

//<0340> ホモ太
<0340> ホモ太

//<0341> ひなチン
<0341> ひなチン

//<0342> 秀樹
<0342> 秀樹

//<0343> 男子生徒
<0343> 男子生徒

//<0344> ？？
<0344> ？？

//<0345> 「だな…エロいのは重々承知だが手伝え、音無っ」
<0345> 「だな…エロいのは重々承知だが手伝え、音無っ」

//<0346> 音無
<0346> 音無

//<0347> クソ坊主
<0347> クソ坊主

//<0348> 代理人
<0348> 代理人

//<0349> 微妙すぎるイケメン
<0349> 微妙すぎるイケメン

//<0350> ロリコン
<0350> ロリコン

//<0351> メガネ仲間
<0351> メガネ仲間

//<0352> 暗算日本記録保持者
<0352> 暗算日本記録保持者

//<0353> 通り魔
<0353> 通り魔

//<0354> 記憶ナシ男
<0354> 記憶ナシ男

//<0355> 音速
<0355> 音速

//<0356> 無限
<0356> 無限

//<0357> エロ侍
<0357> エロ侍

//<0358> エロエロ団ナンバー１
<0358> エロエロ団ナンバー１

//<0359> ただのエロ少年
<0359> ただのエロ少年

//<0360> ユリブサイク
<0360> ユリブサイク

//<0361> ドピュッシー
<0361> ドピュッシー

//<0362> アメリカンエロドッグ
<0362> アメリカンエロドッグ

//<0363> ゼウス
<0363> ゼウス

//<0364> 日向markⅡ
<0364> 日向markⅡ

//<0365> 糞虫
<0365> 糞虫

//<0366> 量産型日向
<0366> 量産型日向

//<0367> ？？
<0367> ？？

//<0368> 「ああ、モチのロンで！」
<0368> 「ああ、モチのロンで！」

//<0369> 手伝う
<0369> 手伝う

//<0370> 俺も逃げる
<0370> 俺も逃げる

//<0371> selbtn : 
<0371> selbtn : 

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> nothing
<0374> nothing

//<0375> nothing
<0375> nothing

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> 音無
<0378> 音無

//<0379> クソ坊主
<0379> クソ坊主

//<0380> 代理人
<0380> 代理人

//<0381> 微妙すぎるイケメン
<0381> 微妙すぎるイケメン

//<0382> ロリコン
<0382> ロリコン

//<0383> メガネ仲間
<0383> メガネ仲間

//<0384> 暗算日本記録保持者
<0384> 暗算日本記録保持者

//<0385> 通り魔
<0385> 通り魔

//<0386> 記憶ナシ男
<0386> 記憶ナシ男

//<0387> 音速
<0387> 音速

//<0388> 無限
<0388> 無限

//<0389> エロ侍
<0389> エロ侍

//<0390> エロエロ団ナンバー１
<0390> エロエロ団ナンバー１

//<0391> ただのエロ少年
<0391> ただのエロ少年

//<0392> ユリブサイク
<0392> ユリブサイク

//<0393> ドピュッシー
<0393> ドピュッシー

//<0394> アメリカンエロドッグ
<0394> アメリカンエロドッグ

//<0395> ゼウス
<0395> ゼウス

//<0396> 日向markⅡ
<0396> 日向markⅡ

//<0397> 糞虫
<0397> 糞虫

//<0398> 量産型日向
<0398> 量産型日向

//<0399> ？？
<0399> ？？

//<0400> 「仕方がねーなっ」
<0400> 「仕方がねーなっ」

//<0401> nothing
<0401> nothing

//<0402> nothing
<0402> nothing

//<0403> nothing
<0403> nothing

//<0404> nothing
<0404> nothing

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> 音無
<0407> 音無

//<0408> クソ坊主
<0408> クソ坊主

//<0409> 代理人
<0409> 代理人

//<0410> 微妙すぎるイケメン
<0410> 微妙すぎるイケメン

//<0411> ロリコン
<0411> ロリコン

//<0412> メガネ仲間
<0412> メガネ仲間

//<0413> 暗算日本記録保持者
<0413> 暗算日本記録保持者

//<0414> 通り魔
<0414> 通り魔

//<0415> 記憶ナシ男
<0415> 記憶ナシ男

//<0416> 音速
<0416> 音速

//<0417> 無限
<0417> 無限

//<0418> エロ侍
<0418> エロ侍

//<0419> エロエロ団ナンバー１
<0419> エロエロ団ナンバー１

//<0420> ただのエロ少年
<0420> ただのエロ少年

//<0421> ユリブサイク
<0421> ユリブサイク

//<0422> ドピュッシー
<0422> ドピュッシー

//<0423> アメリカンエロドッグ
<0423> アメリカンエロドッグ

//<0424> ゼウス
<0424> ゼウス

//<0425> 日向markⅡ
<0425> 日向markⅡ

//<0426> 糞虫
<0426> 糞虫

//<0427> 量産型日向
<0427> 量産型日向

//<0428> ？？
<0428> ？？

//<0429> 「俺も逃げる。後は任せた！」
<0429> 「俺も逃げる。後は任せた！」

//<0430> 日向
<0430> 日向

//<0431> 男Ｂ
<0431> 男Ｂ

//<0432> エロエロ団総帥
<0432> エロエロ団総帥

//<0433> イケチン
<0433> イケチン

//<0434> ホモ太
<0434> ホモ太

//<0435> ひなチン
<0435> ひなチン

//<0436> 秀樹
<0436> 秀樹

//<0437> 男子生徒
<0437> 男子生徒

//<0438> ？？
<0438> ？？

//<0439> 「ええっ！？　どーして！？」
<0439> 「ええっ！？　どーして！？」

//<0440> 生徒会の連中が、野田に釘付けされている隙に俺は逃げ出した。
<0440> 生徒会の連中が、野田に釘付けされている隙に俺は逃げ出した。

//<0441> しかし、なんて偶然だ…。
<0441> しかし、なんて偶然だ…。

//<0442> nothing
<0442> nothing

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> 廊下に出たところで、立華が向こうから歩いてきた…。
<0447> 廊下に出たところで、立華が向こうから歩いてきた…。

//<0448> nothing
<0448> nothing

//<0449> nothing
<0449> nothing

//<0450> nothing
<0450> nothing

//<0451> nothing
<0451> nothing

//<0452> nothing
<0452> nothing

//<0453> 静かに教室に入っていく。
<0453> 静かに教室に入っていく。

//<0454> nothing
<0454> nothing

//<0455> nothing
<0455> nothing

//<0456> nothing
<0456> nothing

//<0457> nothing
<0457> nothing

//<0458> nothing
<0458> nothing

//<0459> nothing
<0459> nothing

//<0460> 俺と日向が助けに向かう。
<0460> 俺と日向が助けに向かう。

//<0461> bs3_
<0461> bs3_

//<0462> nothing
<0462> nothing

//<0463> nothing
<0463> nothing

//<0464> nothing
<0464> nothing

//<0465> nothing
<0465> nothing

//<0466> nothing
<0466> nothing

//<0467> 野田
<0467> 野田

//<0468> 男Ｆ
<0468> 男Ｆ

//<0469> イケパイ
<0469> イケパイ

//<0470> 男
<0470> 男

//<0471> ？？
<0471> ？？

//<0472> 「…っ！？」
<0472> 「…っ！？」

//<0473> 俺が野田に体当たりし、そのまま連れだそうとする。
<0473> 俺が野田に体当たりし、そのまま連れだそうとする。

//<0474> 日向もそれに伸びる生徒会の手を払い落とし、野田の腕を掴んで、一緒に廊下へと連れ出した。
<0474> 日向もそれに伸びる生徒会の手を払い落とし、野田の腕を掴んで、一緒に廊下へと連れ出した。

//<0475> 野田
<0475> 野田

//<0476> 男Ｆ
<0476> 男Ｆ

//<0477> イケパイ
<0477> イケパイ

//<0478> 男
<0478> 男

//<0479> ？？
<0479> ？？

//<0480> 「くそ…待ちやがれ！　逃げるのかーー！」
<0480> 「くそ…待ちやがれ！　逃げるのかーー！」

//<0481> 音無
<0481> 音無

//<0482> クソ坊主
<0482> クソ坊主

//<0483> 代理人
<0483> 代理人

//<0484> 微妙すぎるイケメン
<0484> 微妙すぎるイケメン

//<0485> ロリコン
<0485> ロリコン

//<0486> メガネ仲間
<0486> メガネ仲間

//<0487> 暗算日本記録保持者
<0487> 暗算日本記録保持者

//<0488> 通り魔
<0488> 通り魔

//<0489> 記憶ナシ男
<0489> 記憶ナシ男

//<0490> 音速
<0490> 音速

//<0491> 無限
<0491> 無限

//<0492> エロ侍
<0492> エロ侍

//<0493> エロエロ団ナンバー１
<0493> エロエロ団ナンバー１

//<0494> ただのエロ少年
<0494> ただのエロ少年

//<0495> ユリブサイク
<0495> ユリブサイク

//<0496> ドピュッシー
<0496> ドピュッシー

//<0497> アメリカンエロドッグ
<0497> アメリカンエロドッグ

//<0498> ゼウス
<0498> ゼウス

//<0499> 日向markⅡ
<0499> 日向markⅡ

//<0500> 糞虫
<0500> 糞虫

//<0501> 量産型日向
<0501> 量産型日向

//<0502> ？？
<0502> ？？

//<0503> 「逃げてんのは、俺たちのほうだ、野田！」
<0503> 「逃げてんのは、俺たちのほうだ、野田！」

//<0504> 日向と俺が助けに向かう。
<0504> 日向と俺が助けに向かう。

//<0505> bs3_
<0505> bs3_

//<0506> nothing
<0506> nothing

//<0507> nothing
<0507> nothing

//<0508> nothing
<0508> nothing

//<0509> nothing
<0509> nothing

//<0510> nothing
<0510> nothing

//<0511> 野田
<0511> 野田

//<0512> 男Ｆ
<0512> 男Ｆ

//<0513> イケパイ
<0513> イケパイ

//<0514> 男
<0514> 男

//<0515> ？？
<0515> ？？

//<0516> 「…っ！？」
<0516> 「…っ！？」

//<0517> 日向が野田に体当たりし、そのまま連れだそうとする。
<0517> 日向が野田に体当たりし、そのまま連れだそうとする。

//<0518> 俺もそれに伸びる生徒会の手を払い落とし、野田の腕を掴んで、一緒に廊下へと連れ出した。
<0518> 俺もそれに伸びる生徒会の手を払い落とし、野田の腕を掴んで、一緒に廊下へと連れ出した。

//<0519> 野田
<0519> 野田

//<0520> 男Ｆ
<0520> 男Ｆ

//<0521> イケパイ
<0521> イケパイ

//<0522> 男
<0522> 男

//<0523> ？？
<0523> ？？

//<0524> 「くそ…待ちやがれ！　逃げるのかーー！」
<0524> 「くそ…待ちやがれ！　逃げるのかーー！」

//<0525> 日向
<0525> 日向

//<0526> 男Ｂ
<0526> 男Ｂ

//<0527> エロエロ団総帥
<0527> エロエロ団総帥

//<0528> イケチン
<0528> イケチン

//<0529> ホモ太
<0529> ホモ太

//<0530> ひなチン
<0530> ひなチン

//<0531> 秀樹
<0531> 秀樹

//<0532> 男子生徒
<0532> 男子生徒

//<0533> ？？
<0533> ？？

//<0534> 「逃げてんのは、俺たちっ！」
<0534> 「逃げてんのは、俺たちっ！」

//<0535> そのまま野田をふたりがかりで引きずってその場から立ち去った。
<0535> そのまま野田をふたりがかりで引きずってその場から立ち去った。

//<0536> 自動販売機の前まで連れてきて、はーはーと、息を整える。
<0536> 自動販売機の前まで連れてきて、はーはーと、息を整える。

//<0537> 音無
<0537> 音無

//<0538> クソ坊主
<0538> クソ坊主

//<0539> 代理人
<0539> 代理人

//<0540> 微妙すぎるイケメン
<0540> 微妙すぎるイケメン

//<0541> ロリコン
<0541> ロリコン

//<0542> メガネ仲間
<0542> メガネ仲間

//<0543> 暗算日本記録保持者
<0543> 暗算日本記録保持者

//<0544> 通り魔
<0544> 通り魔

