// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<0113> nothing
<0113> nothing

//<0114> 日向
<0114> 日向

//<0115> 男Ｂ
<0115> 男Ｂ

//<0116> エロエロ団総帥
<0116> エロエロ団総帥

//<0117> イケチン
<0117> イケチン

//<0118> ホモ太
<0118> ホモ太

//<0119> ひなチン
<0119> ひなチン

//<0120> 秀樹
<0120> 秀樹

//<0121> 男子生徒
<0121> 男子生徒

//<0122> ？？
<0122> ？？

//<0123> 「よう、ようやく起きたか。おはよーさん」
<0123> 「よう、ようやく起きたか。おはよーさん」

//<0124> そう日向に迎えられる。
<0124> そう日向に迎えられる。

//<0125> 音無
<0125> 音無

//<0126> クソ坊主
<0126> クソ坊主

//<0127> 代理人
<0127> 代理人

//<0128> 微妙すぎるイケメン
<0128> 微妙すぎるイケメン

//<0129> ロリコン
<0129> ロリコン

//<0130> メガネ仲間
<0130> メガネ仲間

//<0131> 暗算日本記録保持者
<0131> 暗算日本記録保持者

//<0132> 通り魔
<0132> 通り魔

//<0133> 記憶ナシ男
<0133> 記憶ナシ男

//<0134> 音速
<0134> 音速

//<0135> 無限
<0135> 無限

//<0136> エロ侍
<0136> エロ侍

//<0137> エロエロ団ナンバー１
<0137> エロエロ団ナンバー１

//<0138> ただのエロ少年
<0138> ただのエロ少年

//<0139> ユリブサイク
<0139> ユリブサイク

//<0140> ドピュッシー
<0140> ドピュッシー

//<0141> アメリカンエロドッグ
<0141> アメリカンエロドッグ

//<0142> ゼウス
<0142> ゼウス

//<0143> 日向markⅡ
<0143> 日向markⅡ

//<0144> 糞虫
<0144> 糞虫

//<0145> 量産型日向
<0145> 量産型日向

//<0146> ？？
<0146> ？？

//<0147> 「なぜ、俺は風呂場で素っ裸で目覚めることになったんだ？」
<0147> 「なぜ、俺は風呂場で素っ裸で目覚めることになったんだ？」

//<0148> nothing
<0148> nothing

//<0149> nothing
<0149> nothing

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> nothing
<0152> nothing

//<0153> 日向
<0153> 日向

//<0154> 男Ｂ
<0154> 男Ｂ

//<0155> エロエロ団総帥
<0155> エロエロ団総帥

//<0156> イケチン
<0156> イケチン

//<0157> ホモ太
<0157> ホモ太

//<0158> ひなチン
<0158> ひなチン

//<0159> 秀樹
<0159> 秀樹

//<0160> 男子生徒
<0160> 男子生徒

//<0161> ？？
<0161> ？？

//<0162> 「覚えていないのか？」
<0162> 「覚えていないのか？」

//<0163> 逆に訊き返される。
<0163> 逆に訊き返される。

//<0164> 音無
<0164> 音無

//<0165> クソ坊主
<0165> クソ坊主

//<0166> 代理人
<0166> 代理人

//<0167> 微妙すぎるイケメン
<0167> 微妙すぎるイケメン

//<0168> ロリコン
<0168> ロリコン

//<0169> メガネ仲間
<0169> メガネ仲間

//<0170> 暗算日本記録保持者
<0170> 暗算日本記録保持者

//<0171> 通り魔
<0171> 通り魔

//<0172> 記憶ナシ男
<0172> 記憶ナシ男

//<0173> 音速
<0173> 音速

//<0174> 無限
<0174> 無限

//<0175> エロ侍
<0175> エロ侍

//<0176> エロエロ団ナンバー１
<0176> エロエロ団ナンバー１

//<0177> ただのエロ少年
<0177> ただのエロ少年

//<0178> ユリブサイク
<0178> ユリブサイク

//<0179> ドピュッシー
<0179> ドピュッシー

//<0180> アメリカンエロドッグ
<0180> アメリカンエロドッグ

//<0181> ゼウス
<0181> ゼウス

//<0182> 日向markⅡ
<0182> 日向markⅡ

//<0183> 糞虫
<0183> 糞虫

//<0184> 量産型日向
<0184> 量産型日向

//<0185> ？？
<0185> ？？

//<0186> 「それは…」
<0186> 「それは…」

//<0187> 音無
<0187> 音無

//<0188> クソ坊主
<0188> クソ坊主

//<0189> 代理人
<0189> 代理人

//<0190> 微妙すぎるイケメン
<0190> 微妙すぎるイケメン

//<0191> ロリコン
<0191> ロリコン

//<0192> メガネ仲間
<0192> メガネ仲間

//<0193> 暗算日本記録保持者
<0193> 暗算日本記録保持者

//<0194> 通り魔
<0194> 通り魔

//<0195> 記憶ナシ男
<0195> 記憶ナシ男

//<0196> 音速
<0196> 音速

//<0197> 無限
<0197> 無限

//<0198> エロ侍
<0198> エロ侍

//<0199> エロエロ団ナンバー１
<0199> エロエロ団ナンバー１

//<0200> ただのエロ少年
<0200> ただのエロ少年

//<0201> ユリブサイク
<0201> ユリブサイク

//<0202> ドピュッシー
<0202> ドピュッシー

//<0203> アメリカンエロドッグ
<0203> アメリカンエロドッグ

//<0204> ゼウス
<0204> ゼウス

//<0205> 日向markⅡ
<0205> 日向markⅡ

//<0206> 糞虫
<0206> 糞虫

//<0207> 量産型日向
<0207> 量産型日向

//<0208> ？？
<0208> ？？

//<0209> 「悪夢を見ていた気がするが、思い出せない…」
<0209> 「悪夢を見ていた気がするが、思い出せない…」

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> nothing
<0212> nothing

//<0213> nothing
<0213> nothing

//<0214> nothing
<0214> nothing

//<0215> 日向
<0215> 日向

//<0216> 男Ｂ
<0216> 男Ｂ

//<0217> エロエロ団総帥
<0217> エロエロ団総帥

//<0218> イケチン
<0218> イケチン

//<0219> ホモ太
<0219> ホモ太

//<0220> ひなチン
<0220> ひなチン

//<0221> 秀樹
<0221> 秀樹

//<0222> 男子生徒
<0222> 男子生徒

//<0223> ？？
<0223> ？？

//<0224> 「なら思い出さないままでいい」
<0224> 「なら思い出さないままでいい」

//<0225> 音無
<0225> 音無

//<0226> クソ坊主
<0226> クソ坊主

//<0227> 代理人
<0227> 代理人

//<0228> 微妙すぎるイケメン
<0228> 微妙すぎるイケメン

//<0229> ロリコン
<0229> ロリコン

//<0230> メガネ仲間
<0230> メガネ仲間

//<0231> 暗算日本記録保持者
<0231> 暗算日本記録保持者

//<0232> 通り魔
<0232> 通り魔

//<0233> 記憶ナシ男
<0233> 記憶ナシ男

//<0234> 音速
<0234> 音速

//<0235> 無限
<0235> 無限

//<0236> エロ侍
<0236> エロ侍

//<0237> エロエロ団ナンバー１
<0237> エロエロ団ナンバー１

//<0238> ただのエロ少年
<0238> ただのエロ少年

//<0239> ユリブサイク
<0239> ユリブサイク

//<0240> ドピュッシー
<0240> ドピュッシー

//<0241> アメリカンエロドッグ
<0241> アメリカンエロドッグ

//<0242> ゼウス
<0242> ゼウス

//<0243> 日向markⅡ
<0243> 日向markⅡ

//<0244> 糞虫
<0244> 糞虫

//<0245> 量産型日向
<0245> 量産型日向

//<0246> ？？
<0246> ？？

//<0247> 「くしゅんっ！」
<0247> 「くしゅんっ！」

//<0248> nothing
<0248> nothing

//<0249> nothing
<0249> nothing

//<0250> nothing
<0250> nothing

//<0251> nothing
<0251> nothing

//<0252> nothing
<0252> nothing

//<0253> 日向
<0253> 日向

//<0254> 男Ｂ
<0254> 男Ｂ

//<0255> エロエロ団総帥
<0255> エロエロ団総帥

//<0256> イケチン
<0256> イケチン

//<0257> ホモ太
<0257> ホモ太

//<0258> ひなチン
<0258> ひなチン

//<0259> 秀樹
<0259> 秀樹

//<0260> 男子生徒
<0260> 男子生徒

//<0261> ？？
<0261> ？？

//<0262> 「風邪でも引いたか。まあ、素っ裸で寝てたら、この時期でも引くよな」
<0262> 「風邪でも引いたか。まあ、素っ裸で寝てたら、この時期でも引くよな」

//<0263> nothing
<0263> nothing

//<0264> nothing
<0264> nothing

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> nothing
<0267> nothing

//<0268> 日向
<0268> 日向

//<0269> 男Ｂ
<0269> 男Ｂ

//<0270> エロエロ団総帥
<0270> エロエロ団総帥

//<0271> イケチン
<0271> イケチン

//<0272> ホモ太
<0272> ホモ太

//<0273> ひなチン
<0273> ひなチン

//<0274> 秀樹
<0274> 秀樹

//<0275> 男子生徒
<0275> 男子生徒

//<0276> ？？
<0276> ？？

//<0277> 「だから今日は休んでおけよ」
<0277> 「だから今日は休んでおけよ」

//<0278> 音無
<0278> 音無

//<0279> クソ坊主
<0279> クソ坊主

//<0280> 代理人
<0280> 代理人

//<0281> 微妙すぎるイケメン
<0281> 微妙すぎるイケメン

//<0282> ロリコン
<0282> ロリコン

//<0283> メガネ仲間
<0283> メガネ仲間

//<0284> 暗算日本記録保持者
<0284> 暗算日本記録保持者

//<0285> 通り魔
<0285> 通り魔

//<0286> 記憶ナシ男
<0286> 記憶ナシ男

//<0287> 音速
<0287> 音速

//<0288> 無限
<0288> 無限

//<0289> エロ侍
<0289> エロ侍

//<0290> エロエロ団ナンバー１
<0290> エロエロ団ナンバー１

//<0291> ただのエロ少年
<0291> ただのエロ少年

//<0292> ユリブサイク
<0292> ユリブサイク

//<0293> ドピュッシー
<0293> ドピュッシー

//<0294> アメリカンエロドッグ
<0294> アメリカンエロドッグ

//<0295> ゼウス
<0295> ゼウス

//<0296> 日向markⅡ
<0296> 日向markⅡ

//<0297> 糞虫
<0297> 糞虫

//<0298> 量産型日向
<0298> 量産型日向

//<0299> ？？
<0299> ？？

//<0300> 「でも今日は、球技大会だよなっ！？」
<0300> 「でも今日は、球技大会だよなっ！？」

//<0301> nothing
<0301> nothing

//<0302> nothing
<0302> nothing

//<0303> nothing
<0303> nothing

//<0304> nothing
<0304> nothing

//<0305> nothing
<0305> nothing

//<0306> 日向
<0306> 日向

//<0307> 男Ｂ
<0307> 男Ｂ

//<0308> エロエロ団総帥
<0308> エロエロ団総帥

//<0309> イケチン
<0309> イケチン

//<0310> ホモ太
<0310> ホモ太

//<0311> ひなチン
<0311> ひなチン

//<0312> 秀樹
<0312> 秀樹

//<0313> 男子生徒
<0313> 男子生徒

//<0314> ？？
<0314> ？？

//<0315> 「ああ」
<0315> 「ああ」

//<0316> 音無
<0316> 音無

//<0317> クソ坊主
<0317> クソ坊主

//<0318> 代理人
<0318> 代理人

//<0319> 微妙すぎるイケメン
<0319> 微妙すぎるイケメン

//<0320> ロリコン
<0320> ロリコン

//<0321> メガネ仲間
<0321> メガネ仲間

//<0322> 暗算日本記録保持者
<0322> 暗算日本記録保持者

//<0323> 通り魔
<0323> 通り魔

//<0324> 記憶ナシ男
<0324> 記憶ナシ男

//<0325> 音速
<0325> 音速

//<0326> 無限
<0326> 無限

//<0327> エロ侍
<0327> エロ侍

//<0328> エロエロ団ナンバー１
<0328> エロエロ団ナンバー１

//<0329> ただのエロ少年
<0329> ただのエロ少年

//<0330> ユリブサイク
<0330> ユリブサイク

//<0331> ドピュッシー
<0331> ドピュッシー

//<0332> アメリカンエロドッグ
<0332> アメリカンエロドッグ

//<0333> ゼウス
<0333> ゼウス

//<0334> 日向markⅡ
<0334> 日向markⅡ

//<0335> 糞虫
<0335> 糞虫

//<0336> 量産型日向
<0336> 量産型日向

//<0337> ？？
<0337> ？？

//<0338> 「だったら、行く」
<0338> 「だったら、行く」

//<0339> nothing
<0339> nothing

//<0340> nothing
<0340> nothing

//<0341> nothing
<0341> nothing

//<0342> nothing
<0342> nothing

//<0343> nothing
<0343> nothing

//<0344> 日向
<0344> 日向

//<0345> 男Ｂ
<0345> 男Ｂ

//<0346> エロエロ団総帥
<0346> エロエロ団総帥

//<0347> イケチン
<0347> イケチン

//<0348> ホモ太
<0348> ホモ太

//<0349> ひなチン
<0349> ひなチン

//<0350> 秀樹
<0350> 秀樹

//<0351> 男子生徒
<0351> 男子生徒

//<0352> ？？
<0352> ？？

//<0353> 「じゃあ朝からガッツリ系の定食食べて、その風邪を吹き飛ばすしかねーな」
<0353> 「じゃあ朝からガッツリ系の定食食べて、その風邪を吹き飛ばすしかねーな」

//<0354> 本日は球技大会。
<0354> 本日は球技大会。

//<0355> なので、いつもより朝が早い。
<0355> なので、いつもより朝が早い。

//<0356> 音無
<0356> 音無

//<0357> クソ坊主
<0357> クソ坊主

//<0358> 代理人
<0358> 代理人

//<0359> 微妙すぎるイケメン
<0359> 微妙すぎるイケメン

//<0360> ロリコン
<0360> ロリコン

//<0361> メガネ仲間
<0361> メガネ仲間

//<0362> 暗算日本記録保持者
<0362> 暗算日本記録保持者

//<0363> 通り魔
<0363> 通り魔

//<0364> 記憶ナシ男
<0364> 記憶ナシ男

//<0365> 音速
<0365> 音速

//<0366> 無限
<0366> 無限

//<0367> エロ侍
<0367> エロ侍

//<0368> エロエロ団ナンバー１
<0368> エロエロ団ナンバー１

//<0369> ただのエロ少年
<0369> ただのエロ少年

//<0370> ユリブサイク
<0370> ユリブサイク

//<0371> ドピュッシー
<0371> ドピュッシー

//<0372> アメリカンエロドッグ
<0372> アメリカンエロドッグ

//<0373> ゼウス
<0373> ゼウス

//<0374> 日向markⅡ
<0374> 日向markⅡ

//<0375> 糞虫
<0375> 糞虫

//<0376> 量産型日向
<0376> 量産型日向

//<0377> ？？
<0377> ？？

//<0378> 「日向、起きろぉー！！　球技大会だぁーー！！」
<0378> 「日向、起きろぉー！！　球技大会だぁーー！！」

//<0379> 俺のほうが先に起き、日向を起こしにかかる。
<0379> 俺のほうが先に起き、日向を起こしにかかる。

//<0380> 日向
<0380> 日向

//<0381> 男Ｂ
<0381> 男Ｂ

//<0382> エロエロ団総帥
<0382> エロエロ団総帥

//<0383> イケチン
<0383> イケチン

//<0384> ホモ太
<0384> ホモ太

//<0385> ひなチン
<0385> ひなチン

//<0386> 秀樹
<0386> 秀樹

//<0387> 男子生徒
<0387> 男子生徒

//<0388> ？？
<0388> ？？

//<0389> 「ん…朝からやけに元気だな…」
<0389> 「ん…朝からやけに元気だな…」

//<0390> 日向
<0390> 日向

//<0391> 男Ｂ
<0391> 男Ｂ

//<0392> エロエロ団総帥
<0392> エロエロ団総帥

//<0393> イケチン
<0393> イケチン

//<0394> ホモ太
<0394> ホモ太

//<0395> ひなチン
<0395> ひなチン

//<0396> 秀樹
<0396> 秀樹

//<0397> 男子生徒
<0397> 男子生徒

//<0398> ？？
<0398> ？？

//<0399> 「ん…朝からやけに元気だな…エロ侍…」
<0399> 「ん…朝からやけに元気だな…エロ侍…」

//<0400> 日向
<0400> 日向

//<0401> 男Ｂ
<0401> 男Ｂ

//<0402> エロエロ団総帥
<0402> エロエロ団総帥

//<0403> イケチン
<0403> イケチン

//<0404> ホモ太
<0404> ホモ太

//<0405> ひなチン
<0405> ひなチン

//<0406> 秀樹
<0406> 秀樹

//<0407> 男子生徒
<0407> 男子生徒

//<0408> ？？
<0408> ？？

//<0409> 「ん…朝からやけに元気だな…エロエロ団ナンバー１…」
<0409> 「ん…朝からやけに元気だな…エロエロ団ナンバー１…」

//<0410> 日向
<0410> 日向

//<0411> 男Ｂ
<0411> 男Ｂ

//<0412> エロエロ団総帥
<0412> エロエロ団総帥

//<0413> イケチン
<0413> イケチン

//<0414> ホモ太
<0414> ホモ太

//<0415> ひなチン
<0415> ひなチン

//<0416> 秀樹
<0416> 秀樹

//<0417> 男子生徒
<0417> 男子生徒

//<0418> ？？
<0418> ？？

//<0419> 「ん…朝からやけに元気だな…アメリカンエロドッグ…」
<0419> 「ん…朝からやけに元気だな…アメリカンエロドッグ…」

//<0420> 日向
<0420> 日向

//<0421> 男Ｂ
<0421> 男Ｂ

//<0422> エロエロ団総帥
<0422> エロエロ団総帥

//<0423> イケチン
<0423> イケチン

//<0424> ホモ太
<0424> ホモ太

//<0425> ひなチン
<0425> ひなチン

//<0426> 秀樹
<0426> 秀樹

//<0427> 男子生徒
<0427> 男子生徒

//<0428> ？？
<0428> ？？

//<0429> 「ん…朝からやけに元気だな…ただのエロ少年…」
<0429> 「ん…朝からやけに元気だな…ただのエロ少年…」

//<0430> 音無
<0430> 音無

//<0431> クソ坊主
<0431> クソ坊主

//<0432> 代理人
<0432> 代理人

//<0433> 微妙すぎるイケメン
<0433> 微妙すぎるイケメン

//<0434> ロリコン
<0434> ロリコン

//<0435> メガネ仲間
<0435> メガネ仲間

//<0436> 暗算日本記録保持者
<0436> 暗算日本記録保持者

//<0437> 通り魔
<0437> 通り魔

//<0438> 記憶ナシ男
<0438> 記憶ナシ男

//<0439> 音速
<0439> 音速

//<0440> 無限
<0440> 無限

//<0441> エロ侍
<0441> エロ侍

//<0442> エロエロ団ナンバー１
<0442> エロエロ団ナンバー１

//<0443> ただのエロ少年
<0443> ただのエロ少年

//<0444> ユリブサイク
<0444> ユリブサイク

//<0445> ドピュッシー
<0445> ドピュッシー

//<0446> アメリカンエロドッグ
<0446> アメリカンエロドッグ

//<0447> ゼウス
<0447> ゼウス

//<0448> 日向markⅡ
<0448> 日向markⅡ

//<0449> 糞虫
<0449> 糞虫

//<0450> 量産型日向
<0450> 量産型日向

//<0451> ？？
<0451> ？？

//<0452> 「何言ってんだよ、勝負を決する日じゃないか！」
<0452> 「何言ってんだよ、勝負を決する日じゃないか！」

//<0453> nothing
<0453> nothing

//<0454> nothing
<0454> nothing

//<0455> nothing
<0455> nothing

//<0456> nothing
<0456> nothing

//<0457> nothing
<0457> nothing

//<0458> 日向
<0458> 日向

//<0459> 男Ｂ
<0459> 男Ｂ

//<0460> エロエロ団総帥
<0460> エロエロ団総帥

//<0461> イケチン
<0461> イケチン

//<0462> ホモ太
<0462> ホモ太

//<0463> ひなチン
<0463> ひなチン

//<0464> 秀樹
<0464> 秀樹

//<0465> 男子生徒
<0465> 男子生徒

//<0466> ？？
<0466> ？？

//<0467> 「んー…とりあえず朝食を食べさせてくれ…寝起きでは今のお前のテンションについていけない…」
<0467> 「んー…とりあえず朝食を食べさせてくれ…寝起きでは今のお前のテンションについていけない…」

//<0468> 音無
<0468> 音無

//<0469> クソ坊主
<0469> クソ坊主

//<0470> 代理人
<0470> 代理人

//<0471> 微妙すぎるイケメン
<0471> 微妙すぎるイケメン

//<0472> ロリコン
<0472> ロリコン

//<0473> メガネ仲間
<0473> メガネ仲間

//<0474> 暗算日本記録保持者
<0474> 暗算日本記録保持者

//<0475> 通り魔
<0475> 通り魔

//<0476> 記憶ナシ男
<0476> 記憶ナシ男

//<0477> 音速
<0477> 音速

//<0478> 無限
<0478> 無限

//<0479> エロ侍
<0479> エロ侍

//<0480> エロエロ団ナンバー１
<0480> エロエロ団ナンバー１

//<0481> ただのエロ少年
<0481> ただのエロ少年

//<0482> ユリブサイク
<0482> ユリブサイク

//<0483> ドピュッシー
<0483> ドピュッシー

//<0484> アメリカンエロドッグ
<0484> アメリカンエロドッグ

//<0485> ゼウス
<0485> ゼウス

//<0486> 日向markⅡ
<0486> 日向markⅡ

//<0487> 糞虫
<0487> 糞虫

//<0488> 量産型日向
<0488> 量産型日向

//<0489> ？？
<0489> ？？

//<0490> 「ああ、カロリーの高い朝食で、テンション上げてくれ！」
<0490> 「ああ、カロリーの高い朝食で、テンション上げてくれ！」

//<0491> nothing
<0491> nothing

//<0492> nothing
<0492> nothing

//<0493> nothing
<0493> nothing

//<0494> nothing
<0494> nothing

//<0495> nothing
<0495> nothing

//<0496> 日向
<0496> 日向

//<0497> 男Ｂ
<0497> 男Ｂ

//<0498> エロエロ団総帥
<0498> エロエロ団総帥

//<0499> イケチン
<0499> イケチン

//<0500> ホモ太
<0500> ホモ太

//<0501> ひなチン
<0501> ひなチン

//<0502> 秀樹
<0502> 秀樹

//<0503> 男子生徒
<0503> 男子生徒

//<0504> ？？
<0504> ？？

//<0505> 「あ、ああ…」
<0505> 「あ、ああ…」

//<0506> 音無
<0506> 音無

//<0507> クソ坊主
<0507> クソ坊主

//<0508> 代理人
<0508> 代理人

//<0509> 微妙すぎるイケメン
<0509> 微妙すぎるイケメン

//<0510> ロリコン
<0510> ロリコン

//<0511> メガネ仲間
<0511> メガネ仲間

//<0512> 暗算日本記録保持者
<0512> 暗算日本記録保持者

//<0513> 通り魔
<0513> 通り魔

//<0514> 記憶ナシ男
<0514> 記憶ナシ男

//<0515> 音速
<0515> 音速

//<0516> 無限
<0516> 無限

//<0517> エロ侍
<0517> エロ侍

//<0518> エロエロ団ナンバー１
<0518> エロエロ団ナンバー１

//<0519> ただのエロ少年
<0519> ただのエロ少年

//<0520> ユリブサイク
<0520> ユリブサイク

//<0521> ドピュッシー
<0521> ドピュッシー

//<0522> アメリカンエロドッグ
<0522> アメリカンエロドッグ

//<0523> ゼウス
<0523> ゼウス

//<0524> 日向markⅡ
<0524> 日向markⅡ

//<0525> 糞虫
<0525> 糞虫

//<0526> 量産型日向
<0526> 量産型日向

//<0527> ？？
<0527> ？？

//<0528> 「今日は、お前こそ、トンカツ定食を食べるべきだ」
<0528> 「今日は、お前こそ、トンカツ定食を食べるべきだ」

//<0529> nothing
<0529> nothing

//<0530> nothing
<0530> nothing

//<0531> nothing
<0531> nothing

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> 日向
<0534> 日向

//<0535> 男Ｂ
<0535> 男Ｂ

