// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0084> ひなチン
<0084> ひなチン

//<0085> 秀樹
<0085> 秀樹

//<0086> 男子生徒
<0086> 男子生徒

//<0087> ？？
<0087> ？？

//<0088> 「は！？　お前ら、いつの間にそんな関係になってんだよっ！？」
<0088> 「は！？　お前ら、いつの間にそんな関係になってんだよっ！？」

//<0089> nothing
<0089> nothing

//<0090> nothing
<0090> nothing

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing

//<0094> 野田
<0094> 野田

//<0095> 男Ｆ
<0095> 男Ｆ

//<0096> イケパイ
<0096> イケパイ

//<0097> 男
<0097> 男

//<0098> ？？
<0098> ？？

//<0099> 「ちがう！！」
<0099> 「ちがう！！」

//<0100> nothing
<0100> nothing

//<0101> nothing
<0101> nothing

//<0102> nothing
<0102> nothing

//<0103> nothing
<0103> nothing

//<0104> nothing
<0104> nothing

//<0105> 野田
<0105> 野田

//<0106> 男Ｆ
<0106> 男Ｆ

//<0107> イケパイ
<0107> イケパイ

//<0108> 男
<0108> 男

//<0109> ？？
<0109> ？？

//<0110> 「こいつは何かを持っている。俺のポテンシャルを引き出し、ネクストステージへ運んでくれる…そんな気がしているんだ」
<0110> 「こいつは何かを持っている。俺のポテンシャルを引き出し、ネクストステージへ運んでくれる…そんな気がしているんだ」

//<0111> 行く
<0111> 行く

//<0112> 断る
<0112> 断る

//<0113> selbtn : 
<0113> selbtn : 

//<0114> 音無
<0114> 音無

//<0115> クソ坊主
<0115> クソ坊主

//<0116> 代理人
<0116> 代理人

//<0117> 微妙すぎるイケメン
<0117> 微妙すぎるイケメン

//<0118> ロリコン
<0118> ロリコン

//<0119> メガネ仲間
<0119> メガネ仲間

//<0120> 暗算日本記録保持者
<0120> 暗算日本記録保持者

//<0121> 通り魔
<0121> 通り魔

//<0122> 記憶ナシ男
<0122> 記憶ナシ男

//<0123> 音速
<0123> 音速

//<0124> 無限
<0124> 無限

//<0125> エロ侍
<0125> エロ侍

//<0126> エロエロ団ナンバー１
<0126> エロエロ団ナンバー１

//<0127> ただのエロ少年
<0127> ただのエロ少年

//<0128> ユリブサイク
<0128> ユリブサイク

//<0129> ドピュッシー
<0129> ドピュッシー

//<0130> アメリカンエロドッグ
<0130> アメリカンエロドッグ

//<0131> ゼウス
<0131> ゼウス

//<0132> 日向markⅡ
<0132> 日向markⅡ

//<0133> 糞虫
<0133> 糞虫

//<0134> 量産型日向
<0134> 量産型日向

//<0135> ？？
<0135> ？？

//<0136> 「よし、行く！」
<0136> 「よし、行く！」

//<0137> 日向
<0137> 日向

//<0138> 男Ｂ
<0138> 男Ｂ

//<0139> エロエロ団総帥
<0139> エロエロ団総帥

//<0140> イケチン
<0140> イケチン

//<0141> ホモ太
<0141> ホモ太

//<0142> ひなチン
<0142> ひなチン

//<0143> 秀樹
<0143> 秀樹

//<0144> 男子生徒
<0144> 男子生徒

//<0145> ？？
<0145> ？？

//<0146> 「えー！？　マジかよっ…」
<0146> 「えー！？　マジかよっ…」

//<0147> またまた修羅場だ…。
<0147> またまた修羅場だ…。

//<0148> 受ける
<0148> 受ける

//<0149> 断る
<0149> 断る

//<0150> selbtn : 
<0150> selbtn : 

//<0151> 音無
<0151> 音無

//<0152> クソ坊主
<0152> クソ坊主

//<0153> 代理人
<0153> 代理人

//<0154> 微妙すぎるイケメン
<0154> 微妙すぎるイケメン

//<0155> ロリコン
<0155> ロリコン

//<0156> メガネ仲間
<0156> メガネ仲間

//<0157> 暗算日本記録保持者
<0157> 暗算日本記録保持者

//<0158> 通り魔
<0158> 通り魔

//<0159> 記憶ナシ男
<0159> 記憶ナシ男

//<0160> 音速
<0160> 音速

//<0161> 無限
<0161> 無限

//<0162> エロ侍
<0162> エロ侍

//<0163> エロエロ団ナンバー１
<0163> エロエロ団ナンバー１

//<0164> ただのエロ少年
<0164> ただのエロ少年

//<0165> ユリブサイク
<0165> ユリブサイク

//<0166> ドピュッシー
<0166> ドピュッシー

//<0167> アメリカンエロドッグ
<0167> アメリカンエロドッグ

//<0168> ゼウス
<0168> ゼウス

//<0169> 日向markⅡ
<0169> 日向markⅡ

//<0170> 糞虫
<0170> 糞虫

//<0171> 量産型日向
<0171> 量産型日向

//<0172> ？？
<0172> ？？

//<0173> 「ああ、望むところだ」
<0173> 「ああ、望むところだ」

//<0174> nothing
<0174> nothing

//<0175> nothing
<0175> nothing

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> 野田
<0179> 野田

//<0180> 男Ｆ
<0180> 男Ｆ

//<0181> イケパイ
<0181> イケパイ

//<0182> 男
<0182> 男

//<0183> ？？
<0183> ？？

//<0184> 「ふっ…行くぞ」
<0184> 「ふっ…行くぞ」

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> nothing
<0187> nothing

//<0188> nothing
<0188> nothing

//<0189> nothing
<0189> nothing

//<0190> nothing
<0190> nothing

//<0191> 日向
<0191> 日向

//<0192> 男Ｂ
<0192> 男Ｂ

//<0193> エロエロ団総帥
<0193> エロエロ団総帥

//<0194> イケチン
<0194> イケチン

//<0195> ホモ太
<0195> ホモ太

//<0196> ひなチン
<0196> ひなチン

//<0197> 秀樹
<0197> 秀樹

//<0198> 男子生徒
<0198> 男子生徒

//<0199> ？？
<0199> ？？

//<0200> 「待てよっ！！」
<0200> 「待てよっ！！」

//<0201> nothing
<0201> nothing

//<0202> nothing
<0202> nothing

//<0203> nothing
<0203> nothing

//<0204> nothing
<0204> nothing

//<0205> nothing
<0205> nothing

//<0206> 野田に続いて歩き出したところで日向が俺たちを呼び止めた。
<0206> 野田に続いて歩き出したところで日向が俺たちを呼び止めた。

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> nothing
<0209> nothing

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> 日向
<0212> 日向

//<0213> 男Ｂ
<0213> 男Ｂ

//<0214> エロエロ団総帥
<0214> エロエロ団総帥

//<0215> イケチン
<0215> イケチン

//<0216> ホモ太
<0216> ホモ太

//<0217> ひなチン
<0217> ひなチン

//<0218> 秀樹
<0218> 秀樹

//<0219> 男子生徒
<0219> 男子生徒

//<0220> ？？
<0220> ？？

//<0221> 「もしかして、お前が吐血する日が続いていたのは、野田との訓練、ハルバートによって内臓まで傷つけられていたせいじゃないのか！？」
<0221> 「もしかして、お前が吐血する日が続いていたのは、野田との訓練、ハルバートによって内臓まで傷つけられていたせいじゃないのか！？」

//<0222> そうだ
<0222> そうだ

//<0223> 嘘をつく
<0223> 嘘をつく

//<0224> selbtn : 
<0224> selbtn : 

//<0225> 音無
<0225> 音無

//<0226> クソ坊主
<0226> クソ坊主

//<0227> 代理人
<0227> 代理人

//<0228> 微妙すぎるイケメン
<0228> 微妙すぎるイケメン

//<0229> ロリコン
<0229> ロリコン

//<0230> メガネ仲間
<0230> メガネ仲間

//<0231> 暗算日本記録保持者
<0231> 暗算日本記録保持者

//<0232> 通り魔
<0232> 通り魔

//<0233> 記憶ナシ男
<0233> 記憶ナシ男

//<0234> 音速
<0234> 音速

//<0235> 無限
<0235> 無限

//<0236> エロ侍
<0236> エロ侍

//<0237> エロエロ団ナンバー１
<0237> エロエロ団ナンバー１

//<0238> ただのエロ少年
<0238> ただのエロ少年

//<0239> ユリブサイク
<0239> ユリブサイク

//<0240> ドピュッシー
<0240> ドピュッシー

//<0241> アメリカンエロドッグ
<0241> アメリカンエロドッグ

//<0242> ゼウス
<0242> ゼウス

//<0243> 日向markⅡ
<0243> 日向markⅡ

//<0244> 糞虫
<0244> 糞虫

//<0245> 量産型日向
<0245> 量産型日向

//<0246> ？？
<0246> ？？

//<0247> 「そうだ」
<0247> 「そうだ」

//<0248> nothing
<0248> nothing

//<0249> nothing
<0249> nothing

//<0250> nothing
<0250> nothing

//<0251> nothing
<0251> nothing

//<0252> nothing
<0252> nothing

//<0253> 日向
<0253> 日向

//<0254> 男Ｂ
<0254> 男Ｂ

//<0255> エロエロ団総帥
<0255> エロエロ団総帥

//<0256> イケチン
<0256> イケチン

//<0257> ホモ太
<0257> ホモ太

//<0258> ひなチン
<0258> ひなチン

//<0259> 秀樹
<0259> 秀樹

//<0260> 男子生徒
<0260> 男子生徒

//<0261> ？？
<0261> ？？

//<0262> 「だったらただの腹いせだっ！　戻ってこい、ゼウス！」
<0262> 「だったらただの腹いせだっ！　戻ってこい、ゼウス！」

//<0263> nothing
<0263> nothing

//<0264> nothing
<0264> nothing

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> 野田
<0267> 野田

//<0268> 男Ｆ
<0268> 男Ｆ

//<0269> イケパイ
<0269> イケパイ

//<0270> 男
<0270> 男

//<0271> ？？
<0271> ？？

//<0272> 「ゼウス？」
<0272> 「ゼウス？」

//<0273> nothing
<0273> nothing

//<0274> nothing
<0274> nothing

//<0275> nothing
<0275> nothing

//<0276> nothing
<0276> nothing

//<0277> nothing
<0277> nothing

//<0278> 日向
<0278> 日向

//<0279> 男Ｂ
<0279> 男Ｂ

//<0280> エロエロ団総帥
<0280> エロエロ団総帥

//<0281> イケチン
<0281> イケチン

//<0282> ホモ太
<0282> ホモ太

//<0283> ひなチン
<0283> ひなチン

//<0284> 秀樹
<0284> 秀樹

//<0285> 男子生徒
<0285> 男子生徒

//<0286> ？？
<0286> ？？

//<0287> 「音無のことだよっ！」
<0287> 「音無のことだよっ！」

//<0288> nothing
<0288> nothing

//<0289> nothing
<0289> nothing

//<0290> nothing
<0290> nothing

//<0291> nothing
<0291> nothing

//<0292> nothing
<0292> nothing

//<0293> 野田
<0293> 野田

//<0294> 男Ｆ
<0294> 男Ｆ

//<0295> イケパイ
<0295> イケパイ

//<0296> 男
<0296> 男

//<0297> ？？
<0297> ？？

//<0298> 「ええと…そのぜうすってのなんだ…？」
<0298> 「ええと…そのぜうすってのなんだ…？」

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> nothing
<0301> nothing

//<0302> nothing
<0302> nothing

//<0303> nothing
<0303> nothing

//<0304> 日向
<0304> 日向

//<0305> 男Ｂ
<0305> 男Ｂ

//<0306> エロエロ団総帥
<0306> エロエロ団総帥

//<0307> イケチン
<0307> イケチン

//<0308> ホモ太
<0308> ホモ太

//<0309> ひなチン
<0309> ひなチン

//<0310> 秀樹
<0310> 秀樹

//<0311> 男子生徒
<0311> 男子生徒

//<0312> ？？
<0312> ？？

//<0313> 「一番偉い奴って意味らしい」
<0313> 「一番偉い奴って意味らしい」

//<0314> nothing
<0314> nothing

//<0315> nothing
<0315> nothing

//<0316> nothing
<0316> nothing

//<0317> nothing
<0317> nothing

//<0318> nothing
<0318> nothing

//<0319> 野田
<0319> 野田

//<0320> 男Ｆ
<0320> 男Ｆ

//<0321> イケパイ
<0321> イケパイ

//<0322> 男
<0322> 男

//<0323> ？？
<0323> ？？

//<0324> 「はっ、そうご機嫌をとっていればいつまでも一緒に居られると思ったのか。椎名じゃないが、あさはかなりぃーー！！」
<0324> 「はっ、そうご機嫌をとっていればいつまでも一緒に居られると思ったのか。椎名じゃないが、あさはかなりぃーー！！」

//<0325> nothing
<0325> nothing

//<0326> nothing
<0326> nothing

//<0327> nothing
<0327> nothing

//<0328> nothing
<0328> nothing

//<0329> nothing
<0329> nothing

//<0330> 日向
<0330> 日向

//<0331> 男Ｂ
<0331> 男Ｂ

//<0332> エロエロ団総帥
<0332> エロエロ団総帥

//<0333> イケチン
<0333> イケチン

//<0334> ホモ太
<0334> ホモ太

//<0335> ひなチン
<0335> ひなチン

//<0336> 秀樹
<0336> 秀樹

//<0337> 男子生徒
<0337> 男子生徒

//<0338> ？？
<0338> ？？

//<0339> 「だったらただの腹いせだっ！　戻ってこい、日向
<0339> 「だったらただの腹いせだっ！　戻ってこい、日向

//<0340> mark
<0340> mark

//<0341> Ⅱ！」
<0341> Ⅱ！」

//<0342> nothing
<0342> nothing

//<0343> nothing
<0343> nothing

//<0344> nothing
<0344> nothing

//<0345> nothing
<0345> nothing

//<0346> 野田
<0346> 野田

//<0347> 男Ｆ
<0347> 男Ｆ

//<0348> イケパイ
<0348> イケパイ

//<0349> 男
<0349> 男

//<0350> ？？
<0350> ？？

//<0351> 「日向
<0351> 「日向

//<0352> mark
<0352> mark

//<0353> Ⅱ？」
<0353> Ⅱ？」

//<0354> nothing
<0354> nothing

//<0355> nothing
<0355> nothing

//<0356> nothing
<0356> nothing

//<0357> nothing
<0357> nothing

//<0358> nothing
<0358> nothing

//<0359> 日向
<0359> 日向

//<0360> 男Ｂ
<0360> 男Ｂ

//<0361> エロエロ団総帥
<0361> エロエロ団総帥

//<0362> イケチン
<0362> イケチン

//<0363> ホモ太
<0363> ホモ太

//<0364> ひなチン
<0364> ひなチン

//<0365> 秀樹
<0365> 秀樹

//<0366> 男子生徒
<0366> 男子生徒

//<0367> ？？
<0367> ？？

//<0368> 「音無のことだよっ！」
<0368> 「音無のことだよっ！」

//<0369> nothing
<0369> nothing

//<0370> nothing
<0370> nothing

//<0371> nothing
<0371> nothing

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> 野田
<0374> 野田

//<0375> 男Ｆ
<0375> 男Ｆ

//<0376> イケパイ
<0376> イケパイ

//<0377> 男
<0377> 男

//<0378> ？？
<0378> ？？

//<0379> 「なんでお前の二代目のように言われてるんだ？」
<0379> 「なんでお前の二代目のように言われてるんだ？」

//<0380> 日向
<0380> 日向

//<0381> 男Ｂ
<0381> 男Ｂ

//<0382> エロエロ団総帥
<0382> エロエロ団総帥

//<0383> イケチン
<0383> イケチン

//<0384> ホモ太
<0384> ホモ太

//<0385> ひなチン
<0385> ひなチン

//<0386> 秀樹
<0386> 秀樹

//<0387> 男子生徒
<0387> 男子生徒

//<0388> ？？
<0388> ？？

//<0389> 「だったらただの腹いせだっ！　戻ってこい、ただのエロ少年！」
<0389> 「だったらただの腹いせだっ！　戻ってこい、ただのエロ少年！」

//<0390> nothing
<0390> nothing

//<0391> nothing
<0391> nothing

//<0392> nothing
<0392> nothing

//<0393> nothing
<0393> nothing

//<0394> 野田
<0394> 野田

//<0395> 男Ｆ
<0395> 男Ｆ

//<0396> イケパイ
<0396> イケパイ

//<0397> 男
<0397> 男

//<0398> ？？
<0398> ？？

//<0399> 「は？　ただのエロ少年！？」
<0399> 「は？　ただのエロ少年！？」

//<0400> nothing
<0400> nothing

//<0401> nothing
<0401> nothing

//<0402> nothing
<0402> nothing

//<0403> nothing
<0403> nothing

//<0404> 野田
<0404> 野田

//<0405> 男Ｆ
<0405> 男Ｆ

//<0406> イケパイ
<0406> イケパイ

//<0407> 男
<0407> 男

//<0408> ？？
<0408> ？？

//<0409> 「そんな屈辱的なニックネームで呼ばれているなんて、お前のほうこそ、イジメてるんじゃないのか！！」
<0409> 「そんな屈辱的なニックネームで呼ばれているなんて、お前のほうこそ、イジメてるんじゃないのか！！」

//<0410> nothing
<0410> nothing

//<0411> nothing
<0411> nothing

//<0412> nothing
<0412> nothing

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> 日向
<0415> 日向

//<0416> 男Ｂ
<0416> 男Ｂ

//<0417> エロエロ団総帥
<0417> エロエロ団総帥

//<0418> イケチン
<0418> イケチン

//<0419> ホモ太
<0419> ホモ太

//<0420> ひなチン
<0420> ひなチン

//<0421> 秀樹
<0421> 秀樹

//<0422> 男子生徒
<0422> 男子生徒

//<0423> ？？
<0423> ？？

//<0424> 「いやいやっ！　音無から、そう呼べって言われてるんだよっ！
<0424> 「いやいやっ！　音無から、そう呼べって言われてるんだよっ！

//<0425> な、音無！？」
<0425> な、音無！？」

//<0426> ああ
<0426> ああ

//<0427> 違う
<0427> 違う

//<0428> selbtn : 
<0428> selbtn : 

//<0429> 音無
<0429> 音無

//<0430> クソ坊主
<0430> クソ坊主

//<0431> 代理人
<0431> 代理人

//<0432> 微妙すぎるイケメン
<0432> 微妙すぎるイケメン

//<0433> ロリコン
<0433> ロリコン

//<0434> メガネ仲間
<0434> メガネ仲間

//<0435> 暗算日本記録保持者
<0435> 暗算日本記録保持者

//<0436> 通り魔
<0436> 通り魔

//<0437> 記憶ナシ男
<0437> 記憶ナシ男

//<0438> 音速
<0438> 音速

//<0439> 無限
<0439> 無限

//<0440> エロ侍
<0440> エロ侍

//<0441> エロエロ団ナンバー１
<0441> エロエロ団ナンバー１

//<0442> ただのエロ少年
<0442> ただのエロ少年

//<0443> ユリブサイク
<0443> ユリブサイク

//<0444> ドピュッシー
<0444> ドピュッシー

//<0445> アメリカンエロドッグ
<0445> アメリカンエロドッグ

//<0446> ゼウス
<0446> ゼウス

//<0447> 日向markⅡ
<0447> 日向markⅡ

//<0448> 糞虫
<0448> 糞虫

//<0449> 量産型日向
<0449> 量産型日向

//<0450> ？？
<0450> ？？

//<0451> 「ああ」
<0451> 「ああ」

//<0452> nothing
<0452> nothing

//<0453> nothing
<0453> nothing

//<0454> nothing
<0454> nothing

//<0455> nothing
<0455> nothing

//<0456> nothing
<0456> nothing

//<0457> 野田
<0457> 野田

//<0458> 男Ｆ
<0458> 男Ｆ

//<0459> イケパイ
<0459> イケパイ

//<0460> 男
<0460> 男

//<0461> ？？
<0461> ？？

//<0462> 「でも、本当の仲間だったら、断るべきだろ…何受け入れてるんだよっ！！」
<0462> 「でも、本当の仲間だったら、断るべきだろ…何受け入れてるんだよっ！！」

//<0463> nothing
<0463> nothing

//<0464> nothing
<0464> nothing

//<0465> nothing
<0465> nothing

//<0466> nothing
<0466> nothing

//<0467> nothing
<0467> nothing

//<0468> 日向
<0468> 日向

//<0469> 男Ｂ
<0469> 男Ｂ

//<0470> エロエロ団総帥
<0470> エロエロ団総帥

//<0471> イケチン
<0471> イケチン

//<0472> ホモ太
<0472> ホモ太

//<0473> ひなチン
<0473> ひなチン

//<0474> 秀樹
<0474> 秀樹

//<0475> 男子生徒
<0475> 男子生徒

//<0476> ？？
<0476> ？？

//<0477> 「えぇぇぇーー！？　なんで俺が悪いみたいになってんの！？」
<0477> 「えぇぇぇーー！？　なんで俺が悪いみたいになってんの！？」

//<0478> 音無
<0478> 音無

//<0479> クソ坊主
<0479> クソ坊主

//<0480> 代理人
<0480> 代理人

//<0481> 微妙すぎるイケメン
<0481> 微妙すぎるイケメン

//<0482> ロリコン
<0482> ロリコン

//<0483> メガネ仲間
<0483> メガネ仲間

//<0484> 暗算日本記録保持者
<0484> 暗算日本記録保持者

//<0485> 通り魔
<0485> 通り魔

//<0486> 記憶ナシ男
<0486> 記憶ナシ男

//<0487> 音速
<0487> 音速

//<0488> 無限
<0488> 無限

//<0489> エロ侍
<0489> エロ侍

//<0490> エロエロ団ナンバー１
<0490> エロエロ団ナンバー１

//<0491> ただのエロ少年
<0491> ただのエロ少年

//<0492> ユリブサイク
<0492> ユリブサイク

//<0493> ドピュッシー
<0493> ドピュッシー

//<0494> アメリカンエロドッグ
<0494> アメリカンエロドッグ

//<0495> ゼウス
<0495> ゼウス

//<0496> 日向markⅡ
<0496> 日向markⅡ

//<0497> 糞虫
<0497> 糞虫

//<0498> 量産型日向
<0498> 量産型日向

//<0499> ？？
<0499> ？？

//<0500> 「日向が悪い」
<0500> 「日向が悪い」

//<0501> 音無
<0501> 音無

//<0502> クソ坊主
<0502> クソ坊主

//<0503> 代理人
<0503> 代理人

//<0504> 微妙すぎるイケメン
<0504> 微妙すぎるイケメン

//<0505> ロリコン
<0505> ロリコン

//<0506> メガネ仲間
<0506> メガネ仲間

//<0507> 暗算日本記録保持者
<0507> 暗算日本記録保持者

//<0508> 通り魔
<0508> 通り魔

//<0509> 記憶ナシ男
<0509> 記憶ナシ男

//<0510> 音速
<0510> 音速

//<0511> 無限
<0511> 無限

//<0512> エロ侍
<0512> エロ侍

//<0513> エロエロ団ナンバー１
<0513> エロエロ団ナンバー１

//<0514> ただのエロ少年
<0514> ただのエロ少年

//<0515> ユリブサイク
<0515> ユリブサイク

//<0516> ドピュッシー
<0516> ドピュッシー

//<0517> アメリカンエロドッグ
<0517> アメリカンエロドッグ

//<0518> ゼウス
<0518> ゼウス

//<0519> 日向markⅡ
<0519> 日向markⅡ

//<0520> 糞虫
<0520> 糞虫

//<0521> 量産型日向
<0521> 量産型日向

//<0522> ？？
<0522> ？？

//<0523> 「違う」
<0523> 「違う」

//<0524> nothing
<0524> nothing

//<0525> nothing
<0525> nothing

//<0526> nothing
<0526> nothing

//<0527> nothing
<0527> nothing

//<0528> nothing
<0528> nothing

//<0529> そう答えると、日向が足早に近づいてくる。
<0529> そう答えると、日向が足早に近づいてくる。

//<0530> nothing
<0530> nothing

//<0531> nothing
<0531> nothing

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> nothing
<0534> nothing

//<0535> nothing
<0535> nothing

//<0536> se_punch
<0536> se_punch

//<0537> その勢いのまま、ばきぃ！と頬を殴られ、歯が飛んでいた。
<0537> その勢いのまま、ばきぃ！と頬を殴られ、歯が飛んでいた。

//<0538> え？　なぜ？　と日向を見る。
<0538> え？　なぜ？　と日向を見る。

//<0539> 音無
<0539> 音無

//<0540> クソ坊主
<0540> クソ坊主

//<0541> 代理人
<0541> 代理人

//<0542> 微妙すぎるイケメン
<0542> 微妙すぎるイケメン

//<0543> ロリコン
<0543> ロリコン

//<0544> メガネ仲間
<0544> メガネ仲間

//<0545> 暗算日本記録保持者
<0545> 暗算日本記録保持者

//<0546> 通り魔
<0546> 通り魔

//<0547> 記憶ナシ男
<0547> 記憶ナシ男

//<0548> 音速
<0548> 音速

//<0549> 無限
<0549> 無限

//<0550> エロ侍
<0550> エロ侍

//<0551> エロエロ団ナンバー１
<0551> エロエロ団ナンバー１

//<0552> ただのエロ少年
<0552> ただのエロ少年

//<0553> ユリブサイク
<0553> ユリブサイク

//<0554> ドピュッシー
<0554> ドピュッシー

//<0555> アメリカンエロドッグ
<0555> アメリカンエロドッグ

//<0556> ゼウス
<0556> ゼウス

//<0557> 日向markⅡ
<0557> 日向markⅡ

//<0558> 糞虫
<0558> 糞虫

//<0559> 量産型日向
<0559> 量産型日向

//<0560> ？？
<0560> ？？

//<0561> 「え…なぜ…イケチンとは言っていないのに…」
<0561> 「え…なぜ…イケチンとは言っていないのに…」

//<0562> nothing
<0562> nothing

//<0563> nothing
<0563> nothing

//<0564> nothing
<0564> nothing

//<0565> nothing
<0565> nothing

//<0566> nothing
<0566> nothing

//<0567> 日向
<0567> 日向

//<0568> 男Ｂ
<0568> 男Ｂ

//<0569> エロエロ団総帥
<0569> エロエロ団総帥

//<0570> イケチン
<0570> イケチン

//<0571> ホモ太
<0571> ホモ太

//<0572> ひなチン
<0572> ひなチン

//<0573> 秀樹
<0573> 秀樹

//<0574> 男子生徒
<0574> 男子生徒

//<0575> ？？
<0575> ？？

