// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<0123> 日向
<0123> 日向

//<0124> 男Ｂ
<0124> 男Ｂ

//<0125> エロエロ団総帥
<0125> エロエロ団総帥

//<0126> イケチン
<0126> イケチン

//<0127> ホモ太
<0127> ホモ太

//<0128> ひなチン
<0128> ひなチン

//<0129> 秀樹
<0129> 秀樹

//<0130> 男子生徒
<0130> 男子生徒

//<0131> ？？
<0131> ？？

//<0132> 「だから、脱ぎたてのパンツで発散しまくれって調達したのに…」
<0132> 「だから、脱ぎたてのパンツで発散しまくれって調達したのに…」

//<0133> 音無
<0133> 音無

//<0134> クソ坊主
<0134> クソ坊主

//<0135> 代理人
<0135> 代理人

//<0136> 微妙すぎるイケメン
<0136> 微妙すぎるイケメン

//<0137> ロリコン
<0137> ロリコン

//<0138> メガネ仲間
<0138> メガネ仲間

//<0139> 暗算日本記録保持者
<0139> 暗算日本記録保持者

//<0140> 通り魔
<0140> 通り魔

//<0141> 記憶ナシ男
<0141> 記憶ナシ男

//<0142> 音速
<0142> 音速

//<0143> 無限
<0143> 無限

//<0144> エロ侍
<0144> エロ侍

//<0145> エロエロ団ナンバー１
<0145> エロエロ団ナンバー１

//<0146> ただのエロ少年
<0146> ただのエロ少年

//<0147> ユリブサイク
<0147> ユリブサイク

//<0148> ドピュッシー
<0148> ドピュッシー

//<0149> アメリカンエロドッグ
<0149> アメリカンエロドッグ

//<0150> ゼウス
<0150> ゼウス

//<0151> 日向markⅡ
<0151> 日向markⅡ

//<0152> 糞虫
<0152> 糞虫

//<0153> 量産型日向
<0153> 量産型日向

//<0154> ？？
<0154> ？？

//<0155> 「ああ、台無しだ…」
<0155> 「ああ、台無しだ…」

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> nothing
<0158> nothing

//<0159> nothing
<0159> nothing

//<0160> nothing
<0160> nothing

//<0161> 日向
<0161> 日向

//<0162> 男Ｂ
<0162> 男Ｂ

//<0163> エロエロ団総帥
<0163> エロエロ団総帥

//<0164> イケチン
<0164> イケチン

//<0165> ホモ太
<0165> ホモ太

//<0166> ひなチン
<0166> ひなチン

//<0167> 秀樹
<0167> 秀樹

//<0168> 男子生徒
<0168> 男子生徒

//<0169> ？？
<0169> ？？

//<0170> 「もうそうなると、とっとと記憶を思い出すこったな…」
<0170> 「もうそうなると、とっとと記憶を思い出すこったな…」

//<0171> 音無
<0171> 音無

//<0172> クソ坊主
<0172> クソ坊主

//<0173> 代理人
<0173> 代理人

//<0174> 微妙すぎるイケメン
<0174> 微妙すぎるイケメン

//<0175> ロリコン
<0175> ロリコン

//<0176> メガネ仲間
<0176> メガネ仲間

//<0177> 暗算日本記録保持者
<0177> 暗算日本記録保持者

//<0178> 通り魔
<0178> 通り魔

//<0179> 記憶ナシ男
<0179> 記憶ナシ男

//<0180> 音速
<0180> 音速

//<0181> 無限
<0181> 無限

//<0182> エロ侍
<0182> エロ侍

//<0183> エロエロ団ナンバー１
<0183> エロエロ団ナンバー１

//<0184> ただのエロ少年
<0184> ただのエロ少年

//<0185> ユリブサイク
<0185> ユリブサイク

//<0186> ドピュッシー
<0186> ドピュッシー

//<0187> アメリカンエロドッグ
<0187> アメリカンエロドッグ

//<0188> ゼウス
<0188> ゼウス

//<0189> 日向markⅡ
<0189> 日向markⅡ

//<0190> 糞虫
<0190> 糞虫

//<0191> 量産型日向
<0191> 量産型日向

//<0192> ？？
<0192> ？？

//<0193> 「だな…」
<0193> 「だな…」

//<0194> nothing
<0194> nothing

//<0195> nothing
<0195> nothing

//<0196> nothing
<0196> nothing

//<0197> nothing
<0197> nothing

//<0198> nothing
<0198> nothing

//<0199> 日向
<0199> 日向

//<0200> 男Ｂ
<0200> 男Ｂ

//<0201> エロエロ団総帥
<0201> エロエロ団総帥

//<0202> イケチン
<0202> イケチン

//<0203> ホモ太
<0203> ホモ太

//<0204> ひなチン
<0204> ひなチン

//<0205> 秀樹
<0205> 秀樹

//<0206> 男子生徒
<0206> 男子生徒

//<0207> ？？
<0207> ？？

//<0208> 「とにかく、とっとと顔洗って着替えて、朝食行こうぜ」
<0208> 「とにかく、とっとと顔洗って着替えて、朝食行こうぜ」

//<0209> 音無
<0209> 音無

//<0210> クソ坊主
<0210> クソ坊主

//<0211> 代理人
<0211> 代理人

//<0212> 微妙すぎるイケメン
<0212> 微妙すぎるイケメン

//<0213> ロリコン
<0213> ロリコン

//<0214> メガネ仲間
<0214> メガネ仲間

//<0215> 暗算日本記録保持者
<0215> 暗算日本記録保持者

//<0216> 通り魔
<0216> 通り魔

//<0217> 記憶ナシ男
<0217> 記憶ナシ男

//<0218> 音速
<0218> 音速

//<0219> 無限
<0219> 無限

//<0220> エロ侍
<0220> エロ侍

//<0221> エロエロ団ナンバー１
<0221> エロエロ団ナンバー１

//<0222> ただのエロ少年
<0222> ただのエロ少年

//<0223> ユリブサイク
<0223> ユリブサイク

//<0224> ドピュッシー
<0224> ドピュッシー

//<0225> アメリカンエロドッグ
<0225> アメリカンエロドッグ

//<0226> ゼウス
<0226> ゼウス

//<0227> 日向markⅡ
<0227> 日向markⅡ

//<0228> 糞虫
<0228> 糞虫

//<0229> 量産型日向
<0229> 量産型日向

//<0230> ？？
<0230> ？？

//<0231> 「ああ」
<0231> 「ああ」

//<0232> nothing
<0232> nothing

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> 日向
<0237> 日向

//<0238> 男Ｂ
<0238> 男Ｂ

//<0239> エロエロ団総帥
<0239> エロエロ団総帥

//<0240> イケチン
<0240> イケチン

//<0241> ホモ太
<0241> ホモ太

//<0242> ひなチン
<0242> ひなチン

//<0243> 秀樹
<0243> 秀樹

//<0244> 男子生徒
<0244> 男子生徒

//<0245> ？？
<0245> ？？

//<0246> 「だから、脱ぎたてのパンツで発散しまくれって調達したのに…」
<0246> 「だから、脱ぎたてのパンツで発散しまくれって調達したのに…」

//<0247> 音無
<0247> 音無

//<0248> クソ坊主
<0248> クソ坊主

//<0249> 代理人
<0249> 代理人

//<0250> 微妙すぎるイケメン
<0250> 微妙すぎるイケメン

//<0251> ロリコン
<0251> ロリコン

//<0252> メガネ仲間
<0252> メガネ仲間

//<0253> 暗算日本記録保持者
<0253> 暗算日本記録保持者

//<0254> 通り魔
<0254> 通り魔

//<0255> 記憶ナシ男
<0255> 記憶ナシ男

//<0256> 音速
<0256> 音速

//<0257> 無限
<0257> 無限

//<0258> エロ侍
<0258> エロ侍

//<0259> エロエロ団ナンバー１
<0259> エロエロ団ナンバー１

//<0260> ただのエロ少年
<0260> ただのエロ少年

//<0261> ユリブサイク
<0261> ユリブサイク

//<0262> ドピュッシー
<0262> ドピュッシー

//<0263> アメリカンエロドッグ
<0263> アメリカンエロドッグ

//<0264> ゼウス
<0264> ゼウス

//<0265> 日向markⅡ
<0265> 日向markⅡ

//<0266> 糞虫
<0266> 糞虫

//<0267> 量産型日向
<0267> 量産型日向

//<0268> ？？
<0268> ？？

//<0269> 「最初はすごくよかった…」
<0269> 「最初はすごくよかった…」

//<0270> 音無
<0270> 音無

//<0271> クソ坊主
<0271> クソ坊主

//<0272> 代理人
<0272> 代理人

//<0273> 微妙すぎるイケメン
<0273> 微妙すぎるイケメン

//<0274> ロリコン
<0274> ロリコン

//<0275> メガネ仲間
<0275> メガネ仲間

//<0276> 暗算日本記録保持者
<0276> 暗算日本記録保持者

//<0277> 通り魔
<0277> 通り魔

//<0278> 記憶ナシ男
<0278> 記憶ナシ男

//<0279> 音速
<0279> 音速

//<0280> 無限
<0280> 無限

//<0281> エロ侍
<0281> エロ侍

//<0282> エロエロ団ナンバー１
<0282> エロエロ団ナンバー１

//<0283> ただのエロ少年
<0283> ただのエロ少年

//<0284> ユリブサイク
<0284> ユリブサイク

//<0285> ドピュッシー
<0285> ドピュッシー

//<0286> アメリカンエロドッグ
<0286> アメリカンエロドッグ

//<0287> ゼウス
<0287> ゼウス

//<0288> 日向markⅡ
<0288> 日向markⅡ

//<0289> 糞虫
<0289> 糞虫

//<0290> 量産型日向
<0290> 量産型日向

//<0291> ？？
<0291> ？？

//<0292> 「でも、水洗いしてしまったから、かつて履いていたとはいえ、あいつの匂いや温もりは感じられない…」
<0292> 「でも、水洗いしてしまったから、かつて履いていたとはいえ、あいつの匂いや温もりは感じられない…」

//<0293> nothing
<0293> nothing

//<0294> nothing
<0294> nothing

//<0295> nothing
<0295> nothing

//<0296> nothing
<0296> nothing

//<0297> nothing
<0297> nothing

//<0298> 日向
<0298> 日向

//<0299> 男Ｂ
<0299> 男Ｂ

//<0300> エロエロ団総帥
<0300> エロエロ団総帥

//<0301> イケチン
<0301> イケチン

//<0302> ホモ太
<0302> ホモ太

//<0303> ひなチン
<0303> ひなチン

//<0304> 秀樹
<0304> 秀樹

//<0305> 男子生徒
<0305> 男子生徒

//<0306> ？？
<0306> ？？

//<0307> 「おいおい、毎晩脱ぎたてのアレを調達しろってかよ！？」
<0307> 「おいおい、毎晩脱ぎたてのアレを調達しろってかよ！？」

//<0308> 音無
<0308> 音無

//<0309> クソ坊主
<0309> クソ坊主

//<0310> 代理人
<0310> 代理人

//<0311> 微妙すぎるイケメン
<0311> 微妙すぎるイケメン

//<0312> ロリコン
<0312> ロリコン

//<0313> メガネ仲間
<0313> メガネ仲間

//<0314> 暗算日本記録保持者
<0314> 暗算日本記録保持者

//<0315> 通り魔
<0315> 通り魔

//<0316> 記憶ナシ男
<0316> 記憶ナシ男

//<0317> 音速
<0317> 音速

//<0318> 無限
<0318> 無限

//<0319> エロ侍
<0319> エロ侍

//<0320> エロエロ団ナンバー１
<0320> エロエロ団ナンバー１

//<0321> ただのエロ少年
<0321> ただのエロ少年

//<0322> ユリブサイク
<0322> ユリブサイク

//<0323> ドピュッシー
<0323> ドピュッシー

//<0324> アメリカンエロドッグ
<0324> アメリカンエロドッグ

//<0325> ゼウス
<0325> ゼウス

//<0326> 日向markⅡ
<0326> 日向markⅡ

//<0327> 糞虫
<0327> 糞虫

//<0328> 量産型日向
<0328> 量産型日向

//<0329> ？？
<0329> ？？

//<0330> 「いや、もう、本人を押し倒して襲いたい…」
<0330> 「いや、もう、本人を押し倒して襲いたい…」

//<0331> 音無
<0331> 音無

//<0332> クソ坊主
<0332> クソ坊主

//<0333> 代理人
<0333> 代理人

//<0334> 微妙すぎるイケメン
<0334> 微妙すぎるイケメン

//<0335> ロリコン
<0335> ロリコン

//<0336> メガネ仲間
<0336> メガネ仲間

//<0337> 暗算日本記録保持者
<0337> 暗算日本記録保持者

//<0338> 通り魔
<0338> 通り魔

//<0339> 記憶ナシ男
<0339> 記憶ナシ男

//<0340> 音速
<0340> 音速

//<0341> 無限
<0341> 無限

//<0342> エロ侍
<0342> エロ侍

//<0343> エロエロ団ナンバー１
<0343> エロエロ団ナンバー１

//<0344> ただのエロ少年
<0344> ただのエロ少年

//<0345> ユリブサイク
<0345> ユリブサイク

//<0346> ドピュッシー
<0346> ドピュッシー

//<0347> アメリカンエロドッグ
<0347> アメリカンエロドッグ

//<0348> ゼウス
<0348> ゼウス

//<0349> 日向markⅡ
<0349> 日向markⅡ

//<0350> 糞虫
<0350> 糞虫

//<0351> 量産型日向
<0351> 量産型日向

//<0352> ？？
<0352> ？？

//<0353> 「アレを知ってしまったせいで、抑えられなくなってしまったんだ…」
<0353> 「アレを知ってしまったせいで、抑えられなくなってしまったんだ…」

//<0354> 音無
<0354> 音無

//<0355> クソ坊主
<0355> クソ坊主

//<0356> 代理人
<0356> 代理人

//<0357> 微妙すぎるイケメン
<0357> 微妙すぎるイケメン

//<0358> ロリコン
<0358> ロリコン

//<0359> メガネ仲間
<0359> メガネ仲間

//<0360> 暗算日本記録保持者
<0360> 暗算日本記録保持者

//<0361> 通り魔
<0361> 通り魔

//<0362> 記憶ナシ男
<0362> 記憶ナシ男

//<0363> 音速
<0363> 音速

//<0364> 無限
<0364> 無限

//<0365> エロ侍
<0365> エロ侍

//<0366> エロエロ団ナンバー１
<0366> エロエロ団ナンバー１

//<0367> ただのエロ少年
<0367> ただのエロ少年

//<0368> ユリブサイク
<0368> ユリブサイク

//<0369> ドピュッシー
<0369> ドピュッシー

//<0370> アメリカンエロドッグ
<0370> アメリカンエロドッグ

//<0371> ゼウス
<0371> ゼウス

//<0372> 日向markⅡ
<0372> 日向markⅡ

//<0373> 糞虫
<0373> 糞虫

//<0374> 量産型日向
<0374> 量産型日向

//<0375> ？？
<0375> ？？

//<0376> 「もう、本人を押し倒して襲いたい…」
<0376> 「もう、本人を押し倒して襲いたい…」

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> nothing
<0380> nothing

//<0381> nothing
<0381> nothing

//<0382> 日向
<0382> 日向

//<0383> 男Ｂ
<0383> 男Ｂ

//<0384> エロエロ団総帥
<0384> エロエロ団総帥

//<0385> イケチン
<0385> イケチン

//<0386> ホモ太
<0386> ホモ太

//<0387> ひなチン
<0387> ひなチン

//<0388> 秀樹
<0388> 秀樹

//<0389> 男子生徒
<0389> 男子生徒

//<0390> ？？
<0390> ？？

//<0391> 「それだけはやめろぉぉーーー！！　そんなことしたら、また速攻、撃たれるぜ！？」
<0391> 「それだけはやめろぉぉーーー！！　そんなことしたら、また速攻、撃たれるぜ！？」

//<0392> 音無
<0392> 音無

//<0393> クソ坊主
<0393> クソ坊主

//<0394> 代理人
<0394> 代理人

//<0395> 微妙すぎるイケメン
<0395> 微妙すぎるイケメン

//<0396> ロリコン
<0396> ロリコン

//<0397> メガネ仲間
<0397> メガネ仲間

//<0398> 暗算日本記録保持者
<0398> 暗算日本記録保持者

//<0399> 通り魔
<0399> 通り魔

//<0400> 記憶ナシ男
<0400> 記憶ナシ男

//<0401> 音速
<0401> 音速

//<0402> 無限
<0402> 無限

//<0403> エロ侍
<0403> エロ侍

//<0404> エロエロ団ナンバー１
<0404> エロエロ団ナンバー１

//<0405> ただのエロ少年
<0405> ただのエロ少年

//<0406> ユリブサイク
<0406> ユリブサイク

//<0407> ドピュッシー
<0407> ドピュッシー

//<0408> アメリカンエロドッグ
<0408> アメリカンエロドッグ

//<0409> ゼウス
<0409> ゼウス

//<0410> 日向markⅡ
<0410> 日向markⅡ

//<0411> 糞虫
<0411> 糞虫

//<0412> 量産型日向
<0412> 量産型日向

//<0413> ？？
<0413> ？？

//<0414> 「だよな…」
<0414> 「だよな…」

//<0415> nothing
<0415> nothing

//<0416> nothing
<0416> nothing

//<0417> nothing
<0417> nothing

//<0418> nothing
<0418> nothing

//<0419> nothing
<0419> nothing

//<0420> 日向
<0420> 日向

//<0421> 男Ｂ
<0421> 男Ｂ

//<0422> エロエロ団総帥
<0422> エロエロ団総帥

//<0423> イケチン
<0423> イケチン

//<0424> ホモ太
<0424> ホモ太

//<0425> ひなチン
<0425> ひなチン

//<0426> 秀樹
<0426> 秀樹

//<0427> 男子生徒
<0427> 男子生徒

//<0428> ？？
<0428> ？？

//<0429> 「だろ！？　だからもうゆりっぺにプライベートな用で会いに行くな！　な？」
<0429> 「だろ！？　だからもうゆりっぺにプライベートな用で会いに行くな！　な？」

//<0430> 会いに行く
<0430> 会いに行く

//<0431> 代わりに新しいあだ名で呼んでもらう
<0431> 代わりに新しいあだ名で呼んでもらう

//<0432> selbtn : 
<0432> selbtn : 

//<0433> 音無
<0433> 音無

//<0434> クソ坊主
<0434> クソ坊主

//<0435> 代理人
<0435> 代理人

//<0436> 微妙すぎるイケメン
<0436> 微妙すぎるイケメン

//<0437> ロリコン
<0437> ロリコン

//<0438> メガネ仲間
<0438> メガネ仲間

//<0439> 暗算日本記録保持者
<0439> 暗算日本記録保持者

//<0440> 通り魔
<0440> 通り魔

//<0441> 記憶ナシ男
<0441> 記憶ナシ男

//<0442> 音速
<0442> 音速

//<0443> 無限
<0443> 無限

//<0444> エロ侍
<0444> エロ侍

//<0445> エロエロ団ナンバー１
<0445> エロエロ団ナンバー１

//<0446> ただのエロ少年
<0446> ただのエロ少年

//<0447> ユリブサイク
<0447> ユリブサイク

//<0448> ドピュッシー
<0448> ドピュッシー

//<0449> アメリカンエロドッグ
<0449> アメリカンエロドッグ

//<0450> ゼウス
<0450> ゼウス

//<0451> 日向markⅡ
<0451> 日向markⅡ

//<0452> 糞虫
<0452> 糞虫

//<0453> 量産型日向
<0453> 量産型日向

//<0454> ？？
<0454> ？？

//<0455> 「なあ…これからは、俺のことはユリブサイクと呼んでくれないか…」
<0455> 「なあ…これからは、俺のことはユリブサイクと呼んでくれないか…」

//<0456> nothing
<0456> nothing

//<0457> nothing
<0457> nothing

//<0458> nothing
<0458> nothing

//<0459> nothing
<0459> nothing

//<0460> nothing
<0460> nothing

//<0461> 日向
<0461> 日向

//<0462> 男Ｂ
<0462> 男Ｂ

//<0463> エロエロ団総帥
<0463> エロエロ団総帥

//<0464> イケチン
<0464> イケチン

//<0465> ホモ太
<0465> ホモ太

//<0466> ひなチン
<0466> ひなチン

//<0467> 秀樹
<0467> 秀樹

//<0468> 男子生徒
<0468> 男子生徒

//<0469> ？？
<0469> ？？

//<0470> 「はぁ？」
<0470> 「はぁ？」

//<0471> 音無
<0471> 音無

//<0472> クソ坊主
<0472> クソ坊主

//<0473> 代理人
<0473> 代理人

//<0474> 微妙すぎるイケメン
<0474> 微妙すぎるイケメン

//<0475> ロリコン
<0475> ロリコン

//<0476> メガネ仲間
<0476> メガネ仲間

//<0477> 暗算日本記録保持者
<0477> 暗算日本記録保持者

//<0478> 通り魔
<0478> 通り魔

//<0479> 記憶ナシ男
<0479> 記憶ナシ男

//<0480> 音速
<0480> 音速

//<0481> 無限
<0481> 無限

//<0482> エロ侍
<0482> エロ侍

//<0483> エロエロ団ナンバー１
<0483> エロエロ団ナンバー１

//<0484> ただのエロ少年
<0484> ただのエロ少年

//<0485> ユリブサイク
<0485> ユリブサイク

//<0486> ドピュッシー
<0486> ドピュッシー

//<0487> アメリカンエロドッグ
<0487> アメリカンエロドッグ

//<0488> ゼウス
<0488> ゼウス

//<0489> 日向markⅡ
<0489> 日向markⅡ

//<0490> 糞虫
<0490> 糞虫

//<0491> 量産型日向
<0491> 量産型日向

//<0492> ？？
<0492> ？？

//<0493> 「一種のサブリミナル効果だ…」
<0493> 「一種のサブリミナル効果だ…」

//<0494> nothing
<0494> nothing

//<0495> nothing
<0495> nothing

//<0496> nothing
<0496> nothing

//<0497> nothing
<0497> nothing

//<0498> nothing
<0498> nothing

//<0499> 日向
<0499> 日向

//<0500> 男Ｂ
<0500> 男Ｂ

//<0501> エロエロ団総帥
<0501> エロエロ団総帥

//<0502> イケチン
<0502> イケチン

//<0503> ホモ太
<0503> ホモ太

//<0504> ひなチン
<0504> ひなチン

//<0505> 秀樹
<0505> 秀樹

//<0506> 男子生徒
<0506> 男子生徒

//<0507> ？？
<0507> ？？

//<0508> 「さぶりみなる？　なんだそりゃ…」
<0508> 「さぶりみなる？　なんだそりゃ…」

//<0509> 音無
<0509> 音無

//<0510> クソ坊主
<0510> クソ坊主

//<0511> 代理人
<0511> 代理人

//<0512> 微妙すぎるイケメン
<0512> 微妙すぎるイケメン

//<0513> ロリコン
<0513> ロリコン

//<0514> メガネ仲間
<0514> メガネ仲間

//<0515> 暗算日本記録保持者
<0515> 暗算日本記録保持者

//<0516> 通り魔
<0516> 通り魔

//<0517> 記憶ナシ男
<0517> 記憶ナシ男

//<0518> 音速
<0518> 音速

//<0519> 無限
<0519> 無限

//<0520> エロ侍
<0520> エロ侍

//<0521> エロエロ団ナンバー１
<0521> エロエロ団ナンバー１

//<0522> ただのエロ少年
<0522> ただのエロ少年

//<0523> ユリブサイク
<0523> ユリブサイク

//<0524> ドピュッシー
<0524> ドピュッシー

//<0525> アメリカンエロドッグ
<0525> アメリカンエロドッグ

//<0526> ゼウス
<0526> ゼウス

//<0527> 日向markⅡ
<0527> 日向markⅡ

//<0528> 糞虫
<0528> 糞虫

//<0529> 量産型日向
<0529> 量産型日向

//<0530> ？？
<0530> ？？

//<0531> 「ようはそう呼ばれ続けることにより、いつの間にか俺の中で、本当にゆりはぶさいくである、と思うようになっていくんだ」
<0531> 「ようはそう呼ばれ続けることにより、いつの間にか俺の中で、本当にゆりはぶさいくである、と思うようになっていくんだ」

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> nothing
<0534> nothing

//<0535> nothing
<0535> nothing

//<0536> nothing
<0536> nothing

//<0537> 日向
<0537> 日向

//<0538> 男Ｂ
<0538> 男Ｂ

//<0539> エロエロ団総帥
<0539> エロエロ団総帥

//<0540> イケチン
<0540> イケチン

