// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0123> ただのエロ少年

//<0124> ユリブサイク
<0124> ユリブサイク

//<0125> ドピュッシー
<0125> ドピュッシー

//<0126> アメリカンエロドッグ
<0126> アメリカンエロドッグ

//<0127> ゼウス
<0127> ゼウス

//<0128> 日向markⅡ
<0128> 日向markⅡ

//<0129> 糞虫
<0129> 糞虫

//<0130> 量産型日向
<0130> 量産型日向

//<0131> ？？
<0131> ？？

//<0132> 「……」
<0132> 「……」

//<0133> nothing
<0133> nothing

//<0134> nothing
<0134> nothing

//<0135> nothing
<0135> nothing

//<0136> nothing
<0136> nothing

//<0137> nothing
<0137> nothing

//<0138> 日向
<0138> 日向

//<0139> 男Ｂ
<0139> 男Ｂ

//<0140> エロエロ団総帥
<0140> エロエロ団総帥

//<0141> イケチン
<0141> イケチン

//<0142> ホモ太
<0142> ホモ太

//<0143> ひなチン
<0143> ひなチン

//<0144> 秀樹
<0144> 秀樹

//<0145> 男子生徒
<0145> 男子生徒

//<0146> ？？
<0146> ？？

//<0147> 「おい…なんか喋れよ…」
<0147> 「おい…なんか喋れよ…」

//<0148> 音無
<0148> 音無

//<0149> クソ坊主
<0149> クソ坊主

//<0150> 代理人
<0150> 代理人

//<0151> 微妙すぎるイケメン
<0151> 微妙すぎるイケメン

//<0152> ロリコン
<0152> ロリコン

//<0153> メガネ仲間
<0153> メガネ仲間

//<0154> 暗算日本記録保持者
<0154> 暗算日本記録保持者

//<0155> 通り魔
<0155> 通り魔

//<0156> 記憶ナシ男
<0156> 記憶ナシ男

//<0157> 音速
<0157> 音速

//<0158> 無限
<0158> 無限

//<0159> エロ侍
<0159> エロ侍

//<0160> エロエロ団ナンバー１
<0160> エロエロ団ナンバー１

//<0161> ただのエロ少年
<0161> ただのエロ少年

//<0162> ユリブサイク
<0162> ユリブサイク

//<0163> ドピュッシー
<0163> ドピュッシー

//<0164> アメリカンエロドッグ
<0164> アメリカンエロドッグ

//<0165> ゼウス
<0165> ゼウス

//<0166> 日向markⅡ
<0166> 日向markⅡ

//<0167> 糞虫
<0167> 糞虫

//<0168> 量産型日向
<0168> 量産型日向

//<0169> ？？
<0169> ？？

//<0170> 「………」
<0170> 「………」

//<0171> nothing
<0171> nothing

//<0172> nothing
<0172> nothing

//<0173> nothing
<0173> nothing

//<0174> nothing
<0174> nothing

//<0175> nothing
<0175> nothing

//<0176> nothing
<0176> nothing

//<0177> 授業に挑むためか、すでに無言でぼーっとしたまま、ご飯を口に運んでいた。
<0177> 授業に挑むためか、すでに無言でぼーっとしたまま、ご飯を口に運んでいた。

//<0178> 記憶も取り戻したことだし、まともに授業を受けていては、本当に消えかねない…。
<0178> 記憶も取り戻したことだし、まともに授業を受けていては、本当に消えかねない…。

//<0179> まともに授業を受けてしまえば、消えるトリガーになりかねない…。
<0179> まともに授業を受けてしまえば、消えるトリガーになりかねない…。

//<0180> 音無
<0180> 音無

//<0181> クソ坊主
<0181> クソ坊主

//<0182> 代理人
<0182> 代理人

//<0183> 微妙すぎるイケメン
<0183> 微妙すぎるイケメン

//<0184> ロリコン
<0184> ロリコン

//<0185> メガネ仲間
<0185> メガネ仲間

//<0186> 暗算日本記録保持者
<0186> 暗算日本記録保持者

//<0187> 通り魔
<0187> 通り魔

//<0188> 記憶ナシ男
<0188> 記憶ナシ男

//<0189> 音速
<0189> 音速

//<0190> 無限
<0190> 無限

//<0191> エロ侍
<0191> エロ侍

//<0192> エロエロ団ナンバー１
<0192> エロエロ団ナンバー１

//<0193> ただのエロ少年
<0193> ただのエロ少年

//<0194> ユリブサイク
<0194> ユリブサイク

//<0195> ドピュッシー
<0195> ドピュッシー

//<0196> アメリカンエロドッグ
<0196> アメリカンエロドッグ

//<0197> ゼウス
<0197> ゼウス

//<0198> 日向markⅡ
<0198> 日向markⅡ

//<0199> 糞虫
<0199> 糞虫

//<0200> 量産型日向
<0200> 量産型日向

//<0201> ？？
<0201> ？？

//<0202> （でも、俺には、日向から借りたＣＤプレイヤーがある！！）
<0202> （でも、俺には、日向から借りたＣＤプレイヤーがある！！）

//<0203> nothing
<0203> nothing

//<0204> nothing
<0204> nothing

//<0205> nothing
<0205> nothing

//<0206> nothing
<0206> nothing

//<0207> nothing
<0207> nothing

//<0208> 日向
<0208> 日向

//<0209> 男Ｂ
<0209> 男Ｂ

//<0210> エロエロ団総帥
<0210> エロエロ団総帥

//<0211> イケチン
<0211> イケチン

//<0212> ホモ太
<0212> ホモ太

//<0213> ひなチン
<0213> ひなチン

//<0214> 秀樹
<0214> 秀樹

//<0215> 男子生徒
<0215> 男子生徒

//<0216> ？？
<0216> ？？

//<0217> 「何喜んでんだ？　朝食いくぞー」
<0217> 「何喜んでんだ？　朝食いくぞー」

//<0218> 思わずガッツポーズを取ってしまっていた。
<0218> 思わずガッツポーズを取ってしまっていた。

//<0219> 音無
<0219> 音無

//<0220> クソ坊主
<0220> クソ坊主

//<0221> 代理人
<0221> 代理人

//<0222> 微妙すぎるイケメン
<0222> 微妙すぎるイケメン

//<0223> ロリコン
<0223> ロリコン

//<0224> メガネ仲間
<0224> メガネ仲間

//<0225> 暗算日本記録保持者
<0225> 暗算日本記録保持者

//<0226> 通り魔
<0226> 通り魔

//<0227> 記憶ナシ男
<0227> 記憶ナシ男

//<0228> 音速
<0228> 音速

//<0229> 無限
<0229> 無限

//<0230> エロ侍
<0230> エロ侍

//<0231> エロエロ団ナンバー１
<0231> エロエロ団ナンバー１

//<0232> ただのエロ少年
<0232> ただのエロ少年

//<0233> ユリブサイク
<0233> ユリブサイク

//<0234> ドピュッシー
<0234> ドピュッシー

//<0235> アメリカンエロドッグ
<0235> アメリカンエロドッグ

//<0236> ゼウス
<0236> ゼウス

//<0237> 日向markⅡ
<0237> 日向markⅡ

//<0238> 糞虫
<0238> 糞虫

//<0239> 量産型日向
<0239> 量産型日向

//<0240> ？？
<0240> ？？

//<0241> 「ああ」
<0241> 「ああ」

//<0242> 朝食を食べながら、俺は日向に訊く。
<0242> 朝食を食べながら、俺は日向に訊く。

//<0243> 音無
<0243> 音無

//<0244> クソ坊主
<0244> クソ坊主

//<0245> 代理人
<0245> 代理人

//<0246> 微妙すぎるイケメン
<0246> 微妙すぎるイケメン

//<0247> ロリコン
<0247> ロリコン

//<0248> メガネ仲間
<0248> メガネ仲間

//<0249> 暗算日本記録保持者
<0249> 暗算日本記録保持者

//<0250> 通り魔
<0250> 通り魔

//<0251> 記憶ナシ男
<0251> 記憶ナシ男

//<0252> 音速
<0252> 音速

//<0253> 無限
<0253> 無限

//<0254> エロ侍
<0254> エロ侍

//<0255> エロエロ団ナンバー１
<0255> エロエロ団ナンバー１

//<0256> ただのエロ少年
<0256> ただのエロ少年

//<0257> ユリブサイク
<0257> ユリブサイク

//<0258> ドピュッシー
<0258> ドピュッシー

//<0259> アメリカンエロドッグ
<0259> アメリカンエロドッグ

//<0260> ゼウス
<0260> ゼウス

//<0261> 日向markⅡ
<0261> 日向markⅡ

//<0262> 糞虫
<0262> 糞虫

//<0263> 量産型日向
<0263> 量産型日向

//<0264> ？？
<0264> ？？

//<0265> 「お前はどうするんだ？」
<0265> 「お前はどうするんだ？」

//<0266> nothing
<0266> nothing

//<0267> nothing
<0267> nothing

//<0268> nothing
<0268> nothing

//<0269> nothing
<0269> nothing

//<0270> nothing
<0270> nothing

//<0271> 日向
<0271> 日向

//<0272> 男Ｂ
<0272> 男Ｂ

//<0273> エロエロ団総帥
<0273> エロエロ団総帥

//<0274> イケチン
<0274> イケチン

//<0275> ホモ太
<0275> ホモ太

//<0276> ひなチン
<0276> ひなチン

//<0277> 秀樹
<0277> 秀樹

//<0278> 男子生徒
<0278> 男子生徒

//<0279> ？？
<0279> ？？

//<0280> 「また俺は、ひとりでテーブルトークＲＰＧで遊ぶさ…こっそりとな…」
<0280> 「また俺は、ひとりでテーブルトークＲＰＧで遊ぶさ…こっそりとな…」

//<0281> 音無
<0281> 音無

//<0282> クソ坊主
<0282> クソ坊主

//<0283> 代理人
<0283> 代理人

//<0284> 微妙すぎるイケメン
<0284> 微妙すぎるイケメン

//<0285> ロリコン
<0285> ロリコン

//<0286> メガネ仲間
<0286> メガネ仲間

//<0287> 暗算日本記録保持者
<0287> 暗算日本記録保持者

//<0288> 通り魔
<0288> 通り魔

//<0289> 記憶ナシ男
<0289> 記憶ナシ男

//<0290> 音速
<0290> 音速

//<0291> 無限
<0291> 無限

//<0292> エロ侍
<0292> エロ侍

//<0293> エロエロ団ナンバー１
<0293> エロエロ団ナンバー１

//<0294> ただのエロ少年
<0294> ただのエロ少年

//<0295> ユリブサイク
<0295> ユリブサイク

//<0296> ドピュッシー
<0296> ドピュッシー

//<0297> アメリカンエロドッグ
<0297> アメリカンエロドッグ

//<0298> ゼウス
<0298> ゼウス

//<0299> 日向markⅡ
<0299> 日向markⅡ

//<0300> 糞虫
<0300> 糞虫

//<0301> 量産型日向
<0301> 量産型日向

//<0302> ？？
<0302> ？？

//<0303> 「そのテーブルトークなんたらを俺は知らないんだが、それはひとりで遊ぶゲームなのか？」
<0303> 「そのテーブルトークなんたらを俺は知らないんだが、それはひとりで遊ぶゲームなのか？」

//<0304> nothing
<0304> nothing

//<0305> nothing
<0305> nothing

//<0306> nothing
<0306> nothing

//<0307> nothing
<0307> nothing

//<0308> nothing
<0308> nothing

//<0309> 日向
<0309> 日向

//<0310> 男Ｂ
<0310> 男Ｂ

//<0311> エロエロ団総帥
<0311> エロエロ団総帥

//<0312> イケチン
<0312> イケチン

//<0313> ホモ太
<0313> ホモ太

//<0314> ひなチン
<0314> ひなチン

//<0315> 秀樹
<0315> 秀樹

//<0316> 男子生徒
<0316> 男子生徒

//<0317> ？？
<0317> ？？

//<0318> 「俺がゲームマスター兼冒険者で、なんの問題もない…」
<0318> 「俺がゲームマスター兼冒険者で、なんの問題もない…」

//<0319> 音無
<0319> 音無

//<0320> クソ坊主
<0320> クソ坊主

//<0321> 代理人
<0321> 代理人

//<0322> 微妙すぎるイケメン
<0322> 微妙すぎるイケメン

//<0323> ロリコン
<0323> ロリコン

//<0324> メガネ仲間
<0324> メガネ仲間

//<0325> 暗算日本記録保持者
<0325> 暗算日本記録保持者

//<0326> 通り魔
<0326> 通り魔

//<0327> 記憶ナシ男
<0327> 記憶ナシ男

//<0328> 音速
<0328> 音速

//<0329> 無限
<0329> 無限

//<0330> エロ侍
<0330> エロ侍

//<0331> エロエロ団ナンバー１
<0331> エロエロ団ナンバー１

//<0332> ただのエロ少年
<0332> ただのエロ少年

//<0333> ユリブサイク
<0333> ユリブサイク

//<0334> ドピュッシー
<0334> ドピュッシー

//<0335> アメリカンエロドッグ
<0335> アメリカンエロドッグ

//<0336> ゼウス
<0336> ゼウス

//<0337> 日向markⅡ
<0337> 日向markⅡ

//<0338> 糞虫
<0338> 糞虫

//<0339> 量産型日向
<0339> 量産型日向

//<0340> ？？
<0340> ？？

//<0341> 「ルールはわからないけど、問題がないならいいけどさ…」
<0341> 「ルールはわからないけど、問題がないならいいけどさ…」

//<0342> nothing
<0342> nothing

//<0343> nothing
<0343> nothing

//<0344> nothing
<0344> nothing

//<0345> nothing
<0345> nothing

//<0346> nothing
<0346> nothing

//<0347> 日向
<0347> 日向

//<0348> 男Ｂ
<0348> 男Ｂ

//<0349> エロエロ団総帥
<0349> エロエロ団総帥

//<0350> イケチン
<0350> イケチン

//<0351> ホモ太
<0351> ホモ太

//<0352> ひなチン
<0352> ひなチン

//<0353> 秀樹
<0353> 秀樹

//<0354> 男子生徒
<0354> 男子生徒

//<0355> ？？
<0355> ？？

//<0356> 「俺か…」
<0356> 「俺か…」

//<0357> nothing
<0357> nothing

//<0358> nothing
<0358> nothing

//<0359> nothing
<0359> nothing

//<0360> nothing
<0360> nothing

//<0361> nothing
<0361> nothing

//<0362> 日向
<0362> 日向

//<0363> 男Ｂ
<0363> 男Ｂ

//<0364> エロエロ団総帥
<0364> エロエロ団総帥

//<0365> イケチン
<0365> イケチン

//<0366> ホモ太
<0366> ホモ太

//<0367> ひなチン
<0367> ひなチン

//<0368> 秀樹
<0368> 秀樹

//<0369> 男子生徒
<0369> 男子生徒

//<0370> ？？
<0370> ？？

//<0371> 「じゃあ、ひとりでテーブルトークＲＰＧで、多面体ダイスを振り続けるよ…」
<0371> 「じゃあ、ひとりでテーブルトークＲＰＧで、多面体ダイスを振り続けるよ…」

//<0372> 意味はわからないが、それはとても寂しい行動のように思える…。
<0372> 意味はわからないが、それはとても寂しい行動のように思える…。

//<0373> 音無
<0373> 音無

//<0374> クソ坊主
<0374> クソ坊主

//<0375> 代理人
<0375> 代理人

//<0376> 微妙すぎるイケメン
<0376> 微妙すぎるイケメン

//<0377> ロリコン
<0377> ロリコン

//<0378> メガネ仲間
<0378> メガネ仲間

//<0379> 暗算日本記録保持者
<0379> 暗算日本記録保持者

//<0380> 通り魔
<0380> 通り魔

//<0381> 記憶ナシ男
<0381> 記憶ナシ男

//<0382> 音速
<0382> 音速

//<0383> 無限
<0383> 無限

//<0384> エロ侍
<0384> エロ侍

//<0385> エロエロ団ナンバー１
<0385> エロエロ団ナンバー１

//<0386> ただのエロ少年
<0386> ただのエロ少年

//<0387> ユリブサイク
<0387> ユリブサイク

//<0388> ドピュッシー
<0388> ドピュッシー

//<0389> アメリカンエロドッグ
<0389> アメリカンエロドッグ

//<0390> ゼウス
<0390> ゼウス

//<0391> 日向markⅡ
<0391> 日向markⅡ

//<0392> 糞虫
<0392> 糞虫

//<0393> 量産型日向
<0393> 量産型日向

//<0394> ？？
<0394> ？？

//<0395> （どうしよう…）
<0395> （どうしよう…）

//<0396> nothing
<0396> nothing

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> nothing
<0400> nothing

//<0401> 日向
<0401> 日向

//<0402> 男Ｂ
<0402> 男Ｂ

//<0403> エロエロ団総帥
<0403> エロエロ団総帥

//<0404> イケチン
<0404> イケチン

//<0405> ホモ太
<0405> ホモ太

//<0406> ひなチン
<0406> ひなチン

//<0407> 秀樹
<0407> 秀樹

//<0408> 男子生徒
<0408> 男子生徒

//<0409> ？？
<0409> ？？

//<0410> 「ん？　そんな不安そうな顔して」
<0410> 「ん？　そんな不安そうな顔して」

//<0411> nothing
<0411> nothing

//<0412> nothing
<0412> nothing

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> nothing
<0415> nothing

//<0416> 日向
<0416> 日向

//<0417> 男Ｂ
<0417> 男Ｂ

//<0418> エロエロ団総帥
<0418> エロエロ団総帥

//<0419> イケチン
<0419> イケチン

//<0420> ホモ太
<0420> ホモ太

//<0421> ひなチン
<0421> ひなチン

//<0422> 秀樹
<0422> 秀樹

//<0423> 男子生徒
<0423> 男子生徒

//<0424> ？？
<0424> ？？

//<0425> 「あ、あれか。まだ思いついていないのか」
<0425> 「あ、あれか。まだ思いついていないのか」

//<0426> 思いついていない
<0426> 思いついていない

//<0427> 思いついている振りをする
<0427> 思いついている振りをする

//<0428> selbtn : 
<0428> selbtn : 

//<0429> 音無
<0429> 音無

//<0430> クソ坊主
<0430> クソ坊主

//<0431> 代理人
<0431> 代理人

//<0432> 微妙すぎるイケメン
<0432> 微妙すぎるイケメン

//<0433> ロリコン
<0433> ロリコン

//<0434> メガネ仲間
<0434> メガネ仲間

//<0435> 暗算日本記録保持者
<0435> 暗算日本記録保持者

//<0436> 通り魔
<0436> 通り魔

//<0437> 記憶ナシ男
<0437> 記憶ナシ男

//<0438> 音速
<0438> 音速

//<0439> 無限
<0439> 無限

//<0440> エロ侍
<0440> エロ侍

//<0441> エロエロ団ナンバー１
<0441> エロエロ団ナンバー１

//<0442> ただのエロ少年
<0442> ただのエロ少年

//<0443> ユリブサイク
<0443> ユリブサイク

//<0444> ドピュッシー
<0444> ドピュッシー

//<0445> アメリカンエロドッグ
<0445> アメリカンエロドッグ

//<0446> ゼウス
<0446> ゼウス

//<0447> 日向markⅡ
<0447> 日向markⅡ

//<0448> 糞虫
<0448> 糞虫

//<0449> 量産型日向
<0449> 量産型日向

//<0450> ？？
<0450> ？？

//<0451> 「ああ。思いついていない」
<0451> 「ああ。思いついていない」

//<0452> そう、正直に答える。
<0452> そう、正直に答える。

//<0453> nothing
<0453> nothing

//<0454> nothing
<0454> nothing

//<0455> nothing
<0455> nothing

//<0456> nothing
<0456> nothing

//<0457> nothing
<0457> nothing

//<0458> 日向
<0458> 日向

//<0459> 男Ｂ
<0459> 男Ｂ

//<0460> エロエロ団総帥
<0460> エロエロ団総帥

//<0461> イケチン
<0461> イケチン

//<0462> ホモ太
<0462> ホモ太

//<0463> ひなチン
<0463> ひなチン

//<0464> 秀樹
<0464> 秀樹

//<0465> 男子生徒
<0465> 男子生徒

//<0466> ？？
<0466> ？？

//<0467> 「どうすんだよ」
<0467> 「どうすんだよ」

//<0468> 音無
<0468> 音無

//<0469> クソ坊主
<0469> クソ坊主

//<0470> 代理人
<0470> 代理人

//<0471> 微妙すぎるイケメン
<0471> 微妙すぎるイケメン

//<0472> ロリコン
<0472> ロリコン

//<0473> メガネ仲間
<0473> メガネ仲間

//<0474> 暗算日本記録保持者
<0474> 暗算日本記録保持者

//<0475> 通り魔
<0475> 通り魔

//<0476> 記憶ナシ男
<0476> 記憶ナシ男

//<0477> 音速
<0477> 音速

//<0478> 無限
<0478> 無限

//<0479> エロ侍
<0479> エロ侍

//<0480> エロエロ団ナンバー１
<0480> エロエロ団ナンバー１

//<0481> ただのエロ少年
<0481> ただのエロ少年

//<0482> ユリブサイク
<0482> ユリブサイク

//<0483> ドピュッシー
<0483> ドピュッシー

//<0484> アメリカンエロドッグ
<0484> アメリカンエロドッグ

//<0485> ゼウス
<0485> ゼウス

//<0486> 日向markⅡ
<0486> 日向markⅡ

//<0487> 糞虫
<0487> 糞虫

//<0488> 量産型日向
<0488> 量産型日向

//<0489> ？？
<0489> ？？

//<0490> 「朝食を頂きながら、考えるさ」
<0490> 「朝食を頂きながら、考えるさ」

//<0491> nothing
<0491> nothing

//<0492> nothing
<0492> nothing

//<0493> nothing
<0493> nothing

//<0494> nothing
<0494> nothing

//<0495> nothing
<0495> nothing

//<0496> 日向
<0496> 日向

//<0497> 男Ｂ
<0497> 男Ｂ

//<0498> エロエロ団総帥
<0498> エロエロ団総帥

//<0499> イケチン
<0499> イケチン

//<0500> ホモ太
<0500> ホモ太

//<0501> ひなチン
<0501> ひなチン

//<0502> 秀樹
<0502> 秀樹

//<0503> 男子生徒
<0503> 男子生徒

//<0504> ？？
<0504> ？？

//<0505> 「すげー余裕だな。さすが、いきなり幹部入りした逸材だぜ」
<0505> 「すげー余裕だな。さすが、いきなり幹部入りした逸材だぜ」

//<0506> 音無
<0506> 音無

//<0507> クソ坊主
<0507> クソ坊主

//<0508> 代理人
<0508> 代理人

//<0509> 微妙すぎるイケメン
<0509> 微妙すぎるイケメン

//<0510> ロリコン
<0510> ロリコン

//<0511> メガネ仲間
<0511> メガネ仲間

//<0512> 暗算日本記録保持者
<0512> 暗算日本記録保持者

//<0513> 通り魔
<0513> 通り魔

//<0514> 記憶ナシ男
<0514> 記憶ナシ男

//<0515> 音速
<0515> 音速

//<0516> 無限
<0516> 無限

//<0517> エロ侍
<0517> エロ侍

//<0518> エロエロ団ナンバー１
<0518> エロエロ団ナンバー１

//<0519> ただのエロ少年
<0519> ただのエロ少年

//<0520> ユリブサイク
<0520> ユリブサイク

//<0521> ドピュッシー
<0521> ドピュッシー

//<0522> アメリカンエロドッグ
<0522> アメリカンエロドッグ

//<0523> ゼウス
<0523> ゼウス

//<0524> 日向markⅡ
<0524> 日向markⅡ

//<0525> 糞虫
<0525> 糞虫

//<0526> 量産型日向
<0526> 量産型日向

//<0527> ？？
<0527> ？？

//<0528> 「恥ずかしいから、そんなおだてるなよっ」
<0528> 「恥ずかしいから、そんなおだてるなよっ」

//<0529> nothing
<0529> nothing

//<0530> nothing
<0530> nothing

//<0531> nothing
<0531> nothing

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> 日向
<0534> 日向

//<0535> 男Ｂ
<0535> 男Ｂ

//<0536> エロエロ団総帥
<0536> エロエロ団総帥

//<0537> イケチン
<0537> イケチン

//<0538> ホモ太
<0538> ホモ太

//<0539> ひなチン
<0539> ひなチン

//<0540> 秀樹
<0540> 秀樹

//<0541> 男子生徒
<0541> 男子生徒

//<0542> ？？
<0542> ？？

//<0543> 「いやいや、実際活躍もしてるし、すげーぜ」
<0543> 「いやいや、実際活躍もしてるし、すげーぜ」

//<0544> 音無
<0544> 音無

//<0545> クソ坊主
<0545> クソ坊主

//<0546> 代理人
