// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0072> 暗算日本記録保持者
<0072> 暗算日本記録保持者

//<0073> 通り魔
<0073> 通り魔

//<0074> 記憶ナシ男
<0074> 記憶ナシ男

//<0075> 音速
<0075> 音速

//<0076> 無限
<0076> 無限

//<0077> エロ侍
<0077> エロ侍

//<0078> エロエロ団ナンバー１
<0078> エロエロ団ナンバー１

//<0079> ただのエロ少年
<0079> ただのエロ少年

//<0080> ユリブサイク
<0080> ユリブサイク

//<0081> ドピュッシー
<0081> ドピュッシー

//<0082> アメリカンエロドッグ
<0082> アメリカンエロドッグ

//<0083> ゼウス
<0083> ゼウス

//<0084> 日向markⅡ
<0084> 日向markⅡ

//<0085> 糞虫
<0085> 糞虫

//<0086> 量産型日向
<0086> 量産型日向

//<0087> ？？
<0087> ？？

//<0088> （えぇぇぇーーーーー！？）
<0088> （えぇぇぇーーーーー！？）

//<0089> 振り向くと、遊佐が立っていた。
<0089> 振り向くと、遊佐が立っていた。

//<0090> nothing
<0090> nothing

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing

//<0094> nothing
<0094> nothing

//<0095> 遊佐
<0095> 遊佐

//<0096> 「はい。定例会議のお時間です」
<0096> 「はい。定例会議のお時間です」

//<0097> nothing
<0097> nothing

//<0098> nothing
<0098> nothing

//<0099> nothing
<0099> nothing

//<0100> nothing
<0100> nothing

//<0101> nothing
<0101> nothing

//<0102> 音無
<0102> 音無

//<0103> クソ坊主
<0103> クソ坊主

//<0104> 代理人
<0104> 代理人

//<0105> 微妙すぎるイケメン
<0105> 微妙すぎるイケメン

//<0106> ロリコン
<0106> ロリコン

//<0107> メガネ仲間
<0107> メガネ仲間

//<0108> 暗算日本記録保持者
<0108> 暗算日本記録保持者

//<0109> 通り魔
<0109> 通り魔

//<0110> 記憶ナシ男
<0110> 記憶ナシ男

//<0111> 音速
<0111> 音速

//<0112> 無限
<0112> 無限

//<0113> エロ侍
<0113> エロ侍

//<0114> エロエロ団ナンバー１
<0114> エロエロ団ナンバー１

//<0115> ただのエロ少年
<0115> ただのエロ少年

//<0116> ユリブサイク
<0116> ユリブサイク

//<0117> ドピュッシー
<0117> ドピュッシー

//<0118> アメリカンエロドッグ
<0118> アメリカンエロドッグ

//<0119> ゼウス
<0119> ゼウス

//<0120> 日向markⅡ
<0120> 日向markⅡ

//<0121> 糞虫
<0121> 糞虫

//<0122> 量産型日向
<0122> 量産型日向

//<0123> ？？
<0123> ？？

//<0124> （俺はなんて勘違いをしてしまったんだぁぁーー！！）
<0124> （俺はなんて勘違いをしてしまったんだぁぁーー！！）

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> nothing
<0128> nothing

//<0129> nothing
<0129> nothing

//<0130> 岩沢
<0130> 岩沢

//<0131> 「どうした、音無？」
<0131> 「どうした、音無？」

//<0132> 歯が飛んで喋れず、何も言えないからとりあえず首を横に振る。
<0132> 歯が飛んで喋れず、何も言えないからとりあえず首を横に振る。

//<0133> 音無
<0133> 音無

//<0134> クソ坊主
<0134> クソ坊主

//<0135> 代理人
<0135> 代理人

//<0136> 微妙すぎるイケメン
<0136> 微妙すぎるイケメン

//<0137> ロリコン
<0137> ロリコン

//<0138> メガネ仲間
<0138> メガネ仲間

//<0139> 暗算日本記録保持者
<0139> 暗算日本記録保持者

//<0140> 通り魔
<0140> 通り魔

//<0141> 記憶ナシ男
<0141> 記憶ナシ男

//<0142> 音速
<0142> 音速

//<0143> 無限
<0143> 無限

//<0144> エロ侍
<0144> エロ侍

//<0145> エロエロ団ナンバー１
<0145> エロエロ団ナンバー１

//<0146> ただのエロ少年
<0146> ただのエロ少年

//<0147> ユリブサイク
<0147> ユリブサイク

//<0148> ドピュッシー
<0148> ドピュッシー

//<0149> アメリカンエロドッグ
<0149> アメリカンエロドッグ

//<0150> ゼウス
<0150> ゼウス

//<0151> 日向markⅡ
<0151> 日向markⅡ

//<0152> 糞虫
<0152> 糞虫

//<0153> 量産型日向
<0153> 量産型日向

//<0154> ？？
<0154> ？？

//<0155> 「いや、特には…」
<0155> 「いや、特には…」

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> nothing
<0158> nothing

//<0159> nothing
<0159> nothing

//<0160> nothing
<0160> nothing

//<0161> nothing
<0161> nothing

//<0162> ものすごく恥ずかしい…。
<0162> ものすごく恥ずかしい…。

//<0163> だったら、まず俺に声をかけてもらいたいものだ…。
<0163> だったら、まず俺に声をかけてもらいたいものだ…。

//<0164> 音無
<0164> 音無

//<0165> クソ坊主
<0165> クソ坊主

//<0166> 代理人
<0166> 代理人

//<0167> 微妙すぎるイケメン
<0167> 微妙すぎるイケメン

//<0168> ロリコン
<0168> ロリコン

//<0169> メガネ仲間
<0169> メガネ仲間

//<0170> 暗算日本記録保持者
<0170> 暗算日本記録保持者

//<0171> 通り魔
<0171> 通り魔

//<0172> 記憶ナシ男
<0172> 記憶ナシ男

//<0173> 音速
<0173> 音速

//<0174> 無限
<0174> 無限

//<0175> エロ侍
<0175> エロ侍

//<0176> エロエロ団ナンバー１
<0176> エロエロ団ナンバー１

//<0177> ただのエロ少年
<0177> ただのエロ少年

//<0178> ユリブサイク
<0178> ユリブサイク

//<0179> ドピュッシー
<0179> ドピュッシー

//<0180> アメリカンエロドッグ
<0180> アメリカンエロドッグ

//<0181> ゼウス
<0181> ゼウス

//<0182> 日向markⅡ
<0182> 日向markⅡ

//<0183> 糞虫
<0183> 糞虫

//<0184> 量産型日向
<0184> 量産型日向

//<0185> ？？
<0185> ？？

//<0186> （そういや、今の俺は音無じゃなかった…）
<0186> （そういや、今の俺は音無じゃなかった…）

//<0187> 音無
<0187> 音無

//<0188> クソ坊主
<0188> クソ坊主

//<0189> 代理人
<0189> 代理人

//<0190> 微妙すぎるイケメン
<0190> 微妙すぎるイケメン

//<0191> ロリコン
<0191> ロリコン

//<0192> メガネ仲間
<0192> メガネ仲間

//<0193> 暗算日本記録保持者
<0193> 暗算日本記録保持者

//<0194> 通り魔
<0194> 通り魔

//<0195> 記憶ナシ男
<0195> 記憶ナシ男

//<0196> 音速
<0196> 音速

//<0197> 無限
<0197> 無限

//<0198> エロ侍
<0198> エロ侍

//<0199> エロエロ団ナンバー１
<0199> エロエロ団ナンバー１

//<0200> ただのエロ少年
<0200> ただのエロ少年

//<0201> ユリブサイク
<0201> ユリブサイク

//<0202> ドピュッシー
<0202> ドピュッシー

//<0203> アメリカンエロドッグ
<0203> アメリカンエロドッグ

//<0204> ゼウス
<0204> ゼウス

//<0205> 日向markⅡ
<0205> 日向markⅡ

//<0206> 糞虫
<0206> 糞虫

//<0207> 量産型日向
<0207> 量産型日向

//<0208> ？？
<0208> ？？

//<0209> 「あと、今の俺の名前は糞虫な」
<0209> 「あと、今の俺の名前は糞虫な」

//<0210> 音無
<0210> 音無

//<0211> クソ坊主
<0211> クソ坊主

//<0212> 代理人
<0212> 代理人

//<0213> 微妙すぎるイケメン
<0213> 微妙すぎるイケメン

//<0214> ロリコン
<0214> ロリコン

//<0215> メガネ仲間
<0215> メガネ仲間

//<0216> 暗算日本記録保持者
<0216> 暗算日本記録保持者

//<0217> 通り魔
<0217> 通り魔

//<0218> 記憶ナシ男
<0218> 記憶ナシ男

//<0219> 音速
<0219> 音速

//<0220> 無限
<0220> 無限

//<0221> エロ侍
<0221> エロ侍

//<0222> エロエロ団ナンバー１
<0222> エロエロ団ナンバー１

//<0223> ただのエロ少年
<0223> ただのエロ少年

//<0224> ユリブサイク
<0224> ユリブサイク

//<0225> ドピュッシー
<0225> ドピュッシー

//<0226> アメリカンエロドッグ
<0226> アメリカンエロドッグ

//<0227> ゼウス
<0227> ゼウス

//<0228> 日向markⅡ
<0228> 日向markⅡ

//<0229> 糞虫
<0229> 糞虫

//<0230> 量産型日向
<0230> 量産型日向

//<0231> ？？
<0231> ？？

//<0232> 「あと、今の俺の名前は量産型日向な」
<0232> 「あと、今の俺の名前は量産型日向な」

//<0233> 音無
<0233> 音無

//<0234> クソ坊主
<0234> クソ坊主

//<0235> 代理人
<0235> 代理人

//<0236> 微妙すぎるイケメン
<0236> 微妙すぎるイケメン

//<0237> ロリコン
<0237> ロリコン

//<0238> メガネ仲間
<0238> メガネ仲間

//<0239> 暗算日本記録保持者
<0239> 暗算日本記録保持者

//<0240> 通り魔
<0240> 通り魔

//<0241> 記憶ナシ男
<0241> 記憶ナシ男

//<0242> 音速
<0242> 音速

//<0243> 無限
<0243> 無限

//<0244> エロ侍
<0244> エロ侍

//<0245> エロエロ団ナンバー１
<0245> エロエロ団ナンバー１

//<0246> ただのエロ少年
<0246> ただのエロ少年

//<0247> ユリブサイク
<0247> ユリブサイク

//<0248> ドピュッシー
<0248> ドピュッシー

//<0249> アメリカンエロドッグ
<0249> アメリカンエロドッグ

//<0250> ゼウス
<0250> ゼウス

//<0251> 日向markⅡ
<0251> 日向markⅡ

//<0252> 糞虫
<0252> 糞虫

//<0253> 量産型日向
<0253> 量産型日向

//<0254> ？？
<0254> ？？

//<0255> 「あと、今の俺の名前は日向
<0255> 「あと、今の俺の名前は日向

//<0256> mark
<0256> mark

//<0257> Ⅱな」
<0257> Ⅱな」

//<0258> 音無
<0258> 音無

//<0259> クソ坊主
<0259> クソ坊主

//<0260> 代理人
<0260> 代理人

//<0261> 微妙すぎるイケメン
<0261> 微妙すぎるイケメン

//<0262> ロリコン
<0262> ロリコン

//<0263> メガネ仲間
<0263> メガネ仲間

//<0264> 暗算日本記録保持者
<0264> 暗算日本記録保持者

//<0265> 通り魔
<0265> 通り魔

//<0266> 記憶ナシ男
<0266> 記憶ナシ男

//<0267> 音速
<0267> 音速

//<0268> 無限
<0268> 無限

//<0269> エロ侍
<0269> エロ侍

//<0270> エロエロ団ナンバー１
<0270> エロエロ団ナンバー１

//<0271> ただのエロ少年
<0271> ただのエロ少年

//<0272> ユリブサイク
<0272> ユリブサイク

//<0273> ドピュッシー
<0273> ドピュッシー

//<0274> アメリカンエロドッグ
<0274> アメリカンエロドッグ

//<0275> ゼウス
<0275> ゼウス

//<0276> 日向markⅡ
<0276> 日向markⅡ

//<0277> 糞虫
<0277> 糞虫

//<0278> 量産型日向
<0278> 量産型日向

//<0279> ？？
<0279> ？？

//<0280> 「あと、今の俺の名前はアメリカンエロドッグな」
<0280> 「あと、今の俺の名前はアメリカンエロドッグな」

//<0281> 音無
<0281> 音無

//<0282> クソ坊主
<0282> クソ坊主

//<0283> 代理人
<0283> 代理人

//<0284> 微妙すぎるイケメン
<0284> 微妙すぎるイケメン

//<0285> ロリコン
<0285> ロリコン

//<0286> メガネ仲間
<0286> メガネ仲間

//<0287> 暗算日本記録保持者
<0287> 暗算日本記録保持者

//<0288> 通り魔
<0288> 通り魔

//<0289> 記憶ナシ男
<0289> 記憶ナシ男

//<0290> 音速
<0290> 音速

//<0291> 無限
<0291> 無限

//<0292> エロ侍
<0292> エロ侍

//<0293> エロエロ団ナンバー１
<0293> エロエロ団ナンバー１

//<0294> ただのエロ少年
<0294> ただのエロ少年

//<0295> ユリブサイク
<0295> ユリブサイク

//<0296> ドピュッシー
<0296> ドピュッシー

//<0297> アメリカンエロドッグ
<0297> アメリカンエロドッグ

//<0298> ゼウス
<0298> ゼウス

//<0299> 日向markⅡ
<0299> 日向markⅡ

//<0300> 糞虫
<0300> 糞虫

//<0301> 量産型日向
<0301> 量産型日向

//<0302> ？？
<0302> ？？

//<0303> 「あと、今の俺の名前はエロ侍な」
<0303> 「あと、今の俺の名前はエロ侍な」

//<0304> 音無
<0304> 音無

//<0305> クソ坊主
<0305> クソ坊主

//<0306> 代理人
<0306> 代理人

//<0307> 微妙すぎるイケメン
<0307> 微妙すぎるイケメン

//<0308> ロリコン
<0308> ロリコン

//<0309> メガネ仲間
<0309> メガネ仲間

//<0310> 暗算日本記録保持者
<0310> 暗算日本記録保持者

//<0311> 通り魔
<0311> 通り魔

//<0312> 記憶ナシ男
<0312> 記憶ナシ男

//<0313> 音速
<0313> 音速

//<0314> 無限
<0314> 無限

//<0315> エロ侍
<0315> エロ侍

//<0316> エロエロ団ナンバー１
<0316> エロエロ団ナンバー１

//<0317> ただのエロ少年
<0317> ただのエロ少年

//<0318> ユリブサイク
<0318> ユリブサイク

//<0319> ドピュッシー
<0319> ドピュッシー

//<0320> アメリカンエロドッグ
<0320> アメリカンエロドッグ

//<0321> ゼウス
<0321> ゼウス

//<0322> 日向markⅡ
<0322> 日向markⅡ

//<0323> 糞虫
<0323> 糞虫

//<0324> 量産型日向
<0324> 量産型日向

//<0325> ？？
<0325> ？？

//<0326> 「あと、今の俺の名前はエロエロ団ナンバー１な」
<0326> 「あと、今の俺の名前はエロエロ団ナンバー１な」

//<0327> 音無
<0327> 音無

//<0328> クソ坊主
<0328> クソ坊主

//<0329> 代理人
<0329> 代理人

//<0330> 微妙すぎるイケメン
<0330> 微妙すぎるイケメン

//<0331> ロリコン
<0331> ロリコン

//<0332> メガネ仲間
<0332> メガネ仲間

//<0333> 暗算日本記録保持者
<0333> 暗算日本記録保持者

//<0334> 通り魔
<0334> 通り魔

//<0335> 記憶ナシ男
<0335> 記憶ナシ男

//<0336> 音速
<0336> 音速

//<0337> 無限
<0337> 無限

//<0338> エロ侍
<0338> エロ侍

//<0339> エロエロ団ナンバー１
<0339> エロエロ団ナンバー１

//<0340> ただのエロ少年
<0340> ただのエロ少年

//<0341> ユリブサイク
<0341> ユリブサイク

//<0342> ドピュッシー
<0342> ドピュッシー

//<0343> アメリカンエロドッグ
<0343> アメリカンエロドッグ

//<0344> ゼウス
<0344> ゼウス

//<0345> 日向markⅡ
<0345> 日向markⅡ

//<0346> 糞虫
<0346> 糞虫

//<0347> 量産型日向
<0347> 量産型日向

//<0348> ？？
<0348> ？？

//<0349> 「あと、今の俺の名前はただのエロ少年な」
<0349> 「あと、今の俺の名前はただのエロ少年な」

//<0350> 単なる休憩だ。岩沢が、俺のために練習をやめるわけがない。
<0350> 単なる休憩だ。岩沢が、俺のために練習をやめるわけがない。

//<0351> se_wooddoor_open2
<0351> se_wooddoor_open2

//<0352> se_wooddoor_open2
<0352> se_wooddoor_open2

//<0353> ドアが開く。
<0353> ドアが開く。

//<0354> nothing
<0354> nothing

//<0355> nothing
<0355> nothing

//<0356> nothing
<0356> nothing

//<0357> nothing
<0357> nothing

//<0358> nothing
<0358> nothing

//<0359> 岩沢
<0359> 岩沢

//<0360> 「よう、遊佐。もうそんな時間だったか」
<0360> 「よう、遊佐。もうそんな時間だったか」

//<0361> 振り向くと、遊佐が立っていた。
<0361> 振り向くと、遊佐が立っていた。

//<0362> nothing
<0362> nothing

//<0363> nothing
<0363> nothing

//<0364> nothing
<0364> nothing

//<0365> nothing
<0365> nothing

//<0366> nothing
<0366> nothing

//<0367> 遊佐
<0367> 遊佐

//<0368> 「はい。定例会議のお時間です」
<0368> 「はい。定例会議のお時間です」

//<0369> nothing
<0369> nothing

//<0370> nothing
<0370> nothing

//<0371> nothing
<0371> nothing

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> nothing
<0374> nothing

//<0375> ほら。
<0375> ほら。

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> nothing
<0380> nothing

//<0381> 遊佐
<0381> 遊佐

//<0382> 「はい。定例会議のお時間です」
<0382> 「はい。定例会議のお時間です」

//<0383> 歯が飛んで喋れないから、何も言えない。
<0383> 歯が飛んで喋れないから、何も言えない。

//<0384> 音無
<0384> 音無

//<0385> クソ坊主
<0385> クソ坊主

//<0386> 代理人
<0386> 代理人

//<0387> 微妙すぎるイケメン
<0387> 微妙すぎるイケメン

//<0388> ロリコン
<0388> ロリコン

//<0389> メガネ仲間
<0389> メガネ仲間

//<0390> 暗算日本記録保持者
<0390> 暗算日本記録保持者

//<0391> 通り魔
<0391> 通り魔

//<0392> 記憶ナシ男
<0392> 記憶ナシ男

//<0393> 音速
<0393> 音速

//<0394> 無限
<0394> 無限

//<0395> エロ侍
<0395> エロ侍

//<0396> エロエロ団ナンバー１
<0396> エロエロ団ナンバー１

//<0397> ただのエロ少年
<0397> ただのエロ少年

//<0398> ユリブサイク
<0398> ユリブサイク

//<0399> ドピュッシー
<0399> ドピュッシー

//<0400> アメリカンエロドッグ
<0400> アメリカンエロドッグ

//<0401> ゼウス
<0401> ゼウス

//<0402> 日向markⅡ
<0402> 日向markⅡ

//<0403> 糞虫
<0403> 糞虫

//<0404> 量産型日向
<0404> 量産型日向

//<0405> ？？
<0405> ？？

//<0406> 「また、いつの間に？」
<0406> 「また、いつの間に？」

//<0407> nothing
<0407> nothing

//<0408> nothing
<0408> nothing

//<0409> nothing
<0409> nothing

//<0410> nothing
<0410> nothing

//<0411> nothing
<0411> nothing

//<0412> 遊佐
<0412> 遊佐

//<0413> 「だから、あなたが鈍感なだけです」
<0413> 「だから、あなたが鈍感なだけです」

//<0414> 音無
<0414> 音無

//<0415> クソ坊主
<0415> クソ坊主

//<0416> 代理人
<0416> 代理人

//<0417> 微妙すぎるイケメン
<0417> 微妙すぎるイケメン

//<0418> ロリコン
<0418> ロリコン

//<0419> メガネ仲間
<0419> メガネ仲間

//<0420> 暗算日本記録保持者
<0420> 暗算日本記録保持者

//<0421> 通り魔
<0421> 通り魔

//<0422> 記憶ナシ男
<0422> 記憶ナシ男

//<0423> 音速
<0423> 音速

//<0424> 無限
<0424> 無限

//<0425> エロ侍
<0425> エロ侍

//<0426> エロエロ団ナンバー１
<0426> エロエロ団ナンバー１

//<0427> ただのエロ少年
<0427> ただのエロ少年

//<0428> ユリブサイク
<0428> ユリブサイク

//<0429> ドピュッシー
<0429> ドピュッシー

//<0430> アメリカンエロドッグ
<0430> アメリカンエロドッグ

//<0431> ゼウス
<0431> ゼウス

//<0432> 日向markⅡ
<0432> 日向markⅡ

//<0433> 糞虫
<0433> 糞虫

//<0434> 量産型日向
<0434> 量産型日向

//<0435> ？？
<0435> ？？

//<0436> 「そんなことはないと思うんだけどな…」
<0436> 「そんなことはないと思うんだけどな…」

//<0437> nothing
<0437> nothing

//<0438> nothing
<0438> nothing

//<0439> nothing
<0439> nothing

//<0440> nothing
<0440> nothing

//<0441> nothing
<0441> nothing

//<0442> nothing
<0442> nothing

//<0443> なんせ、こっちは記憶がないので、強く言い返せない。
<0443> なんせ、こっちは記憶がないので、強く言い返せない。

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> nothing
<0448> nothing

//<0449> 岩沢
<0449> 岩沢

//<0450> 「行こうぜ」
<0450> 「行こうぜ」

//<0451> そう誘われる。
<0451> そう誘われる。

//<0452> 無言のまま、うん、と頷く。
<0452> 無言のまま、うん、と頷く。

//<0453> 音無
<0453> 音無

//<0454> クソ坊主
<0454> クソ坊主

//<0455> 代理人
<0455> 代理人

//<0456> 微妙すぎるイケメン
<0456> 微妙すぎるイケメン

//<0457> ロリコン
<0457> ロリコン

//<0458> メガネ仲間
<0458> メガネ仲間

//<0459> 暗算日本記録保持者
<0459> 暗算日本記録保持者

//<0460> 通り魔
<0460> 通り魔

//<0461> 記憶ナシ男
<0461> 記憶ナシ男

//<0462> 音速
<0462> 音速

//<0463> 無限
<0463> 無限

//<0464> エロ侍
<0464> エロ侍

//<0465> エロエロ団ナンバー１
<0465> エロエロ団ナンバー１

//<0466> ただのエロ少年
<0466> ただのエロ少年

//<0467> ユリブサイク
<0467> ユリブサイク

//<0468> ドピュッシー
<0468> ドピュッシー

//<0469> アメリカンエロドッグ
<0469> アメリカンエロドッグ

//<0470> ゼウス
<0470> ゼウス

//<0471> 日向markⅡ
<0471> 日向markⅡ

//<0472> 糞虫
<0472> 糞虫

//<0473> 量産型日向
<0473> 量産型日向

//<0474> ？？
<0474> ？？

//<0475> 「…ああ」
<0475> 「…ああ」

//<0476> nothing
<0476> nothing

//<0477> nothing
<0477> nothing

//<0478> nothing
<0478> nothing

//<0479> nothing
<0479> nothing

//<0480> nothing
<0480> nothing

//<0481> にしても、まさか、岩沢とツーショットで歩ける日が来るとは…。
<0481> にしても、まさか、岩沢とツーショットで歩ける日が来るとは…。

//<0482> 髪先が汗でしっとり濡れているのが、いいな…。
<0482> 髪先が汗でしっとり濡れているのが、いいな…。

//<0483> nothing
<0483> nothing

//<0484> nothing
<0484> nothing

//<0485> nothing
<0485> nothing

//<0486> nothing
<0486> nothing

//<0487> nothing
<0487> nothing

//<0488> nothing
<0488> nothing

//<0489> 音無
<0489> 音無

//<0490> クソ坊主
<0490> クソ坊主

//<0491> 代理人
<0491> 代理人

//<0492> 微妙すぎるイケメン
<0492> 微妙すぎるイケメン

//<0493> ロリコン
<0493> ロリコン

//<0494> メガネ仲間
<0494> メガネ仲間

//<0495> 暗算日本記録保持者
<0495> 暗算日本記録保持者

//<0496> 通り魔
<0496> 通り魔

//<0497> 記憶ナシ男
<0497> 記憶ナシ男

//<0498> 音速
<0498> 音速

//<0499> 無限
<0499> 無限

//<0500> エロ侍
<0500> エロ侍

//<0501> エロエロ団ナンバー１
<0501> エロエロ団ナンバー１

//<0502> ただのエロ少年
<0502> ただのエロ少年

//<0503> ユリブサイク
<0503> ユリブサイク

//<0504> ドピュッシー
<0504> ドピュッシー

//<0505> アメリカンエロドッグ
<0505> アメリカンエロドッグ

//<0506> ゼウス
<0506> ゼウス

//<0507> 日向markⅡ
<0507> 日向markⅡ

//<0508> 糞虫
<0508> 糞虫

//<0509> 量産型日向
<0509> 量産型日向

//<0510> ？？
<0510> ？？

//<0511> （って、さっきもこっぱずかしい妄想を逞しくしてたってのにっ…）
<0511> （って、さっきもこっぱずかしい妄想を逞しくしてたってのにっ…）

//<0512> 音無
<0512> 音無

//<0513> クソ坊主
<0513> クソ坊主

//<0514> 代理人
<0514> 代理人

//<0515> 微妙すぎるイケメン
<0515> 微妙すぎるイケメン

//<0516> ロリコン
<0516> ロリコン

//<0517> メガネ仲間
<0517> メガネ仲間

//<0518> 暗算日本記録保持者
<0518> 暗算日本記録保持者

//<0519> 通り魔
<0519> 通り魔

//<0520> 記憶ナシ男
<0520> 記憶ナシ男

//<0521> 音速
<0521> 音速

//<0522> 無限
<0522> 無限

//<0523> エロ侍
<0523> エロ侍

//<0524> エロエロ団ナンバー１
<0524> エロエロ団ナンバー１

//<0525> ただのエロ少年
<0525> ただのエロ少年

//<0526> ユリブサイク
<0526> ユリブサイク

//<0527> ドピュッシー
<0527> ドピュッシー

//<0528> アメリカンエロドッグ
<0528> アメリカンエロドッグ

//<0529> ゼウス
<0529> ゼウス

//<0530> 日向markⅡ
<0530> 日向markⅡ

//<0531> 糞虫
<0531> 糞虫

//<0532> 量産型日向
<0532> 量産型日向

//<0533> ？？
<0533> ？？

//<0534> （煩悩よ去れ！！　煩悩よ去れ！！）
