// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0075> 「それなりに重要な話だ」
<0075> 「それなりに重要な話だ」

//<0076> nothing
<0076> nothing

//<0077> nothing
<0077> nothing

//<0078> nothing
<0078> nothing

//<0079> nothing
<0079> nothing

//<0080> nothing
<0080> nothing

//<0081> 岩沢
<0081> 岩沢

//<0082> 「へぇ。じゃ、聞かせてもらおうか」
<0082> 「へぇ。じゃ、聞かせてもらおうか」

//<0083> nothing
<0083> nothing

//<0084> nothing
<0084> nothing

//<0085> nothing
<0085> nothing

//<0086> nothing
<0086> nothing

//<0087> nothing
<0087> nothing

//<0088> nothing
<0088> nothing

//<0089> ギターを置いて、こっちを向いた。
<0089> ギターを置いて、こっちを向いた。

//<0090> nothing
<0090> nothing

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing

//<0094> nothing
<0094> nothing

//<0095> 音無
<0095> 音無

//<0096> クソ坊主
<0096> クソ坊主

//<0097> 代理人
<0097> 代理人

//<0098> 微妙すぎるイケメン
<0098> 微妙すぎるイケメン

//<0099> ロリコン
<0099> ロリコン

//<0100> メガネ仲間
<0100> メガネ仲間

//<0101> 暗算日本記録保持者
<0101> 暗算日本記録保持者

//<0102> 通り魔
<0102> 通り魔

//<0103> 記憶ナシ男
<0103> 記憶ナシ男

//<0104> 音速
<0104> 音速

//<0105> 無限
<0105> 無限

//<0106> エロ侍
<0106> エロ侍

//<0107> エロエロ団ナンバー１
<0107> エロエロ団ナンバー１

//<0108> ただのエロ少年
<0108> ただのエロ少年

//<0109> ユリブサイク
<0109> ユリブサイク

//<0110> ドピュッシー
<0110> ドピュッシー

//<0111> アメリカンエロドッグ
<0111> アメリカンエロドッグ

//<0112> ゼウス
<0112> ゼウス

//<0113> 日向markⅡ
<0113> 日向markⅡ

//<0114> 糞虫
<0114> 糞虫

//<0115> 量産型日向
<0115> 量産型日向

//<0116> ？？
<0116> ？？

//<0117> 「岩沢、お前は…あの歌を歌いきっていたら、この世界から消えていた。そうじゃないのか」
<0117> 「岩沢、お前は…あの歌を歌いきっていたら、この世界から消えていた。そうじゃないのか」

//<0118> nothing
<0118> nothing

//<0119> nothing
<0119> nothing

//<0120> nothing
<0120> nothing

//<0121> nothing
<0121> nothing

//<0122> nothing
<0122> nothing

//<0123> 岩沢
<0123> 岩沢
{348d} 33 // 0123

//<0124> 「え？　そうなのか？　体が透けてでも見えたのか？」
<0124> 「え？　そうなのか？　体が透けてでも見えたのか？」

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> nothing
<0128> nothing

//<0129> nothing
<0129> nothing

//<0130> 音無
<0130> 音無

//<0131> クソ坊主
<0131> クソ坊主

//<0132> 代理人
<0132> 代理人

//<0133> 微妙すぎるイケメン
<0133> 微妙すぎるイケメン

//<0134> ロリコン
<0134> ロリコン

//<0135> メガネ仲間
<0135> メガネ仲間

//<0136> 暗算日本記録保持者
<0136> 暗算日本記録保持者

//<0137> 通り魔
<0137> 通り魔

//<0138> 記憶ナシ男
<0138> 記憶ナシ男

//<0139> 音速
<0139> 音速

//<0140> 無限
<0140> 無限

//<0141> エロ侍
<0141> エロ侍

//<0142> エロエロ団ナンバー１
<0142> エロエロ団ナンバー１

//<0143> ただのエロ少年
<0143> ただのエロ少年

//<0144> ユリブサイク
<0144> ユリブサイク

//<0145> ドピュッシー
<0145> ドピュッシー

//<0146> アメリカンエロドッグ
<0146> アメリカンエロドッグ

//<0147> ゼウス
<0147> ゼウス

//<0148> 日向markⅡ
<0148> 日向markⅡ

//<0149> 糞虫
<0149> 糞虫

//<0150> 量産型日向
<0150> 量産型日向

//<0151> ？？
<0151> ？？

//<0152> 「いや、ゆりから話を聞いて…。心が満たされたら消えるって」
<0152> 「いや、ゆりから話を聞いて…。心が満たされたら消えるって」

//<0153> 音無
<0153> 音無

//<0154> クソ坊主
<0154> クソ坊主

//<0155> 代理人
<0155> 代理人

//<0156> 微妙すぎるイケメン
<0156> 微妙すぎるイケメン

//<0157> ロリコン
<0157> ロリコン

//<0158> メガネ仲間
<0158> メガネ仲間

//<0159> 暗算日本記録保持者
<0159> 暗算日本記録保持者

//<0160> 通り魔
<0160> 通り魔

//<0161> 記憶ナシ男
<0161> 記憶ナシ男

//<0162> 音速
<0162> 音速

//<0163> 無限
<0163> 無限

//<0164> エロ侍
<0164> エロ侍

//<0165> エロエロ団ナンバー１
<0165> エロエロ団ナンバー１

//<0166> ただのエロ少年
<0166> ただのエロ少年

//<0167> ユリブサイク
<0167> ユリブサイク

//<0168> ドピュッシー
<0168> ドピュッシー

//<0169> アメリカンエロドッグ
<0169> アメリカンエロドッグ

//<0170> ゼウス
<0170> ゼウス

//<0171> 日向markⅡ
<0171> 日向markⅡ

//<0172> 糞虫
<0172> 糞虫

//<0173> 量産型日向
<0173> 量産型日向

//<0174> ？？
<0174> ？？

//<0175> 「あの時お前は、生前の悔いとか、何もかも忘れて、ただ満ち足りた気持ちになってたんじゃないのか？」
<0175> 「あの時お前は、生前の悔いとか、何もかも忘れて、ただ満ち足りた気持ちになってたんじゃないのか？」

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> 岩沢
<0181> 岩沢

//<0182> 「気持ちはよかったよ。でもそれで消えるのか？」
<0182> 「気持ちはよかったよ。でもそれで消えるのか？」

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> nothing
<0187> nothing

//<0188> 音無
<0188> 音無

//<0189> クソ坊主
<0189> クソ坊主

//<0190> 代理人
<0190> 代理人

//<0191> 微妙すぎるイケメン
<0191> 微妙すぎるイケメン

//<0192> ロリコン
<0192> ロリコン

//<0193> メガネ仲間
<0193> メガネ仲間

//<0194> 暗算日本記録保持者
<0194> 暗算日本記録保持者

//<0195> 通り魔
<0195> 通り魔

//<0196> 記憶ナシ男
<0196> 記憶ナシ男

//<0197> 音速
<0197> 音速

//<0198> 無限
<0198> 無限

//<0199> エロ侍
<0199> エロ侍

//<0200> エロエロ団ナンバー１
<0200> エロエロ団ナンバー１

//<0201> ただのエロ少年
<0201> ただのエロ少年

//<0202> ユリブサイク
<0202> ユリブサイク

//<0203> ドピュッシー
<0203> ドピュッシー

//<0204> アメリカンエロドッグ
<0204> アメリカンエロドッグ

//<0205> ゼウス
<0205> ゼウス

//<0206> 日向markⅡ
<0206> 日向markⅡ

//<0207> 糞虫
<0207> 糞虫

//<0208> 量産型日向
<0208> 量産型日向

//<0209> ？？
<0209> ？？

//<0210> 「ゆりはそう言っていた」
<0210> 「ゆりはそう言っていた」

//<0211> 音無
<0211> 音無

//<0212> クソ坊主
<0212> クソ坊主

//<0213> 代理人
<0213> 代理人

//<0214> 微妙すぎるイケメン
<0214> 微妙すぎるイケメン

//<0215> ロリコン
<0215> ロリコン

//<0216> メガネ仲間
<0216> メガネ仲間

//<0217> 暗算日本記録保持者
<0217> 暗算日本記録保持者

//<0218> 通り魔
<0218> 通り魔

//<0219> 記憶ナシ男
<0219> 記憶ナシ男

//<0220> 音速
<0220> 音速

//<0221> 無限
<0221> 無限

//<0222> エロ侍
<0222> エロ侍

//<0223> エロエロ団ナンバー１
<0223> エロエロ団ナンバー１

//<0224> ただのエロ少年
<0224> ただのエロ少年

//<0225> ユリブサイク
<0225> ユリブサイク

//<0226> ドピュッシー
<0226> ドピュッシー

//<0227> アメリカンエロドッグ
<0227> アメリカンエロドッグ

//<0228> ゼウス
<0228> ゼウス

//<0229> 日向markⅡ
<0229> 日向markⅡ

//<0230> 糞虫
<0230> 糞虫

//<0231> 量産型日向
<0231> 量産型日向

//<0232> ？？
<0232> ？？

//<0233> 「今まで消えた仲間はどうだった？　全員、授業や部活動を真面目に受けて消えたのか？　例外は？」
<0233> 「今まで消えた仲間はどうだった？　全員、授業や部活動を真面目に受けて消えたのか？　例外は？」

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> nothing
<0237> nothing

//<0238> nothing
<0238> nothing

//<0239> 岩沢
<0239> 岩沢

//<0240> 「さあ。消える時は前触れもなく、いつの間にか消えてるんだ」
<0240> 「さあ。消える時は前触れもなく、いつの間にか消えてるんだ」

//<0241> nothing
<0241> nothing

//<0242> nothing
<0242> nothing

//<0243> nothing
<0243> nothing

//<0244> nothing
<0244> nothing

//<0245> nothing
<0245> nothing

//<0246> 岩沢
<0246> 岩沢

//<0247> 「昨日まで居た奴が翌日には消えていた。そういうことはある」
<0247> 「昨日まで居た奴が翌日には消えていた。そういうことはある」

//<0248> nothing
<0248> nothing

//<0249> nothing
<0249> nothing

//<0250> nothing
<0250> nothing

//<0251> nothing
<0251> nothing

//<0252> nothing
<0252> nothing

//<0253> 岩沢
<0253> 岩沢

//<0254> 「でも、どうして消えたかはわからない」
<0254> 「でも、どうして消えたかはわからない」

//<0255> 音無
<0255> 音無

//<0256> クソ坊主
<0256> クソ坊主

//<0257> 代理人
<0257> 代理人

//<0258> 微妙すぎるイケメン
<0258> 微妙すぎるイケメン

//<0259> ロリコン
<0259> ロリコン

//<0260> メガネ仲間
<0260> メガネ仲間

//<0261> 暗算日本記録保持者
<0261> 暗算日本記録保持者

//<0262> 通り魔
<0262> 通り魔

//<0263> 記憶ナシ男
<0263> 記憶ナシ男

//<0264> 音速
<0264> 音速

//<0265> 無限
<0265> 無限

//<0266> エロ侍
<0266> エロ侍

//<0267> エロエロ団ナンバー１
<0267> エロエロ団ナンバー１

//<0268> ただのエロ少年
<0268> ただのエロ少年

//<0269> ユリブサイク
<0269> ユリブサイク

//<0270> ドピュッシー
<0270> ドピュッシー

//<0271> アメリカンエロドッグ
<0271> アメリカンエロドッグ

//<0272> ゼウス
<0272> ゼウス

//<0273> 日向markⅡ
<0273> 日向markⅡ

//<0274> 糞虫
<0274> 糞虫

//<0275> 量産型日向
<0275> 量産型日向

//<0276> ？？
<0276> ？？

//<0277> 「そうか…」
<0277> 「そうか…」

//<0278> 音無
<0278> 音無

//<0279> クソ坊主
<0279> クソ坊主

//<0280> 代理人
<0280> 代理人

//<0281> 微妙すぎるイケメン
<0281> 微妙すぎるイケメン

//<0282> ロリコン
<0282> ロリコン

//<0283> メガネ仲間
<0283> メガネ仲間

//<0284> 暗算日本記録保持者
<0284> 暗算日本記録保持者

//<0285> 通り魔
<0285> 通り魔

//<0286> 記憶ナシ男
<0286> 記憶ナシ男

//<0287> 音速
<0287> 音速

//<0288> 無限
<0288> 無限

//<0289> エロ侍
<0289> エロ侍

//<0290> エロエロ団ナンバー１
<0290> エロエロ団ナンバー１

//<0291> ただのエロ少年
<0291> ただのエロ少年

//<0292> ユリブサイク
<0292> ユリブサイク

//<0293> ドピュッシー
<0293> ドピュッシー

//<0294> アメリカンエロドッグ
<0294> アメリカンエロドッグ

//<0295> ゼウス
<0295> ゼウス

//<0296> 日向markⅡ
<0296> 日向markⅡ

//<0297> 糞虫
<0297> 糞虫

//<0298> 量産型日向
<0298> 量産型日向

//<0299> ？？
<0299> ？？

//<0300> 「なあ、俺は岩沢にとって…」
<0300> 「なあ、俺は岩沢にとって…」

//<0301> 正しいことをしたのか？
<0301> 正しいことをしたのか？

//<0302> 間違ったことをしたのか？
<0302> 間違ったことをしたのか？

//<0303> selbtn : 
<0303> selbtn : 

//<0304> 音無
<0304> 音無

//<0305> クソ坊主
<0305> クソ坊主

//<0306> 代理人
<0306> 代理人

//<0307> 微妙すぎるイケメン
<0307> 微妙すぎるイケメン

//<0308> ロリコン
<0308> ロリコン

//<0309> メガネ仲間
<0309> メガネ仲間

//<0310> 暗算日本記録保持者
<0310> 暗算日本記録保持者

//<0311> 通り魔
<0311> 通り魔

//<0312> 記憶ナシ男
<0312> 記憶ナシ男

//<0313> 音速
<0313> 音速

//<0314> 無限
<0314> 無限

//<0315> エロ侍
<0315> エロ侍

//<0316> エロエロ団ナンバー１
<0316> エロエロ団ナンバー１

//<0317> ただのエロ少年
<0317> ただのエロ少年

//<0318> ユリブサイク
<0318> ユリブサイク

//<0319> ドピュッシー
<0319> ドピュッシー

//<0320> アメリカンエロドッグ
<0320> アメリカンエロドッグ

//<0321> ゼウス
<0321> ゼウス

//<0322> 日向markⅡ
<0322> 日向markⅡ

//<0323> 糞虫
<0323> 糞虫

//<0324> 量産型日向
<0324> 量産型日向

//<0325> ？？
<0325> ？？

//<0326> 「…正しいことをしたのか？」
<0326> 「…正しいことをしたのか？」

//<0327> nothing
<0327> nothing

//<0328> nothing
<0328> nothing

//<0329> nothing
<0329> nothing

//<0330> nothing
<0330> nothing

//<0331> nothing
<0331> nothing

//<0332> 岩沢
<0332> 岩沢

//<0333> 「え？　消えそうだったんなら、よかったんじゃない？」
<0333> 「え？　消えそうだったんなら、よかったんじゃない？」

//<0334> nothing
<0334> nothing

//<0335> nothing
<0335> nothing

//<0336> nothing
<0336> nothing

//<0337> nothing
<0337> nothing

//<0338> nothing
<0338> nothing

//<0339> 岩沢
<0339> 岩沢

//<0340> 「消えたら、ひさ子とバンド続けられなくなるじゃん」
<0340> 「消えたら、ひさ子とバンド続けられなくなるじゃん」

//<0341> なんだその適当な返事は…。
<0341> なんだその適当な返事は…。

//<0342> そこまで深く考えてないってことか…。
<0342> そこまで深く考えてないってことか…。

//<0343> 音無
<0343> 音無

//<0344> クソ坊主
<0344> クソ坊主

//<0345> 代理人
<0345> 代理人

//<0346> 微妙すぎるイケメン
<0346> 微妙すぎるイケメン

//<0347> ロリコン
<0347> ロリコン

//<0348> メガネ仲間
<0348> メガネ仲間

//<0349> 暗算日本記録保持者
<0349> 暗算日本記録保持者

//<0350> 通り魔
<0350> 通り魔

//<0351> 記憶ナシ男
<0351> 記憶ナシ男

//<0352> 音速
<0352> 音速

//<0353> 無限
<0353> 無限

//<0354> エロ侍
<0354> エロ侍

//<0355> エロエロ団ナンバー１
<0355> エロエロ団ナンバー１

//<0356> ただのエロ少年
<0356> ただのエロ少年

//<0357> ユリブサイク
<0357> ユリブサイク

//<0358> ドピュッシー
<0358> ドピュッシー

//<0359> アメリカンエロドッグ
<0359> アメリカンエロドッグ

//<0360> ゼウス
<0360> ゼウス

//<0361> 日向markⅡ
<0361> 日向markⅡ

//<0362> 糞虫
<0362> 糞虫

//<0363> 量産型日向
<0363> 量産型日向

//<0364> ？？
<0364> ？？

//<0365> 「…間違ったことをしたのか？」
<0365> 「…間違ったことをしたのか？」

//<0366> nothing
<0366> nothing

//<0367> nothing
<0367> nothing

//<0368> nothing
<0368> nothing

//<0369> nothing
<0369> nothing

//<0370> nothing
<0370> nothing

//<0371> 岩沢
<0371> 岩沢

//<0372> 「ん？　どうして？」
<0372> 「ん？　どうして？」

//<0373> 音無
<0373> 音無

//<0374> クソ坊主
<0374> クソ坊主

//<0375> 代理人
<0375> 代理人

//<0376> 微妙すぎるイケメン
<0376> 微妙すぎるイケメン

//<0377> ロリコン
<0377> ロリコン

//<0378> メガネ仲間
<0378> メガネ仲間

//<0379> 暗算日本記録保持者
<0379> 暗算日本記録保持者

//<0380> 通り魔
<0380> 通り魔

//<0381> 記憶ナシ男
<0381> 記憶ナシ男

//<0382> 音速
<0382> 音速

//<0383> 無限
<0383> 無限

//<0384> エロ侍
<0384> エロ侍

//<0385> エロエロ団ナンバー１
<0385> エロエロ団ナンバー１

//<0386> ただのエロ少年
<0386> ただのエロ少年

//<0387> ユリブサイク
<0387> ユリブサイク

//<0388> ドピュッシー
<0388> ドピュッシー

//<0389> アメリカンエロドッグ
<0389> アメリカンエロドッグ

//<0390> ゼウス
<0390> ゼウス

//<0391> 日向markⅡ
<0391> 日向markⅡ

//<0392> 糞虫
<0392> 糞虫

//<0393> 量産型日向
<0393> 量産型日向

//<0394> ？？
<0394> ？？

//<0395> 「その消えていたはずのお前をこの世界に引き留めたことだよ…」
<0395> 「その消えていたはずのお前をこの世界に引き留めたことだよ…」

//<0396> nothing
<0396> nothing

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> nothing
<0400> nothing

//<0401> 岩沢
<0401> 岩沢

//<0402> 「あたしにはそんな難しいことわかんないよ」
<0402> 「あたしにはそんな難しいことわかんないよ」

//<0403> nothing
<0403> nothing

//<0404> nothing
<0404> nothing

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> 岩沢
<0408> 岩沢

//<0409> 「でも消えていたら、ひさ子とバンドは続けられなくなっていたってことだろ？」
<0409> 「でも消えていたら、ひさ子とバンドは続けられなくなっていたってことだろ？」

//<0410> 音無
<0410> 音無

//<0411> クソ坊主
<0411> クソ坊主

//<0412> 代理人
<0412> 代理人

//<0413> 微妙すぎるイケメン
<0413> 微妙すぎるイケメン

//<0414> ロリコン
<0414> ロリコン

//<0415> メガネ仲間
<0415> メガネ仲間

//<0416> 暗算日本記録保持者
<0416> 暗算日本記録保持者

//<0417> 通り魔
<0417> 通り魔

//<0418> 記憶ナシ男
<0418> 記憶ナシ男

//<0419> 音速
<0419> 音速

//<0420> 無限
<0420> 無限

//<0421> エロ侍
<0421> エロ侍

//<0422> エロエロ団ナンバー１
<0422> エロエロ団ナンバー１

//<0423> ただのエロ少年
<0423> ただのエロ少年

//<0424> ユリブサイク
<0424> ユリブサイク

//<0425> ドピュッシー
<0425> ドピュッシー

//<0426> アメリカンエロドッグ
<0426> アメリカンエロドッグ

//<0427> ゼウス
<0427> ゼウス

//<0428> 日向markⅡ
<0428> 日向markⅡ

//<0429> 糞虫
<0429> 糞虫

//<0430> 量産型日向
<0430> 量産型日向

//<0431> ？？
<0431> ？？

//<0432> 「ああ」
<0432> 「ああ」

//<0433> nothing
<0433> nothing

//<0434> nothing
<0434> nothing

//<0435> nothing
<0435> nothing

//<0436> nothing
<0436> nothing

//<0437> nothing
<0437> nothing

//<0438> 岩沢
<0438> 岩沢

//<0439> 「だったら、間違いじゃない。むしろ、助かったよ」
<0439> 「だったら、間違いじゃない。むしろ、助かったよ」

//<0440> nothing
<0440> nothing

//<0441> nothing
<0441> nothing

//<0442> nothing
<0442> nothing

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> そんなものなのか…。
<0445> そんなものなのか…。

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> nothing
<0448> nothing

//<0449> nothing
<0449> nothing

//<0450> nothing
<0450> nothing

//<0451> 岩沢
<0451> 岩沢

//<0452> 「そんなしめっぽい話じゃなくて、もっと景気のいい話はないのか？」
<0452> 「そんなしめっぽい話じゃなくて、もっと景気のいい話はないのか？」

//<0453> 音無
<0453> 音無

//<0454> クソ坊主
<0454> クソ坊主

//<0455> 代理人
<0455> 代理人

//<0456> 微妙すぎるイケメン
<0456> 微妙すぎるイケメン

//<0457> ロリコン
<0457> ロリコン

//<0458> メガネ仲間
<0458> メガネ仲間

//<0459> 暗算日本記録保持者
<0459> 暗算日本記録保持者

//<0460> 通り魔
<0460> 通り魔

//<0461> 記憶ナシ男
<0461> 記憶ナシ男

//<0462> 音速
<0462> 音速

//<0463> 無限
<0463> 無限

//<0464> エロ侍
<0464> エロ侍

//<0465> エロエロ団ナンバー１
<0465> エロエロ団ナンバー１

//<0466> ただのエロ少年
<0466> ただのエロ少年

//<0467> ユリブサイク
<0467> ユリブサイク

//<0468> ドピュッシー
<0468> ドピュッシー

//<0469> アメリカンエロドッグ
<0469> アメリカンエロドッグ

//<0470> ゼウス
<0470> ゼウス

//<0471> 日向markⅡ
<0471> 日向markⅡ

//<0472> 糞虫
<0472> 糞虫

//<0473> 量産型日向
<0473> 量産型日向

//<0474> ？？
<0474> ？？

//<0475> 「だな…。作戦はまあ、成功だったらしい」
<0475> 「だな…。作戦はまあ、成功だったらしい」

//<0476> nothing
<0476> nothing

//<0477> nothing
<0477> nothing

//<0478> nothing
<0478> nothing

//<0479> nothing
<0479> nothing

//<0480> nothing
<0480> nothing

//<0481> 岩沢
<0481> 岩沢
{9e3c} 33 // 0481

//<0482> 「そうか。それはよかった。誰かに失神させられた甲斐があったってもんだ」
<0482> 「そうか。それはよかった。誰かに失神させられた甲斐があったってもんだ」

//<0483> nothing
<0483> nothing

//<0484> nothing
<0484> nothing

//<0485> nothing
<0485> nothing

//<0486> nothing
<0486> nothing

//<0487> nothing
<0487> nothing

//<0488> 音無
<0488> 音無

//<0489> クソ坊主
<0489> クソ坊主

//<0490> 代理人
<0490> 代理人

//<0491> 微妙すぎるイケメン
<0491> 微妙すぎるイケメン

//<0492> ロリコン
<0492> ロリコン

//<0493> メガネ仲間
<0493> メガネ仲間

//<0494> 暗算日本記録保持者
<0494> 暗算日本記録保持者

//<0495> 通り魔
<0495> 通り魔

//<0496> 記憶ナシ男
<0496> 記憶ナシ男

//<0497> 音速
<0497> 音速

//<0498> 無限
<0498> 無限

//<0499> エロ侍
<0499> エロ侍

//<0500> エロエロ団ナンバー１
<0500> エロエロ団ナンバー１

//<0501> ただのエロ少年
<0501> ただのエロ少年

//<0502> ユリブサイク
<0502> ユリブサイク

//<0503> ドピュッシー
<0503> ドピュッシー

//<0504> アメリカンエロドッグ
<0504> アメリカンエロドッグ

//<0505> ゼウス
<0505> ゼウス

//<0506> 日向markⅡ
<0506> 日向markⅡ

//<0507> 糞虫
<0507> 糞虫

//<0508> 量産型日向
<0508> 量産型日向

//<0509> ？？
<0509> ？？

//<0510> 「そう言うなって」
<0510> 「そう言うなって」

//<0511> 岩沢に皮肉を言われるなんて初めてな気がする。
<0511> 岩沢に皮肉を言われるなんて初めてな気がする。

//<0512> nothing
<0512> nothing

//<0513> nothing
<0513> nothing

//<0514> nothing
<0514> nothing

//<0515> nothing
<0515> nothing

//<0516> nothing
<0516> nothing

//<0517> 岩沢
<0517> 岩沢

//<0518> 「あたしを失神させた奴なんて、お前が初めてだ」
<0518> 「あたしを失神させた奴なんて、お前が初めてだ」

//<0519> 音無
<0519> 音無

//<0520> クソ坊主
<0520> クソ坊主

//<0521> 代理人
<0521> 代理人

//<0522> 微妙すぎるイケメン
<0522> 微妙すぎるイケメン

//<0523> ロリコン
<0523> ロリコン

//<0524> メガネ仲間
<0524> メガネ仲間

//<0525> 暗算日本記録保持者
<0525> 暗算日本記録保持者

//<0526> 通り魔
<0526> 通り魔

//<0527> 記憶ナシ男
<0527> 記憶ナシ男

//<0528> 音速
<0528> 音速

//<0529> 無限
<0529> 無限

//<0530> エロ侍
<0530> エロ侍

//<0531> エロエロ団ナンバー１
<0531> エロエロ団ナンバー１

//<0532> ただのエロ少年
<0532> ただのエロ少年

//<0533> ユリブサイク
<0533> ユリブサイク

//<0534> ドピュッシー
<0534> ドピュッシー

//<0535> アメリカンエロドッグ
<0535> アメリカンエロドッグ

//<0536> ゼウス
<0536> ゼウス
