// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0104> ユリブサイク

//<0105> ドピュッシー
<0105> ドピュッシー

//<0106> アメリカンエロドッグ
<0106> アメリカンエロドッグ

//<0107> ゼウス
<0107> ゼウス

//<0108> 日向markⅡ
<0108> 日向markⅡ

//<0109> 糞虫
<0109> 糞虫

//<0110> 量産型日向
<0110> 量産型日向

//<0111> ？？
<0111> ？？

//<0112> 「いくぞ」
<0112> 「いくぞ」

//<0113> 男
<0113> 男

//<0114> 「ああっ」
<0114> 「ああっ」

//<0115> 一気に引き上げた。
<0115> 一気に引き上げた。

//<0116> nothing
<0116> nothing

//<0117> nothing
<0117> nothing

//<0118> nothing
<0118> nothing

//<0119> nothing
<0119> nothing

//<0120> nothing
<0120> nothing

//<0121> 男
<0121> 男

//<0122> 「ふぅ…助かったよ…。あんたの名前は？」
<0122> 「ふぅ…助かったよ…。あんたの名前は？」

//<0123> 音無
<0123> 音無

//<0124> クソ坊主
<0124> クソ坊主

//<0125> 代理人
<0125> 代理人

//<0126> 微妙すぎるイケメン
<0126> 微妙すぎるイケメン

//<0127> ロリコン
<0127> ロリコン

//<0128> メガネ仲間
<0128> メガネ仲間

//<0129> 暗算日本記録保持者
<0129> 暗算日本記録保持者

//<0130> 通り魔
<0130> 通り魔

//<0131> 記憶ナシ男
<0131> 記憶ナシ男

//<0132> 音速
<0132> 音速

//<0133> 無限
<0133> 無限

//<0134> エロ侍
<0134> エロ侍

//<0135> エロエロ団ナンバー１
<0135> エロエロ団ナンバー１

//<0136> ただのエロ少年
<0136> ただのエロ少年

//<0137> ユリブサイク
<0137> ユリブサイク

//<0138> ドピュッシー
<0138> ドピュッシー

//<0139> アメリカンエロドッグ
<0139> アメリカンエロドッグ

//<0140> ゼウス
<0140> ゼウス

//<0141> 日向markⅡ
<0141> 日向markⅡ

//<0142> 糞虫
<0142> 糞虫

//<0143> 量産型日向
<0143> 量産型日向

//<0144> ？？
<0144> ？？

//<0145> 「音無」
<0145> 「音無」

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> nothing
<0148> nothing

//<0149> nothing
<0149> nothing

//<0150> nothing
<0150> nothing

//<0151> 五十嵐
<0151> 五十嵐

//<0152> 「命の恩人だな。俺は五十嵐。ありがとう、音無くん」
<0152> 「命の恩人だな。俺は五十嵐。ありがとう、音無くん」

//<0153> 音無
<0153> 音無

//<0154> クソ坊主
<0154> クソ坊主

//<0155> 代理人
<0155> 代理人

//<0156> 微妙すぎるイケメン
<0156> 微妙すぎるイケメン

//<0157> ロリコン
<0157> ロリコン

//<0158> メガネ仲間
<0158> メガネ仲間

//<0159> 暗算日本記録保持者
<0159> 暗算日本記録保持者

//<0160> 通り魔
<0160> 通り魔

//<0161> 記憶ナシ男
<0161> 記憶ナシ男

//<0162> 音速
<0162> 音速

//<0163> 無限
<0163> 無限

//<0164> エロ侍
<0164> エロ侍

//<0165> エロエロ団ナンバー１
<0165> エロエロ団ナンバー１

//<0166> ただのエロ少年
<0166> ただのエロ少年

//<0167> ユリブサイク
<0167> ユリブサイク

//<0168> ドピュッシー
<0168> ドピュッシー

//<0169> アメリカンエロドッグ
<0169> アメリカンエロドッグ

//<0170> ゼウス
<0170> ゼウス

//<0171> 日向markⅡ
<0171> 日向markⅡ

//<0172> 糞虫
<0172> 糞虫

//<0173> 量産型日向
<0173> 量産型日向

//<0174> ？？
<0174> ？？

//<0175> 「くん、なんてやめてくれ。音無でいい。それよりも助けを呼ぼう」
<0175> 「くん、なんてやめてくれ。音無でいい。それよりも助けを呼ぼう」

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> 五十嵐
<0181> 五十嵐

//<0182> 「だな…」
<0182> 「だな…」

//<0183> se_traindoor_open
<0183> se_traindoor_open

//<0184> ドアロックを解除し、力ずくで開け、地面に降り立つ。
<0184> ドアロックを解除し、力ずくで開け、地面に降り立つ。

//<0185> トンネルの向こう側は真っ暗で何も見えない。
<0185> トンネルの向こう側は真っ暗で何も見えない。

//<0186> 携帯で１１９番をしようとしたが、電波が入っていない。
<0186> 携帯で１１９番をしようとしたが、電波が入っていない。

//<0187> それでもすがる思いでかけたが、やはり繋がらなかった。
<0187> それでもすがる思いでかけたが、やはり繋がらなかった。

//<0188> 五十嵐
<0188> 五十嵐

//<0189> 「繋がらないのか？」
<0189> 「繋がらないのか？」

//<0190> nothing
<0190> nothing

//<0191> nothing
<0191> nothing

//<0192> nothing
<0192> nothing

//<0193> nothing
<0193> nothing

//<0194> nothing
<0194> nothing

//<0195> 音無
<0195> 音無

//<0196> クソ坊主
<0196> クソ坊主

//<0197> 代理人
<0197> 代理人

//<0198> 微妙すぎるイケメン
<0198> 微妙すぎるイケメン

//<0199> ロリコン
<0199> ロリコン

//<0200> メガネ仲間
<0200> メガネ仲間

//<0201> 暗算日本記録保持者
<0201> 暗算日本記録保持者

//<0202> 通り魔
<0202> 通り魔

//<0203> 記憶ナシ男
<0203> 記憶ナシ男

//<0204> 音速
<0204> 音速

//<0205> 無限
<0205> 無限

//<0206> エロ侍
<0206> エロ侍

//<0207> エロエロ団ナンバー１
<0207> エロエロ団ナンバー１

//<0208> ただのエロ少年
<0208> ただのエロ少年

//<0209> ユリブサイク
<0209> ユリブサイク

//<0210> ドピュッシー
<0210> ドピュッシー

//<0211> アメリカンエロドッグ
<0211> アメリカンエロドッグ

//<0212> ゼウス
<0212> ゼウス

//<0213> 日向markⅡ
<0213> 日向markⅡ

//<0214> 糞虫
<0214> 糞虫

//<0215> 量産型日向
<0215> 量産型日向

//<0216> ？？
<0216> ？？

//<0217> 「ああ…」
<0217> 「ああ…」

//<0218> nothing
<0218> nothing

//<0219> nothing
<0219> nothing

//<0220> nothing
<0220> nothing

//<0221> nothing
<0221> nothing

//<0222> nothing
<0222> nothing

//<0223> 五十嵐が代わってかける。
<0223> 五十嵐が代わってかける。

//<0224> nothing
<0224> nothing

//<0225> nothing
<0225> nothing

//<0226> nothing
<0226> nothing

//<0227> nothing
<0227> nothing

//<0228> nothing
<0228> nothing

//<0229> 五十嵐
<0229> 五十嵐

//<0230> 「ちっ、こっちも無理だ…」
<0230> 「ちっ、こっちも無理だ…」

//<0231> nothing
<0231> nothing

//<0232> nothing
<0232> nothing

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> 助けは呼べない。
<0237> 助けは呼べない。

//<0238> としたら、やるべきことはひとつだ。
<0238> としたら、やるべきことはひとつだ。

//<0239> 音無
<0239> 音無

//<0240> クソ坊主
<0240> クソ坊主

//<0241> 代理人
<0241> 代理人

//<0242> 微妙すぎるイケメン
<0242> 微妙すぎるイケメン

//<0243> ロリコン
<0243> ロリコン

//<0244> メガネ仲間
<0244> メガネ仲間

//<0245> 暗算日本記録保持者
<0245> 暗算日本記録保持者

//<0246> 通り魔
<0246> 通り魔

//<0247> 記憶ナシ男
<0247> 記憶ナシ男

//<0248> 音速
<0248> 音速

//<0249> 無限
<0249> 無限

//<0250> エロ侍
<0250> エロ侍

//<0251> エロエロ団ナンバー１
<0251> エロエロ団ナンバー１

//<0252> ただのエロ少年
<0252> ただのエロ少年

//<0253> ユリブサイク
<0253> ユリブサイク

//<0254> ドピュッシー
<0254> ドピュッシー

//<0255> アメリカンエロドッグ
<0255> アメリカンエロドッグ

//<0256> ゼウス
<0256> ゼウス

//<0257> 日向markⅡ
<0257> 日向markⅡ

//<0258> 糞虫
<0258> 糞虫

//<0259> 量産型日向
<0259> 量産型日向

//<0260> ？？
<0260> ？？

//<0261> 「俺たちでみんなを助けよう」
<0261> 「俺たちでみんなを助けよう」

//<0262> nothing
<0262> nothing

//<0263> nothing
<0263> nothing

//<0264> nothing
<0264> nothing

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> 五十嵐
<0267> 五十嵐

//<0268> 「わかった」
<0268> 「わかった」

//<0269> 俺たちは電車に戻った。
<0269> 俺たちは電車に戻った。

//<0270> 音無
<0270> 音無

//<0271> クソ坊主
<0271> クソ坊主

//<0272> 代理人
<0272> 代理人

//<0273> 微妙すぎるイケメン
<0273> 微妙すぎるイケメン

//<0274> ロリコン
<0274> ロリコン

//<0275> メガネ仲間
<0275> メガネ仲間

//<0276> 暗算日本記録保持者
<0276> 暗算日本記録保持者

//<0277> 通り魔
<0277> 通り魔

//<0278> 記憶ナシ男
<0278> 記憶ナシ男

//<0279> 音速
<0279> 音速

//<0280> 無限
<0280> 無限

//<0281> エロ侍
<0281> エロ侍

//<0282> エロエロ団ナンバー１
<0282> エロエロ団ナンバー１

//<0283> ただのエロ少年
<0283> ただのエロ少年

//<0284> ユリブサイク
<0284> ユリブサイク

//<0285> ドピュッシー
<0285> ドピュッシー

//<0286> アメリカンエロドッグ
<0286> アメリカンエロドッグ

//<0287> ゼウス
<0287> ゼウス

//<0288> 日向markⅡ
<0288> 日向markⅡ

//<0289> 糞虫
<0289> 糞虫

//<0290> 量産型日向
<0290> 量産型日向

//<0291> ？？
<0291> ？？

//<0292> 「まず非常用のライトを探そう。携帯の明かりじゃ、暗すぎる」
<0292> 「まず非常用のライトを探そう。携帯の明かりじゃ、暗すぎる」

//<0293> 手分けして探す。
<0293> 手分けして探す。

//<0294> 五十嵐
<0294> 五十嵐

//<0295> 「あった、これだ！」
<0295> 「あった、これだ！」

//<0296> nothing
<0296> nothing

//<0297> nothing
<0297> nothing

//<0298> nothing
<0298> nothing

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> 五十嵐が壁に設置されていたパネルを開けていた。
<0301> 五十嵐が壁に設置されていたパネルを開けていた。

//<0302> nothing
<0302> nothing

//<0303> nothing
<0303> nothing

//<0304> nothing
<0304> nothing

//<0305> nothing
<0305> nothing

//<0306> nothing
<0306> nothing

//<0307> nothing
<0307> nothing

//<0308> そこから非常ライトを取り出し、点けてみせた。
<0308> そこから非常ライトを取り出し、点けてみせた。

//<0309> 目が潰れんばかりに眩い光が車内を照らし出した。
<0309> 目が潰れんばかりに眩い光が車内を照らし出した。

//<0310> それによって事故の酷さが克明となる。
<0310> それによって事故の酷さが克明となる。

//<0311> 思わず逃げ出したくなるような光景。
<0311> 思わず逃げ出したくなるような光景。

//<0312> でも、俺は助けるんだ。
<0312> でも、俺は助けるんだ。

//<0313> それが初音に教えてもらった俺の生きる意味なのだから。
<0313> それが初音に教えてもらった俺の生きる意味なのだから。

//<0314> 音無
<0314> 音無

//<0315> クソ坊主
<0315> クソ坊主

//<0316> 代理人
<0316> 代理人

//<0317> 微妙すぎるイケメン
<0317> 微妙すぎるイケメン

//<0318> ロリコン
<0318> ロリコン

//<0319> メガネ仲間
<0319> メガネ仲間

//<0320> 暗算日本記録保持者
<0320> 暗算日本記録保持者

//<0321> 通り魔
<0321> 通り魔

//<0322> 記憶ナシ男
<0322> 記憶ナシ男

//<0323> 音速
<0323> 音速

//<0324> 無限
<0324> 無限

//<0325> エロ侍
<0325> エロ侍

//<0326> エロエロ団ナンバー１
<0326> エロエロ団ナンバー１

//<0327> ただのエロ少年
<0327> ただのエロ少年

//<0328> ユリブサイク
<0328> ユリブサイク

//<0329> ドピュッシー
<0329> ドピュッシー

//<0330> アメリカンエロドッグ
<0330> アメリカンエロドッグ

//<0331> ゼウス
<0331> ゼウス

//<0332> 日向markⅡ
<0332> 日向markⅡ

//<0333> 糞虫
<0333> 糞虫

//<0334> 量産型日向
<0334> 量産型日向

//<0335> ？？
<0335> ？？

//<0336> 「動ける人は手伝ってください！　動けない人は声を出すか、音を立てて呼んでください！」
<0336> 「動ける人は手伝ってください！　動けない人は声を出すか、音を立てて呼んでください！」

//<0337> 五十嵐と協力して、動けないでいる人たちを外に怪我人を運び出していく。
<0337> 五十嵐と協力して、動けないでいる人たちを外に怪我人を運び出していく。

//<0338> 比較的怪我が軽い人が、手伝いを買って出てくれた。
<0338> 比較的怪我が軽い人が、手伝いを買って出てくれた。

//<0339> nothing
<0339> nothing

//<0340> 
<0340> 

//<0341> 
<0341> 

//<0342> nothing
<0342> nothing

//<0343> 五十嵐
<0343> 五十嵐

//<0344> 「ここらが限界のようだな…」
<0344> 「ここらが限界のようだな…」

//<0345> 音無
<0345> 音無

//<0346> クソ坊主
<0346> クソ坊主

//<0347> 代理人
<0347> 代理人

//<0348> 微妙すぎるイケメン
<0348> 微妙すぎるイケメン

//<0349> ロリコン
<0349> ロリコン

//<0350> メガネ仲間
<0350> メガネ仲間

//<0351> 暗算日本記録保持者
<0351> 暗算日本記録保持者

//<0352> 通り魔
<0352> 通り魔

//<0353> 記憶ナシ男
<0353> 記憶ナシ男

//<0354> 音速
<0354> 音速

//<0355> 無限
<0355> 無限

//<0356> エロ侍
<0356> エロ侍

//<0357> エロエロ団ナンバー１
<0357> エロエロ団ナンバー１

//<0358> ただのエロ少年
<0358> ただのエロ少年

//<0359> ユリブサイク
<0359> ユリブサイク

//<0360> ドピュッシー
<0360> ドピュッシー

//<0361> アメリカンエロドッグ
<0361> アメリカンエロドッグ

//<0362> ゼウス
<0362> ゼウス

//<0363> 日向markⅡ
<0363> 日向markⅡ

//<0364> 糞虫
<0364> 糞虫

//<0365> 量産型日向
<0365> 量産型日向

//<0366> ？？
<0366> ？？

//<0367> 「だな…」
<0367> 「だな…」

//<0368> もう助けを求める声はない。
<0368> もう助けを求める声はない。

//<0369> ということは…。
<0369> ということは…。

//<0370> その先を考えるのはよそう。
<0370> その先を考えるのはよそう。

//<0371> 今、生きている人たちを全員救う。そのことだけを考えよう。
<0371> 今、生きている人たちを全員救う。そのことだけを考えよう。

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> nothing
<0374> nothing

//<0375> nothing
<0375> nothing

//<0376> nothing
<0376> nothing

//<0377> 音無
<0377> 音無

//<0378> クソ坊主
<0378> クソ坊主

//<0379> 代理人
<0379> 代理人

//<0380> 微妙すぎるイケメン
<0380> 微妙すぎるイケメン

//<0381> ロリコン
<0381> ロリコン

//<0382> メガネ仲間
<0382> メガネ仲間

//<0383> 暗算日本記録保持者
<0383> 暗算日本記録保持者

//<0384> 通り魔
<0384> 通り魔

//<0385> 記憶ナシ男
<0385> 記憶ナシ男

//<0386> 音速
<0386> 音速

//<0387> 無限
<0387> 無限

//<0388> エロ侍
<0388> エロ侍

//<0389> エロエロ団ナンバー１
<0389> エロエロ団ナンバー１

//<0390> ただのエロ少年
<0390> ただのエロ少年

//<0391> ユリブサイク
<0391> ユリブサイク

//<0392> ドピュッシー
<0392> ドピュッシー

//<0393> アメリカンエロドッグ
<0393> アメリカンエロドッグ

//<0394> ゼウス
<0394> ゼウス

//<0395> 日向markⅡ
<0395> 日向markⅡ

//<0396> 糞虫
<0396> 糞虫

//<0397> 量産型日向
<0397> 量産型日向

//<0398> ？？
<0398> ？？

//<0399> 「なあ、五十嵐、俺、出口を見てくる。出られたら、助けを呼んでくる。そうしたら必ず戻ってくるから。ライト、少し借りる」
<0399> 「なあ、五十嵐、俺、出口を見てくる。出られたら、助けを呼んでくる。そうしたら必ず戻ってくるから。ライト、少し借りる」

//<0400> nothing
<0400> nothing

//<0401> nothing
<0401> nothing

//<0402> nothing
<0402> nothing

//<0403> nothing
<0403> nothing

//<0404> nothing
<0404> nothing

//<0405> 五十嵐
<0405> 五十嵐

//<0406> 「ああ、是非頼む」
<0406> 「ああ、是非頼む」

//<0407> 歩きだそうとしたところで。
<0407> 歩きだそうとしたところで。

//<0408> 五十嵐
<0408> 五十嵐

//<0409> 「音無っ」
<0409> 「音無っ」

//<0410> nothing
<0410> nothing

//<0411> nothing
<0411> nothing

//<0412> nothing
<0412> nothing

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> 呼び止められる。
<0415> 呼び止められる。

//<0416> 音無
<0416> 音無

//<0417> クソ坊主
<0417> クソ坊主

//<0418> 代理人
<0418> 代理人

//<0419> 微妙すぎるイケメン
<0419> 微妙すぎるイケメン

//<0420> ロリコン
<0420> ロリコン

//<0421> メガネ仲間
<0421> メガネ仲間

//<0422> 暗算日本記録保持者
<0422> 暗算日本記録保持者

//<0423> 通り魔
<0423> 通り魔

//<0424> 記憶ナシ男
<0424> 記憶ナシ男

//<0425> 音速
<0425> 音速

//<0426> 無限
<0426> 無限

//<0427> エロ侍
<0427> エロ侍

//<0428> エロエロ団ナンバー１
<0428> エロエロ団ナンバー１

//<0429> ただのエロ少年
<0429> ただのエロ少年

//<0430> ユリブサイク
<0430> ユリブサイク

//<0431> ドピュッシー
<0431> ドピュッシー

//<0432> アメリカンエロドッグ
<0432> アメリカンエロドッグ

//<0433> ゼウス
<0433> ゼウス

//<0434> 日向markⅡ
<0434> 日向markⅡ

//<0435> 糞虫
<0435> 糞虫

//<0436> 量産型日向
<0436> 量産型日向

//<0437> ？？
<0437> ？？

//<0438> 「うん？」
<0438> 「うん？」

//<0439> nothing
<0439> nothing

//<0440> nothing
<0440> nothing

//<0441> nothing
<0441> nothing

//<0442> nothing
<0442> nothing

//<0443> nothing
<0443> nothing

//<0444> 五十嵐
<0444> 五十嵐

//<0445> 「絶対に助かろう」
<0445> 「絶対に助かろう」

//<0446> 音無
<0446> 音無

//<0447> クソ坊主
<0447> クソ坊主

//<0448> 代理人
<0448> 代理人

//<0449> 微妙すぎるイケメン
<0449> 微妙すぎるイケメン

//<0450> ロリコン
<0450> ロリコン

//<0451> メガネ仲間
<0451> メガネ仲間

//<0452> 暗算日本記録保持者
<0452> 暗算日本記録保持者

//<0453> 通り魔
<0453> 通り魔

//<0454> 記憶ナシ男
<0454> 記憶ナシ男

//<0455> 音速
<0455> 音速

//<0456> 無限
<0456> 無限

//<0457> エロ侍
<0457> エロ侍

//<0458> エロエロ団ナンバー１
<0458> エロエロ団ナンバー１

//<0459> ただのエロ少年
<0459> ただのエロ少年

//<0460> ユリブサイク
<0460> ユリブサイク

//<0461> ドピュッシー
<0461> ドピュッシー

//<0462> アメリカンエロドッグ
<0462> アメリカンエロドッグ

//<0463> ゼウス
<0463> ゼウス

//<0464> 日向markⅡ
<0464> 日向markⅡ

//<0465> 糞虫
<0465> 糞虫

//<0466> 量産型日向
<0466> 量産型日向

//<0467> ？？
<0467> ？？

//<0468> 「ああ」
<0468> 「ああ」

//<0469> nothing
<0469> nothing

//<0470> nothing
<0470> nothing

//<0471> nothing
<0471> nothing

//<0472> nothing
<0472> nothing

//<0473> nothing
<0473> nothing

//<0474> nothing
<0474> nothing

//<0475> 頷き合って、別れる。
<0475> 頷き合って、別れる。

//<0476> みんなを助け出していた時は脳内麻薬で麻痺していたのか、ひとりになってみると、体の至るところが痛み出した。
<0476> みんなを助け出していた時は脳内麻薬で麻痺していたのか、ひとりになってみると、体の至るところが痛み出した。

//<0477> 足も痛い。歩こうにも、足を引きずってしまう。
<0477> 足も痛い。歩こうにも、足を引きずってしまう。

//<0478> 走れそうもないな…。
<0478> 走れそうもないな…。

//<0479> そうして歩いた先に待っていたのは、絶望の光景だった。
<0479> そうして歩いた先に待っていたのは、絶望の光景だった。

//<0480> 天井が崩れ落ちて、完全に出口を塞いでいた。
<0480> 天井が崩れ落ちて、完全に出口を塞いでいた。

//<0481> se_smallstone
<0481> se_smallstone

//<0482> 試しに登ってみようと足をかけたが、すぐ崩れ始め、危険極まりなかった。
<0482> 試しに登ってみようと足をかけたが、すぐ崩れ始め、危険極まりなかった。

//<0483> 携帯は相変わらず不通。
<0483> 携帯は相変わらず不通。

//<0484> なんてみんなに伝えればいいんだ…。
<0484> なんてみんなに伝えればいいんだ…。

//<0485> se_heartbeat
<0485> se_heartbeat

//<0486> そんなことを考えていると、いきなり腹痛が俺を襲った…。
<0486> そんなことを考えていると、いきなり腹痛が俺を襲った…。

//<0487> シャツを持ち上げ、腹を見る。
<0487> シャツを持ち上げ、腹を見る。

//<0488> ひどい内出血を起こしている。
<0488> ひどい内出血を起こしている。

//<0489> 音無
<0489> 音無

//<0490> クソ坊主
<0490> クソ坊主

//<0491> 代理人
<0491> 代理人

//<0492> 微妙すぎるイケメン
<0492> 微妙すぎるイケメン

//<0493> ロリコン
<0493> ロリコン

//<0494> メガネ仲間
<0494> メガネ仲間

//<0495> 暗算日本記録保持者
<0495> 暗算日本記録保持者

//<0496> 通り魔
<0496> 通り魔

//<0497> 記憶ナシ男
<0497> 記憶ナシ男

//<0498> 音速
<0498> 音速

//<0499> 無限
<0499> 無限

//<0500> エロ侍
<0500> エロ侍

//<0501> エロエロ団ナンバー１
<0501> エロエロ団ナンバー１

//<0502> ただのエロ少年
