// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0075> ゼウス
<0075> ゼウス

//<0076> 日向markⅡ
<0076> 日向markⅡ

//<0077> 糞虫
<0077> 糞虫

//<0078> 量産型日向
<0078> 量産型日向

//<0079> ？？
<0079> ？？

//<0080> 「さあ、俺は五段のために何をすればいい？」
<0080> 「さあ、俺は五段のために何をすればいい？」

//<0081> 音無
<0081> 音無

//<0082> クソ坊主
<0082> クソ坊主

//<0083> 代理人
<0083> 代理人

//<0084> 微妙すぎるイケメン
<0084> 微妙すぎるイケメン

//<0085> ロリコン
<0085> ロリコン

//<0086> メガネ仲間
<0086> メガネ仲間

//<0087> 暗算日本記録保持者
<0087> 暗算日本記録保持者

//<0088> 通り魔
<0088> 通り魔

//<0089> 記憶ナシ男
<0089> 記憶ナシ男

//<0090> 音速
<0090> 音速

//<0091> 無限
<0091> 無限

//<0092> エロ侍
<0092> エロ侍

//<0093> エロエロ団ナンバー１
<0093> エロエロ団ナンバー１

//<0094> ただのエロ少年
<0094> ただのエロ少年

//<0095> ユリブサイク
<0095> ユリブサイク

//<0096> ドピュッシー
<0096> ドピュッシー

//<0097> アメリカンエロドッグ
<0097> アメリカンエロドッグ

//<0098> ゼウス
<0098> ゼウス

//<0099> 日向markⅡ
<0099> 日向markⅡ

//<0100> 糞虫
<0100> 糞虫

//<0101> 量産型日向
<0101> 量産型日向

//<0102> ？？
<0102> ？？

//<0103> 「これまでの礼だ。なんでもするからな」
<0103> 「これまでの礼だ。なんでもするからな」

//<0104> nothing
<0104> nothing

//<0105> nothing
<0105> nothing

//<0106> nothing
<0106> nothing

//<0107> nothing
<0107> nothing

//<0108> nothing
<0108> nothing

//<0109> 松下
<0109> 松下

//<0110> 「まあ、そう息むんじゃねぇ。ひとつ、深呼吸でもしたらどうだ」
<0110> 「まあ、そう息むんじゃねぇ。ひとつ、深呼吸でもしたらどうだ」

//<0111> 音無
<0111> 音無

//<0112> クソ坊主
<0112> クソ坊主

//<0113> 代理人
<0113> 代理人

//<0114> 微妙すぎるイケメン
<0114> 微妙すぎるイケメン

//<0115> ロリコン
<0115> ロリコン

//<0116> メガネ仲間
<0116> メガネ仲間

//<0117> 暗算日本記録保持者
<0117> 暗算日本記録保持者

//<0118> 通り魔
<0118> 通り魔

//<0119> 記憶ナシ男
<0119> 記憶ナシ男

//<0120> 音速
<0120> 音速

//<0121> 無限
<0121> 無限

//<0122> エロ侍
<0122> エロ侍

//<0123> エロエロ団ナンバー１
<0123> エロエロ団ナンバー１

//<0124> ただのエロ少年
<0124> ただのエロ少年

//<0125> ユリブサイク
<0125> ユリブサイク

//<0126> ドピュッシー
<0126> ドピュッシー

//<0127> アメリカンエロドッグ
<0127> アメリカンエロドッグ

//<0128> ゼウス
<0128> ゼウス

//<0129> 日向markⅡ
<0129> 日向markⅡ

//<0130> 糞虫
<0130> 糞虫

//<0131> 量産型日向
<0131> 量産型日向

//<0132> ？？
<0132> ？？

//<0133> 「あ、ああ」
<0133> 「あ、ああ」

//<0134> nothing
<0134> nothing

//<0135> nothing
<0135> nothing

//<0136> nothing
<0136> nothing

//<0137> nothing
<0137> nothing

//<0138> nothing
<0138> nothing

//<0139> 五段と一緒に、大きく胸を張って息を吸い込む。
<0139> 五段と一緒に、大きく胸を張って息を吸い込む。

//<0140> nothing
<0140> nothing

//<0141> nothing
<0141> nothing

//<0142> nothing
<0142> nothing

//<0143> nothing
<0143> nothing

//<0144> nothing
<0144> nothing

//<0145> 松下
<0145> 松下

//<0146> 「どうだ、落ち着いたかよ？」
<0146> 「どうだ、落ち着いたかよ？」

//<0147> 音無
<0147> 音無

//<0148> クソ坊主
<0148> クソ坊主

//<0149> 代理人
<0149> 代理人

//<0150> 微妙すぎるイケメン
<0150> 微妙すぎるイケメン

//<0151> ロリコン
<0151> ロリコン

//<0152> メガネ仲間
<0152> メガネ仲間

//<0153> 暗算日本記録保持者
<0153> 暗算日本記録保持者

//<0154> 通り魔
<0154> 通り魔

//<0155> 記憶ナシ男
<0155> 記憶ナシ男

//<0156> 音速
<0156> 音速

//<0157> 無限
<0157> 無限

//<0158> エロ侍
<0158> エロ侍

//<0159> エロエロ団ナンバー１
<0159> エロエロ団ナンバー１

//<0160> ただのエロ少年
<0160> ただのエロ少年

//<0161> ユリブサイク
<0161> ユリブサイク

//<0162> ドピュッシー
<0162> ドピュッシー

//<0163> アメリカンエロドッグ
<0163> アメリカンエロドッグ

//<0164> ゼウス
<0164> ゼウス

//<0165> 日向markⅡ
<0165> 日向markⅡ

//<0166> 糞虫
<0166> 糞虫

//<0167> 量産型日向
<0167> 量産型日向

//<0168> ？？
<0168> ？？

//<0169> 「ああ、大丈夫だ」
<0169> 「ああ、大丈夫だ」

//<0170> nothing
<0170> nothing

//<0171> nothing
<0171> nothing

//<0172> nothing
<0172> nothing

//<0173> nothing
<0173> nothing

//<0174> nothing
<0174> nothing

//<0175> 松下
<0175> 松下

//<0176> 「んじゃ、頼むとすっか」
<0176> 「んじゃ、頼むとすっか」

//<0177> 俺は、ごくりと息を飲む。
<0177> 俺は、ごくりと息を飲む。

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> nothing
<0181> nothing

//<0182> nothing
<0182> nothing

//<0183> 松下
<0183> 松下

//<0184> 「音無には、何もしないで欲しい」
<0184> 「音無には、何もしないで欲しい」

//<0185> 音無
<0185> 音無

//<0186> クソ坊主
<0186> クソ坊主

//<0187> 代理人
<0187> 代理人

//<0188> 微妙すぎるイケメン
<0188> 微妙すぎるイケメン

//<0189> ロリコン
<0189> ロリコン

//<0190> メガネ仲間
<0190> メガネ仲間

//<0191> 暗算日本記録保持者
<0191> 暗算日本記録保持者

//<0192> 通り魔
<0192> 通り魔

//<0193> 記憶ナシ男
<0193> 記憶ナシ男

//<0194> 音速
<0194> 音速

//<0195> 無限
<0195> 無限

//<0196> エロ侍
<0196> エロ侍

//<0197> エロエロ団ナンバー１
<0197> エロエロ団ナンバー１

//<0198> ただのエロ少年
<0198> ただのエロ少年

//<0199> ユリブサイク
<0199> ユリブサイク

//<0200> ドピュッシー
<0200> ドピュッシー

//<0201> アメリカンエロドッグ
<0201> アメリカンエロドッグ

//<0202> ゼウス
<0202> ゼウス

//<0203> 日向markⅡ
<0203> 日向markⅡ

//<0204> 糞虫
<0204> 糞虫

//<0205> 量産型日向
<0205> 量産型日向

//<0206> ？？
<0206> ？？

//<0207> 「…なに？」
<0207> 「…なに？」

//<0208> 聞き間違えかと思う。
<0208> 聞き間違えかと思う。

//<0209> 音無
<0209> 音無

//<0210> クソ坊主
<0210> クソ坊主

//<0211> 代理人
<0211> 代理人

//<0212> 微妙すぎるイケメン
<0212> 微妙すぎるイケメン

//<0213> ロリコン
<0213> ロリコン

//<0214> メガネ仲間
<0214> メガネ仲間

//<0215> 暗算日本記録保持者
<0215> 暗算日本記録保持者

//<0216> 通り魔
<0216> 通り魔

//<0217> 記憶ナシ男
<0217> 記憶ナシ男

//<0218> 音速
<0218> 音速

//<0219> 無限
<0219> 無限

//<0220> エロ侍
<0220> エロ侍

//<0221> エロエロ団ナンバー１
<0221> エロエロ団ナンバー１

//<0222> ただのエロ少年
<0222> ただのエロ少年

//<0223> ユリブサイク
<0223> ユリブサイク

//<0224> ドピュッシー
<0224> ドピュッシー

//<0225> アメリカンエロドッグ
<0225> アメリカンエロドッグ

//<0226> ゼウス
<0226> ゼウス

//<0227> 日向markⅡ
<0227> 日向markⅡ

//<0228> 糞虫
<0228> 糞虫

//<0229> 量産型日向
<0229> 量産型日向

//<0230> ？？
<0230> ？？

//<0231> 「何もしないで欲しい、とはどういう意味だ？」
<0231> 「何もしないで欲しい、とはどういう意味だ？」

//<0232> nothing
<0232> nothing

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> 松下
<0237> 松下

//<0238> 「言葉通りの意味だぜ」
<0238> 「言葉通りの意味だぜ」

//<0239> 音無
<0239> 音無

//<0240> クソ坊主
<0240> クソ坊主

//<0241> 代理人
<0241> 代理人

//<0242> 微妙すぎるイケメン
<0242> 微妙すぎるイケメン

//<0243> ロリコン
<0243> ロリコン

//<0244> メガネ仲間
<0244> メガネ仲間

//<0245> 暗算日本記録保持者
<0245> 暗算日本記録保持者

//<0246> 通り魔
<0246> 通り魔

//<0247> 記憶ナシ男
<0247> 記憶ナシ男

//<0248> 音速
<0248> 音速

//<0249> 無限
<0249> 無限

//<0250> エロ侍
<0250> エロ侍

//<0251> エロエロ団ナンバー１
<0251> エロエロ団ナンバー１

//<0252> ただのエロ少年
<0252> ただのエロ少年

//<0253> ユリブサイク
<0253> ユリブサイク

//<0254> ドピュッシー
<0254> ドピュッシー

//<0255> アメリカンエロドッグ
<0255> アメリカンエロドッグ

//<0256> ゼウス
<0256> ゼウス

//<0257> 日向markⅡ
<0257> 日向markⅡ

//<0258> 糞虫
<0258> 糞虫

//<0259> 量産型日向
<0259> 量産型日向

//<0260> ？？
<0260> ？？

//<0261> 「特にして欲しいことはないってことか？」
<0261> 「特にして欲しいことはないってことか？」

//<0262> 音無
<0262> 音無

//<0263> クソ坊主
<0263> クソ坊主

//<0264> 代理人
<0264> 代理人

//<0265> 微妙すぎるイケメン
<0265> 微妙すぎるイケメン

//<0266> ロリコン
<0266> ロリコン

//<0267> メガネ仲間
<0267> メガネ仲間

//<0268> 暗算日本記録保持者
<0268> 暗算日本記録保持者

//<0269> 通り魔
<0269> 通り魔

//<0270> 記憶ナシ男
<0270> 記憶ナシ男

//<0271> 音速
<0271> 音速

//<0272> 無限
<0272> 無限

//<0273> エロ侍
<0273> エロ侍

//<0274> エロエロ団ナンバー１
<0274> エロエロ団ナンバー１

//<0275> ただのエロ少年
<0275> ただのエロ少年

//<0276> ユリブサイク
<0276> ユリブサイク

//<0277> ドピュッシー
<0277> ドピュッシー

//<0278> アメリカンエロドッグ
<0278> アメリカンエロドッグ

//<0279> ゼウス
<0279> ゼウス

//<0280> 日向markⅡ
<0280> 日向markⅡ

//<0281> 糞虫
<0281> 糞虫

//<0282> 量産型日向
<0282> 量産型日向

//<0283> ？？
<0283> ？？

//<0284> 「別になんでもいいんだぞ？　俺の気持ちなんだから」
<0284> 「別になんでもいいんだぞ？　俺の気持ちなんだから」

//<0285> 音無
<0285> 音無

//<0286> クソ坊主
<0286> クソ坊主

//<0287> 代理人
<0287> 代理人

//<0288> 微妙すぎるイケメン
<0288> 微妙すぎるイケメン

//<0289> ロリコン
<0289> ロリコン

//<0290> メガネ仲間
<0290> メガネ仲間

//<0291> 暗算日本記録保持者
<0291> 暗算日本記録保持者

//<0292> 通り魔
<0292> 通り魔

//<0293> 記憶ナシ男
<0293> 記憶ナシ男

//<0294> 音速
<0294> 音速

//<0295> 無限
<0295> 無限

//<0296> エロ侍
<0296> エロ侍

//<0297> エロエロ団ナンバー１
<0297> エロエロ団ナンバー１

//<0298> ただのエロ少年
<0298> ただのエロ少年

//<0299> ユリブサイク
<0299> ユリブサイク

//<0300> ドピュッシー
<0300> ドピュッシー

//<0301> アメリカンエロドッグ
<0301> アメリカンエロドッグ

//<0302> ゼウス
<0302> ゼウス

//<0303> 日向markⅡ
<0303> 日向markⅡ

//<0304> 糞虫
<0304> 糞虫

//<0305> 量産型日向
<0305> 量産型日向

//<0306> ？？
<0306> ？？

//<0307> 「…それとも、俺の礼では嫌だってことか？」
<0307> 「…それとも、俺の礼では嫌だってことか？」

//<0308> nothing
<0308> nothing

//<0309> nothing
<0309> nothing

//<0310> nothing
<0310> nothing

//<0311> nothing
<0311> nothing

//<0312> nothing
<0312> nothing

//<0313> 松下
<0313> 松下

//<0314> 「いや、そういう意味じゃねぇ」
<0314> 「いや、そういう意味じゃねぇ」

//<0315> nothing
<0315> nothing

//<0316> nothing
<0316> nothing

//<0317> nothing
<0317> nothing

//<0318> nothing
<0318> nothing

//<0319> nothing
<0319> nothing

//<0320> 松下
<0320> 松下

//<0321> 「…そうだな。敢えて言うなら、何もしないことをして欲しいんだ」
<0321> 「…そうだな。敢えて言うなら、何もしないことをして欲しいんだ」

//<0322> 音無
<0322> 音無

//<0323> クソ坊主
<0323> クソ坊主

//<0324> 代理人
<0324> 代理人

//<0325> 微妙すぎるイケメン
<0325> 微妙すぎるイケメン

//<0326> ロリコン
<0326> ロリコン

//<0327> メガネ仲間
<0327> メガネ仲間

//<0328> 暗算日本記録保持者
<0328> 暗算日本記録保持者

//<0329> 通り魔
<0329> 通り魔

//<0330> 記憶ナシ男
<0330> 記憶ナシ男

//<0331> 音速
<0331> 音速

//<0332> 無限
<0332> 無限

//<0333> エロ侍
<0333> エロ侍

//<0334> エロエロ団ナンバー１
<0334> エロエロ団ナンバー１

//<0335> ただのエロ少年
<0335> ただのエロ少年

//<0336> ユリブサイク
<0336> ユリブサイク

//<0337> ドピュッシー
<0337> ドピュッシー

//<0338> アメリカンエロドッグ
<0338> アメリカンエロドッグ

//<0339> ゼウス
<0339> ゼウス

//<0340> 日向markⅡ
<0340> 日向markⅡ

//<0341> 糞虫
<0341> 糞虫

//<0342> 量産型日向
<0342> 量産型日向

//<0343> ？？
<0343> ？？

//<0344> 「…？」
<0344> 「…？」

//<0345> ますます意味がわからない。
<0345> ますます意味がわからない。

//<0346> nothing
<0346> nothing

//<0347> nothing
<0347> nothing

//<0348> nothing
<0348> nothing

//<0349> nothing
<0349> nothing

//<0350> nothing
<0350> nothing

//<0351> 松下
<0351> 松下

//<0352> 「俺と共に、何もしないことを楽しもうじゃねぇか」
<0352> 「俺と共に、何もしないことを楽しもうじゃねぇか」

//<0353> 音無
<0353> 音無

//<0354> クソ坊主
<0354> クソ坊主

//<0355> 代理人
<0355> 代理人

//<0356> 微妙すぎるイケメン
<0356> 微妙すぎるイケメン

//<0357> ロリコン
<0357> ロリコン

//<0358> メガネ仲間
<0358> メガネ仲間

//<0359> 暗算日本記録保持者
<0359> 暗算日本記録保持者

//<0360> 通り魔
<0360> 通り魔

//<0361> 記憶ナシ男
<0361> 記憶ナシ男

//<0362> 音速
<0362> 音速

//<0363> 無限
<0363> 無限

//<0364> エロ侍
<0364> エロ侍

//<0365> エロエロ団ナンバー１
<0365> エロエロ団ナンバー１

//<0366> ただのエロ少年
<0366> ただのエロ少年

//<0367> ユリブサイク
<0367> ユリブサイク

//<0368> ドピュッシー
<0368> ドピュッシー

//<0369> アメリカンエロドッグ
<0369> アメリカンエロドッグ

//<0370> ゼウス
<0370> ゼウス

//<0371> 日向markⅡ
<0371> 日向markⅡ

//<0372> 糞虫
<0372> 糞虫

//<0373> 量産型日向
<0373> 量産型日向

//<0374> ？？
<0374> ？？

//<0375> 「…何もしない」
<0375> 「…何もしない」

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> nothing
<0380> nothing

//<0381> 松下
<0381> 松下

//<0382> 「そうだ。今日は一日、二人で何もしねーんだ」
<0382> 「そうだ。今日は一日、二人で何もしねーんだ」

//<0383> 音無
<0383> 音無

//<0384> クソ坊主
<0384> クソ坊主

//<0385> 代理人
<0385> 代理人

//<0386> 微妙すぎるイケメン
<0386> 微妙すぎるイケメン

//<0387> ロリコン
<0387> ロリコン

//<0388> メガネ仲間
<0388> メガネ仲間

//<0389> 暗算日本記録保持者
<0389> 暗算日本記録保持者

//<0390> 通り魔
<0390> 通り魔

//<0391> 記憶ナシ男
<0391> 記憶ナシ男

//<0392> 音速
<0392> 音速

//<0393> 無限
<0393> 無限

//<0394> エロ侍
<0394> エロ侍

//<0395> エロエロ団ナンバー１
<0395> エロエロ団ナンバー１

//<0396> ただのエロ少年
<0396> ただのエロ少年

//<0397> ユリブサイク
<0397> ユリブサイク

//<0398> ドピュッシー
<0398> ドピュッシー

//<0399> アメリカンエロドッグ
<0399> アメリカンエロドッグ

//<0400> ゼウス
<0400> ゼウス

//<0401> 日向markⅡ
<0401> 日向markⅡ

//<0402> 糞虫
<0402> 糞虫

//<0403> 量産型日向
<0403> 量産型日向

//<0404> ？？
<0404> ？？

//<0405> 「つまり、休みってことか？」
<0405> 「つまり、休みってことか？」

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> nothing
<0408> nothing

//<0409> nothing
<0409> nothing

//<0410> nothing
<0410> nothing

//<0411> 松下
<0411> 松下

//<0412> 「ようはそういうことだな」
<0412> 「ようはそういうことだな」

//<0413> 音無
<0413> 音無

//<0414> クソ坊主
<0414> クソ坊主

//<0415> 代理人
<0415> 代理人

//<0416> 微妙すぎるイケメン
<0416> 微妙すぎるイケメン

//<0417> ロリコン
<0417> ロリコン

//<0418> メガネ仲間
<0418> メガネ仲間

//<0419> 暗算日本記録保持者
<0419> 暗算日本記録保持者

//<0420> 通り魔
<0420> 通り魔

//<0421> 記憶ナシ男
<0421> 記憶ナシ男

//<0422> 音速
<0422> 音速

//<0423> 無限
<0423> 無限

//<0424> エロ侍
<0424> エロ侍

//<0425> エロエロ団ナンバー１
<0425> エロエロ団ナンバー１

//<0426> ただのエロ少年
<0426> ただのエロ少年

//<0427> ユリブサイク
<0427> ユリブサイク

//<0428> ドピュッシー
<0428> ドピュッシー

//<0429> アメリカンエロドッグ
<0429> アメリカンエロドッグ

//<0430> ゼウス
<0430> ゼウス

//<0431> 日向markⅡ
<0431> 日向markⅡ

//<0432> 糞虫
<0432> 糞虫

//<0433> 量産型日向
<0433> 量産型日向

//<0434> ？？
<0434> ？？

//<0435> 「…それでいいのか？」
<0435> 「…それでいいのか？」

//<0436> nothing
<0436> nothing

//<0437> nothing
<0437> nothing

//<0438> nothing
<0438> nothing

//<0439> nothing
<0439> nothing

//<0440> nothing
<0440> nothing

//<0441> 松下
<0441> 松下

//<0442> 「たまには、体を休めなきゃならねぇって思っていたところだぜ」
<0442> 「たまには、体を休めなきゃならねぇって思っていたところだぜ」

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> 松下
<0448> 松下

//<0449> 「だが、ひとりでいるとつい動かしちまう」
<0449> 「だが、ひとりでいるとつい動かしちまう」

//<0450> nothing
<0450> nothing

//<0451> nothing
<0451> nothing

//<0452> nothing
<0452> nothing

//<0453> nothing
<0453> nothing

//<0454> nothing
<0454> nothing

//<0455> 松下
<0455> 松下

//<0456> 「だから、共に休もうじゃねーか」
<0456> 「だから、共に休もうじゃねーか」

//<0457> 音無
<0457> 音無

//<0458> クソ坊主
<0458> クソ坊主

//<0459> 代理人
<0459> 代理人

//<0460> 微妙すぎるイケメン
<0460> 微妙すぎるイケメン

//<0461> ロリコン
<0461> ロリコン

//<0462> メガネ仲間
<0462> メガネ仲間

//<0463> 暗算日本記録保持者
<0463> 暗算日本記録保持者

//<0464> 通り魔
<0464> 通り魔

//<0465> 記憶ナシ男
<0465> 記憶ナシ男

//<0466> 音速
<0466> 音速

//<0467> 無限
<0467> 無限

//<0468> エロ侍
<0468> エロ侍

//<0469> エロエロ団ナンバー１
<0469> エロエロ団ナンバー１

//<0470> ただのエロ少年
<0470> ただのエロ少年

//<0471> ユリブサイク
<0471> ユリブサイク

//<0472> ドピュッシー
<0472> ドピュッシー

//<0473> アメリカンエロドッグ
<0473> アメリカンエロドッグ

//<0474> ゼウス
<0474> ゼウス

//<0475> 日向markⅡ
<0475> 日向markⅡ

//<0476> 糞虫
<0476> 糞虫

//<0477> 量産型日向
<0477> 量産型日向

//<0478> ？？
<0478> ？？

//<0479> 「五段がそう言うなら…」
<0479> 「五段がそう言うなら…」

//<0480> できれば、具体的に何か礼がしたいと思わないでもないが、それもいいだろう。
<0480> できれば、具体的に何か礼がしたいと思わないでもないが、それもいいだろう。

//<0481> 俺は、五段の心遣いをありがたく受けることにした。
<0481> 俺は、五段の心遣いをありがたく受けることにした。

//<0482> 音無
<0482> 音無

//<0483> クソ坊主
<0483> クソ坊主

//<0484> 代理人
<0484> 代理人

//<0485> 微妙すぎるイケメン
<0485> 微妙すぎるイケメン

//<0486> ロリコン
<0486> ロリコン

//<0487> メガネ仲間
<0487> メガネ仲間

//<0488> 暗算日本記録保持者
<0488> 暗算日本記録保持者

//<0489> 通り魔
<0489> 通り魔

//<0490> 記憶ナシ男
<0490> 記憶ナシ男

//<0491> 音速
<0491> 音速

//<0492> 無限
<0492> 無限

//<0493> エロ侍
<0493> エロ侍

//<0494> エロエロ団ナンバー１
<0494> エロエロ団ナンバー１

//<0495> ただのエロ少年
<0495> ただのエロ少年

//<0496> ユリブサイク
<0496> ユリブサイク

//<0497> ドピュッシー
<0497> ドピュッシー

//<0498> アメリカンエロドッグ
<0498> アメリカンエロドッグ

//<0499> ゼウス
<0499> ゼウス

//<0500> 日向markⅡ
<0500> 日向markⅡ

//<0501> 糞虫
<0501> 糞虫

//<0502> 量産型日向
<0502> 量産型日向

//<0503> ？？
<0503> ？？

//<0504> 「…呼吸もしちゃダメなのか！？」
<0504> 「…呼吸もしちゃダメなのか！？」

//<0505> nothing
<0505> nothing

//<0506> nothing
<0506> nothing

//<0507> nothing
<0507> nothing

//<0508> nothing
<0508> nothing

//<0509> nothing
<0509> nothing

//<0510> 松下
<0510> 松下

//<0511> 「息をしなかったところで、死ぬわけじゃねぇ」
<0511> 「息をしなかったところで、死ぬわけじゃねぇ」

//<0512> 音無
<0512> 音無

//<0513> クソ坊主
<0513> クソ坊主

//<0514> 代理人
<0514> 代理人

//<0515> 微妙すぎるイケメン
<0515> 微妙すぎるイケメン

//<0516> ロリコン
<0516> ロリコン

//<0517> メガネ仲間
<0517> メガネ仲間

//<0518> 暗算日本記録保持者
<0518> 暗算日本記録保持者

//<0519> 通り魔
<0519> 通り魔

//<0520> 記憶ナシ男
<0520> 記憶ナシ男

//<0521> 音速
<0521> 音速

//<0522> 無限
<0522> 無限

//<0523> エロ侍
<0523> エロ侍

//<0524> エロエロ団ナンバー１
<0524> エロエロ団ナンバー１

//<0525> ただのエロ少年
<0525> ただのエロ少年

//<0526> ユリブサイク
<0526> ユリブサイク

//<0527> ドピュッシー
<0527> ドピュッシー

//<0528> アメリカンエロドッグ
<0528> アメリカンエロドッグ

//<0529> ゼウス
<0529> ゼウス

//<0530> 日向markⅡ
<0530> 日向markⅡ

//<0531> 糞虫
<0531> 糞虫

//<0532> 量産型日向
<0532> 量産型日向

//<0533> ？？
<0533> ？？

//<0534> 「いや、死ぬだろ！」
<0534> 「いや、死ぬだろ！」

//<0535> nothing
<0535> nothing

//<0536> nothing
<0536> nothing

//<0537> nothing
<0537> nothing

//<0538> nothing
<0538> nothing

//<0539> nothing
<0539> nothing

//<0540> 松下
<0540> 松下

//<0541> 「正確には、死んだところで生き返る、だな」
<0541> 「正確には、死んだところで生き返る、だな」

//<0542> 音無
<0542> 音無

//<0543> クソ坊主
