// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0081> 代理人
<0081> 代理人

//<0082> 微妙すぎるイケメン
<0082> 微妙すぎるイケメン

//<0083> ロリコン
<0083> ロリコン

//<0084> メガネ仲間
<0084> メガネ仲間

//<0085> 暗算日本記録保持者
<0085> 暗算日本記録保持者

//<0086> 通り魔
<0086> 通り魔

//<0087> 記憶ナシ男
<0087> 記憶ナシ男

//<0088> 音速
<0088> 音速

//<0089> 無限
<0089> 無限

//<0090> エロ侍
<0090> エロ侍

//<0091> エロエロ団ナンバー１
<0091> エロエロ団ナンバー１

//<0092> ただのエロ少年
<0092> ただのエロ少年

//<0093> ユリブサイク
<0093> ユリブサイク

//<0094> ドピュッシー
<0094> ドピュッシー

//<0095> アメリカンエロドッグ
<0095> アメリカンエロドッグ

//<0096> ゼウス
<0096> ゼウス

//<0097> 日向markⅡ
<0097> 日向markⅡ

//<0098> 糞虫
<0098> 糞虫

//<0099> 量産型日向
<0099> 量産型日向

//<0100> ？？
<0100> ？？

//<0101> 「なんだ？」
<0101> 「なんだ？」

//<0102> nothing
<0102> nothing

//<0103> nothing
<0103> nothing

//<0104> nothing
<0104> nothing

//<0105> nothing
<0105> nothing

//<0106> nothing
<0106> nothing

//<0107> 野田
<0107> 野田

//<0108> 男Ｆ
<0108> 男Ｆ

//<0109> イケパイ
<0109> イケパイ

//<0110> 男
<0110> 男

//<0111> ？？
<0111> ？？

//<0112> 「まだまだ、俺と戦うにはお前は未熟すぎる」
<0112> 「まだまだ、俺と戦うにはお前は未熟すぎる」

//<0113> 音無
<0113> 音無

//<0114> クソ坊主
<0114> クソ坊主

//<0115> 代理人
<0115> 代理人

//<0116> 微妙すぎるイケメン
<0116> 微妙すぎるイケメン

//<0117> ロリコン
<0117> ロリコン

//<0118> メガネ仲間
<0118> メガネ仲間

//<0119> 暗算日本記録保持者
<0119> 暗算日本記録保持者

//<0120> 通り魔
<0120> 通り魔

//<0121> 記憶ナシ男
<0121> 記憶ナシ男

//<0122> 音速
<0122> 音速

//<0123> 無限
<0123> 無限

//<0124> エロ侍
<0124> エロ侍

//<0125> エロエロ団ナンバー１
<0125> エロエロ団ナンバー１

//<0126> ただのエロ少年
<0126> ただのエロ少年

//<0127> ユリブサイク
<0127> ユリブサイク

//<0128> ドピュッシー
<0128> ドピュッシー

//<0129> アメリカンエロドッグ
<0129> アメリカンエロドッグ

//<0130> ゼウス
<0130> ゼウス

//<0131> 日向markⅡ
<0131> 日向markⅡ

//<0132> 糞虫
<0132> 糞虫

//<0133> 量産型日向
<0133> 量産型日向

//<0134> ？？
<0134> ？？

//<0135> 「そんなこと自覚している。でも、最短で強くなりたいんだ。ヘヴィーモードで頼むっ！」
<0135> 「そんなこと自覚している。でも、最短で強くなりたいんだ。ヘヴィーモードで頼むっ！」

//<0136> nothing
<0136> nothing

//<0137> nothing
<0137> nothing

//<0138> nothing
<0138> nothing

//<0139> nothing
<0139> nothing

//<0140> nothing
<0140> nothing

//<0141> 野田
<0141> 野田

//<0142> 男Ｆ
<0142> 男Ｆ

//<0143> イケパイ
<0143> イケパイ

//<0144> 男
<0144> 男

//<0145> ？？
<0145> ？？

//<0146> 「ヘヴィーモードだと、またお前を傷つけてしまう羽目になる…」
<0146> 「ヘヴィーモードだと、またお前を傷つけてしまう羽目になる…」

//<0147> 音無
<0147> 音無

//<0148> クソ坊主
<0148> クソ坊主

//<0149> 代理人
<0149> 代理人

//<0150> 微妙すぎるイケメン
<0150> 微妙すぎるイケメン

//<0151> ロリコン
<0151> ロリコン

//<0152> メガネ仲間
<0152> メガネ仲間

//<0153> 暗算日本記録保持者
<0153> 暗算日本記録保持者

//<0154> 通り魔
<0154> 通り魔

//<0155> 記憶ナシ男
<0155> 記憶ナシ男

//<0156> 音速
<0156> 音速

//<0157> 無限
<0157> 無限

//<0158> エロ侍
<0158> エロ侍

//<0159> エロエロ団ナンバー１
<0159> エロエロ団ナンバー１

//<0160> ただのエロ少年
<0160> ただのエロ少年

//<0161> ユリブサイク
<0161> ユリブサイク

//<0162> ドピュッシー
<0162> ドピュッシー

//<0163> アメリカンエロドッグ
<0163> アメリカンエロドッグ

//<0164> ゼウス
<0164> ゼウス

//<0165> 日向markⅡ
<0165> 日向markⅡ

//<0166> 糞虫
<0166> 糞虫

//<0167> 量産型日向
<0167> 量産型日向

//<0168> ？？
<0168> ？？

//<0169> 「そんなの自業自得だ…！！」
<0169> 「そんなの自業自得だ…！！」

//<0170> nothing
<0170> nothing

//<0171> nothing
<0171> nothing

//<0172> nothing
<0172> nothing

//<0173> nothing
<0173> nothing

//<0174> nothing
<0174> nothing

//<0175> 野田
<0175> 野田

//<0176> 男Ｆ
<0176> 男Ｆ

//<0177> イケパイ
<0177> イケパイ

//<0178> 男
<0178> 男

//<0179> ？？
<0179> ？？

//<0180> 「その…」
<0180> 「その…」

//<0181> nothing
<0181> nothing

//<0182> nothing
<0182> nothing

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> 野田
<0186> 野田

//<0187> 男Ｆ
<0187> 男Ｆ

//<0188> イケパイ
<0188> イケパイ

//<0189> 男
<0189> 男

//<0190> ？？
<0190> ？？

//<0191> 「俺のほうが…堪えるんだ…」
<0191> 「俺のほうが…堪えるんだ…」

//<0192> 音無
<0192> 音無

//<0193> クソ坊主
<0193> クソ坊主

//<0194> 代理人
<0194> 代理人

//<0195> 微妙すぎるイケメン
<0195> 微妙すぎるイケメン

//<0196> ロリコン
<0196> ロリコン

//<0197> メガネ仲間
<0197> メガネ仲間

//<0198> 暗算日本記録保持者
<0198> 暗算日本記録保持者

//<0199> 通り魔
<0199> 通り魔

//<0200> 記憶ナシ男
<0200> 記憶ナシ男

//<0201> 音速
<0201> 音速

//<0202> 無限
<0202> 無限

//<0203> エロ侍
<0203> エロ侍

//<0204> エロエロ団ナンバー１
<0204> エロエロ団ナンバー１

//<0205> ただのエロ少年
<0205> ただのエロ少年

//<0206> ユリブサイク
<0206> ユリブサイク

//<0207> ドピュッシー
<0207> ドピュッシー

//<0208> アメリカンエロドッグ
<0208> アメリカンエロドッグ

//<0209> ゼウス
<0209> ゼウス

//<0210> 日向markⅡ
<0210> 日向markⅡ

//<0211> 糞虫
<0211> 糞虫

//<0212> 量産型日向
<0212> 量産型日向

//<0213> ？？
<0213> ？？

//<0214> 「…え？」
<0214> 「…え？」

//<0215> nothing
<0215> nothing

//<0216> nothing
<0216> nothing

//<0217> nothing
<0217> nothing

//<0218> nothing
<0218> nothing

//<0219> nothing
<0219> nothing

//<0220> 野田
<0220> 野田

//<0221> 男Ｆ
<0221> 男Ｆ

//<0222> イケパイ
<0222> イケパイ

//<0223> 男
<0223> 男

//<0224> ？？
<0224> ？？

//<0225> 「いや、今のは忘れてくれ」
<0225> 「いや、今のは忘れてくれ」

//<0226> nothing
<0226> nothing

//<0227> nothing
<0227> nothing

//<0228> nothing
<0228> nothing

//<0229> nothing
<0229> nothing

//<0230> nothing
<0230> nothing

//<0231> 野田
<0231> 野田

//<0232> 男Ｆ
<0232> 男Ｆ

//<0233> イケパイ
<0233> イケパイ

//<0234> 男
<0234> 男

//<0235> ？？
<0235> ？？

//<0236> 「まだこの世界に来て、一ヶ月も経たないお前を何がそこまで突き動かしているのか、教えてくれ」
<0236> 「まだこの世界に来て、一ヶ月も経たないお前を何がそこまで突き動かしているのか、教えてくれ」

//<0237> まずはお前と対等になりたい
<0237> まずはお前と対等になりたい

//<0238> ゆりを守るため
<0238> ゆりを守るため

//<0239> selbtn : 
<0239> selbtn : 

//<0240> 音無
<0240> 音無

//<0241> クソ坊主
<0241> クソ坊主

//<0242> 代理人
<0242> 代理人

//<0243> 微妙すぎるイケメン
<0243> 微妙すぎるイケメン

//<0244> ロリコン
<0244> ロリコン

//<0245> メガネ仲間
<0245> メガネ仲間

//<0246> 暗算日本記録保持者
<0246> 暗算日本記録保持者

//<0247> 通り魔
<0247> 通り魔

//<0248> 記憶ナシ男
<0248> 記憶ナシ男

//<0249> 音速
<0249> 音速

//<0250> 無限
<0250> 無限

//<0251> エロ侍
<0251> エロ侍

//<0252> エロエロ団ナンバー１
<0252> エロエロ団ナンバー１

//<0253> ただのエロ少年
<0253> ただのエロ少年

//<0254> ユリブサイク
<0254> ユリブサイク

//<0255> ドピュッシー
<0255> ドピュッシー

//<0256> アメリカンエロドッグ
<0256> アメリカンエロドッグ

//<0257> ゼウス
<0257> ゼウス

//<0258> 日向markⅡ
<0258> 日向markⅡ

//<0259> 糞虫
<0259> 糞虫

//<0260> 量産型日向
<0260> 量産型日向

//<0261> ？？
<0261> ？？

//<0262> 「まずはお前と対等になりたい」
<0262> 「まずはお前と対等になりたい」

//<0263> nothing
<0263> nothing

//<0264> nothing
<0264> nothing

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> nothing
<0267> nothing

//<0268> 野田
<0268> 野田

//<0269> 男Ｆ
<0269> 男Ｆ

//<0270> イケパイ
<0270> イケパイ

//<0271> 男
<0271> 男

//<0272> ？？
<0272> ？？

//<0273> 「そうか…」
<0273> 「そうか…」

//<0274> nothing
<0274> nothing

//<0275> nothing
<0275> nothing

//<0276> nothing
<0276> nothing

//<0277> nothing
<0277> nothing

//<0278> nothing
<0278> nothing

//<0279> 野田
<0279> 野田

//<0280> 男Ｆ
<0280> 男Ｆ

//<0281> イケパイ
<0281> イケパイ

//<0282> 男
<0282> 男

//<0283> ？？
<0283> ？？

//<0284> 「だが、その道のりは果てしないぞ…」
<0284> 「だが、その道のりは果てしないぞ…」

//<0285> 音無
<0285> 音無

//<0286> クソ坊主
<0286> クソ坊主

//<0287> 代理人
<0287> 代理人

//<0288> 微妙すぎるイケメン
<0288> 微妙すぎるイケメン

//<0289> ロリコン
<0289> ロリコン

//<0290> メガネ仲間
<0290> メガネ仲間

//<0291> 暗算日本記録保持者
<0291> 暗算日本記録保持者

//<0292> 通り魔
<0292> 通り魔

//<0293> 記憶ナシ男
<0293> 記憶ナシ男

//<0294> 音速
<0294> 音速

//<0295> 無限
<0295> 無限

//<0296> エロ侍
<0296> エロ侍

//<0297> エロエロ団ナンバー１
<0297> エロエロ団ナンバー１

//<0298> ただのエロ少年
<0298> ただのエロ少年

//<0299> ユリブサイク
<0299> ユリブサイク

//<0300> ドピュッシー
<0300> ドピュッシー

//<0301> アメリカンエロドッグ
<0301> アメリカンエロドッグ

//<0302> ゼウス
<0302> ゼウス

//<0303> 日向markⅡ
<0303> 日向markⅡ

//<0304> 糞虫
<0304> 糞虫

//<0305> 量産型日向
<0305> 量産型日向

//<0306> ？？
<0306> ？？

//<0307> 「無限に続く世界…いつかは追いつくさ」
<0307> 「無限に続く世界…いつかは追いつくさ」

//<0308> nothing
<0308> nothing

//<0309> nothing
<0309> nothing

//<0310> nothing
<0310> nothing

//<0311> nothing
<0311> nothing

//<0312> nothing
<0312> nothing

//<0313> しばらく野田は目を瞑り、無言のままで居た。
<0313> しばらく野田は目を瞑り、無言のままで居た。

//<0314> nothing
<0314> nothing

//<0315> nothing
<0315> nothing

//<0316> nothing
<0316> nothing

//<0317> nothing
<0317> nothing

//<0318> nothing
<0318> nothing

//<0319> でも吹っ切ったような表情で俺を見る。
<0319> でも吹っ切ったような表情で俺を見る。

//<0320> nothing
<0320> nothing

//<0321> nothing
<0321> nothing

//<0322> nothing
<0322> nothing

//<0323> nothing
<0323> nothing

//<0324> nothing
<0324> nothing

//<0325> 野田
<0325> 野田

//<0326> 男Ｆ
<0326> 男Ｆ

//<0327> イケパイ
<0327> イケパイ

//<0328> 男
<0328> 男

//<0329> ？？
<0329> ？？

//<0330> 「わかった。お前の熱い思い、受け取った」
<0330> 「わかった。お前の熱い思い、受け取った」

//<0331> nothing
<0331> nothing

//<0332> nothing
<0332> nothing

//<0333> nothing
<0333> nothing

//<0334> nothing
<0334> nothing

//<0335> nothing
<0335> nothing

//<0336> 野田
<0336> 野田

//<0337> 男Ｆ
<0337> 男Ｆ

//<0338> イケパイ
<0338> イケパイ

//<0339> 男
<0339> 男

//<0340> ？？
<0340> ？？

//<0341> 「では今日もやるぞ！」
<0341> 「では今日もやるぞ！」

//<0342> 音無
<0342> 音無

//<0343> クソ坊主
<0343> クソ坊主

//<0344> 代理人
<0344> 代理人

//<0345> 微妙すぎるイケメン
<0345> 微妙すぎるイケメン

//<0346> ロリコン
<0346> ロリコン

//<0347> メガネ仲間
<0347> メガネ仲間

//<0348> 暗算日本記録保持者
<0348> 暗算日本記録保持者

//<0349> 通り魔
<0349> 通り魔

//<0350> 記憶ナシ男
<0350> 記憶ナシ男

//<0351> 音速
<0351> 音速

//<0352> 無限
<0352> 無限

//<0353> エロ侍
<0353> エロ侍

//<0354> エロエロ団ナンバー１
<0354> エロエロ団ナンバー１

//<0355> ただのエロ少年
<0355> ただのエロ少年

//<0356> ユリブサイク
<0356> ユリブサイク

//<0357> ドピュッシー
<0357> ドピュッシー

//<0358> アメリカンエロドッグ
<0358> アメリカンエロドッグ

//<0359> ゼウス
<0359> ゼウス

//<0360> 日向markⅡ
<0360> 日向markⅡ

//<0361> 糞虫
<0361> 糞虫

//<0362> 量産型日向
<0362> 量産型日向

//<0363> ？？
<0363> ？？

//<0364> 「ああ！」
<0364> 「ああ！」

//<0365> ハルバートを持った野田を背負っての訓練も、だいぶ慣れてきた。
<0365> ハルバートを持った野田を背負っての訓練も、だいぶ慣れてきた。

//<0366> nothing
<0366> nothing

//<0367> nothing
<0367> nothing

//<0368> nothing
<0368> nothing

//<0369> nothing
<0369> nothing

//<0370> nothing
<0370> nothing

//<0371> 野田
<0371> 野田

//<0372> 男Ｆ
<0372> 男Ｆ

//<0373> イケパイ
<0373> イケパイ

//<0374> 男
<0374> 男

//<0375> ？？
<0375> ？？

//<0376> 「今日はさらに重くしよう」
<0376> 「今日はさらに重くしよう」

//<0377> 音無
<0377> 音無

//<0378> クソ坊主
<0378> クソ坊主

//<0379> 代理人
<0379> 代理人

//<0380> 微妙すぎるイケメン
<0380> 微妙すぎるイケメン

//<0381> ロリコン
<0381> ロリコン

//<0382> メガネ仲間
<0382> メガネ仲間

//<0383> 暗算日本記録保持者
<0383> 暗算日本記録保持者

//<0384> 通り魔
<0384> 通り魔

//<0385> 記憶ナシ男
<0385> 記憶ナシ男

//<0386> 音速
<0386> 音速

//<0387> 無限
<0387> 無限

//<0388> エロ侍
<0388> エロ侍

//<0389> エロエロ団ナンバー１
<0389> エロエロ団ナンバー１

//<0390> ただのエロ少年
<0390> ただのエロ少年

//<0391> ユリブサイク
<0391> ユリブサイク

//<0392> ドピュッシー
<0392> ドピュッシー

//<0393> アメリカンエロドッグ
<0393> アメリカンエロドッグ

//<0394> ゼウス
<0394> ゼウス

//<0395> 日向markⅡ
<0395> 日向markⅡ

//<0396> 糞虫
<0396> 糞虫

//<0397> 量産型日向
<0397> 量産型日向

//<0398> ？？
<0398> ？？

//<0399> 「…何を乗せるんだ？」
<0399> 「…何を乗せるんだ？」

//<0400> nothing
<0400> nothing

//<0401> nothing
<0401> nothing

//<0402> nothing
<0402> nothing

//<0403> nothing
<0403> nothing

//<0404> nothing
<0404> nothing

//<0405> 野田
<0405> 野田

//<0406> 男Ｆ
<0406> 男Ｆ

//<0407> イケパイ
<0407> イケパイ

//<0408> 男
<0408> 男

//<0409> ？？
<0409> ？？

//<0410> 「俺は、こいつを持つ」
<0410> 「俺は、こいつを持つ」

//<0411> nothing
<0411> nothing

//<0412> nothing
<0412> nothing

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> nothing
<0415> nothing

//<0416> 野田が持ってきたのは、以前に揃えられていたレイピアや日本刀などの武器一式だった。
<0416> 野田が持ってきたのは、以前に揃えられていたレイピアや日本刀などの武器一式だった。

//<0417> それらをまとめて、野田が抱える。
<0417> それらをまとめて、野田が抱える。

//<0418> 音無
<0418> 音無

//<0419> クソ坊主
<0419> クソ坊主

//<0420> 代理人
<0420> 代理人

//<0421> 微妙すぎるイケメン
<0421> 微妙すぎるイケメン

//<0422> ロリコン
<0422> ロリコン

//<0423> メガネ仲間
<0423> メガネ仲間

//<0424> 暗算日本記録保持者
<0424> 暗算日本記録保持者

//<0425> 通り魔
<0425> 通り魔

//<0426> 記憶ナシ男
<0426> 記憶ナシ男

//<0427> 音速
<0427> 音速

//<0428> 無限
<0428> 無限

//<0429> エロ侍
<0429> エロ侍

//<0430> エロエロ団ナンバー１
<0430> エロエロ団ナンバー１

//<0431> ただのエロ少年
<0431> ただのエロ少年

//<0432> ユリブサイク
<0432> ユリブサイク

//<0433> ドピュッシー
<0433> ドピュッシー

//<0434> アメリカンエロドッグ
<0434> アメリカンエロドッグ

//<0435> ゼウス
<0435> ゼウス

//<0436> 日向markⅡ
<0436> 日向markⅡ

//<0437> 糞虫
<0437> 糞虫

//<0438> 量産型日向
<0438> 量産型日向

//<0439> ？？
<0439> ？？

//<0440> 「…なんか、弁慶みたいだな」
<0440> 「…なんか、弁慶みたいだな」

//<0441> 立ち往生する絵面が、やけに似合いそうだった。
<0441> 立ち往生する絵面が、やけに似合いそうだった。

//<0442> さすがに、かなりの負荷になる。
<0442> さすがに、かなりの負荷になる。

//<0443> だが、そもそもたくさんの武器を持つ野田もすごい。
<0443> だが、そもそもたくさんの武器を持つ野田もすごい。

//<0444> その心意気に負けないように、俺もトレーニングを続けた。
<0444> その心意気に負けないように、俺もトレーニングを続けた。

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> nothing
<0448> nothing

//<0449> nothing
<0449> nothing

//<0450> 野田
<0450> 野田

//<0451> 男Ｆ
<0451> 男Ｆ

//<0452> イケパイ
<0452> イケパイ

//<0453> 男
<0453> 男

//<0454> ？？
<0454> ？？

//<0455> 「よし、次は武器を取れ」
<0455> 「よし、次は武器を取れ」

//<0456> 音無
<0456> 音無

//<0457> クソ坊主
<0457> クソ坊主

//<0458> 代理人
<0458> 代理人

//<0459> 微妙すぎるイケメン
<0459> 微妙すぎるイケメン

//<0460> ロリコン
<0460> ロリコン

//<0461> メガネ仲間
<0461> メガネ仲間

//<0462> 暗算日本記録保持者
<0462> 暗算日本記録保持者

//<0463> 通り魔
<0463> 通り魔

//<0464> 記憶ナシ男
<0464> 記憶ナシ男

//<0465> 音速
<0465> 音速

//<0466> 無限
<0466> 無限

//<0467> エロ侍
<0467> エロ侍

//<0468> エロエロ団ナンバー１
<0468> エロエロ団ナンバー１

//<0469> ただのエロ少年
<0469> ただのエロ少年

//<0470> ユリブサイク
<0470> ユリブサイク

//<0471> ドピュッシー
<0471> ドピュッシー

//<0472> アメリカンエロドッグ
<0472> アメリカンエロドッグ

//<0473> ゼウス
<0473> ゼウス

//<0474> 日向markⅡ
<0474> 日向markⅡ

//<0475> 糞虫
<0475> 糞虫

//<0476> 量産型日向
<0476> 量産型日向

//<0477> ？？
<0477> ？？

//<0478> 「おう」
<0478> 「おう」

//<0479> nothing
<0479> nothing

//<0480> nothing
<0480> nothing

//<0481> nothing
<0481> nothing

//<0482> nothing
<0482> nothing

//<0483> nothing
<0483> nothing

//<0484> nothing
<0484> nothing

//<0485> se_threaten
<0485> se_threaten

//<0486> 再び、日本刀を手に取る。
<0486> 再び、日本刀を手に取る。

//<0487> nothing
<0487> nothing

//<0488> nothing
<0488> nothing

//<0489> nothing
<0489> nothing

//<0490> nothing
<0490> nothing

//<0491> nothing
<0491> nothing

//<0492> 野田
<0492> 野田

//<0493> 男Ｆ
<0493> 男Ｆ

//<0494> イケパイ
<0494> イケパイ

//<0495> 男
<0495> 男

//<0496> ？？
<0496> ？？

//<0497> 「素振りをしてみろ」
<0497> 「素振りをしてみろ」

//<0498> nothing
<0498> nothing

//<0499> nothing
<0499> nothing

//<0500> nothing
<0500> nothing

//<0501> nothing
<0501> nothing

//<0502> nothing
<0502> nothing

//<0503> nothing
<0503> nothing

//<0504> se_kazekiri5
<0504> se_kazekiri5

//<0505> 言われるままに、両手を振り上げる。
<0505> 言われるままに、両手を振り上げる。

//<0506> すっと背筋が伸びたように思えた。
<0506> すっと背筋が伸びたように思えた。

//<0507> 音無
<0507> 音無

//<0508> クソ坊主
<0508> クソ坊主

//<0509> 代理人
<0509> 代理人

//<0510> 微妙すぎるイケメン
<0510> 微妙すぎるイケメン

//<0511> ロリコン
<0511> ロリコン

//<0512> メガネ仲間
<0512> メガネ仲間

//<0513> 暗算日本記録保持者
<0513> 暗算日本記録保持者

//<0514> 通り魔
<0514> 通り魔

//<0515> 記憶ナシ男
<0515> 記憶ナシ男

//<0516> 音速
<0516> 音速

//<0517> 無限
<0517> 無限

//<0518> エロ侍
<0518> エロ侍

//<0519> エロエロ団ナンバー１
<0519> エロエロ団ナンバー１

//<0520> ただのエロ少年
<0520> ただのエロ少年

//<0521> ユリブサイク
<0521> ユリブサイク

//<0522> ドピュッシー
<0522> ドピュッシー

//<0523> アメリカンエロドッグ
<0523> アメリカンエロドッグ

//<0524> ゼウス
<0524> ゼウス

//<0525> 日向markⅡ
<0525> 日向markⅡ

//<0526> 糞虫
<0526> 糞虫

//<0527> 量産型日向
<0527> 量産型日向

//<0528> ？？
<0528> ？？

//<0529> 「なんか、いい感じだ」
<0529> 「なんか、いい感じだ」

//<0530> 何度か面を打つ格好を繰り返す。
<0530> 何度か面を打つ格好を繰り返す。

//<0531> nothing
<0531> nothing

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> nothing
<0534> nothing

//<0535> nothing
<0535> nothing

//<0536> 野田
<0536> 野田

//<0537> 男Ｆ
<0537> 男Ｆ

//<0538> イケパイ
<0538> イケパイ

//<0539> 男
<0539> 男

//<0540> ？？
<0540> ？？

//<0541> 「いいだろう。じゃあ、実戦だ」
<0541> 「いいだろう。じゃあ、実戦だ」

//<0542> 音無
<0542> 音無

//<0543> クソ坊主
<0543> クソ坊主

//<0544> 代理人
<0544> 代理人

//<0545> 微妙すぎるイケメン
<0545> 微妙すぎるイケメン

//<0546> ロリコン
<0546> ロリコン

//<0547> メガネ仲間
<0547> メガネ仲間

//<0548> 暗算日本記録保持者
<0548> 暗算日本記録保持者

//<0549> 通り魔
<0549> 通り魔

//<0550> 記憶ナシ男
<0550> 記憶ナシ男

//<0551> 音速
<0551> 音速

//<0552> 無限
<0552> 無限

//<0553> エロ侍
<0553> エロ侍

//<0554> エロエロ団ナンバー１
<0554> エロエロ団ナンバー１

//<0555> ただのエロ少年
<0555> ただのエロ少年

//<0556> ユリブサイク
<0556> ユリブサイク

//<0557> ドピュッシー
<0557> ドピュッシー

//<0558> アメリカンエロドッグ
<0558> アメリカンエロドッグ

//<0559> ゼウス
<0559> ゼウス

//<0560> 日向markⅡ
<0560> 日向markⅡ

//<0561> 糞虫
<0561> 糞虫

//<0562> 量産型日向
<0562> 量産型日向

//<0563> ？？
<0563> ？？

