// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<0124> nothing
<0124> nothing

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> でも、固い床で寝心地は最悪だったが、野田のおかげで最高の朝を迎えられた。
<0127> でも、固い床で寝心地は最悪だったが、野田のおかげで最高の朝を迎えられた。

//<0128> 窓ガラス越しに、陽が差し込んで明るくなっていた。
<0128> 窓ガラス越しに、陽が差し込んで明るくなっていた。

//<0129> 徐々にみんなも起き出す。
<0129> 徐々にみんなも起き出す。

//<0130> 音無
<0130> 音無

//<0131> クソ坊主
<0131> クソ坊主

//<0132> 代理人
<0132> 代理人

//<0133> 微妙すぎるイケメン
<0133> 微妙すぎるイケメン

//<0134> ロリコン
<0134> ロリコン

//<0135> メガネ仲間
<0135> メガネ仲間

//<0136> 暗算日本記録保持者
<0136> 暗算日本記録保持者

//<0137> 通り魔
<0137> 通り魔

//<0138> 記憶ナシ男
<0138> 記憶ナシ男

//<0139> 音速
<0139> 音速

//<0140> 無限
<0140> 無限

//<0141> エロ侍
<0141> エロ侍

//<0142> エロエロ団ナンバー１
<0142> エロエロ団ナンバー１

//<0143> ただのエロ少年
<0143> ただのエロ少年

//<0144> ユリブサイク
<0144> ユリブサイク

//<0145> ドピュッシー
<0145> ドピュッシー

//<0146> アメリカンエロドッグ
<0146> アメリカンエロドッグ

//<0147> ゼウス
<0147> ゼウス

//<0148> 日向markⅡ
<0148> 日向markⅡ

//<0149> 糞虫
<0149> 糞虫

//<0150> 量産型日向
<0150> 量産型日向

//<0151> ？？
<0151> ？？

//<0152> 「なあ、日向…」
<0152> 「なあ、日向…」

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> nothing
<0155> nothing

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> 日向
<0158> 日向

//<0159> 男Ｂ
<0159> 男Ｂ

//<0160> エロエロ団総帥
<0160> エロエロ団総帥

//<0161> イケチン
<0161> イケチン

//<0162> ホモ太
<0162> ホモ太

//<0163> ひなチン
<0163> ひなチン

//<0164> 秀樹
<0164> 秀樹

//<0165> 男子生徒
<0165> 男子生徒

//<0166> ？？
<0166> ？？

//<0167> 「また暗い顔して、どうした」
<0167> 「また暗い顔して、どうした」

//<0168> 音無
<0168> 音無

//<0169> クソ坊主
<0169> クソ坊主

//<0170> 代理人
<0170> 代理人

//<0171> 微妙すぎるイケメン
<0171> 微妙すぎるイケメン

//<0172> ロリコン
<0172> ロリコン

//<0173> メガネ仲間
<0173> メガネ仲間

//<0174> 暗算日本記録保持者
<0174> 暗算日本記録保持者

//<0175> 通り魔
<0175> 通り魔

//<0176> 記憶ナシ男
<0176> 記憶ナシ男

//<0177> 音速
<0177> 音速

//<0178> 無限
<0178> 無限

//<0179> エロ侍
<0179> エロ侍

//<0180> エロエロ団ナンバー１
<0180> エロエロ団ナンバー１

//<0181> ただのエロ少年
<0181> ただのエロ少年

//<0182> ユリブサイク
<0182> ユリブサイク

//<0183> ドピュッシー
<0183> ドピュッシー

//<0184> アメリカンエロドッグ
<0184> アメリカンエロドッグ

//<0185> ゼウス
<0185> ゼウス

//<0186> 日向markⅡ
<0186> 日向markⅡ

//<0187> 糞虫
<0187> 糞虫

//<0188> 量産型日向
<0188> 量産型日向

//<0189> ？？
<0189> ？？

//<0190> 「この通りだ…」
<0190> 「この通りだ…」

//<0191> シャツについた鼻血の跡を赤裸々に見せる。
<0191> シャツについた鼻血の跡を赤裸々に見せる。

//<0192> nothing
<0192> nothing

//<0193> nothing
<0193> nothing

//<0194> nothing
<0194> nothing

//<0195> nothing
<0195> nothing

//<0196> nothing
<0196> nothing

//<0197> 日向
<0197> 日向

//<0198> 男Ｂ
<0198> 男Ｂ

//<0199> エロエロ団総帥
<0199> エロエロ団総帥

//<0200> イケチン
<0200> イケチン

//<0201> ホモ太
<0201> ホモ太

//<0202> ひなチン
<0202> ひなチン

//<0203> 秀樹
<0203> 秀樹

//<0204> 男子生徒
<0204> 男子生徒

//<0205> ？？
<0205> ？？

//<0206> 「またかよ、音無…」
<0206> 「またかよ、音無…」

//<0207> 音無
<0207> 音無

//<0208> クソ坊主
<0208> クソ坊主

//<0209> 代理人
<0209> 代理人

//<0210> 微妙すぎるイケメン
<0210> 微妙すぎるイケメン

//<0211> ロリコン
<0211> ロリコン

//<0212> メガネ仲間
<0212> メガネ仲間

//<0213> 暗算日本記録保持者
<0213> 暗算日本記録保持者

//<0214> 通り魔
<0214> 通り魔

//<0215> 記憶ナシ男
<0215> 記憶ナシ男

//<0216> 音速
<0216> 音速

//<0217> 無限
<0217> 無限

//<0218> エロ侍
<0218> エロ侍

//<0219> エロエロ団ナンバー１
<0219> エロエロ団ナンバー１

//<0220> ただのエロ少年
<0220> ただのエロ少年

//<0221> ユリブサイク
<0221> ユリブサイク

//<0222> ドピュッシー
<0222> ドピュッシー

//<0223> アメリカンエロドッグ
<0223> アメリカンエロドッグ

//<0224> ゼウス
<0224> ゼウス

//<0225> 日向markⅡ
<0225> 日向markⅡ

//<0226> 糞虫
<0226> 糞虫

//<0227> 量産型日向
<0227> 量産型日向

//<0228> ？？
<0228> ？？

//<0229> 「…すまん…」
<0229> 「…すまん…」

//<0230> 音無
<0230> 音無

//<0231> クソ坊主
<0231> クソ坊主

//<0232> 代理人
<0232> 代理人

//<0233> 微妙すぎるイケメン
<0233> 微妙すぎるイケメン

//<0234> ロリコン
<0234> ロリコン

//<0235> メガネ仲間
<0235> メガネ仲間

//<0236> 暗算日本記録保持者
<0236> 暗算日本記録保持者

//<0237> 通り魔
<0237> 通り魔

//<0238> 記憶ナシ男
<0238> 記憶ナシ男

//<0239> 音速
<0239> 音速

//<0240> 無限
<0240> 無限

//<0241> エロ侍
<0241> エロ侍

//<0242> エロエロ団ナンバー１
<0242> エロエロ団ナンバー１

//<0243> ただのエロ少年
<0243> ただのエロ少年

//<0244> ユリブサイク
<0244> ユリブサイク

//<0245> ドピュッシー
<0245> ドピュッシー

//<0246> アメリカンエロドッグ
<0246> アメリカンエロドッグ

//<0247> ゼウス
<0247> ゼウス

//<0248> 日向markⅡ
<0248> 日向markⅡ

//<0249> 糞虫
<0249> 糞虫

//<0250> 量産型日向
<0250> 量産型日向

//<0251> ？？
<0251> ？？

//<0252> 「だから、これからは俺を呼ぶ時、エロいのは重々承知だが、と前置きを入れてもらえないものだろうか…」
<0252> 「だから、これからは俺を呼ぶ時、エロいのは重々承知だが、と前置きを入れてもらえないものだろうか…」

//<0253> nothing
<0253> nothing

//<0254> nothing
<0254> nothing

//<0255> nothing
<0255> nothing

//<0256> nothing
<0256> nothing

//<0257> nothing
<0257> nothing

//<0258> 日向
<0258> 日向

//<0259> 男Ｂ
<0259> 男Ｂ

//<0260> エロエロ団総帥
<0260> エロエロ団総帥

//<0261> イケチン
<0261> イケチン

//<0262> ホモ太
<0262> ホモ太

//<0263> ひなチン
<0263> ひなチン

//<0264> 秀樹
<0264> 秀樹

//<0265> 男子生徒
<0265> 男子生徒

//<0266> ？？
<0266> ？？

//<0267> 「お前の頭どーなってんだよっ！！」
<0267> 「お前の頭どーなってんだよっ！！」

//<0268> 音無
<0268> 音無

//<0269> クソ坊主
<0269> クソ坊主

//<0270> 代理人
<0270> 代理人

//<0271> 微妙すぎるイケメン
<0271> 微妙すぎるイケメン

//<0272> ロリコン
<0272> ロリコン

//<0273> メガネ仲間
<0273> メガネ仲間

//<0274> 暗算日本記録保持者
<0274> 暗算日本記録保持者

//<0275> 通り魔
<0275> 通り魔

//<0276> 記憶ナシ男
<0276> 記憶ナシ男

//<0277> 音速
<0277> 音速

//<0278> 無限
<0278> 無限

//<0279> エロ侍
<0279> エロ侍

//<0280> エロエロ団ナンバー１
<0280> エロエロ団ナンバー１

//<0281> ただのエロ少年
<0281> ただのエロ少年

//<0282> ユリブサイク
<0282> ユリブサイク

//<0283> ドピュッシー
<0283> ドピュッシー

//<0284> アメリカンエロドッグ
<0284> アメリカンエロドッグ

//<0285> ゼウス
<0285> ゼウス

//<0286> 日向markⅡ
<0286> 日向markⅡ

//<0287> 糞虫
<0287> 糞虫

//<0288> 量産型日向
<0288> 量産型日向

//<0289> ？？
<0289> ？？

//<0290> 「まともだからこそ、そんな十字架を背負って暮らして行く選択肢を選びたいんだ…頼むっ！」
<0290> 「まともだからこそ、そんな十字架を背負って暮らして行く選択肢を選びたいんだ…頼むっ！」

//<0291> nothing
<0291> nothing

//<0292> nothing
<0292> nothing

//<0293> nothing
<0293> nothing

//<0294> nothing
<0294> nothing

//<0295> nothing
<0295> nothing

//<0296> 日向
<0296> 日向

//<0297> 男Ｂ
<0297> 男Ｂ

//<0298> エロエロ団総帥
<0298> エロエロ団総帥

//<0299> イケチン
<0299> イケチン

//<0300> ホモ太
<0300> ホモ太

//<0301> ひなチン
<0301> ひなチン

//<0302> 秀樹
<0302> 秀樹

//<0303> 男子生徒
<0303> 男子生徒

//<0304> ？？
<0304> ？？
{82e2} 33 // 0304

//<0305> 「ほんと、わっけわかんねーぜ…で、なんだって？」
<0305> 「ほんと、わっけわかんねーぜ…で、なんだって？」

//<0306> nothing
<0306> nothing

//<0307> nothing
<0307> nothing

//<0308> nothing
<0308> nothing

//<0309> nothing
<0309> nothing

//<0310> nothing
<0310> nothing

//<0311> nothing
<0311> nothing

//<0312> nothing
<0312> nothing

//<0313> nothing
<0313> nothing

//<0314> nothing
<0314> nothing

//<0315> nothing
<0315> nothing

//<0316> 日向
<0316> 日向

//<0317> 男Ｂ
<0317> 男Ｂ

//<0318> エロエロ団総帥
<0318> エロエロ団総帥

//<0319> イケチン
<0319> イケチン

//<0320> ホモ太
<0320> ホモ太

//<0321> ひなチン
<0321> ひなチン

//<0322> 秀樹
<0322> 秀樹

//<0323> 男子生徒
<0323> 男子生徒

//<0324> ？？
<0324> ？？

//<0325> 「どうした、怪我でもしたのか！？」
<0325> 「どうした、怪我でもしたのか！？」

//<0326> 音無
<0326> 音無

//<0327> クソ坊主
<0327> クソ坊主

//<0328> 代理人
<0328> 代理人

//<0329> 微妙すぎるイケメン
<0329> 微妙すぎるイケメン

//<0330> ロリコン
<0330> ロリコン

//<0331> メガネ仲間
<0331> メガネ仲間

//<0332> 暗算日本記録保持者
<0332> 暗算日本記録保持者

//<0333> 通り魔
<0333> 通り魔

//<0334> 記憶ナシ男
<0334> 記憶ナシ男

//<0335> 音速
<0335> 音速

//<0336> 無限
<0336> 無限

//<0337> エロ侍
<0337> エロ侍

//<0338> エロエロ団ナンバー１
<0338> エロエロ団ナンバー１

//<0339> ただのエロ少年
<0339> ただのエロ少年

//<0340> ユリブサイク
<0340> ユリブサイク

//<0341> ドピュッシー
<0341> ドピュッシー

//<0342> アメリカンエロドッグ
<0342> アメリカンエロドッグ

//<0343> ゼウス
<0343> ゼウス

//<0344> 日向markⅡ
<0344> 日向markⅡ

//<0345> 糞虫
<0345> 糞虫

//<0346> 量産型日向
<0346> 量産型日向

//<0347> ？？
<0347> ？？

//<0348> 「違う…夜中に女子ゾーンに忍び込んで鼻血ぶーしちまった…」
<0348> 「違う…夜中に女子ゾーンに忍び込んで鼻血ぶーしちまった…」

//<0349> nothing
<0349> nothing

//<0350> nothing
<0350> nothing

//<0351> nothing
<0351> nothing

//<0352> nothing
<0352> nothing

//<0353> nothing
<0353> nothing

//<0354> 日向
<0354> 日向

//<0355> 男Ｂ
<0355> 男Ｂ

//<0356> エロエロ団総帥
<0356> エロエロ団総帥

//<0357> イケチン
<0357> イケチン

//<0358> ホモ太
<0358> ホモ太

//<0359> ひなチン
<0359> ひなチン

//<0360> 秀樹
<0360> 秀樹

//<0361> 男子生徒
<0361> 男子生徒

//<0362> ？？
<0362> ？？
{9e35} 33 // 0362

//<0363> 「な…お前、なんてことを…」
<0363> 「な…お前、なんてことを…」

//<0364> nothing
<0364> nothing

//<0365> nothing
<0365> nothing

//<0366> nothing
<0366> nothing

//<0367> nothing
<0367> nothing

//<0368> nothing
<0368> nothing

//<0369> 音無
<0369> 音無

//<0370> クソ坊主
<0370> クソ坊主

//<0371> 代理人
<0371> 代理人

//<0372> 微妙すぎるイケメン
<0372> 微妙すぎるイケメン

//<0373> ロリコン
<0373> ロリコン

//<0374> メガネ仲間
<0374> メガネ仲間

//<0375> 暗算日本記録保持者
<0375> 暗算日本記録保持者

//<0376> 通り魔
<0376> 通り魔

//<0377> 記憶ナシ男
<0377> 記憶ナシ男

//<0378> 音速
<0378> 音速

//<0379> 無限
<0379> 無限

//<0380> エロ侍
<0380> エロ侍

//<0381> エロエロ団ナンバー１
<0381> エロエロ団ナンバー１

//<0382> ただのエロ少年
<0382> ただのエロ少年

//<0383> ユリブサイク
<0383> ユリブサイク

//<0384> ドピュッシー
<0384> ドピュッシー

//<0385> アメリカンエロドッグ
<0385> アメリカンエロドッグ

//<0386> ゼウス
<0386> ゼウス

//<0387> 日向markⅡ
<0387> 日向markⅡ

//<0388> 糞虫
<0388> 糞虫

//<0389> 量産型日向
<0389> 量産型日向

//<0390> ？？
<0390> ？？

//<0391> 「だからこれからしばらくは、俺の名前を呼ぶ時、エロいのは重々承知だが、と前置きを入れてもらえないものだろうか…」
<0391> 「だからこれからしばらくは、俺の名前を呼ぶ時、エロいのは重々承知だが、と前置きを入れてもらえないものだろうか…」

//<0392> nothing
<0392> nothing

//<0393> nothing
<0393> nothing

//<0394> nothing
<0394> nothing

//<0395> nothing
<0395> nothing

//<0396> nothing
<0396> nothing

//<0397> 日向
<0397> 日向

//<0398> 男Ｂ
<0398> 男Ｂ

//<0399> エロエロ団総帥
<0399> エロエロ団総帥

//<0400> イケチン
<0400> イケチン

//<0401> ホモ太
<0401> ホモ太

//<0402> ひなチン
<0402> ひなチン

//<0403> 秀樹
<0403> 秀樹

//<0404> 男子生徒
<0404> 男子生徒

//<0405> ？？
<0405> ？？

//<0406> 「それがなんになるんだよ…」
<0406> 「それがなんになるんだよ…」

//<0407> 音無
<0407> 音無

//<0408> クソ坊主
<0408> クソ坊主

//<0409> 代理人
<0409> 代理人

//<0410> 微妙すぎるイケメン
<0410> 微妙すぎるイケメン

//<0411> ロリコン
<0411> ロリコン

//<0412> メガネ仲間
<0412> メガネ仲間

//<0413> 暗算日本記録保持者
<0413> 暗算日本記録保持者

//<0414> 通り魔
<0414> 通り魔

//<0415> 記憶ナシ男
<0415> 記憶ナシ男

//<0416> 音速
<0416> 音速

//<0417> 無限
<0417> 無限

//<0418> エロ侍
<0418> エロ侍

//<0419> エロエロ団ナンバー１
<0419> エロエロ団ナンバー１

//<0420> ただのエロ少年
<0420> ただのエロ少年

//<0421> ユリブサイク
<0421> ユリブサイク

//<0422> ドピュッシー
<0422> ドピュッシー

//<0423> アメリカンエロドッグ
<0423> アメリカンエロドッグ

//<0424> ゼウス
<0424> ゼウス

//<0425> 日向markⅡ
<0425> 日向markⅡ

//<0426> 糞虫
<0426> 糞虫

//<0427> 量産型日向
<0427> 量産型日向

//<0428> ？？
<0428> ？？

//<0429> 「俺がエロいという十字架さ…。それを背負って暮らして行く選択肢を選びたいんだ…頼むっ！」
<0429> 「俺がエロいという十字架さ…。それを背負って暮らして行く選択肢を選びたいんだ…頼むっ！」

//<0430> nothing
<0430> nothing

//<0431> nothing
<0431> nothing

//<0432> nothing
<0432> nothing

//<0433> nothing
<0433> nothing

//<0434> nothing
<0434> nothing

//<0435> 日向
<0435> 日向

//<0436> 男Ｂ
<0436> 男Ｂ

//<0437> エロエロ団総帥
<0437> エロエロ団総帥

//<0438> イケチン
<0438> イケチン

//<0439> ホモ太
<0439> ホモ太

//<0440> ひなチン
<0440> ひなチン

//<0441> 秀樹
<0441> 秀樹

//<0442> 男子生徒
<0442> 男子生徒

//<0443> ？？
<0443> ？？

//<0444> 「わっけわかんねーぜ…」
<0444> 「わっけわかんねーぜ…」

//<0445> 音無
<0445> 音無

//<0446> クソ坊主
<0446> クソ坊主

//<0447> 代理人
<0447> 代理人

//<0448> 微妙すぎるイケメン
<0448> 微妙すぎるイケメン

//<0449> ロリコン
<0449> ロリコン

//<0450> メガネ仲間
<0450> メガネ仲間

//<0451> 暗算日本記録保持者
<0451> 暗算日本記録保持者

//<0452> 通り魔
<0452> 通り魔

//<0453> 記憶ナシ男
<0453> 記憶ナシ男

//<0454> 音速
<0454> 音速

//<0455> 無限
<0455> 無限

//<0456> エロ侍
<0456> エロ侍

//<0457> エロエロ団ナンバー１
<0457> エロエロ団ナンバー１

//<0458> ただのエロ少年
<0458> ただのエロ少年

//<0459> ユリブサイク
<0459> ユリブサイク

//<0460> ドピュッシー
<0460> ドピュッシー

//<0461> アメリカンエロドッグ
<0461> アメリカンエロドッグ

//<0462> ゼウス
<0462> ゼウス

//<0463> 日向markⅡ
<0463> 日向markⅡ

//<0464> 糞虫
<0464> 糞虫

//<0465> 量産型日向
<0465> 量産型日向

//<0466> ？？
<0466> ？？

//<0467> 「頼む！」
<0467> 「頼む！」

//<0468> nothing
<0468> nothing

//<0469> nothing
<0469> nothing

//<0470> nothing
<0470> nothing

//<0471> nothing
<0471> nothing

//<0472> nothing
<0472> nothing

//<0473> 日向
<0473> 日向

//<0474> 男Ｂ
<0474> 男Ｂ

//<0475> エロエロ団総帥
<0475> エロエロ団総帥

//<0476> イケチン
<0476> イケチン

//<0477> ホモ太
<0477> ホモ太

//<0478> ひなチン
<0478> ひなチン

//<0479> 秀樹
<0479> 秀樹

//<0480> 男子生徒
<0480> 男子生徒

//<0481> ？？
<0481> ？？

//<0482> 「頼むと言われてもな…ええと…なんだっけ？」
<0482> 「頼むと言われてもな…ええと…なんだっけ？」

//<0483> 音無
<0483> 音無

//<0484> クソ坊主
<0484> クソ坊主

//<0485> 代理人
<0485> 代理人

//<0486> 微妙すぎるイケメン
<0486> 微妙すぎるイケメン

//<0487> ロリコン
<0487> ロリコン

//<0488> メガネ仲間
<0488> メガネ仲間

//<0489> 暗算日本記録保持者
<0489> 暗算日本記録保持者

//<0490> 通り魔
<0490> 通り魔

//<0491> 記憶ナシ男
<0491> 記憶ナシ男

//<0492> 音速
<0492> 音速

//<0493> 無限
<0493> 無限

//<0494> エロ侍
<0494> エロ侍

//<0495> エロエロ団ナンバー１
<0495> エロエロ団ナンバー１

//<0496> ただのエロ少年
<0496> ただのエロ少年

//<0497> ユリブサイク
<0497> ユリブサイク

//<0498> ドピュッシー
<0498> ドピュッシー

//<0499> アメリカンエロドッグ
<0499> アメリカンエロドッグ

//<0500> ゼウス
<0500> ゼウス

//<0501> 日向markⅡ
<0501> 日向markⅡ

//<0502> 糞虫
<0502> 糞虫

//<0503> 量産型日向
<0503> 量産型日向

//<0504> ？？
<0504> ？？

//<0505> 「エロいのは重々承知だが、だ」
<0505> 「エロいのは重々承知だが、だ」

//<0506> nothing
<0506> nothing

//<0507> nothing
<0507> nothing

//<0508> nothing
<0508> nothing

//<0509> nothing
<0509> nothing

//<0510> nothing
<0510> nothing

//<0511> 日向
<0511> 日向

//<0512> 男Ｂ
<0512> 男Ｂ

//<0513> エロエロ団総帥
<0513> エロエロ団総帥

//<0514> イケチン
<0514> イケチン

//<0515> ホモ太
<0515> ホモ太

//<0516> ひなチン
<0516> ひなチン

//<0517> 秀樹
<0517> 秀樹

//<0518> 男子生徒
<0518> 男子生徒

//<0519> ？？
<0519> ？？

//<0520> 「エロいのは重々承知…？　なっげーなぁ…さっと出てくるかどうかわかんねーぜ？」
<0520> 「エロいのは重々承知…？　なっげーなぁ…さっと出てくるかどうかわかんねーぜ？」

//<0521> 音無
<0521> 音無

//<0522> クソ坊主
<0522> クソ坊主

//<0523> 代理人
<0523> 代理人

//<0524> 微妙すぎるイケメン
<0524> 微妙すぎるイケメン

//<0525> ロリコン
<0525> ロリコン

//<0526> メガネ仲間
<0526> メガネ仲間

//<0527> 暗算日本記録保持者
<0527> 暗算日本記録保持者

//<0528> 通り魔
<0528> 通り魔

//<0529> 記憶ナシ男
<0529> 記憶ナシ男

//<0530> 音速
<0530> 音速

//<0531> 無限
<0531> 無限

//<0532> エロ侍
<0532> エロ侍

//<0533> エロエロ団ナンバー１
<0533> エロエロ団ナンバー１

//<0534> ただのエロ少年
<0534> ただのエロ少年

//<0535> ユリブサイク
<0535> ユリブサイク

//<0536> ドピュッシー
<0536> ドピュッシー

//<0537> アメリカンエロドッグ
<0537> アメリカンエロドッグ

//<0538> ゼウス
<0538> ゼウス

//<0539> 日向markⅡ
<0539> 日向markⅡ

//<0540> 糞虫
<0540> 糞虫

//<0541> 量産型日向
<0541> 量産型日向

//<0542> ？？
<0542> ？？

//<0543> 「それでもいい。頼むよ…」
<0543> 「それでもいい。頼むよ…」

//<0544> nothing
