// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
//<0114> 日向は憤慨しながら駐車場を去っていった。
<0114> 日向は憤慨しながら駐車場を去っていった。

//<0115> ユイは地面に倒れたまま動かない。
<0115> ユイは地面に倒れたまま動かない。

//<0116> 音無
<0116> 音無

//<0117> クソ坊主
<0117> クソ坊主

//<0118> 代理人
<0118> 代理人

//<0119> 微妙すぎるイケメン
<0119> 微妙すぎるイケメン

//<0120> ロリコン
<0120> ロリコン

//<0121> メガネ仲間
<0121> メガネ仲間

//<0122> 暗算日本記録保持者
<0122> 暗算日本記録保持者

//<0123> 通り魔
<0123> 通り魔

//<0124> 記憶ナシ男
<0124> 記憶ナシ男

//<0125> 音速
<0125> 音速

//<0126> 無限
<0126> 無限

//<0127> エロ侍
<0127> エロ侍

//<0128> エロエロ団ナンバー１
<0128> エロエロ団ナンバー１

//<0129> ただのエロ少年
<0129> ただのエロ少年

//<0130> ユリブサイク
<0130> ユリブサイク

//<0131> ドピュッシー
<0131> ドピュッシー

//<0132> アメリカンエロドッグ
<0132> アメリカンエロドッグ

//<0133> ゼウス
<0133> ゼウス

//<0134> 日向markⅡ
<0134> 日向markⅡ

//<0135> 糞虫
<0135> 糞虫

//<0136> 量産型日向
<0136> 量産型日向

//<0137> ？？
<0137> ？？

//<0138> 「………」
<0138> 「………」

//<0139> 声をかける
<0139> 声をかける

//<0140> そっとしておく
<0140> そっとしておく

//<0141> selbtn : 
<0141> selbtn : 
{380d} 0a // 0141

//<0142> bs3_
<0142> bs3_

//<0143> nothing
<0143> nothing

//<0144> nothing
<0144> nothing

//<0145> nothing
<0145> nothing

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> 音無
<0148> 音無

//<0149> クソ坊主
<0149> クソ坊主

//<0150> 代理人
<0150> 代理人

//<0151> 微妙すぎるイケメン
<0151> 微妙すぎるイケメン

//<0152> ロリコン
<0152> ロリコン

//<0153> メガネ仲間
<0153> メガネ仲間

//<0154> 暗算日本記録保持者
<0154> 暗算日本記録保持者

//<0155> 通り魔
<0155> 通り魔

//<0156> 記憶ナシ男
<0156> 記憶ナシ男

//<0157> 音速
<0157> 音速

//<0158> 無限
<0158> 無限

//<0159> エロ侍
<0159> エロ侍

//<0160> エロエロ団ナンバー１
<0160> エロエロ団ナンバー１

//<0161> ただのエロ少年
<0161> ただのエロ少年

//<0162> ユリブサイク
<0162> ユリブサイク

//<0163> ドピュッシー
<0163> ドピュッシー

//<0164> アメリカンエロドッグ
<0164> アメリカンエロドッグ

//<0165> ゼウス
<0165> ゼウス

//<0166> 日向markⅡ
<0166> 日向markⅡ

//<0167> 糞虫
<0167> 糞虫

//<0168> 量産型日向
<0168> 量産型日向

//<0169> ？？
<0169> ？？

//<0170> 「ユイ、大丈夫か？」
<0170> 「ユイ、大丈夫か？」

//<0171> nothing
<0171> nothing

//<0172> nothing
<0172> nothing

//<0173> nothing
<0173> nothing

//<0174> nothing
<0174> nothing

//<0175> nothing
<0175> nothing

//<0176> ユイ
<0176> ユイ

//<0177> 「ま…まだまだ…いけるッスよ…」
<0177> 「ま…まだまだ…いけるッスよ…」

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> nothing
<0181> nothing

//<0182> nothing
<0182> nothing

//<0183> ユイ
<0183> ユイ

//<0184> 「…ってあれ？　ひなっち先輩は？」
<0184> 「…ってあれ？　ひなっち先輩は？」

//<0185> 音無
<0185> 音無

//<0186> クソ坊主
<0186> クソ坊主

//<0187> 代理人
<0187> 代理人

//<0188> 微妙すぎるイケメン
<0188> 微妙すぎるイケメン

//<0189> ロリコン
<0189> ロリコン

//<0190> メガネ仲間
<0190> メガネ仲間

//<0191> 暗算日本記録保持者
<0191> 暗算日本記録保持者

//<0192> 通り魔
<0192> 通り魔

//<0193> 記憶ナシ男
<0193> 記憶ナシ男

//<0194> 音速
<0194> 音速

//<0195> 無限
<0195> 無限

//<0196> エロ侍
<0196> エロ侍

//<0197> エロエロ団ナンバー１
<0197> エロエロ団ナンバー１

//<0198> ただのエロ少年
<0198> ただのエロ少年

//<0199> ユリブサイク
<0199> ユリブサイク

//<0200> ドピュッシー
<0200> ドピュッシー

//<0201> アメリカンエロドッグ
<0201> アメリカンエロドッグ

//<0202> ゼウス
<0202> ゼウス

//<0203> 日向markⅡ
<0203> 日向markⅡ

//<0204> 糞虫
<0204> 糞虫

//<0205> 量産型日向
<0205> 量産型日向

//<0206> ？？
<0206> ？？

//<0207> 「日向なら行っちまったぞ」
<0207> 「日向なら行っちまったぞ」

//<0208> もう姿の見えなくなった方向を指差す。
<0208> もう姿の見えなくなった方向を指差す。

//<0209> nothing
<0209> nothing

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> nothing
<0212> nothing

//<0213> nothing
<0213> nothing

//<0214> ユイ
<0214> ユイ

//<0215> 「そうですか…」
<0215> 「そうですか…」

//<0216> 音無
<0216> 音無

//<0217> クソ坊主
<0217> クソ坊主

//<0218> 代理人
<0218> 代理人

//<0219> 微妙すぎるイケメン
<0219> 微妙すぎるイケメン

//<0220> ロリコン
<0220> ロリコン

//<0221> メガネ仲間
<0221> メガネ仲間

//<0222> 暗算日本記録保持者
<0222> 暗算日本記録保持者

//<0223> 通り魔
<0223> 通り魔

//<0224> 記憶ナシ男
<0224> 記憶ナシ男

//<0225> 音速
<0225> 音速

//<0226> 無限
<0226> 無限

//<0227> エロ侍
<0227> エロ侍

//<0228> エロエロ団ナンバー１
<0228> エロエロ団ナンバー１

//<0229> ただのエロ少年
<0229> ただのエロ少年

//<0230> ユリブサイク
<0230> ユリブサイク

//<0231> ドピュッシー
<0231> ドピュッシー

//<0232> アメリカンエロドッグ
<0232> アメリカンエロドッグ

//<0233> ゼウス
<0233> ゼウス

//<0234> 日向markⅡ
<0234> 日向markⅡ

//<0235> 糞虫
<0235> 糞虫

//<0236> 量産型日向
<0236> 量産型日向

//<0237> ？？
<0237> ？？

//<0238> 「呼び戻してこようか？」
<0238> 「呼び戻してこようか？」

//<0239> nothing
<0239> nothing

//<0240> nothing
<0240> nothing

//<0241> nothing
<0241> nothing

//<0242> nothing
<0242> nothing

//<0243> nothing
<0243> nothing

//<0244> ユイ
<0244> ユイ

//<0245> 「いえ、大丈夫です。筋トレならひとりでもできますし」
<0245> 「いえ、大丈夫です。筋トレならひとりでもできますし」

//<0246> none
<0246> none

//<0247> nothing
<0247> nothing

//<0248> 
<0248> 

//<0249> 
<0249> 

//<0250> nothing
<0250> nothing

//<0251> bs
<0251> bs

//<0252> _
<0252> _

//<0253> nothing
<0253> nothing

//<0254> nothing
<0254> nothing

//<0255> nothing
<0255> nothing

//<0256> nothing
<0256> nothing

//<0257> nothing
<0257> nothing

//<0258> よろよろと体を起こす。
<0258> よろよろと体を起こす。

//<0259> 音無
<0259> 音無

//<0260> クソ坊主
<0260> クソ坊主

//<0261> 代理人
<0261> 代理人

//<0262> 微妙すぎるイケメン
<0262> 微妙すぎるイケメン

//<0263> ロリコン
<0263> ロリコン

//<0264> メガネ仲間
<0264> メガネ仲間

//<0265> 暗算日本記録保持者
<0265> 暗算日本記録保持者

//<0266> 通り魔
<0266> 通り魔

//<0267> 記憶ナシ男
<0267> 記憶ナシ男

//<0268> 音速
<0268> 音速

//<0269> 無限
<0269> 無限

//<0270> エロ侍
<0270> エロ侍

//<0271> エロエロ団ナンバー１
<0271> エロエロ団ナンバー１

//<0272> ただのエロ少年
<0272> ただのエロ少年

//<0273> ユリブサイク
<0273> ユリブサイク

//<0274> ドピュッシー
<0274> ドピュッシー

//<0275> アメリカンエロドッグ
<0275> アメリカンエロドッグ

//<0276> ゼウス
<0276> ゼウス

//<0277> 日向markⅡ
<0277> 日向markⅡ

//<0278> 糞虫
<0278> 糞虫

//<0279> 量産型日向
<0279> 量産型日向

//<0280> ？？
<0280> ？？

//<0281> 「もうヘロヘロじゃないか」
<0281> 「もうヘロヘロじゃないか」

//<0282> nothing
<0282> nothing

//<0283> nothing
<0283> nothing

//<0284> nothing
<0284> nothing

//<0285> nothing
<0285> nothing

//<0286> nothing
<0286> nothing

//<0287> ユイ
<0287> ユイ

//<0288> 「でも、今日のセットをまだ終わらせてないから」
<0288> 「でも、今日のセットをまだ終わらせてないから」

//<0289> nothing
<0289> nothing

//<0290> nothing
<0290> nothing

//<0291> nothing
<0291> nothing

//<0292> nothing
<0292> nothing

//<0293> nothing
<0293> nothing

//<0294> nothing
<0294> nothing

//<0295> そう言いながら、両手を地面につき腕立て伏せをしようと肘を曲げる。
<0295> そう言いながら、両手を地面につき腕立て伏せをしようと肘を曲げる。

//<0296> ユイ
<0296> ユイ

//<0297> 「んっ…んーーーー…ひはぁ～……」
<0297> 「んっ…んーーーー…ひはぁ～……」

//<0298> …が、そのままペシャリと地面につぶれる。
<0298> …が、そのままペシャリと地面につぶれる。

//<0299> 音無
<0299> 音無

//<0300> クソ坊主
<0300> クソ坊主

//<0301> 代理人
<0301> 代理人

//<0302> 微妙すぎるイケメン
<0302> 微妙すぎるイケメン

//<0303> ロリコン
<0303> ロリコン

//<0304> メガネ仲間
<0304> メガネ仲間

//<0305> 暗算日本記録保持者
<0305> 暗算日本記録保持者

//<0306> 通り魔
<0306> 通り魔

//<0307> 記憶ナシ男
<0307> 記憶ナシ男

//<0308> 音速
<0308> 音速

//<0309> 無限
<0309> 無限

//<0310> エロ侍
<0310> エロ侍

//<0311> エロエロ団ナンバー１
<0311> エロエロ団ナンバー１

//<0312> ただのエロ少年
<0312> ただのエロ少年

//<0313> ユリブサイク
<0313> ユリブサイク

//<0314> ドピュッシー
<0314> ドピュッシー

//<0315> アメリカンエロドッグ
<0315> アメリカンエロドッグ

//<0316> ゼウス
<0316> ゼウス

//<0317> 日向markⅡ
<0317> 日向markⅡ

//<0318> 糞虫
<0318> 糞虫

//<0319> 量産型日向
<0319> 量産型日向

//<0320> ？？
<0320> ？？

//<0321> 「前にも言ったろ。筋トレは自分の限界を超えてまでやるものじゃないって」
<0321> 「前にも言ったろ。筋トレは自分の限界を超えてまでやるものじゃないって」

//<0322> 音無
<0322> 音無

//<0323> クソ坊主
<0323> クソ坊主

//<0324> 代理人
<0324> 代理人

//<0325> 微妙すぎるイケメン
<0325> 微妙すぎるイケメン

//<0326> ロリコン
<0326> ロリコン

//<0327> メガネ仲間
<0327> メガネ仲間

//<0328> 暗算日本記録保持者
<0328> 暗算日本記録保持者

//<0329> 通り魔
<0329> 通り魔

//<0330> 記憶ナシ男
<0330> 記憶ナシ男

//<0331> 音速
<0331> 音速

//<0332> 無限
<0332> 無限

//<0333> エロ侍
<0333> エロ侍

//<0334> エロエロ団ナンバー１
<0334> エロエロ団ナンバー１

//<0335> ただのエロ少年
<0335> ただのエロ少年

//<0336> ユリブサイク
<0336> ユリブサイク

//<0337> ドピュッシー
<0337> ドピュッシー

//<0338> アメリカンエロドッグ
<0338> アメリカンエロドッグ

//<0339> ゼウス
<0339> ゼウス

//<0340> 日向markⅡ
<0340> 日向markⅡ

//<0341> 糞虫
<0341> 糞虫

//<0342> 量産型日向
<0342> 量産型日向

//<0343> ？？
<0343> ？？

//<0344> 「無理するなよ。筋トレは自分の限界を超えてまでやるものじゃないぞ」
<0344> 「無理するなよ。筋トレは自分の限界を超えてまでやるものじゃないぞ」

//<0345> nothing
<0345> nothing

//<0346> nothing
<0346> nothing

//<0347> nothing
<0347> nothing

//<0348> nothing
<0348> nothing

//<0349> nothing
<0349> nothing

//<0350> ユイ
<0350> ユイ

//<0351> 「限界って自分が決めることじゃないと思うんですよ」
<0351> 「限界って自分が決めることじゃないと思うんですよ」

//<0352> 音無
<0352> 音無

//<0353> クソ坊主
<0353> クソ坊主

//<0354> 代理人
<0354> 代理人

//<0355> 微妙すぎるイケメン
<0355> 微妙すぎるイケメン

//<0356> ロリコン
<0356> ロリコン

//<0357> メガネ仲間
<0357> メガネ仲間

//<0358> 暗算日本記録保持者
<0358> 暗算日本記録保持者

//<0359> 通り魔
<0359> 通り魔

//<0360> 記憶ナシ男
<0360> 記憶ナシ男

//<0361> 音速
<0361> 音速

//<0362> 無限
<0362> 無限

//<0363> エロ侍
<0363> エロ侍

//<0364> エロエロ団ナンバー１
<0364> エロエロ団ナンバー１

//<0365> ただのエロ少年
<0365> ただのエロ少年

//<0366> ユリブサイク
<0366> ユリブサイク

//<0367> ドピュッシー
<0367> ドピュッシー

//<0368> アメリカンエロドッグ
<0368> アメリカンエロドッグ

//<0369> ゼウス
<0369> ゼウス

//<0370> 日向markⅡ
<0370> 日向markⅡ

//<0371> 糞虫
<0371> 糞虫

//<0372> 量産型日向
<0372> 量産型日向

//<0373> ？？
<0373> ？？

//<0374> 「言ってることは格好いいけど、他人から見ても十分限界きてるように見えるから止めてるんだ」
<0374> 「言ってることは格好いいけど、他人から見ても十分限界きてるように見えるから止めてるんだ」

//<0375> nothing
<0375> nothing

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> ユイ
<0380> ユイ

//<0381> 「本当の限界は他人ではなく、自分が決めることだと思うんですよ」
<0381> 「本当の限界は他人ではなく、自分が決めることだと思うんですよ」

//<0382> 音無
<0382> 音無

//<0383> クソ坊主
<0383> クソ坊主

//<0384> 代理人
<0384> 代理人

//<0385> 微妙すぎるイケメン
<0385> 微妙すぎるイケメン

//<0386> ロリコン
<0386> ロリコン

//<0387> メガネ仲間
<0387> メガネ仲間

//<0388> 暗算日本記録保持者
<0388> 暗算日本記録保持者

//<0389> 通り魔
<0389> 通り魔

//<0390> 記憶ナシ男
<0390> 記憶ナシ男

//<0391> 音速
<0391> 音速

//<0392> 無限
<0392> 無限

//<0393> エロ侍
<0393> エロ侍

//<0394> エロエロ団ナンバー１
<0394> エロエロ団ナンバー１

//<0395> ただのエロ少年
<0395> ただのエロ少年

//<0396> ユリブサイク
<0396> ユリブサイク

//<0397> ドピュッシー
<0397> ドピュッシー

//<0398> アメリカンエロドッグ
<0398> アメリカンエロドッグ

//<0399> ゼウス
<0399> ゼウス

//<0400> 日向markⅡ
<0400> 日向markⅡ

//<0401> 糞虫
<0401> 糞虫

//<0402> 量産型日向
<0402> 量産型日向

//<0403> ？？
<0403> ？？

//<0404> 「都合がいいな、限界の解釈」
<0404> 「都合がいいな、限界の解釈」

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> nothing
<0408> nothing

//<0409> nothing
<0409> nothing

//<0410> ユイ
<0410> ユイ

//<0411> 「というわけで、筋トレ続行します」
<0411> 「というわけで、筋トレ続行します」

//<0412> 止めるだけ無駄って事か。
<0412> 止めるだけ無駄って事か。

//<0413> 音無
<0413> 音無

//<0414> クソ坊主
<0414> クソ坊主

//<0415> 代理人
<0415> 代理人

//<0416> 微妙すぎるイケメン
<0416> 微妙すぎるイケメン

//<0417> ロリコン
<0417> ロリコン

//<0418> メガネ仲間
<0418> メガネ仲間

//<0419> 暗算日本記録保持者
<0419> 暗算日本記録保持者

//<0420> 通り魔
<0420> 通り魔

//<0421> 記憶ナシ男
<0421> 記憶ナシ男

//<0422> 音速
<0422> 音速

//<0423> 無限
<0423> 無限

//<0424> エロ侍
<0424> エロ侍

//<0425> エロエロ団ナンバー１
<0425> エロエロ団ナンバー１

//<0426> ただのエロ少年
<0426> ただのエロ少年

//<0427> ユリブサイク
<0427> ユリブサイク

//<0428> ドピュッシー
<0428> ドピュッシー

//<0429> アメリカンエロドッグ
<0429> アメリカンエロドッグ

//<0430> ゼウス
<0430> ゼウス

//<0431> 日向markⅡ
<0431> 日向markⅡ

//<0432> 糞虫
<0432> 糞虫

//<0433> 量産型日向
<0433> 量産型日向

//<0434> ？？
<0434> ？？

//<0435> 「じゃあ少しくらい休憩いれろよ。一回も上がらないんじゃ腕立ても無意味だろ」
<0435> 「じゃあ少しくらい休憩いれろよ。一回も上がらないんじゃ腕立ても無意味だろ」

//<0436> nothing
<0436> nothing

//<0437> nothing
<0437> nothing

//<0438> nothing
<0438> nothing

//<0439> nothing
<0439> nothing

//<0440> nothing
<0440> nothing

//<0441> ユイ
<0441> ユイ

//<0442> 「…５分だけ」
<0442> 「…５分だけ」

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> nothing
<0448> nothing

//<0449> 自分でも限界がわかっていたんだろう、あっさりと座って腕をブルブルと震わせる。
<0449> 自分でも限界がわかっていたんだろう、あっさりと座って腕をブルブルと震わせる。

//<0450> 音無
<0450> 音無

//<0451> クソ坊主
<0451> クソ坊主

//<0452> 代理人
<0452> 代理人

//<0453> 微妙すぎるイケメン
<0453> 微妙すぎるイケメン

//<0454> ロリコン
<0454> ロリコン

//<0455> メガネ仲間
<0455> メガネ仲間

//<0456> 暗算日本記録保持者
<0456> 暗算日本記録保持者

//<0457> 通り魔
<0457> 通り魔

//<0458> 記憶ナシ男
<0458> 記憶ナシ男

//<0459> 音速
<0459> 音速

//<0460> 無限
<0460> 無限

//<0461> エロ侍
<0461> エロ侍

//<0462> エロエロ団ナンバー１
<0462> エロエロ団ナンバー１

//<0463> ただのエロ少年
<0463> ただのエロ少年

//<0464> ユリブサイク
<0464> ユリブサイク

//<0465> ドピュッシー
<0465> ドピュッシー

//<0466> アメリカンエロドッグ
<0466> アメリカンエロドッグ

//<0467> ゼウス
<0467> ゼウス

//<0468> 日向markⅡ
<0468> 日向markⅡ

//<0469> 糞虫
<0469> 糞虫

//<0470> 量産型日向
<0470> 量産型日向

//<0471> ？？
<0471> ？？

//<0472> 「何か飲み物でもいるか？　買ってきてやるけど」
<0472> 「何か飲み物でもいるか？　買ってきてやるけど」

//<0473> と、言ったものの…俺は文無しだった。
<0473> と、言ったものの…俺は文無しだった。

//<0474> 欲しいと言われた時は、どこかで飲み水を汲んできてやろう。
<0474> 欲しいと言われた時は、どこかで飲み水を汲んできてやろう。

//<0475> nothing
<0475> nothing

//<0476> nothing
<0476> nothing

//<0477> nothing
<0477> nothing

//<0478> nothing
<0478> nothing

//<0479> nothing
<0479> nothing

//<0480> ユイ
<0480> ユイ

//<0481> 「いえ、大丈夫です。さっきひなっち先輩が持ってきてくれましたから」
<0481> 「いえ、大丈夫です。さっきひなっち先輩が持ってきてくれましたから」

//<0482> nothing
<0482> nothing

//<0483> nothing
<0483> nothing

//<0484> nothing
<0484> nothing

//<0485> nothing
<0485> nothing

//<0486> nothing
<0486> nothing

//<0487> そう言って植え込みの影に置かれていた水を取り出す。
<0487> そう言って植え込みの影に置かれていた水を取り出す。

//<0488> 音無
<0488> 音無

//<0489> クソ坊主
<0489> クソ坊主

//<0490> 代理人
<0490> 代理人

//<0491> 微妙すぎるイケメン
<0491> 微妙すぎるイケメン

//<0492> ロリコン
<0492> ロリコン

//<0493> メガネ仲間
<0493> メガネ仲間

//<0494> 暗算日本記録保持者
<0494> 暗算日本記録保持者

//<0495> 通り魔
<0495> 通り魔

//<0496> 記憶ナシ男
<0496> 記憶ナシ男

//<0497> 音速
<0497> 音速

//<0498> 無限
<0498> 無限

//<0499> エロ侍
<0499> エロ侍

//<0500> エロエロ団ナンバー１
<0500> エロエロ団ナンバー１

//<0501> ただのエロ少年
<0501> ただのエロ少年

//<0502> ユリブサイク
<0502> ユリブサイク

//<0503> ドピュッシー
<0503> ドピュッシー

//<0504> アメリカンエロドッグ
<0504> アメリカンエロドッグ

//<0505> ゼウス
<0505> ゼウス

//<0506> 日向markⅡ
<0506> 日向markⅡ

//<0507> 糞虫
<0507> 糞虫

//<0508> 量産型日向
<0508> 量産型日向

//<0509> ？？
<0509> ？？

//<0510> 「結構気をつかってもらってるんだな」
<0510> 「結構気をつかってもらってるんだな」

//<0511> nothing
<0511> nothing

//<0512> nothing
<0512> nothing

//<0513> nothing
<0513> nothing

//<0514> nothing
<0514> nothing

//<0515> nothing
<0515> nothing

//<0516> ユイ
<0516> ユイ

//<0517> 「どうでしょうか？　多分、卍固めの詫び分だと思いますよ？」
<0517> 「どうでしょうか？　多分、卍固めの詫び分だと思いますよ？」

//<0518> nothing
<0518> nothing

//<0519> nothing
<0519> nothing

//<0520> nothing
<0520> nothing

//<0521> nothing
<0521> nothing

//<0522> nothing
<0522> nothing

//<0523> ユイ
<0523> ユイ

//<0524> 「飴と鞭ってやつですね。痛めつけるばかりだと、いつか寝首かかれるってわかってるんです」
<0524> 「飴と鞭ってやつですね。痛めつけるばかりだと、いつか寝首かかれるってわかってるんです」

//<0525> 音無
<0525> 音無

//<0526> クソ坊主
<0526> クソ坊主

//<0527> 代理人
<0527> 代理人

//<0528> 微妙すぎるイケメン
<0528> 微妙すぎるイケメン

//<0529> ロリコン
<0529> ロリコン

//<0530> メガネ仲間
