// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
<0094> この胸を刺された感覚、痛み、今見た黒ずんだ血の跡…。

//<0095> やはり、昨夜心臓を刺されたのは夢なんかではなく現実で…。
<0095> やはり、昨夜心臓を刺されたのは夢なんかではなく現実で…。

//<0096> 大量の出血をしたにも関わらず、俺はこうして生きている。
<0096> 大量の出血をしたにも関わらず、俺はこうして生きている。

//<0097> 音無
<0097> 音無

//<0098> クソ坊主
<0098> クソ坊主

//<0099> 代理人
<0099> 代理人

//<0100> 微妙すぎるイケメン
<0100> 微妙すぎるイケメン

//<0101> ロリコン
<0101> ロリコン

//<0102> メガネ仲間
<0102> メガネ仲間

//<0103> 暗算日本記録保持者
<0103> 暗算日本記録保持者

//<0104> 通り魔
<0104> 通り魔

//<0105> 記憶ナシ男
<0105> 記憶ナシ男

//<0106> 音速
<0106> 音速

//<0107> 無限
<0107> 無限

//<0108> エロ侍
<0108> エロ侍

//<0109> エロエロ団ナンバー１
<0109> エロエロ団ナンバー１

//<0110> ただのエロ少年
<0110> ただのエロ少年

//<0111> ユリブサイク
<0111> ユリブサイク

//<0112> ドピュッシー
<0112> ドピュッシー

//<0113> アメリカンエロドッグ
<0113> アメリカンエロドッグ

//<0114> ゼウス
<0114> ゼウス

//<0115> 日向markⅡ
<0115> 日向markⅡ

//<0116> 糞虫
<0116> 糞虫

//<0117> 量産型日向
<0117> 量産型日向

//<0118> ？？
<0118> ？？

//<0119> （なんにしても、やばい…）
<0119> （なんにしても、やばい…）

//<0120> 思考より先に本能がそう訴えている。
<0120> 思考より先に本能がそう訴えている。

//<0121> とっととこんな場所から離れろ、と。
<0121> とっととこんな場所から離れろ、と。

//<0122> 学ランだけ羽織ると、ベッドから降り立ち、出口へ。
<0122> 学ランだけ羽織ると、ベッドから降り立ち、出口へ。

//<0123> それはすでに開かれていた。
<0123> それはすでに開かれていた。

//<0124> ひとりの男により。
<0124> ひとりの男により。

//<0125> nothing
<0125> nothing

//<0126> 
<0126> 

//<0127> 
<0127> 

//<0128> nothing
<0128> nothing

//<0129> 野田
<0129> 野田

//<0130> 男Ｆ
<0130> 男Ｆ

//<0131> イケパイ
<0131> イケパイ

//<0132> 男
<0132> 男

//<0133> ？？
<0133> ？？

//<0134> 「貴様が、ゆりっぺに手を出したって男か…」
<0134> 「貴様が、ゆりっぺに手を出したって男か…」

//<0135> ああ、やばい。
<0135> ああ、やばい。

//<0136> どう考えてもやばい。
<0136> どう考えてもやばい。

//<0137> 本能が警鐘を打ち鳴らしている。
<0137> 本能が警鐘を打ち鳴らしている。

//<0138> なんだ、こいつは。
<0138> なんだ、こいつは。

//<0139> その手に持つ、ゲームでしか見たことのないような凶器はなんだ。
<0139> その手に持つ、ゲームでしか見たことのないような凶器はなんだ。

//<0140> 本物なら完全なる銃刀法違反だ。
<0140> 本物なら完全なる銃刀法違反だ。

//<0141> その鈍く光る重厚な刃は偽物には到底見えない。
<0141> その鈍く光る重厚な刃は偽物には到底見えない。

//<0142> 重量も相当ありそうだ。あんなにも柄が肩に食い込んでるのだから。
<0142> 重量も相当ありそうだ。あんなにも柄が肩に食い込んでるのだから。

//<0143> 男がこっちを睨み付け、歩み寄ってくる。
<0143> 男がこっちを睨み付け、歩み寄ってくる。

//<0144> 何か言わなければ、やられる。
<0144> 何か言わなければ、やられる。

//<0145> 音無
<0145> 音無

//<0146> クソ坊主
<0146> クソ坊主

//<0147> 代理人
<0147> 代理人

//<0148> 微妙すぎるイケメン
<0148> 微妙すぎるイケメン

//<0149> ロリコン
<0149> ロリコン

//<0150> メガネ仲間
<0150> メガネ仲間

//<0151> 暗算日本記録保持者
<0151> 暗算日本記録保持者

//<0152> 通り魔
<0152> 通り魔

//<0153> 記憶ナシ男
<0153> 記憶ナシ男

//<0154> 音速
<0154> 音速

//<0155> 無限
<0155> 無限

//<0156> エロ侍
<0156> エロ侍

//<0157> エロエロ団ナンバー１
<0157> エロエロ団ナンバー１

//<0158> ただのエロ少年
<0158> ただのエロ少年

//<0159> ユリブサイク
<0159> ユリブサイク

//<0160> ドピュッシー
<0160> ドピュッシー

//<0161> アメリカンエロドッグ
<0161> アメリカンエロドッグ

//<0162> ゼウス
<0162> ゼウス

//<0163> 日向markⅡ
<0163> 日向markⅡ

//<0164> 糞虫
<0164> 糞虫

//<0165> 量産型日向
<0165> 量産型日向

//<0166> ？？
<0166> ？？

//<0167> 「待て、落ち着け…まだ死にきっていないその寸前に居るんだろ、だよな！？　合ってるだろ！？」
<0167> 「待て、落ち着け…まだ死にきっていないその寸前に居るんだろ、だよな！？　合ってるだろ！？」

//<0168> 昨夜、女生徒から聞いた文句を必死に告げる。
<0168> 昨夜、女生徒から聞いた文句を必死に告げる。

//<0169> 野田
<0169> 野田

//<0170> 男Ｆ
<0170> 男Ｆ

//<0171> イケパイ
<0171> イケパイ

//<0172> 男
<0172> 男

//<0173> ？？
<0173> ？？

//<0174> 「その世界の仕組みをどのように…」
<0174> 「その世界の仕組みをどのように…」

//<0175> 音無
<0175> 音無

//<0176> クソ坊主
<0176> クソ坊主

//<0177> 代理人
<0177> 代理人

//<0178> 微妙すぎるイケメン
<0178> 微妙すぎるイケメン

//<0179> ロリコン
<0179> ロリコン

//<0180> メガネ仲間
<0180> メガネ仲間

//<0181> 暗算日本記録保持者
<0181> 暗算日本記録保持者

//<0182> 通り魔
<0182> 通り魔

//<0183> 記憶ナシ男
<0183> 記憶ナシ男

//<0184> 音速
<0184> 音速

//<0185> 無限
<0185> 無限

//<0186> エロ侍
<0186> エロ侍

//<0187> エロエロ団ナンバー１
<0187> エロエロ団ナンバー１

//<0188> ただのエロ少年
<0188> ただのエロ少年

//<0189> ユリブサイク
<0189> ユリブサイク

//<0190> ドピュッシー
<0190> ドピュッシー

//<0191> アメリカンエロドッグ
<0191> アメリカンエロドッグ

//<0192> ゼウス
<0192> ゼウス

//<0193> 日向markⅡ
<0193> 日向markⅡ

//<0194> 糞虫
<0194> 糞虫

//<0195> 量産型日向
<0195> 量産型日向

//<0196> ？？
<0196> ？？

//<0197> 「え？　ライフル持った女がぺらぺらと…」
<0197> 「え？　ライフル持った女がぺらぺらと…」

//<0198> 野田
<0198> 野田

//<0199> 男Ｆ
<0199> 男Ｆ

//<0200> イケパイ
<0200> イケパイ

//<0201> 男
<0201> 男

//<0202> ？？
<0202> ？？

//<0203> 「口だけは上手い奴のようだな…」
<0203> 「口だけは上手い奴のようだな…」

//<0204> nothing
<0204> nothing

//<0205> nothing
<0205> nothing

//<0206> nothing
<0206> nothing

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> 得物を構えると、迫り来る。
<0209> 得物を構えると、迫り来る。

//<0210> 音無
<0210> 音無

//<0211> クソ坊主
<0211> クソ坊主

//<0212> 代理人
<0212> 代理人

//<0213> 微妙すぎるイケメン
<0213> 微妙すぎるイケメン

//<0214> ロリコン
<0214> ロリコン

//<0215> メガネ仲間
<0215> メガネ仲間

//<0216> 暗算日本記録保持者
<0216> 暗算日本記録保持者

//<0217> 通り魔
<0217> 通り魔

//<0218> 記憶ナシ男
<0218> 記憶ナシ男

//<0219> 音速
<0219> 音速

//<0220> 無限
<0220> 無限

//<0221> エロ侍
<0221> エロ侍

//<0222> エロエロ団ナンバー１
<0222> エロエロ団ナンバー１

//<0223> ただのエロ少年
<0223> ただのエロ少年

//<0224> ユリブサイク
<0224> ユリブサイク

//<0225> ドピュッシー
<0225> ドピュッシー

//<0226> アメリカンエロドッグ
<0226> アメリカンエロドッグ

//<0227> ゼウス
<0227> ゼウス

//<0228> 日向markⅡ
<0228> 日向markⅡ

//<0229> 糞虫
<0229> 糞虫

//<0230> 量産型日向
<0230> 量産型日向

//<0231> ？？
<0231> ？？

//<0232> 「おい、待てよ…」
<0232> 「おい、待てよ…」

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> nothing
<0237> nothing

//<0238> 野田
<0238> 野田

//<0239> 男Ｆ
<0239> 男Ｆ

//<0240> イケパイ
<0240> イケパイ

//<0241> 男
<0241> 男

//<0242> ？？
<0242> ？？

//<0243> 「…死ね」
<0243> 「…死ね」

//<0244> 音無
<0244> 音無

//<0245> クソ坊主
<0245> クソ坊主

//<0246> 代理人
<0246> 代理人

//<0247> 微妙すぎるイケメン
<0247> 微妙すぎるイケメン

//<0248> ロリコン
<0248> ロリコン

//<0249> メガネ仲間
<0249> メガネ仲間

//<0250> 暗算日本記録保持者
<0250> 暗算日本記録保持者

//<0251> 通り魔
<0251> 通り魔

//<0252> 記憶ナシ男
<0252> 記憶ナシ男

//<0253> 音速
<0253> 音速

//<0254> 無限
<0254> 無限

//<0255> エロ侍
<0255> エロ侍

//<0256> エロエロ団ナンバー１
<0256> エロエロ団ナンバー１

//<0257> ただのエロ少年
<0257> ただのエロ少年

//<0258> ユリブサイク
<0258> ユリブサイク

//<0259> ドピュッシー
<0259> ドピュッシー

//<0260> アメリカンエロドッグ
<0260> アメリカンエロドッグ

//<0261> ゼウス
<0261> ゼウス

//<0262> 日向markⅡ
<0262> 日向markⅡ

//<0263> 糞虫
<0263> 糞虫

//<0264> 量産型日向
<0264> 量産型日向

//<0265> ？？
<0265> ？？

//<0266> 「ああ、それね、ははっ、おもしろいぜっ、死ねない世界のジョークなっ、センスいいよ、あんたっ」
<0266> 「ああ、それね、ははっ、おもしろいぜっ、死ねない世界のジョークなっ、センスいいよ、あんたっ」

//<0267> 今できる最大限の危機回避の言葉を苦しげに述べた。
<0267> 今できる最大限の危機回避の言葉を苦しげに述べた。

//<0268> が、男は非情だった。
<0268> が、男は非情だった。

//<0269> nothing
<0269> nothing

//<0270> nothing
<0270> nothing

//<0271> nothing
<0271> nothing

//<0272> nothing
<0272> nothing

//<0273> nothing
<0273> nothing

//<0274> 野田
<0274> 野田

//<0275> 男Ｆ
<0275> 男Ｆ

//<0276> イケパイ
<0276> イケパイ

//<0277> 男
<0277> 男

//<0278> ？？
<0278> ？？

//<0279> 「ひゃっぺん死ね」
<0279> 「ひゃっぺん死ね」

//<0280> nothing
<0280> nothing

//<0281> nothing
<0281> nothing

//<0282> nothing
<0282> nothing

//<0283> nothing
<0283> nothing

//<0284> nothing
<0284> nothing

//<0285> nothing
<0285> nothing

//<0286> nothing
<0286> nothing

//<0287> nothing
<0287> nothing

//<0288> nothing
<0288> nothing

//<0289> nothing
<0289> nothing

//<0290> nothing
<0290> nothing

//<0291> 野田
<0291> 野田

//<0292> 男Ｆ
<0292> 男Ｆ

//<0293> イケパイ
<0293> イケパイ

//<0294> 男
<0294> 男

//<0295> ？？
<0295> ？？

//<0296> 「次、手を出したらまた舞うことになるぞ…」
<0296> 「次、手を出したらまた舞うことになるぞ…」

//<0297> se_blood
<0297> se_blood
{8778} 0a // 0297

//<0298> nothing
<0298> nothing

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> nothing
<0301> nothing

//<0302> nothing
<0302> nothing

//<0303> se_walkout_lino
<0303> se_walkout_lino

//<0304> ………。
<0304> ………。

//<0305> ……。
<0305> ……。

//<0306> …。
<0306> …。

//<0307> se_wakeup_blood
<0307> se_wakeup_blood

//<0308> 音無
<0308> 音無

//<0309> クソ坊主
<0309> クソ坊主

//<0310> 代理人
<0310> 代理人

//<0311> 微妙すぎるイケメン
<0311> 微妙すぎるイケメン

//<0312> ロリコン
<0312> ロリコン

//<0313> メガネ仲間
<0313> メガネ仲間

//<0314> 暗算日本記録保持者
<0314> 暗算日本記録保持者

//<0315> 通り魔
<0315> 通り魔

//<0316> 記憶ナシ男
<0316> 記憶ナシ男

//<0317> 音速
<0317> 音速

//<0318> 無限
<0318> 無限

//<0319> エロ侍
<0319> エロ侍

//<0320> エロエロ団ナンバー１
<0320> エロエロ団ナンバー１

//<0321> ただのエロ少年
<0321> ただのエロ少年

//<0322> ユリブサイク
<0322> ユリブサイク

//<0323> ドピュッシー
<0323> ドピュッシー

//<0324> アメリカンエロドッグ
<0324> アメリカンエロドッグ

//<0325> ゼウス
<0325> ゼウス

//<0326> 日向markⅡ
<0326> 日向markⅡ

//<0327> 糞虫
<0327> 糞虫

//<0328> 量産型日向
<0328> 量産型日向

//<0329> ？？
<0329> ？？

//<0330> 「殺す気かぁぁっ！！」
<0330> 「殺す気かぁぁっ！！」

//<0331> 目覚めての第一声がそれだった。
<0331> 目覚めての第一声がそれだった。

//<0332> 音無
<0332> 音無

//<0333> クソ坊主
<0333> クソ坊主

//<0334> 代理人
<0334> 代理人

//<0335> 微妙すぎるイケメン
<0335> 微妙すぎるイケメン

//<0336> ロリコン
<0336> ロリコン

//<0337> メガネ仲間
<0337> メガネ仲間

//<0338> 暗算日本記録保持者
<0338> 暗算日本記録保持者

//<0339> 通り魔
<0339> 通り魔

//<0340> 記憶ナシ男
<0340> 記憶ナシ男

//<0341> 音速
<0341> 音速

//<0342> 無限
<0342> 無限

//<0343> エロ侍
<0343> エロ侍

//<0344> エロエロ団ナンバー１
<0344> エロエロ団ナンバー１

//<0345> ただのエロ少年
<0345> ただのエロ少年

//<0346> ユリブサイク
<0346> ユリブサイク

//<0347> ドピュッシー
<0347> ドピュッシー

//<0348> アメリカンエロドッグ
<0348> アメリカンエロドッグ

//<0349> ゼウス
<0349> ゼウス

//<0350> 日向markⅡ
<0350> 日向markⅡ

//<0351> 糞虫
<0351> 糞虫

//<0352> 量産型日向
<0352> 量産型日向

//<0353> ？？
<0353> ？？

//<0354> 「つっこみがすでにつっこみじゃねぇ…」
<0354> 「つっこみがすでにつっこみじゃねぇ…」

//<0355> 傷はまたも癒えているが、血で濡れた床が嫌でもこの世界の仕組みとやらを証明してくれている。
<0355> 傷はまたも癒えているが、血で濡れた床が嫌でもこの世界の仕組みとやらを証明してくれている。

//<0356> 音無
<0356> 音無

//<0357> クソ坊主
<0357> クソ坊主

//<0358> 代理人
<0358> 代理人

//<0359> 微妙すぎるイケメン
<0359> 微妙すぎるイケメン

//<0360> ロリコン
<0360> ロリコン

//<0361> メガネ仲間
<0361> メガネ仲間

//<0362> 暗算日本記録保持者
<0362> 暗算日本記録保持者

//<0363> 通り魔
<0363> 通り魔

//<0364> 記憶ナシ男
<0364> 記憶ナシ男

//<0365> 音速
<0365> 音速

//<0366> 無限
<0366> 無限

//<0367> エロ侍
<0367> エロ侍

//<0368> エロエロ団ナンバー１
<0368> エロエロ団ナンバー１

//<0369> ただのエロ少年
<0369> ただのエロ少年

//<0370> ユリブサイク
<0370> ユリブサイク

//<0371> ドピュッシー
<0371> ドピュッシー

//<0372> アメリカンエロドッグ
<0372> アメリカンエロドッグ

//<0373> ゼウス
<0373> ゼウス

//<0374> 日向markⅡ
<0374> 日向markⅡ

//<0375> 糞虫
<0375> 糞虫

//<0376> 量産型日向
<0376> 量産型日向

//<0377> ？？
<0377> ？？

//<0378> 「何がこの世界のジョークだよ…拷問じゃないかよ…」
<0378> 「何がこの世界のジョークだよ…拷問じゃないかよ…」

//<0379> 音無
<0379> 音無

//<0380> クソ坊主
<0380> クソ坊主

//<0381> 代理人
<0381> 代理人

//<0382> 微妙すぎるイケメン
<0382> 微妙すぎるイケメン

//<0383> ロリコン
<0383> ロリコン

//<0384> メガネ仲間
<0384> メガネ仲間

//<0385> 暗算日本記録保持者
<0385> 暗算日本記録保持者

//<0386> 通り魔
<0386> 通り魔

//<0387> 記憶ナシ男
<0387> 記憶ナシ男

//<0388> 音速
<0388> 音速

//<0389> 無限
<0389> 無限

//<0390> エロ侍
<0390> エロ侍

//<0391> エロエロ団ナンバー１
<0391> エロエロ団ナンバー１

//<0392> ただのエロ少年
<0392> ただのエロ少年

//<0393> ユリブサイク
<0393> ユリブサイク

//<0394> ドピュッシー
<0394> ドピュッシー

//<0395> アメリカンエロドッグ
<0395> アメリカンエロドッグ

//<0396> ゼウス
<0396> ゼウス

//<0397> 日向markⅡ
<0397> 日向markⅡ

//<0398> 糞虫
<0398> 糞虫

//<0399> 量産型日向
<0399> 量産型日向

//<0400> ？？
<0400> ？？

//<0401> 「死ぬほどの痛みで死ねないなんて…最悪だ…実際死ねたほうがマシじゃないか…」
<0401> 「死ぬほどの痛みで死ねないなんて…最悪だ…実際死ねたほうがマシじゃないか…」

//<0402> とっととこんなところからはおさらばしたい…。
<0402> とっととこんなところからはおさらばしたい…。

//<0403> 白
<0403> 白

//<0404> nothing
<0404> nothing

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> nothing
<0408> nothing

//<0409> ゆり
<0409> ゆり

//<0410> 女生徒
<0410> 女生徒

//<0411> ？？
<0411> ？？

//<0412> 「授業受けて、部活して、テスト受けて、それで消えちゃって…」
<0412> 「授業受けて、部活して、テスト受けて、それで消えちゃって…」

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> nothing
<0415> nothing

//<0416> nothing
<0416> nothing

//<0417> nothing
<0417> nothing

//<0418> ゆり
<0418> ゆり

//<0419> 女生徒
<0419> 女生徒

//<0420> ？？
<0420> ？？

//<0421> 「ほんとうの意味で死んじゃうのよ？」
<0421> 「ほんとうの意味で死んじゃうのよ？」

//<0422> あの表情。あの言葉だけは、偽りがないように聞こえた。
<0422> あの表情。あの言葉だけは、偽りがないように聞こえた。

//<0423> そうすればこんな世界から解放されるんだ。
<0423> そうすればこんな世界から解放されるんだ。

//<0424> 音無
<0424> 音無

//<0425> クソ坊主
<0425> クソ坊主

//<0426> 代理人
<0426> 代理人

//<0427> 微妙すぎるイケメン
<0427> 微妙すぎるイケメン

//<0428> ロリコン
<0428> ロリコン

//<0429> メガネ仲間
<0429> メガネ仲間

//<0430> 暗算日本記録保持者
<0430> 暗算日本記録保持者

//<0431> 通り魔
<0431> 通り魔

//<0432> 記憶ナシ男
<0432> 記憶ナシ男

//<0433> 音速
<0433> 音速

//<0434> 無限
<0434> 無限

//<0435> エロ侍
<0435> エロ侍

//<0436> エロエロ団ナンバー１
<0436> エロエロ団ナンバー１

//<0437> ただのエロ少年
<0437> ただのエロ少年

//<0438> ユリブサイク
<0438> ユリブサイク

//<0439> ドピュッシー
<0439> ドピュッシー

//<0440> アメリカンエロドッグ
<0440> アメリカンエロドッグ

//<0441> ゼウス
<0441> ゼウス

//<0442> 日向markⅡ
<0442> 日向markⅡ

//<0443> 糞虫
<0443> 糞虫

//<0444> 量産型日向
<0444> 量産型日向

//<0445> ？？
<0445> ？？

//<0446> 「とにかく、授業受けて、部活して、テスト受けて、進学するなり、就職するなりすればいいんだな」
<0446> 「とにかく、授業受けて、部活して、テスト受けて、進学するなり、就職するなりすればいいんだな」

//<0447> となれば、この学校の生徒になればいいわけだ。
<0447> となれば、この学校の生徒になればいいわけだ。

//<0448> よし、と気を取りなおし、保健室を後にした。
<0448> よし、と気を取りなおし、保健室を後にした。

//<0449> どこにいけばいい。
<0449> どこにいけばいい。

//<0450> とりあえず、大人を。教師を捜そう。
<0450> とりあえず、大人を。教師を捜そう。

//<0451> 音無
<0451> 音無

//<0452> クソ坊主
<0452> クソ坊主

//<0453> 代理人
<0453> 代理人

//<0454> 微妙すぎるイケメン
<0454> 微妙すぎるイケメン

//<0455> ロリコン
<0455> ロリコン

//<0456> メガネ仲間
<0456> メガネ仲間

//<0457> 暗算日本記録保持者
<0457> 暗算日本記録保持者

//<0458> 通り魔
<0458> 通り魔

//<0459> 記憶ナシ男
<0459> 記憶ナシ男

//<0460> 音速
<0460> 音速

//<0461> 無限
<0461> 無限

//<0462> エロ侍
<0462> エロ侍

//<0463> エロエロ団ナンバー１
<0463> エロエロ団ナンバー１

//<0464> ただのエロ少年
<0464> ただのエロ少年

//<0465> ユリブサイク
<0465> ユリブサイク

//<0466> ドピュッシー
<0466> ドピュッシー

//<0467> アメリカンエロドッグ
<0467> アメリカンエロドッグ

//<0468> ゼウス
<0468> ゼウス

//<0469> 日向markⅡ
<0469> 日向markⅡ

//<0470> 糞虫
<0470> 糞虫

//<0471> 量産型日向
<0471> 量産型日向

//<0472> ？？
<0472> ？？

//<0473> 「あった…」
<0473> 「あった…」

//<0474> プレートを見上げると、『校長室』。
<0474> プレートを見上げると、『校長室』。

//<0475> 音無
<0475> 音無

//<0476> クソ坊主
<0476> クソ坊主

//<0477> 代理人
<0477> 代理人

//<0478> 微妙すぎるイケメン
<0478> 微妙すぎるイケメン

//<0479> ロリコン
<0479> ロリコン

//<0480> メガネ仲間
<0480> メガネ仲間

//<0481> 暗算日本記録保持者
<0481> 暗算日本記録保持者

//<0482> 通り魔
<0482> 通り魔

//<0483> 記憶ナシ男
<0483> 記憶ナシ男

//<0484> 音速
<0484> 音速

//<0485> 無限
<0485> 無限

//<0486> エロ侍
<0486> エロ侍

//<0487> エロエロ団ナンバー１
<0487> エロエロ団ナンバー１

//<0488> ただのエロ少年
<0488> ただのエロ少年

//<0489> ユリブサイク
<0489> ユリブサイク

