// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0118> 男Ｂ

//<0119> エロエロ団総帥
<0119> エロエロ団総帥

//<0120> イケチン
<0120> イケチン

//<0121> ホモ太
<0121> ホモ太

//<0122> ひなチン
<0122> ひなチン

//<0123> 秀樹
<0123> 秀樹

//<0124> 男子生徒
<0124> 男子生徒

//<0125> ？？
<0125> ？？

//<0126> 「おう、起きたか、エロ侍。おはよーさん」
<0126> 「おう、起きたか、エロ侍。おはよーさん」

//<0127> 日向
<0127> 日向

//<0128> 男Ｂ
<0128> 男Ｂ

//<0129> エロエロ団総帥
<0129> エロエロ団総帥

//<0130> イケチン
<0130> イケチン

//<0131> ホモ太
<0131> ホモ太

//<0132> ひなチン
<0132> ひなチン

//<0133> 秀樹
<0133> 秀樹

//<0134> 男子生徒
<0134> 男子生徒

//<0135> ？？
<0135> ？？

//<0136> 「おう、起きたか、エロエロ団ナンバー１。おはよーさん」
<0136> 「おう、起きたか、エロエロ団ナンバー１。おはよーさん」

//<0137> 日向
<0137> 日向

//<0138> 男Ｂ
<0138> 男Ｂ

//<0139> エロエロ団総帥
<0139> エロエロ団総帥

//<0140> イケチン
<0140> イケチン

//<0141> ホモ太
<0141> ホモ太

//<0142> ひなチン
<0142> ひなチン

//<0143> 秀樹
<0143> 秀樹

//<0144> 男子生徒
<0144> 男子生徒

//<0145> ？？
<0145> ？？

//<0146> 「おう、起きたか、ただのエロ少年。おはよーさん」
<0146> 「おう、起きたか、ただのエロ少年。おはよーさん」

//<0147> nothing
<0147> nothing

//<0148> nothing
<0148> nothing

//<0149> nothing
<0149> nothing

//<0150> nothing
<0150> nothing

//<0151> nothing
<0151> nothing

//<0152> 日向は朝の挨拶を告げた後、こちらを伺うように見てくる。
<0152> 日向は朝の挨拶を告げた後、こちらを伺うように見てくる。

//<0153> 音無
<0153> 音無

//<0154> クソ坊主
<0154> クソ坊主

//<0155> 代理人
<0155> 代理人

//<0156> 微妙すぎるイケメン
<0156> 微妙すぎるイケメン

//<0157> ロリコン
<0157> ロリコン

//<0158> メガネ仲間
<0158> メガネ仲間

//<0159> 暗算日本記録保持者
<0159> 暗算日本記録保持者

//<0160> 通り魔
<0160> 通り魔

//<0161> 記憶ナシ男
<0161> 記憶ナシ男

//<0162> 音速
<0162> 音速

//<0163> 無限
<0163> 無限

//<0164> エロ侍
<0164> エロ侍

//<0165> エロエロ団ナンバー１
<0165> エロエロ団ナンバー１

//<0166> ただのエロ少年
<0166> ただのエロ少年

//<0167> ユリブサイク
<0167> ユリブサイク

//<0168> ドピュッシー
<0168> ドピュッシー

//<0169> アメリカンエロドッグ
<0169> アメリカンエロドッグ

//<0170> ゼウス
<0170> ゼウス

//<0171> 日向markⅡ
<0171> 日向markⅡ

//<0172> 糞虫
<0172> 糞虫

//<0173> 量産型日向
<0173> 量産型日向

//<0174> ？？
<0174> ？？

//<0175> 「どうしたんだ？」
<0175> 「どうしたんだ？」

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> nothing
<0180> nothing

//<0181> 日向
<0181> 日向

//<0182> 男Ｂ
<0182> 男Ｂ

//<0183> エロエロ団総帥
<0183> エロエロ団総帥

//<0184> イケチン
<0184> イケチン

//<0185> ホモ太
<0185> ホモ太

//<0186> ひなチン
<0186> ひなチン

//<0187> 秀樹
<0187> 秀樹

//<0188> 男子生徒
<0188> 男子生徒

//<0189> ？？
<0189> ？？

//<0190> 「なあ、ただのエロ少年。そろそろ音無と呼ばせてくれねーか？」
<0190> 「なあ、ただのエロ少年。そろそろ音無と呼ばせてくれねーか？」

//<0191> 音無
<0191> 音無

//<0192> クソ坊主
<0192> クソ坊主

//<0193> 代理人
<0193> 代理人

//<0194> 微妙すぎるイケメン
<0194> 微妙すぎるイケメン

//<0195> ロリコン
<0195> ロリコン

//<0196> メガネ仲間
<0196> メガネ仲間

//<0197> 暗算日本記録保持者
<0197> 暗算日本記録保持者

//<0198> 通り魔
<0198> 通り魔

//<0199> 記憶ナシ男
<0199> 記憶ナシ男

//<0200> 音速
<0200> 音速

//<0201> 無限
<0201> 無限

//<0202> エロ侍
<0202> エロ侍

//<0203> エロエロ団ナンバー１
<0203> エロエロ団ナンバー１

//<0204> ただのエロ少年
<0204> ただのエロ少年

//<0205> ユリブサイク
<0205> ユリブサイク

//<0206> ドピュッシー
<0206> ドピュッシー

//<0207> アメリカンエロドッグ
<0207> アメリカンエロドッグ

//<0208> ゼウス
<0208> ゼウス

//<0209> 日向markⅡ
<0209> 日向markⅡ

//<0210> 糞虫
<0210> 糞虫

//<0211> 量産型日向
<0211> 量産型日向

//<0212> ？？
<0212> ？？

//<0213> 「俺は十分、罪滅ぼしが出来たのかな…」
<0213> 「俺は十分、罪滅ぼしが出来たのかな…」

//<0214> nothing
<0214> nothing

//<0215> nothing
<0215> nothing

//<0216> nothing
<0216> nothing

//<0217> nothing
<0217> nothing

//<0218> nothing
<0218> nothing

//<0219> 日向
<0219> 日向

//<0220> 男Ｂ
<0220> 男Ｂ

//<0221> エロエロ団総帥
<0221> エロエロ団総帥

//<0222> イケチン
<0222> イケチン

//<0223> ホモ太
<0223> ホモ太

//<0224> ひなチン
<0224> ひなチン

//<0225> 秀樹
<0225> 秀樹

//<0226> 男子生徒
<0226> 男子生徒

//<0227> ？？
<0227> ？？

//<0228> 「ああ。俺が相当言い続けたからな。十分だと思うぜ？」
<0228> 「ああ。俺が相当言い続けたからな。十分だと思うぜ？」

//<0229> 音無
<0229> 音無

//<0230> クソ坊主
<0230> クソ坊主

//<0231> 代理人
<0231> 代理人

//<0232> 微妙すぎるイケメン
<0232> 微妙すぎるイケメン

//<0233> ロリコン
<0233> ロリコン

//<0234> メガネ仲間
<0234> メガネ仲間

//<0235> 暗算日本記録保持者
<0235> 暗算日本記録保持者

//<0236> 通り魔
<0236> 通り魔

//<0237> 記憶ナシ男
<0237> 記憶ナシ男

//<0238> 音速
<0238> 音速

//<0239> 無限
<0239> 無限

//<0240> エロ侍
<0240> エロ侍

//<0241> エロエロ団ナンバー１
<0241> エロエロ団ナンバー１

//<0242> ただのエロ少年
<0242> ただのエロ少年

//<0243> ユリブサイク
<0243> ユリブサイク

//<0244> ドピュッシー
<0244> ドピュッシー

//<0245> アメリカンエロドッグ
<0245> アメリカンエロドッグ

//<0246> ゼウス
<0246> ゼウス

//<0247> 日向markⅡ
<0247> 日向markⅡ

//<0248> 糞虫
<0248> 糞虫

//<0249> 量産型日向
<0249> 量産型日向

//<0250> ？？
<0250> ？？

//<0251> 「よかった…」
<0251> 「よかった…」

//<0252> 音無
<0252> 音無

//<0253> クソ坊主
<0253> クソ坊主

//<0254> 代理人
<0254> 代理人

//<0255> 微妙すぎるイケメン
<0255> 微妙すぎるイケメン

//<0256> ロリコン
<0256> ロリコン

//<0257> メガネ仲間
<0257> メガネ仲間

//<0258> 暗算日本記録保持者
<0258> 暗算日本記録保持者

//<0259> 通り魔
<0259> 通り魔

//<0260> 記憶ナシ男
<0260> 記憶ナシ男

//<0261> 音速
<0261> 音速

//<0262> 無限
<0262> 無限

//<0263> エロ侍
<0263> エロ侍

//<0264> エロエロ団ナンバー１
<0264> エロエロ団ナンバー１

//<0265> ただのエロ少年
<0265> ただのエロ少年

//<0266> ユリブサイク
<0266> ユリブサイク

//<0267> ドピュッシー
<0267> ドピュッシー

//<0268> アメリカンエロドッグ
<0268> アメリカンエロドッグ

//<0269> ゼウス
<0269> ゼウス

//<0270> 日向markⅡ
<0270> 日向markⅡ

//<0271> 糞虫
<0271> 糞虫

//<0272> 量産型日向
<0272> 量産型日向

//<0273> ？？
<0273> ？？

//<0274> 「だったら、もういいよ…ありがとう、日向」
<0274> 「だったら、もういいよ…ありがとう、日向」

//<0275> nothing
<0275> nothing

//<0276> nothing
<0276> nothing

//<0277> nothing
<0277> nothing

//<0278> nothing
<0278> nothing

//<0279> nothing
<0279> nothing

//<0280> 日向
<0280> 日向

//<0281> 男Ｂ
<0281> 男Ｂ

//<0282> エロエロ団総帥
<0282> エロエロ団総帥

//<0283> イケチン
<0283> イケチン

//<0284> ホモ太
<0284> ホモ太

//<0285> ひなチン
<0285> ひなチン

//<0286> 秀樹
<0286> 秀樹

//<0287> 男子生徒
<0287> 男子生徒

//<0288> ？？
<0288> ？？

//<0289> 「いんや。こっちはお前の反省の仕方に拍手だ」
<0289> 「いんや。こっちはお前の反省の仕方に拍手だ」

//<0290> nothing
<0290> nothing

//<0291> nothing
<0291> nothing

//<0292> nothing
<0292> nothing

//<0293> nothing
<0293> nothing

//<0294> nothing
<0294> nothing

//<0295> ぱちぱちと手を叩かれる。
<0295> ぱちぱちと手を叩かれる。

//<0296> 音無
<0296> 音無

//<0297> クソ坊主
<0297> クソ坊主

//<0298> 代理人
<0298> 代理人

//<0299> 微妙すぎるイケメン
<0299> 微妙すぎるイケメン

//<0300> ロリコン
<0300> ロリコン

//<0301> メガネ仲間
<0301> メガネ仲間

//<0302> 暗算日本記録保持者
<0302> 暗算日本記録保持者

//<0303> 通り魔
<0303> 通り魔

//<0304> 記憶ナシ男
<0304> 記憶ナシ男

//<0305> 音速
<0305> 音速

//<0306> 無限
<0306> 無限

//<0307> エロ侍
<0307> エロ侍

//<0308> エロエロ団ナンバー１
<0308> エロエロ団ナンバー１

//<0309> ただのエロ少年
<0309> ただのエロ少年

//<0310> ユリブサイク
<0310> ユリブサイク

//<0311> ドピュッシー
<0311> ドピュッシー

//<0312> アメリカンエロドッグ
<0312> アメリカンエロドッグ

//<0313> ゼウス
<0313> ゼウス

//<0314> 日向markⅡ
<0314> 日向markⅡ

//<0315> 糞虫
<0315> 糞虫

//<0316> 量産型日向
<0316> 量産型日向

//<0317> ？？
<0317> ？？

//<0318> 「そう言ってもらえるとありがたい…」
<0318> 「そう言ってもらえるとありがたい…」

//<0319> 日向
<0319> 日向

//<0320> 男Ｂ
<0320> 男Ｂ

//<0321> エロエロ団総帥
<0321> エロエロ団総帥

//<0322> イケチン
<0322> イケチン

//<0323> ホモ太
<0323> ホモ太

//<0324> ひなチン
<0324> ひなチン

//<0325> 秀樹
<0325> 秀樹

//<0326> 男子生徒
<0326> 男子生徒

//<0327> ？？
<0327> ？？

//<0328> 「おう、起きたか。おはよーさん」
<0328> 「おう、起きたか。おはよーさん」

//<0329> nothing
<0329> nothing

//<0330> nothing
<0330> nothing

//<0331> nothing
<0331> nothing

//<0332> nothing
<0332> nothing

//<0333> nothing
<0333> nothing

//<0334> 日向
<0334> 日向

//<0335> 男Ｂ
<0335> 男Ｂ

//<0336> エロエロ団総帥
<0336> エロエロ団総帥

//<0337> イケチン
<0337> イケチン

//<0338> ホモ太
<0338> ホモ太

//<0339> ひなチン
<0339> ひなチン

//<0340> 秀樹
<0340> 秀樹

//<0341> 男子生徒
<0341> 男子生徒

//<0342> ？？
<0342> ？？

//<0343> 「顔洗ってこいよ」
<0343> 「顔洗ってこいよ」

//<0344> 音無
<0344> 音無

//<0345> クソ坊主
<0345> クソ坊主

//<0346> 代理人
<0346> 代理人

//<0347> 微妙すぎるイケメン
<0347> 微妙すぎるイケメン

//<0348> ロリコン
<0348> ロリコン

//<0349> メガネ仲間
<0349> メガネ仲間

//<0350> 暗算日本記録保持者
<0350> 暗算日本記録保持者

//<0351> 通り魔
<0351> 通り魔

//<0352> 記憶ナシ男
<0352> 記憶ナシ男

//<0353> 音速
<0353> 音速

//<0354> 無限
<0354> 無限

//<0355> エロ侍
<0355> エロ侍

//<0356> エロエロ団ナンバー１
<0356> エロエロ団ナンバー１

//<0357> ただのエロ少年
<0357> ただのエロ少年

//<0358> ユリブサイク
<0358> ユリブサイク

//<0359> ドピュッシー
<0359> ドピュッシー

//<0360> アメリカンエロドッグ
<0360> アメリカンエロドッグ

//<0361> ゼウス
<0361> ゼウス

//<0362> 日向markⅡ
<0362> 日向markⅡ

//<0363> 糞虫
<0363> 糞虫

//<0364> 量産型日向
<0364> 量産型日向

//<0365> ？？
<0365> ？？

//<0366> 「ああ」
<0366> 「ああ」

//<0367> ふと、それが自然な光景になり始めていることに気付く。
<0367> ふと、それが自然な光景になり始めていることに気付く。

//<0368> 音無
<0368> 音無

//<0369> クソ坊主
<0369> クソ坊主

//<0370> 代理人
<0370> 代理人

//<0371> 微妙すぎるイケメン
<0371> 微妙すぎるイケメン

//<0372> ロリコン
<0372> ロリコン

//<0373> メガネ仲間
<0373> メガネ仲間

//<0374> 暗算日本記録保持者
<0374> 暗算日本記録保持者

//<0375> 通り魔
<0375> 通り魔

//<0376> 記憶ナシ男
<0376> 記憶ナシ男

//<0377> 音速
<0377> 音速

//<0378> 無限
<0378> 無限

//<0379> エロ侍
<0379> エロ侍

//<0380> エロエロ団ナンバー１
<0380> エロエロ団ナンバー１

//<0381> ただのエロ少年
<0381> ただのエロ少年

//<0382> ユリブサイク
<0382> ユリブサイク

//<0383> ドピュッシー
<0383> ドピュッシー

//<0384> アメリカンエロドッグ
<0384> アメリカンエロドッグ

//<0385> ゼウス
<0385> ゼウス

//<0386> 日向markⅡ
<0386> 日向markⅡ

//<0387> 糞虫
<0387> 糞虫

//<0388> 量産型日向
<0388> 量産型日向

//<0389> ？？
<0389> ？？

//<0390> （あいつはホモなのに…）
<0390> （あいつはホモなのに…）

//<0391> いや、思い返してみれば、あいつがホモならいくらでも俺を襲うチャンスはあったはずだ。
<0391> いや、思い返してみれば、あいつがホモならいくらでも俺を襲うチャンスはあったはずだ。

//<0392> 思い込みだったのかもしれない。
<0392> 思い込みだったのかもしれない。

//<0393> 音無
<0393> 音無

//<0394> クソ坊主
<0394> クソ坊主

//<0395> 代理人
<0395> 代理人

//<0396> 微妙すぎるイケメン
<0396> 微妙すぎるイケメン

//<0397> ロリコン
<0397> ロリコン

//<0398> メガネ仲間
<0398> メガネ仲間

//<0399> 暗算日本記録保持者
<0399> 暗算日本記録保持者

//<0400> 通り魔
<0400> 通り魔

//<0401> 記憶ナシ男
<0401> 記憶ナシ男

//<0402> 音速
<0402> 音速

//<0403> 無限
<0403> 無限

//<0404> エロ侍
<0404> エロ侍

//<0405> エロエロ団ナンバー１
<0405> エロエロ団ナンバー１

//<0406> ただのエロ少年
<0406> ただのエロ少年

//<0407> ユリブサイク
<0407> ユリブサイク

//<0408> ドピュッシー
<0408> ドピュッシー

//<0409> アメリカンエロドッグ
<0409> アメリカンエロドッグ

//<0410> ゼウス
<0410> ゼウス

//<0411> 日向markⅡ
<0411> 日向markⅡ

//<0412> 糞虫
<0412> 糞虫

//<0413> 量産型日向
<0413> 量産型日向

//<0414> ？？
<0414> ？？

//<0415> （だとしたら、いつまでも頑なな態度をとるのは止めて、ルームメイトとして接していくべきかもしれないな…）
<0415> （だとしたら、いつまでも頑なな態度をとるのは止めて、ルームメイトとして接していくべきかもしれないな…）

//<0416> これからは改めよう。
<0416> これからは改めよう。

//<0417> 戻ってきて、制服に着替える。
<0417> 戻ってきて、制服に着替える。

//<0418> nothing
<0418> nothing

//<0419> nothing
<0419> nothing

//<0420> nothing
<0420> nothing

//<0421> nothing
<0421> nothing

//<0422> nothing
<0422> nothing

//<0423> 日向
<0423> 日向

//<0424> 男Ｂ
<0424> 男Ｂ

//<0425> エロエロ団総帥
<0425> エロエロ団総帥

//<0426> イケチン
<0426> イケチン

//<0427> ホモ太
<0427> ホモ太

//<0428> ひなチン
<0428> ひなチン

//<0429> 秀樹
<0429> 秀樹

//<0430> 男子生徒
<0430> 男子生徒

//<0431> ？？
<0431> ？？

//<0432> 「じゃ、朝食と行きますか」
<0432> 「じゃ、朝食と行きますか」

//<0433> 音無
<0433> 音無

//<0434> クソ坊主
<0434> クソ坊主

//<0435> 代理人
<0435> 代理人

//<0436> 微妙すぎるイケメン
<0436> 微妙すぎるイケメン

//<0437> ロリコン
<0437> ロリコン

//<0438> メガネ仲間
<0438> メガネ仲間

//<0439> 暗算日本記録保持者
<0439> 暗算日本記録保持者

//<0440> 通り魔
<0440> 通り魔

//<0441> 記憶ナシ男
<0441> 記憶ナシ男

//<0442> 音速
<0442> 音速

//<0443> 無限
<0443> 無限

//<0444> エロ侍
<0444> エロ侍

//<0445> エロエロ団ナンバー１
<0445> エロエロ団ナンバー１

//<0446> ただのエロ少年
<0446> ただのエロ少年

//<0447> ユリブサイク
<0447> ユリブサイク

//<0448> ドピュッシー
<0448> ドピュッシー

//<0449> アメリカンエロドッグ
<0449> アメリカンエロドッグ

//<0450> ゼウス
<0450> ゼウス

//<0451> 日向markⅡ
<0451> 日向markⅡ

//<0452> 糞虫
<0452> 糞虫

//<0453> 量産型日向
<0453> 量産型日向

//<0454> ？？
<0454> ？？

//<0455> 「ああ」
<0455> 「ああ」

//<0456> 俺たちは学食へと向かった。
<0456> 俺たちは学食へと向かった。

//<0457> 日向にもらった朝定食Ａ券を使ってみた。
<0457> 日向にもらった朝定食Ａ券を使ってみた。

//<0458> ご飯、白菜と豆腐の味噌汁、サバの塩焼き、味付け海苔と納豆のセットだ。
<0458> ご飯、白菜と豆腐の味噌汁、サバの塩焼き、味付け海苔と納豆のセットだ。

//<0459> 古き良き日本の朝食、との趣だが…。
<0459> 古き良き日本の朝食、との趣だが…。

//<0460> nothing
<0460> nothing

//<0461> nothing
<0461> nothing

//<0462> nothing
<0462> nothing

//<0463> nothing
<0463> nothing

//<0464> nothing
<0464> nothing

//<0465> 日向
<0465> 日向

//<0466> 男Ｂ
<0466> 男Ｂ

//<0467> エロエロ団総帥
<0467> エロエロ団総帥

//<0468> イケチン
<0468> イケチン

//<0469> ホモ太
<0469> ホモ太

//<0470> ひなチン
<0470> ひなチン

//<0471> 秀樹
<0471> 秀樹

//<0472> 男子生徒
<0472> 男子生徒

//<0473> ？？
<0473> ？？

//<0474> 「あれ？　そんな食券あったのかよ…」
<0474> 「あれ？　そんな食券あったのかよ…」

//<0475> 受け取り口で盆を受け取るなり、日向が訊いてくる。
<0475> 受け取り口で盆を受け取るなり、日向が訊いてくる。

//<0476> 音無
<0476> 音無

//<0477> クソ坊主
<0477> クソ坊主

//<0478> 代理人
<0478> 代理人

//<0479> 微妙すぎるイケメン
<0479> 微妙すぎるイケメン

//<0480> ロリコン
<0480> ロリコン

//<0481> メガネ仲間
<0481> メガネ仲間

//<0482> 暗算日本記録保持者
<0482> 暗算日本記録保持者

//<0483> 通り魔
<0483> 通り魔

//<0484> 記憶ナシ男
<0484> 記憶ナシ男

//<0485> 音速
<0485> 音速

//<0486> 無限
<0486> 無限

//<0487> エロ侍
<0487> エロ侍

//<0488> エロエロ団ナンバー１
<0488> エロエロ団ナンバー１

//<0489> ただのエロ少年
<0489> ただのエロ少年

//<0490> ユリブサイク
<0490> ユリブサイク

//<0491> ドピュッシー
<0491> ドピュッシー

//<0492> アメリカンエロドッグ
<0492> アメリカンエロドッグ

//<0493> ゼウス
<0493> ゼウス

//<0494> 日向markⅡ
<0494> 日向markⅡ

//<0495> 糞虫
<0495> 糞虫

//<0496> 量産型日向
<0496> 量産型日向

//<0497> ？？
<0497> ？？

//<0498> 「さっき、お前がくれたんだが？」
<0498> 「さっき、お前がくれたんだが？」

//<0499> nothing
<0499> nothing

//<0500> nothing
<0500> nothing

//<0501> nothing
<0501> nothing

//<0502> nothing
<0502> nothing

//<0503> nothing
<0503> nothing

//<0504> 日向
<0504> 日向

//<0505> 男Ｂ
<0505> 男Ｂ

//<0506> エロエロ団総帥
<0506> エロエロ団総帥

//<0507> イケチン
<0507> イケチン

//<0508> ホモ太
<0508> ホモ太

//<0509> ひなチン
<0509> ひなチン

//<0510> 秀樹
<0510> 秀樹

//<0511> 男子生徒
<0511> 男子生徒

//<0512> ？？
<0512> ？？
{db0f} 33 // 0512

//<0513> 「えぇ！？　しくった…」
<0513> 「えぇ！？　しくった…」

//<0514> nothing
<0514> nothing

//<0515> nothing
<0515> nothing

//<0516> nothing
<0516> nothing

//<0517> nothing
<0517> nothing

//<0518> nothing
<0518> nothing

//<0519> 音無
<0519> 音無

//<0520> クソ坊主
<0520> クソ坊主

//<0521> 代理人
<0521> 代理人

//<0522> 微妙すぎるイケメン
<0522> 微妙すぎるイケメン

//<0523> ロリコン
<0523> ロリコン

//<0524> メガネ仲間
<0524> メガネ仲間

//<0525> 暗算日本記録保持者
<0525> 暗算日本記録保持者

//<0526> 通り魔
<0526> 通り魔

//<0527> 記憶ナシ男
<0527> 記憶ナシ男

//<0528> 音速
<0528> 音速

//<0529> 無限
<0529> 無限

//<0530> エロ侍
<0530> エロ侍

//<0531> エロエロ団ナンバー１
<0531> エロエロ団ナンバー１

//<0532> ただのエロ少年
<0532> ただのエロ少年

//<0533> ユリブサイク
