// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0065> 顔をあげると、女生徒は何かに気づいたように目を大きくする。
<0065> 顔をあげると、女生徒は何かに気づいたように目を大きくする。

//<0066> nothing
<0066> nothing

//<0067> nothing
<0067> nothing

//<0068> nothing
<0068> nothing

//<0069> nothing
<0069> nothing

//<0070> nothing
<0070> nothing

//<0071> 女生徒
<0071> 女生徒

//<0072> 「おお、あなたでしたかー」
<0072> 「おお、あなたでしたかー」

//<0073> 音無
<0073> 音無

//<0074> クソ坊主
<0074> クソ坊主

//<0075> 代理人
<0075> 代理人

//<0076> 微妙すぎるイケメン
<0076> 微妙すぎるイケメン

//<0077> ロリコン
<0077> ロリコン

//<0078> メガネ仲間
<0078> メガネ仲間

//<0079> 暗算日本記録保持者
<0079> 暗算日本記録保持者

//<0080> 通り魔
<0080> 通り魔

//<0081> 記憶ナシ男
<0081> 記憶ナシ男

//<0082> 音速
<0082> 音速

//<0083> 無限
<0083> 無限

//<0084> エロ侍
<0084> エロ侍

//<0085> エロエロ団ナンバー１
<0085> エロエロ団ナンバー１

//<0086> ただのエロ少年
<0086> ただのエロ少年

//<0087> ユリブサイク
<0087> ユリブサイク

//<0088> ドピュッシー
<0088> ドピュッシー

//<0089> アメリカンエロドッグ
<0089> アメリカンエロドッグ

//<0090> ゼウス
<0090> ゼウス

//<0091> 日向markⅡ
<0091> 日向markⅡ

//<0092> 糞虫
<0092> 糞虫

//<0093> 量産型日向
<0093> 量産型日向

//<0094> ？？
<0094> ？？

//<0095> 「えっ？　俺のこと知ってるのか…？」
<0095> 「えっ？　俺のこと知ってるのか…？」

//<0096> nothing
<0096> nothing

//<0097> nothing
<0097> nothing

//<0098> nothing
<0098> nothing

//<0099> nothing
<0099> nothing

//<0100> nothing
<0100> nothing

//<0101> 女生徒
<0101> 女生徒

//<0102> 「はい、戦線メンバーの中では有名ですよ」
<0102> 「はい、戦線メンバーの中では有名ですよ」

//<0103> nothing
<0103> nothing

//<0104> nothing
<0104> nothing

//<0105> nothing
<0105> nothing

//<0106> nothing
<0106> nothing

//<0107> nothing
<0107> nothing

//<0108> 女生徒
<0108> 女生徒

//<0109> 「ゆりっぺ先輩にキスしようとしたんですよね」
<0109> 「ゆりっぺ先輩にキスしようとしたんですよね」

//<0110> なんでバレてるんだ？
<0110> なんでバレてるんだ？

//<0111> nothing
<0111> nothing

//<0112> nothing
<0112> nothing

//<0113> nothing
<0113> nothing

//<0114> nothing
<0114> nothing

//<0115> nothing
<0115> nothing

//<0116> 女生徒
<0116> 女生徒
{4044} 33 // 0116

//<0117> 「はい。野田先輩が『奴は災厄をもたらすから注意しろー』とかなんとか言ってました」
<0117> 「はい。野田先輩が『奴は災厄をもたらすから注意しろー』とかなんとか言ってました」

//<0118> nothing
<0118> nothing

//<0119> nothing
<0119> nothing

//<0120> nothing
<0120> nothing

//<0121> nothing
<0121> nothing

//<0122> nothing
<0122> nothing

//<0123> nothing
<0123> nothing

//<0124> nothing
<0124> nothing

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> あの野郎か…。
<0128> あの野郎か…。

//<0129> 音無
<0129> 音無

//<0130> クソ坊主
<0130> クソ坊主

//<0131> 代理人
<0131> 代理人

//<0132> 微妙すぎるイケメン
<0132> 微妙すぎるイケメン

//<0133> ロリコン
<0133> ロリコン

//<0134> メガネ仲間
<0134> メガネ仲間

//<0135> 暗算日本記録保持者
<0135> 暗算日本記録保持者

//<0136> 通り魔
<0136> 通り魔

//<0137> 記憶ナシ男
<0137> 記憶ナシ男

//<0138> 音速
<0138> 音速

//<0139> 無限
<0139> 無限

//<0140> エロ侍
<0140> エロ侍

//<0141> エロエロ団ナンバー１
<0141> エロエロ団ナンバー１

//<0142> ただのエロ少年
<0142> ただのエロ少年

//<0143> ユリブサイク
<0143> ユリブサイク

//<0144> ドピュッシー
<0144> ドピュッシー

//<0145> アメリカンエロドッグ
<0145> アメリカンエロドッグ

//<0146> ゼウス
<0146> ゼウス

//<0147> 日向markⅡ
<0147> 日向markⅡ

//<0148> 糞虫
<0148> 糞虫

//<0149> 量産型日向
<0149> 量産型日向

//<0150> ？？
<0150> ？？

//<0151> 「ところで、えっと…」
<0151> 「ところで、えっと…」

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> nothing
<0155> nothing

//<0156> nothing
<0156> nothing

//<0157> ユイ
<0157> ユイ

//<0158> 「ユイです。陽動班やってます！」
<0158> 「ユイです。陽動班やってます！」

//<0159> 音無
<0159> 音無

//<0160> クソ坊主
<0160> クソ坊主

//<0161> 代理人
<0161> 代理人

//<0162> 微妙すぎるイケメン
<0162> 微妙すぎるイケメン

//<0163> ロリコン
<0163> ロリコン

//<0164> メガネ仲間
<0164> メガネ仲間

//<0165> 暗算日本記録保持者
<0165> 暗算日本記録保持者

//<0166> 通り魔
<0166> 通り魔

//<0167> 記憶ナシ男
<0167> 記憶ナシ男

//<0168> 音速
<0168> 音速

//<0169> 無限
<0169> 無限

//<0170> エロ侍
<0170> エロ侍

//<0171> エロエロ団ナンバー１
<0171> エロエロ団ナンバー１

//<0172> ただのエロ少年
<0172> ただのエロ少年

//<0173> ユリブサイク
<0173> ユリブサイク

//<0174> ドピュッシー
<0174> ドピュッシー

//<0175> アメリカンエロドッグ
<0175> アメリカンエロドッグ

//<0176> ゼウス
<0176> ゼウス

//<0177> 日向markⅡ
<0177> 日向markⅡ

//<0178> 糞虫
<0178> 糞虫

//<0179> 量産型日向
<0179> 量産型日向

//<0180> ？？
<0180> ？？

//<0181> 「陽動班ってことは、岩沢達と同じバンドメンバーなのか？」
<0181> 「陽動班ってことは、岩沢達と同じバンドメンバーなのか？」

//<0182> nothing
<0182> nothing

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> ユイ
<0187> ユイ

//<0188> 「いえいえ！　まさかそんな！　こうやってフライヤーを貼ってガルデモの告知をするだけの下っ端です！」
<0188> 「いえいえ！　まさかそんな！　こうやってフライヤーを貼ってガルデモの告知をするだけの下っ端です！」

//<0189> nothing
<0189> nothing

//<0190> nothing
<0190> nothing

//<0191> nothing
<0191> nothing

//<0192> nothing
<0192> nothing

//<0193> nothing
<0193> nothing

//<0194> ユイ
<0194> ユイ

//<0195> 「でも、ガルデモのお手伝いをできるだけでも、もう満足なんです！」
<0195> 「でも、ガルデモのお手伝いをできるだけでも、もう満足なんです！」

//<0196> 拳を握り締めるユイ。
<0196> 拳を握り締めるユイ。

//<0197> nothing
<0197> nothing

//<0198> nothing
<0198> nothing

//<0199> nothing
<0199> nothing

//<0200> nothing
<0200> nothing

//<0201> nothing
<0201> nothing

//<0202> ユイ
<0202> ユイ

//<0203> 「女の子だけであの演奏力！　そしてなんと言っても、ボーカル＆ギターの岩沢さんの存在感！」
<0203> 「女の子だけであの演奏力！　そしてなんと言っても、ボーカル＆ギターの岩沢さんの存在感！」

//<0204> nothing
<0204> nothing

//<0205> nothing
<0205> nothing

//<0206> nothing
<0206> nothing

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> ユイ
<0209> ユイ

//<0210> 「作詞作曲までしちゃうんです！　あたしのお気に入りは
<0210> 「作詞作曲までしちゃうんです！　あたしのお気に入りは

//<0211> Crow Song
<0211> Crow Song

//<0212> ！！　サビに向かう転調がですね思い切りがよくていいんですよ！」
<0212> ！！　サビに向かう転調がですね思い切りがよくていいんですよ！」

//<0213> nothing
<0213> nothing

//<0214> nothing
<0214> nothing

//<0215> nothing
<0215> nothing

//<0216> nothing
<0216> nothing

//<0217> nothing
<0217> nothing

//<0218> ユイ
<0218> ユイ

//<0219> 「歌詞もですね、まさに岩沢さんのことを綴った歌で、泣けるわ、盛り上がるわでライブ中にどうしたらいいかよくわかんない、鉄板曲なんですよ！」
<0219> 「歌詞もですね、まさに岩沢さんのことを綴った歌で、泣けるわ、盛り上がるわでライブ中にどうしたらいいかよくわかんない、鉄板曲なんですよ！」

//<0220> 音無
<0220> 音無

//<0221> クソ坊主
<0221> クソ坊主

//<0222> 代理人
<0222> 代理人

//<0223> 微妙すぎるイケメン
<0223> 微妙すぎるイケメン

//<0224> ロリコン
<0224> ロリコン

//<0225> メガネ仲間
<0225> メガネ仲間

//<0226> 暗算日本記録保持者
<0226> 暗算日本記録保持者

//<0227> 通り魔
<0227> 通り魔

//<0228> 記憶ナシ男
<0228> 記憶ナシ男

//<0229> 音速
<0229> 音速

//<0230> 無限
<0230> 無限

//<0231> エロ侍
<0231> エロ侍

//<0232> エロエロ団ナンバー１
<0232> エロエロ団ナンバー１

//<0233> ただのエロ少年
<0233> ただのエロ少年

//<0234> ユリブサイク
<0234> ユリブサイク

//<0235> ドピュッシー
<0235> ドピュッシー

//<0236> アメリカンエロドッグ
<0236> アメリカンエロドッグ

//<0237> ゼウス
<0237> ゼウス

//<0238> 日向markⅡ
<0238> 日向markⅡ

//<0239> 糞虫
<0239> 糞虫

//<0240> 量産型日向
<0240> 量産型日向

//<0241> ？？
<0241> ？？

//<0242> 「………」
<0242> 「………」

//<0243> nothing
<0243> nothing

//<0244> nothing
<0244> nothing

//<0245> nothing
<0245> nothing

//<0246> nothing
<0246> nothing

//<0247> nothing
<0247> nothing

//<0248> ユイ
<0248> ユイ

//<0249> 「あとあと、盛り上がるのはですね、
<0249> 「あとあと、盛り上がるのはですね、

//<0250> Alchemy
<0250> Alchemy

//<0251> ！　
<0251> ！　

//<0252> Alchemy
<0252> Alchemy

//<0253> はーー」
<0253> はーー」

//<0254> 陶酔したようにガルデモの説明をするユイ。
<0254> 陶酔したようにガルデモの説明をするユイ。

//<0255> このまま放って置いてもいいか。
<0255> このまま放って置いてもいいか。

//<0256> nothing
<0256> nothing

//<0257> nothing
<0257> nothing

//<0258> nothing
<0258> nothing

//<0259> nothing
<0259> nothing

//<0260> nothing
<0260> nothing

//<0261> nothing
<0261> nothing

//<0262> ユイに背を向けて去ろうとすると…。
<0262> ユイに背を向けて去ろうとすると…。

//<0263> nothing
<0263> nothing

//<0264> nothing
<0264> nothing

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> nothing
<0267> nothing

//<0268> ユイ
<0268> ユイ

//<0269> 「って！　まだ終わってません！　
<0269> 「って！　まだ終わってません！　

//<0270> Alchemy
<0270> Alchemy

//<0271> はですね！」
<0271> はですね！」

//<0272> 腕にしがみつかれた。
<0272> 腕にしがみつかれた。

//<0273> 音無
<0273> 音無

//<0274> クソ坊主
<0274> クソ坊主

//<0275> 代理人
<0275> 代理人

//<0276> 微妙すぎるイケメン
<0276> 微妙すぎるイケメン

//<0277> ロリコン
<0277> ロリコン

//<0278> メガネ仲間
<0278> メガネ仲間

//<0279> 暗算日本記録保持者
<0279> 暗算日本記録保持者

//<0280> 通り魔
<0280> 通り魔

//<0281> 記憶ナシ男
<0281> 記憶ナシ男

//<0282> 音速
<0282> 音速

//<0283> 無限
<0283> 無限

//<0284> エロ侍
<0284> エロ侍

//<0285> エロエロ団ナンバー１
<0285> エロエロ団ナンバー１

//<0286> ただのエロ少年
<0286> ただのエロ少年

//<0287> ユリブサイク
<0287> ユリブサイク

//<0288> ドピュッシー
<0288> ドピュッシー

//<0289> アメリカンエロドッグ
<0289> アメリカンエロドッグ

//<0290> ゼウス
<0290> ゼウス

//<0291> 日向markⅡ
<0291> 日向markⅡ

//<0292> 糞虫
<0292> 糞虫

//<0293> 量産型日向
<0293> 量産型日向

//<0294> ？？
<0294> ？？

//<0295> 「こんなところで油売ってる暇あるのか！」
<0295> 「こんなところで油売ってる暇あるのか！」

//<0296> ユイの顔を掴み、引きはがそうとする。
<0296> ユイの顔を掴み、引きはがそうとする。

//<0297> 音無
<0297> 音無

//<0298> クソ坊主
<0298> クソ坊主

//<0299> 代理人
<0299> 代理人

//<0300> 微妙すぎるイケメン
<0300> 微妙すぎるイケメン

//<0301> ロリコン
<0301> ロリコン

//<0302> メガネ仲間
<0302> メガネ仲間

//<0303> 暗算日本記録保持者
<0303> 暗算日本記録保持者

//<0304> 通り魔
<0304> 通り魔

//<0305> 記憶ナシ男
<0305> 記憶ナシ男

//<0306> 音速
<0306> 音速

//<0307> 無限
<0307> 無限

//<0308> エロ侍
<0308> エロ侍

//<0309> エロエロ団ナンバー１
<0309> エロエロ団ナンバー１

//<0310> ただのエロ少年
<0310> ただのエロ少年

//<0311> ユリブサイク
<0311> ユリブサイク

//<0312> ドピュッシー
<0312> ドピュッシー

//<0313> アメリカンエロドッグ
<0313> アメリカンエロドッグ

//<0314> ゼウス
<0314> ゼウス

//<0315> 日向markⅡ
<0315> 日向markⅡ

//<0316> 糞虫
<0316> 糞虫

//<0317> 量産型日向
<0317> 量産型日向

//<0318> ？？
<0318> ？？

//<0319> 「その大好きなガルデモの為にシャキシャキ働けよ！」
<0319> 「その大好きなガルデモの為にシャキシャキ働けよ！」

//<0320> nothing
<0320> nothing

//<0321> nothing
<0321> nothing

//<0322> nothing
<0322> nothing

//<0323> nothing
<0323> nothing

//<0324> nothing
<0324> nothing

//<0325> ユイ
<0325> ユイ

//<0326> 「むおっ！　そうでした！」
<0326> 「むおっ！　そうでした！」

//<0327> nothing
<0327> nothing

//<0328> nothing
<0328> nothing

//<0329> nothing
<0329> nothing

//<0330> nothing
<0330> nothing

//<0331> nothing
<0331> nothing

//<0332> 自分の仕事を思いだしたのか、ユイはハッと目を大きくして俺から離れた。
<0332> 自分の仕事を思いだしたのか、ユイはハッと目を大きくして俺から離れた。

//<0333> nothing
<0333> nothing

//<0334> nothing
<0334> nothing

//<0335> nothing
<0335> nothing

//<0336> nothing
<0336> nothing

//<0337> nothing
<0337> nothing

//<0338> ユイ
<0338> ユイ

//<0339> 「それでは、あたしは仕事に戻ります！」
<0339> 「それでは、あたしは仕事に戻ります！」

//<0340> nothing
<0340> nothing

//<0341> nothing
<0341> nothing

//<0342> nothing
<0342> nothing

//<0343> nothing
<0343> nothing

//<0344> nothing
<0344> nothing

//<0345> nothing
<0345> nothing

//<0346> そう言って、フライヤー貼りを再開させる。
<0346> そう言って、フライヤー貼りを再開させる。

//<0347> 今日の作戦のために、みんな色々と準備してるんだな。
<0347> 今日の作戦のために、みんな色々と準備してるんだな。

//<0348> 俺ももう少し銃の練習をしておいたほうがいいのかもしれない。
<0348> 俺ももう少し銃の練習をしておいたほうがいいのかもしれない。

//<0349> nothing
<0349> nothing

//<0350> nothing
<0350> nothing

//<0351> nothing
<0351> nothing

//<0352> nothing
<0352> nothing

//<0353> nothing
<0353> nothing

//<0354> 同じ場所でユイの奴がフライヤーを貼っていた。
<0354> 同じ場所でユイの奴がフライヤーを貼っていた。

//<0355> 文字は『今夜７時』と書き直されている。
<0355> 文字は『今夜７時』と書き直されている。

//<0356> 昨日、天使に剥がされたけど、めげずにガルデモのサポートをしている。
<0356> 昨日、天使に剥がされたけど、めげずにガルデモのサポートをしている。

//<0357> 実にマメなことだ。
<0357> 実にマメなことだ。

//<0358> これだけの枚数を貼るのも楽じゃない作業だろう。
<0358> これだけの枚数を貼るのも楽じゃない作業だろう。

//<0359> 実にマメなことだ。
<0359> 実にマメなことだ。

//<0360> nothing
<0360> nothing

//<0361> nothing
<0361> nothing

//<0362> nothing
<0362> nothing

//<0363> nothing
<0363> nothing

//<0364> nothing
<0364> nothing

//<0365> ユイが掲示板に何かを貼り付けていた。
<0365> ユイが掲示板に何かを貼り付けていた。

//<0366> あそこは、昨日天使がガルデモのフライヤーを剥がした場所だ。
<0366> あそこは、昨日天使がガルデモのフライヤーを剥がした場所だ。

//<0367> ということは、あのフライヤーはユイが貼っていたんだろうか。
<0367> ということは、あのフライヤーはユイが貼っていたんだろうか。

//<0368> ガルデモのライブ告知のためのフライヤーだ。
<0368> ガルデモのライブ告知のためのフライヤーだ。

//<0369> 『今夜７時』と、堂々と記されているんだから、この時点で十分陽動効果はあるだろうな。
<0369> 『今夜７時』と、堂々と記されているんだから、この時点で十分陽動効果はあるだろうな。

//<0370> 音無
<0370> 音無

//<0371> クソ坊主
<0371> クソ坊主

//<0372> 代理人
<0372> 代理人

//<0373> 微妙すぎるイケメン
<0373> 微妙すぎるイケメン

//<0374> ロリコン
<0374> ロリコン

//<0375> メガネ仲間
<0375> メガネ仲間

//<0376> 暗算日本記録保持者
<0376> 暗算日本記録保持者

//<0377> 通り魔
<0377> 通り魔

//<0378> 記憶ナシ男
<0378> 記憶ナシ男

//<0379> 音速
<0379> 音速

//<0380> 無限
<0380> 無限

//<0381> エロ侍
<0381> エロ侍

//<0382> エロエロ団ナンバー１
<0382> エロエロ団ナンバー１

//<0383> ただのエロ少年
<0383> ただのエロ少年

//<0384> ユリブサイク
<0384> ユリブサイク

//<0385> ドピュッシー
<0385> ドピュッシー

//<0386> アメリカンエロドッグ
<0386> アメリカンエロドッグ

//<0387> ゼウス
<0387> ゼウス

//<0388> 日向markⅡ
<0388> 日向markⅡ

//<0389> 糞虫
<0389> 糞虫

//<0390> 量産型日向
<0390> 量産型日向

//<0391> ？？
<0391> ？？

//<0392> 「今日も…」
<0392> 「今日も…」

//<0393> bs3_
<0393> bs3_

//<0394> nothing
<0394> nothing

//<0395> nothing
<0395> nothing

//<0396> nothing
<0396> nothing

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> 俺はその背後まで近づき、声をかけようとしたところで…。
<0399> 俺はその背後まで近づき、声をかけようとしたところで…。

//<0400> se_kneekick
<0400> se_kneekick

//<0401> どすっ。
<0401> どすっ。

//<0402> 後ろ回し蹴りが俺の股間に入っていた。
<0402> 後ろ回し蹴りが俺の股間に入っていた。

//<0403> nothing
<0403> nothing

//<0404> nothing
<0404> nothing

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> ユイ
<0408> ユイ

//<0409> 「はっ！　貴様の行動など読めていたわーー！！　この変質者が！！」
<0409> 「はっ！　貴様の行動など読めていたわーー！！　この変質者が！！」

//<0410> 音無
<0410> 音無

//<0411> クソ坊主
<0411> クソ坊主

//<0412> 代理人
<0412> 代理人

//<0413> 微妙すぎるイケメン
<0413> 微妙すぎるイケメン

//<0414> ロリコン
<0414> ロリコン

//<0415> メガネ仲間
<0415> メガネ仲間

//<0416> 暗算日本記録保持者
<0416> 暗算日本記録保持者

//<0417> 通り魔
<0417> 通り魔

//<0418> 記憶ナシ男
<0418> 記憶ナシ男

//<0419> 音速
<0419> 音速

//<0420> 無限
<0420> 無限

//<0421> エロ侍
<0421> エロ侍

//<0422> エロエロ団ナンバー１
<0422> エロエロ団ナンバー１

//<0423> ただのエロ少年
<0423> ただのエロ少年

//<0424> ユリブサイク
<0424> ユリブサイク

//<0425> ドピュッシー
<0425> ドピュッシー

//<0426> アメリカンエロドッグ
<0426> アメリカンエロドッグ

//<0427> ゼウス
<0427> ゼウス

//<0428> 日向markⅡ
<0428> 日向markⅡ

//<0429> 糞虫
<0429> 糞虫

//<0430> 量産型日向
<0430> 量産型日向

//<0431> ？？
<0431> ？？

//<0432> 「…う……」
<0432> 「…う……」

//<0433> 地面に倒れて悶絶する。
<0433> 地面に倒れて悶絶する。

//<0434> 潰れたんじゃないかって痛みだ。
<0434> 潰れたんじゃないかって痛みだ。

//<0435> 嫌な汗をひたすらかき続けた。
<0435> 嫌な汗をひたすらかき続けた。

//<0436> ………。
<0436> ………。

//<0437> ……。
<0437> ……。

//<0438> …。
<0438> …。

//<0439> よし、なんとか落ち着いた。
<0439> よし、なんとか落ち着いた。

//<0440> 音無
<0440> 音無

//<0441> クソ坊主
<0441> クソ坊主

//<0442> 代理人
<0442> 代理人

//<0443> 微妙すぎるイケメン
<0443> 微妙すぎるイケメン

//<0444> ロリコン
<0444> ロリコン

//<0445> メガネ仲間
<0445> メガネ仲間

//<0446> 暗算日本記録保持者
<0446> 暗算日本記録保持者

//<0447> 通り魔
<0447> 通り魔

//<0448> 記憶ナシ男
<0448> 記憶ナシ男

//<0449> 音速
<0449> 音速

//<0450> 無限
<0450> 無限

//<0451> エロ侍
<0451> エロ侍

//<0452> エロエロ団ナンバー１
<0452> エロエロ団ナンバー１

//<0453> ただのエロ少年
<0453> ただのエロ少年

//<0454> ユリブサイク
<0454> ユリブサイク

//<0455> ドピュッシー
<0455> ドピュッシー

//<0456> アメリカンエロドッグ
<0456> アメリカンエロドッグ

//<0457> ゼウス
<0457> ゼウス

//<0458> 日向markⅡ
<0458> 日向markⅡ

//<0459> 糞虫
<0459> 糞虫

//<0460> 量産型日向
<0460> 量産型日向

//<0461> ？？
<0461> ？？

//<0462> 「てめぇなああーーー！！　って居ねえぇーーー！！」
<0462> 「てめぇなああーーー！！　って居ねえぇーーー！！」

//<0463> どれだけもんどり打っていたんだ…。
<0463> どれだけもんどり打っていたんだ…。

//<0464> 音無
<0464> 音無

//<0465> クソ坊主
<0465> クソ坊主

//<0466> 代理人
<0466> 代理人

//<0467> 微妙すぎるイケメン
<0467> 微妙すぎるイケメン

//<0468> ロリコン
<0468> ロリコン

//<0469> メガネ仲間
<0469> メガネ仲間

//<0470> 暗算日本記録保持者
<0470> 暗算日本記録保持者

//<0471> 通り魔
<0471> 通り魔

//<0472> 記憶ナシ男
<0472> 記憶ナシ男

//<0473> 音速
<0473> 音速

//<0474> 無限
<0474> 無限

//<0475> エロ侍
<0475> エロ侍

//<0476> エロエロ団ナンバー１
<0476> エロエロ団ナンバー１

//<0477> ただのエロ少年
<0477> ただのエロ少年

//<0478> ユリブサイク
<0478> ユリブサイク

//<0479> ドピュッシー
<0479> ドピュッシー

//<0480> アメリカンエロドッグ
<0480> アメリカンエロドッグ

//<0481> ゼウス
<0481> ゼウス

//<0482> 日向markⅡ
<0482> 日向markⅡ

//<0483> 糞虫
<0483> 糞虫

//<0484> 量産型日向
<0484> 量産型日向

//<0485> ？？
<0485> ？？

//<0486> 「お疲れさん」
<0486> 「お疲れさん」

//<0487> nothing
<0487> nothing

//<0488> nothing
<0488> nothing

//<0489> nothing
<0489> nothing

//<0490> nothing
<0490> nothing

//<0491> nothing
<0491> nothing

//<0492> ユイ
<0492> ユイ

//<0493> 「おお！　クソ坊主先輩でしたか」
<0493> 「おお！　クソ坊主先輩でしたか」

//<0494> ユイ
<0494> ユイ

//<0495> 「おお！　代理人先輩でしたか」
<0495> 「おお！　代理人先輩でしたか」

//<0496> ユイ
<0496> ユイ

//<0497> 「おお！　微妙すぎるイケメン先輩でしたか」
<0497> 「おお！　微妙すぎるイケメン先輩でしたか」

//<0498> ユイ
<0498> ユイ

//<0499> 「おお！　ロリコン先輩でしたか」
<0499> 「おお！　ロリコン先輩でしたか」

//<0500> ユイ
<0500> ユイ

//<0501> 「おお！　メガネ仲間先輩でしたか」
<0501> 「おお！　メガネ仲間先輩でしたか」

//<0502> ユイ
<0502> ユイ

//<0503> 「おお！　日本暗算…じゃなく、暗算日本記録保持者先輩でしたか…ややこしーなっ」
