// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
<0079> 記憶ナシ男

//<0080> 音速
<0080> 音速

//<0081> 無限
<0081> 無限

//<0082> エロ侍
<0082> エロ侍

//<0083> エロエロ団ナンバー１
<0083> エロエロ団ナンバー１

//<0084> ただのエロ少年
<0084> ただのエロ少年

//<0085> ユリブサイク
<0085> ユリブサイク

//<0086> ドピュッシー
<0086> ドピュッシー

//<0087> アメリカンエロドッグ
<0087> アメリカンエロドッグ

//<0088> ゼウス
<0088> ゼウス

//<0089> 日向markⅡ
<0089> 日向markⅡ

//<0090> 糞虫
<0090> 糞虫

//<0091> 量産型日向
<0091> 量産型日向

//<0092> ？？
<0092> ？？

//<0093> 「ちょっと待て」
<0093> 「ちょっと待て」

//<0094> nothing
<0094> nothing

//<0095> nothing
<0095> nothing

//<0096> nothing
<0096> nothing

//<0097> nothing
<0097> nothing

//<0098> nothing
<0098> nothing

//<0099> nothing
<0099> nothing

//<0100> 俺は上着を脱ぎ捨て、上半身裸になる。
<0100> 俺は上着を脱ぎ捨て、上半身裸になる。

//<0101> nothing
<0101> nothing

//<0102> nothing
<0102> nothing

//<0103> nothing
<0103> nothing

//<0104> nothing
<0104> nothing

//<0105> nothing
<0105> nothing

//<0106> 音無
<0106> 音無

//<0107> クソ坊主
<0107> クソ坊主

//<0108> 代理人
<0108> 代理人

//<0109> 微妙すぎるイケメン
<0109> 微妙すぎるイケメン

//<0110> ロリコン
<0110> ロリコン

//<0111> メガネ仲間
<0111> メガネ仲間

//<0112> 暗算日本記録保持者
<0112> 暗算日本記録保持者

//<0113> 通り魔
<0113> 通り魔

//<0114> 記憶ナシ男
<0114> 記憶ナシ男

//<0115> 音速
<0115> 音速

//<0116> 無限
<0116> 無限

//<0117> エロ侍
<0117> エロ侍

//<0118> エロエロ団ナンバー１
<0118> エロエロ団ナンバー１

//<0119> ただのエロ少年
<0119> ただのエロ少年

//<0120> ユリブサイク
<0120> ユリブサイク

//<0121> ドピュッシー
<0121> ドピュッシー

//<0122> アメリカンエロドッグ
<0122> アメリカンエロドッグ

//<0123> ゼウス
<0123> ゼウス

//<0124> 日向markⅡ
<0124> 日向markⅡ

//<0125> 糞虫
<0125> 糞虫

//<0126> 量産型日向
<0126> 量産型日向

//<0127> ？？
<0127> ？？

//<0128> 「よし、こい！」
<0128> 「よし、こい！」

//<0129> nothing
<0129> nothing

//<0130> nothing
<0130> nothing

//<0131> nothing
<0131> nothing

//<0132> nothing
<0132> nothing

//<0133> nothing
<0133> nothing

//<0134> nothing
<0134> nothing

//<0135> 血を吐いて、その場に崩れ落ちる。
<0135> 血を吐いて、その場に崩れ落ちる。

//<0136> 野田
<0136> 野田

//<0137> 男Ｆ
<0137> 男Ｆ

//<0138> イケパイ
<0138> イケパイ

//<0139> 男
<0139> 男

//<0140> ？？
<0140> ？？

//<0141> 「やめておけばいいものを」
<0141> 「やめておけばいいものを」

//<0142> 本当にそうだ。何を死ぬ苦しみまで味わって、意固地になっているのだろう…。
<0142> 本当にそうだ。何を死ぬ苦しみまで味わって、意固地になっているのだろう…。

//<0143> わからなかった。
<0143> わからなかった。

//<0144> dummy
<0144> dummy

//<0145> bg_kuro
<0145> bg_kuro

//<0146> ep04_bg022
<0146> ep04_bg022

//<0147> m121
<0147> m121

//<0148> nd0205
<0148> nd0205

//<0149> nd0305_01
<0149> nd0305_01

//<0150> sys_bk_selline00
<0150> sys_bk_selline00

//<0151> nd0305_01
<0151> nd0305_01

//<0152> bs3_nd0505
<0152> bs3_nd0505

//<0153> bs3_nd0403
<0153> bs3_nd0403

//<0154> nd0110
<0154> nd0110

//<0155> bg_kuro
<0155> bg_kuro

