// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0079> nothing
<0079> nothing

//<0080> nothing
<0080> nothing

//<0081> 日向
<0081> 日向

//<0082> 男Ｂ
<0082> 男Ｂ

//<0083> エロエロ団総帥
<0083> エロエロ団総帥

//<0084> イケチン
<0084> イケチン

//<0085> ホモ太
<0085> ホモ太

//<0086> ひなチン
<0086> ひなチン

//<0087> 秀樹
<0087> 秀樹

//<0088> 男子生徒
<0088> 男子生徒

//<0089> ？？
<0089> ？？

//<0090> 「岩沢ひとりで作曲や作詞をしてるよ。それもあまり邪魔するな」
<0090> 「岩沢ひとりで作曲や作詞をしてるよ。それもあまり邪魔するな」

//<0091> 音無
<0091> 音無

//<0092> クソ坊主
<0092> クソ坊主

//<0093> 代理人
<0093> 代理人

//<0094> 微妙すぎるイケメン
<0094> 微妙すぎるイケメン

//<0095> ロリコン
<0095> ロリコン

//<0096> メガネ仲間
<0096> メガネ仲間

//<0097> 暗算日本記録保持者
<0097> 暗算日本記録保持者

//<0098> 通り魔
<0098> 通り魔

//<0099> 記憶ナシ男
<0099> 記憶ナシ男

//<0100> 音速
<0100> 音速

//<0101> 無限
<0101> 無限

//<0102> エロ侍
<0102> エロ侍

//<0103> エロエロ団ナンバー１
<0103> エロエロ団ナンバー１

//<0104> ただのエロ少年
<0104> ただのエロ少年

//<0105> ユリブサイク
<0105> ユリブサイク

//<0106> ドピュッシー
<0106> ドピュッシー

//<0107> アメリカンエロドッグ
<0107> アメリカンエロドッグ

//<0108> ゼウス
<0108> ゼウス

//<0109> 日向markⅡ
<0109> 日向markⅡ

//<0110> 糞虫
<0110> 糞虫

//<0111> 量産型日向
<0111> 量産型日向

//<0112> ？？
<0112> ？？

//<0113> 「ああ、了解！」
<0113> 「ああ、了解！」

//<0114> nothing
<0114> nothing

//<0115> nothing
<0115> nothing

//<0116> nothing
<0116> nothing

//<0117> nothing
<0117> nothing

//<0118> nothing
<0118> nothing

//<0119> 日向
<0119> 日向

//<0120> 男Ｂ
<0120> 男Ｂ

//<0121> エロエロ団総帥
<0121> エロエロ団総帥

//<0122> イケチン
<0122> イケチン

//<0123> ホモ太
<0123> ホモ太

//<0124> ひなチン
<0124> ひなチン

//<0125> 秀樹
<0125> 秀樹

//<0126> 男子生徒
<0126> 男子生徒

//<0127> ？？
<0127> ？？

//<0128> 「ものすごいものわかりのよさだな…」
<0128> 「ものすごいものわかりのよさだな…」

//<0129> 音無
<0129> 音無

//<0130> クソ坊主
<0130> クソ坊主

//<0131> 代理人
<0131> 代理人

//<0132> 微妙すぎるイケメン
<0132> 微妙すぎるイケメン

//<0133> ロリコン
<0133> ロリコン

//<0134> メガネ仲間
<0134> メガネ仲間

//<0135> 暗算日本記録保持者
<0135> 暗算日本記録保持者

//<0136> 通り魔
<0136> 通り魔

//<0137> 記憶ナシ男
<0137> 記憶ナシ男

//<0138> 音速
<0138> 音速

//<0139> 無限
<0139> 無限

//<0140> エロ侍
<0140> エロ侍

//<0141> エロエロ団ナンバー１
<0141> エロエロ団ナンバー１

//<0142> ただのエロ少年
<0142> ただのエロ少年

//<0143> ユリブサイク
<0143> ユリブサイク

//<0144> ドピュッシー
<0144> ドピュッシー

//<0145> アメリカンエロドッグ
<0145> アメリカンエロドッグ

//<0146> ゼウス
<0146> ゼウス

//<0147> 日向markⅡ
<0147> 日向markⅡ

//<0148> 糞虫
<0148> 糞虫

//<0149> 量産型日向
<0149> 量産型日向

//<0150> ？？
<0150> ？？

//<0151> 「そうか…」
<0151> 「そうか…」

//<0152> 音無
<0152> 音無

//<0153> クソ坊主
<0153> クソ坊主

//<0154> 代理人
<0154> 代理人

//<0155> 微妙すぎるイケメン
<0155> 微妙すぎるイケメン

//<0156> ロリコン
<0156> ロリコン

//<0157> メガネ仲間
<0157> メガネ仲間

//<0158> 暗算日本記録保持者
<0158> 暗算日本記録保持者

//<0159> 通り魔
<0159> 通り魔

//<0160> 記憶ナシ男
<0160> 記憶ナシ男

//<0161> 音速
<0161> 音速

//<0162> 無限
<0162> 無限

//<0163> エロ侍
<0163> エロ侍

//<0164> エロエロ団ナンバー１
<0164> エロエロ団ナンバー１

//<0165> ただのエロ少年
<0165> ただのエロ少年

//<0166> ユリブサイク
<0166> ユリブサイク

//<0167> ドピュッシー
<0167> ドピュッシー

//<0168> アメリカンエロドッグ
<0168> アメリカンエロドッグ

//<0169> ゼウス
<0169> ゼウス

//<0170> 日向markⅡ
<0170> 日向markⅡ

//<0171> 糞虫
<0171> 糞虫

//<0172> 量産型日向
<0172> 量産型日向

//<0173> ？？
<0173> ？？

//<0174> 「俺と岩沢を会わせないために言ってるのか…」
<0174> 「俺と岩沢を会わせないために言ってるのか…」

//<0175> nothing
<0175> nothing

//<0176> nothing
<0176> nothing

//<0177> nothing
<0177> nothing

//<0178> nothing
<0178> nothing

//<0179> nothing
<0179> nothing

//<0180> 日向
<0180> 日向

//<0181> 男Ｂ
<0181> 男Ｂ

//<0182> エロエロ団総帥
<0182> エロエロ団総帥

//<0183> イケチン
<0183> イケチン

//<0184> ホモ太
<0184> ホモ太

//<0185> ひなチン
<0185> ひなチン

//<0186> 秀樹
<0186> 秀樹

//<0187> 男子生徒
<0187> 男子生徒

//<0188> ？？
<0188> ？？

//<0189> 「何言ってんだよ。そんな誰も得しないことなんか言わねーぜ？」
<0189> 「何言ってんだよ。そんな誰も得しないことなんか言わねーぜ？」

//<0190> 音無
<0190> 音無

//<0191> クソ坊主
<0191> クソ坊主

//<0192> 代理人
<0192> 代理人

//<0193> 微妙すぎるイケメン
<0193> 微妙すぎるイケメン

//<0194> ロリコン
<0194> ロリコン

//<0195> メガネ仲間
<0195> メガネ仲間

//<0196> 暗算日本記録保持者
<0196> 暗算日本記録保持者

//<0197> 通り魔
<0197> 通り魔

//<0198> 記憶ナシ男
<0198> 記憶ナシ男

//<0199> 音速
<0199> 音速

//<0200> 無限
<0200> 無限

//<0201> エロ侍
<0201> エロ侍

//<0202> エロエロ団ナンバー１
<0202> エロエロ団ナンバー１

//<0203> ただのエロ少年
<0203> ただのエロ少年

//<0204> ユリブサイク
<0204> ユリブサイク

//<0205> ドピュッシー
<0205> ドピュッシー

//<0206> アメリカンエロドッグ
<0206> アメリカンエロドッグ

//<0207> ゼウス
<0207> ゼウス

//<0208> 日向markⅡ
<0208> 日向markⅡ

//<0209> 糞虫
<0209> 糞虫

//<0210> 量産型日向
<0210> 量産型日向

//<0211> ？？
<0211> ？？

//<0212> （お前が得するだろぉーー！！）
<0212> （お前が得するだろぉーー！！）

//<0213> その思いは口にせず、黙ったままでおく。
<0213> その思いは口にせず、黙ったままでおく。

//<0214> 音無
<0214> 音無

//<0215> クソ坊主
<0215> クソ坊主

//<0216> 代理人
<0216> 代理人

//<0217> 微妙すぎるイケメン
<0217> 微妙すぎるイケメン

//<0218> ロリコン
<0218> ロリコン

//<0219> メガネ仲間
<0219> メガネ仲間

//<0220> 暗算日本記録保持者
<0220> 暗算日本記録保持者

//<0221> 通り魔
<0221> 通り魔

//<0222> 記憶ナシ男
<0222> 記憶ナシ男

//<0223> 音速
<0223> 音速

//<0224> 無限
<0224> 無限

//<0225> エロ侍
<0225> エロ侍

//<0226> エロエロ団ナンバー１
<0226> エロエロ団ナンバー１

//<0227> ただのエロ少年
<0227> ただのエロ少年

//<0228> ユリブサイク
<0228> ユリブサイク

//<0229> ドピュッシー
<0229> ドピュッシー

//<0230> アメリカンエロドッグ
<0230> アメリカンエロドッグ

//<0231> ゼウス
<0231> ゼウス

//<0232> 日向markⅡ
<0232> 日向markⅡ

//<0233> 糞虫
<0233> 糞虫

//<0234> 量産型日向
<0234> 量産型日向

//<0235> ？？
<0235> ？？

//<0236> 「そうか…」
<0236> 「そうか…」

//<0237> 学校内の構造もよくわからないままフラフラ歩いていると、微かに騒がしい教室に辿り着いた。
<0237> 学校内の構造もよくわからないままフラフラ歩いていると、微かに騒がしい教室に辿り着いた。

//<0238> こんな場所で何をしてるんだろう。
<0238> こんな場所で何をしてるんだろう。

//<0239> まず音が聞こえてきた。
<0239> まず音が聞こえてきた。

//<0240> 近づくにつれ、それが音楽であり、ロックバンドの曲であることがわかってきた。
<0240> 近づくにつれ、それが音楽であり、ロックバンドの曲であることがわかってきた。

//<0241> 音無
<0241> 音無

//<0242> クソ坊主
<0242> クソ坊主

//<0243> 代理人
<0243> 代理人

//<0244> 微妙すぎるイケメン
<0244> 微妙すぎるイケメン

//<0245> ロリコン
<0245> ロリコン

//<0246> メガネ仲間
<0246> メガネ仲間

//<0247> 暗算日本記録保持者
<0247> 暗算日本記録保持者

//<0248> 通り魔
<0248> 通り魔

//<0249> 記憶ナシ男
<0249> 記憶ナシ男

//<0250> 音速
<0250> 音速

//<0251> 無限
<0251> 無限

//<0252> エロ侍
<0252> エロ侍

//<0253> エロエロ団ナンバー１
<0253> エロエロ団ナンバー１

//<0254> ただのエロ少年
<0254> ただのエロ少年

//<0255> ユリブサイク
<0255> ユリブサイク

//<0256> ドピュッシー
<0256> ドピュッシー

//<0257> アメリカンエロドッグ
<0257> アメリカンエロドッグ

//<0258> ゼウス
<0258> ゼウス

//<0259> 日向markⅡ
<0259> 日向markⅡ

//<0260> 糞虫
<0260> 糞虫

//<0261> 量産型日向
<0261> 量産型日向

//<0262> ？？
<0262> ？？

//<0263> （ＣＤでもかけてるのか…？）
<0263> （ＣＤでもかけてるのか…？）

//<0264> 白
<0264> 白
{611d} 0a // 0264

//<0265> nothing
<0265> nothing

//<0266> nothing
<0266> nothing

//<0267> nothing
<0267> nothing

//<0268> nothing
<0268> nothing

//<0269> nothing
<0269> nothing

//<0270> ゆり
<0270> ゆり

//<0271> 女生徒
<0271> 女生徒

//<0272> ？？
<0272> ？？

//<0273> 「彼女の活躍はすぐ耳にすることになると思うわ」
<0273> 「彼女の活躍はすぐ耳にすることになると思うわ」

//<0274> nothing
<0274> nothing

//<0275> 
<0275> 

//<0276> 
<0276> 

//<0277> nothing
<0277> nothing

//<0278> 音無
<0278> 音無

//<0279> クソ坊主
<0279> クソ坊主

//<0280> 代理人
<0280> 代理人

//<0281> 微妙すぎるイケメン
<0281> 微妙すぎるイケメン

//<0282> ロリコン
<0282> ロリコン

//<0283> メガネ仲間
<0283> メガネ仲間

//<0284> 暗算日本記録保持者
<0284> 暗算日本記録保持者

//<0285> 通り魔
<0285> 通り魔

//<0286> 記憶ナシ男
<0286> 記憶ナシ男

//<0287> 音速
<0287> 音速

//<0288> 無限
<0288> 無限

//<0289> エロ侍
<0289> エロ侍

//<0290> エロエロ団ナンバー１
<0290> エロエロ団ナンバー１

//<0291> ただのエロ少年
<0291> ただのエロ少年

//<0292> ユリブサイク
<0292> ユリブサイク

//<0293> ドピュッシー
<0293> ドピュッシー

//<0294> アメリカンエロドッグ
<0294> アメリカンエロドッグ

//<0295> ゼウス
<0295> ゼウス

//<0296> 日向markⅡ
<0296> 日向markⅡ

//<0297> 糞虫
<0297> 糞虫

//<0298> 量産型日向
<0298> 量産型日向

//<0299> ？？
<0299> ？？

//<0300> （まさか、この曲を今演奏し、歌っているというのか…）
<0300> （まさか、この曲を今演奏し、歌っているというのか…）

//<0301> 廊下にまで反響するこの歌声は…。
<0301> 廊下にまで反響するこの歌声は…。

//<0302> 確か、オペレーション中に聴いた声だ。
<0302> 確か、オペレーション中に聴いた声だ。

//<0303> 音無
<0303> 音無

//<0304> クソ坊主
<0304> クソ坊主

//<0305> 代理人
<0305> 代理人

//<0306> 微妙すぎるイケメン
<0306> 微妙すぎるイケメン

//<0307> ロリコン
<0307> ロリコン

//<0308> メガネ仲間
<0308> メガネ仲間

//<0309> 暗算日本記録保持者
<0309> 暗算日本記録保持者

//<0310> 通り魔
<0310> 通り魔

//<0311> 記憶ナシ男
<0311> 記憶ナシ男

//<0312> 音速
<0312> 音速

//<0313> 無限
<0313> 無限

//<0314> エロ侍
<0314> エロ侍

//<0315> エロエロ団ナンバー１
<0315> エロエロ団ナンバー１

//<0316> ただのエロ少年
<0316> ただのエロ少年

//<0317> ユリブサイク
<0317> ユリブサイク

//<0318> ドピュッシー
<0318> ドピュッシー

//<0319> アメリカンエロドッグ
<0319> アメリカンエロドッグ

//<0320> ゼウス
<0320> ゼウス

//<0321> 日向markⅡ
<0321> 日向markⅡ

//<0322> 糞虫
<0322> 糞虫

//<0323> 量産型日向
<0323> 量産型日向

//<0324> ？？
<0324> ？？

//<0325> （ここか…）
<0325> （ここか…）

//<0326> 防音加工された部屋のようで、音はまだ遠いが、窓からは演奏をしている戦線の制服を着たメンバーが確認出来た。
<0326> 防音加工された部屋のようで、音はまだ遠いが、窓からは演奏をしている戦線の制服を着たメンバーが確認出来た。

//<0327> nothing
<0327> nothing

//<0328> nothing
<0328> nothing

//<0329> 音無
<0329> 音無

//<0330> クソ坊主
<0330> クソ坊主

//<0331> 代理人
<0331> 代理人

//<0332> 微妙すぎるイケメン
<0332> 微妙すぎるイケメン

//<0333> ロリコン
<0333> ロリコン

//<0334> メガネ仲間
<0334> メガネ仲間

//<0335> 暗算日本記録保持者
<0335> 暗算日本記録保持者

//<0336> 通り魔
<0336> 通り魔

//<0337> 記憶ナシ男
<0337> 記憶ナシ男

//<0338> 音速
<0338> 音速

//<0339> 無限
<0339> 無限

//<0340> エロ侍
<0340> エロ侍

//<0341> エロエロ団ナンバー１
<0341> エロエロ団ナンバー１

//<0342> ただのエロ少年
<0342> ただのエロ少年

//<0343> ユリブサイク
<0343> ユリブサイク

//<0344> ドピュッシー
<0344> ドピュッシー

//<0345> アメリカンエロドッグ
<0345> アメリカンエロドッグ

//<0346> ゼウス
<0346> ゼウス

//<0347> 日向markⅡ
<0347> 日向markⅡ

//<0348> 糞虫
<0348> 糞虫

//<0349> 量産型日向
<0349> 量産型日向

//<0350> ？？
<0350> ？？

//<0351> （って、全員女性！？）
<0351> （って、全員女性！？）

//<0352> その事実にまず驚く。
<0352> その事実にまず驚く。

//<0353> 音無
<0353> 音無

//<0354> クソ坊主
<0354> クソ坊主

//<0355> 代理人
<0355> 代理人

//<0356> 微妙すぎるイケメン
<0356> 微妙すぎるイケメン

//<0357> ロリコン
<0357> ロリコン

//<0358> メガネ仲間
<0358> メガネ仲間

//<0359> 暗算日本記録保持者
<0359> 暗算日本記録保持者

//<0360> 通り魔
<0360> 通り魔

//<0361> 記憶ナシ男
<0361> 記憶ナシ男

//<0362> 音速
<0362> 音速

//<0363> 無限
<0363> 無限

//<0364> エロ侍
<0364> エロ侍

//<0365> エロエロ団ナンバー１
<0365> エロエロ団ナンバー１

//<0366> ただのエロ少年
<0366> ただのエロ少年

//<0367> ユリブサイク
<0367> ユリブサイク

//<0368> ドピュッシー
<0368> ドピュッシー

//<0369> アメリカンエロドッグ
<0369> アメリカンエロドッグ

//<0370> ゼウス
<0370> ゼウス

//<0371> 日向markⅡ
<0371> 日向markⅡ

//<0372> 糞虫
<0372> 糞虫

//<0373> 量産型日向
<0373> 量産型日向

//<0374> ？？
<0374> ？？

//<0375> （すげぇ熱だ…）
<0375> （すげぇ熱だ…）

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> nothing
<0380> nothing

//<0381> nothing
<0381> nothing

//<0382> 四人が一心不乱にそれぞれのパートをこなしている。
<0382> 四人が一心不乱にそれぞれのパートをこなしている。

//<0383> しばらく窓越しに見入る。
<0383> しばらく窓越しに見入る。

//<0384> bs3_
<0384> bs3_

//<0385> nothing
<0385> nothing

//<0386> nothing
<0386> nothing

//<0387> nothing
<0387> nothing

//<0388> nothing
<0388> nothing

//<0389> nothing
<0389> nothing

//<0390> 音無
<0390> 音無

//<0391> クソ坊主
<0391> クソ坊主

//<0392> 代理人
<0392> 代理人

//<0393> 微妙すぎるイケメン
<0393> 微妙すぎるイケメン

//<0394> ロリコン
<0394> ロリコン

//<0395> メガネ仲間
<0395> メガネ仲間

//<0396> 暗算日本記録保持者
<0396> 暗算日本記録保持者

//<0397> 通り魔
<0397> 通り魔

//<0398> 記憶ナシ男
<0398> 記憶ナシ男

//<0399> 音速
<0399> 音速

//<0400> 無限
<0400> 無限

//<0401> エロ侍
<0401> エロ侍

//<0402> エロエロ団ナンバー１
<0402> エロエロ団ナンバー１

//<0403> ただのエロ少年
<0403> ただのエロ少年

//<0404> ユリブサイク
<0404> ユリブサイク

//<0405> ドピュッシー
<0405> ドピュッシー

//<0406> アメリカンエロドッグ
<0406> アメリカンエロドッグ

//<0407> ゼウス
<0407> ゼウス

//<0408> 日向markⅡ
<0408> 日向markⅡ

//<0409> 糞虫
<0409> 糞虫

//<0410> 量産型日向
<0410> 量産型日向

//<0411> ？？
<0411> ？？

//<0412> （センターで歌う岩沢にはカリスマ性がある…）
<0412> （センターで歌う岩沢にはカリスマ性がある…）

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> nothing
<0415> nothing

//<0416> nothing
<0416> nothing

//<0417> nothing
<0417> nothing

//<0418> 音無
<0418> 音無

//<0419> クソ坊主
<0419> クソ坊主

//<0420> 代理人
<0420> 代理人

//<0421> 微妙すぎるイケメン
<0421> 微妙すぎるイケメン

//<0422> ロリコン
<0422> ロリコン

//<0423> メガネ仲間
<0423> メガネ仲間

//<0424> 暗算日本記録保持者
<0424> 暗算日本記録保持者

//<0425> 通り魔
<0425> 通り魔

//<0426> 記憶ナシ男
<0426> 記憶ナシ男

//<0427> 音速
<0427> 音速

//<0428> 無限
<0428> 無限

//<0429> エロ侍
<0429> エロ侍

//<0430> エロエロ団ナンバー１
<0430> エロエロ団ナンバー１

//<0431> ただのエロ少年
<0431> ただのエロ少年

//<0432> ユリブサイク
<0432> ユリブサイク

//<0433> ドピュッシー
<0433> ドピュッシー

//<0434> アメリカンエロドッグ
<0434> アメリカンエロドッグ

//<0435> ゼウス
<0435> ゼウス

//<0436> 日向markⅡ
<0436> 日向markⅡ

//<0437> 糞虫
<0437> 糞虫

//<0438> 量産型日向
<0438> 量産型日向

//<0439> ？？
<0439> ？？

//<0440> （陽動部隊と聞いていたが、このバンドが人を集めるということか…）
<0440> （陽動部隊と聞いていたが、このバンドが人を集めるということか…）

//<0441> nothing
<0441> nothing

//<0442> nothing
<0442> nothing

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> 音無
<0446> 音無

//<0447> クソ坊主
<0447> クソ坊主

//<0448> 代理人
<0448> 代理人

//<0449> 微妙すぎるイケメン
<0449> 微妙すぎるイケメン

//<0450> ロリコン
<0450> ロリコン

//<0451> メガネ仲間
<0451> メガネ仲間

//<0452> 暗算日本記録保持者
<0452> 暗算日本記録保持者

//<0453> 通り魔
<0453> 通り魔

//<0454> 記憶ナシ男
<0454> 記憶ナシ男

//<0455> 音速
<0455> 音速

//<0456> 無限
<0456> 無限

//<0457> エロ侍
<0457> エロ侍

//<0458> エロエロ団ナンバー１
<0458> エロエロ団ナンバー１

//<0459> ただのエロ少年
<0459> ただのエロ少年

//<0460> ユリブサイク
<0460> ユリブサイク

//<0461> ドピュッシー
<0461> ドピュッシー

//<0462> アメリカンエロドッグ
<0462> アメリカンエロドッグ

//<0463> ゼウス
<0463> ゼウス

//<0464> 日向markⅡ
<0464> 日向markⅡ

//<0465> 糞虫
<0465> 糞虫

//<0466> 量産型日向
<0466> 量産型日向

//<0467> ？？
<0467> ？？

//<0468> （生前ロックが好きだったか定かではないが、これなら確かに集まりそうだ…）
<0468> （生前ロックが好きだったか定かではないが、これなら確かに集まりそうだ…）

//<0469> nothing
<0469> nothing

//<0470> nothing
<0470> nothing

//<0471> nothing
<0471> nothing

//<0472> nothing
<0472> nothing

//<0473> nothing
<0473> nothing

//<0474> nothing
<0474> nothing

//<0475> bs3_
<0475> bs3_

//<0476> nothing
<0476> nothing

//<0477> nothing
<0477> nothing

//<0478> nothing
<0478> nothing

//<0479> nothing
<0479> nothing

//<0480> nothing
<0480> nothing

//<0481> 音無
<0481> 音無

//<0482> クソ坊主
<0482> クソ坊主

//<0483> 代理人
<0483> 代理人

//<0484> 微妙すぎるイケメン
<0484> 微妙すぎるイケメン

//<0485> ロリコン
<0485> ロリコン

//<0486> メガネ仲間
<0486> メガネ仲間

//<0487> 暗算日本記録保持者
<0487> 暗算日本記録保持者

//<0488> 通り魔
<0488> 通り魔

//<0489> 記憶ナシ男
<0489> 記憶ナシ男

//<0490> 音速
<0490> 音速

//<0491> 無限
<0491> 無限

//<0492> エロ侍
<0492> エロ侍

//<0493> エロエロ団ナンバー１
<0493> エロエロ団ナンバー１

//<0494> ただのエロ少年
<0494> ただのエロ少年

//<0495> ユリブサイク
<0495> ユリブサイク

//<0496> ドピュッシー
<0496> ドピュッシー

//<0497> アメリカンエロドッグ
<0497> アメリカンエロドッグ

//<0498> ゼウス
<0498> ゼウス

//<0499> 日向markⅡ
<0499> 日向markⅡ

//<0500> 糞虫
<0500> 糞虫

//<0501> 量産型日向
<0501> 量産型日向

//<0502> ？？
<0502> ？？

//<0503> （上手いな…。ボーカルにもカリスマ性がある…確かにこれは一般生徒が熱狂的になるのもうなずけるな…）
<0503> （上手いな…。ボーカルにもカリスマ性がある…確かにこれは一般生徒が熱狂的になるのもうなずけるな…）

//<0504> nothing
<0504> nothing

//<0505> nothing
<0505> nothing

//<0506> nothing
<0506> nothing

//<0507> nothing
<0507> nothing

//<0508> nothing
<0508> nothing

//<0509> nothing
<0509> nothing

//<0510> se_guiterstring
<0510> se_guiterstring

//<0511> nothing
<0511> nothing

//<0512> nothing
<0512> nothing

//<0513> nothing
<0513> nothing

//<0514> nothing
<0514> nothing

//<0515> nothing
<0515> nothing

//<0516> 女生徒Ａ
<0516> 女生徒Ａ
{d7eb} 33 // 0516

//<0517> 「おっと…ごめん、すぐ張り直す」
<0517> 「おっと…ごめん、すぐ張り直す」

//<0518> nothing
<0518> nothing

//<0519> nothing
<0519> nothing

//<0520> nothing
<0520> nothing

//<0521> nothing
<0521> nothing

//<0522> nothing
<0522> nothing

//<0523> nothing
<0523> nothing

//<0524> nothing
<0524> nothing

//<0525> nothing
<0525> nothing

//<0526> nothing
<0526> nothing

//<0527> nothing
<0527> nothing

//<0528> nothing
<0528> nothing

//<0529> 演奏が途切れてしまった。何かトラブルでも起きたのだろうか。
<0529> 演奏が途切れてしまった。何かトラブルでも起きたのだろうか。

//<0530> nothing
<0530> nothing

//<0531> nothing
<0531> nothing

//<0532> nothing
<0532> nothing

//<0533> nothing
<0533> nothing

//<0534> nothing
<0534> nothing

//<0535> 岩沢
<0535> 岩沢

//<0536> 「ふぅ…じゃ、休憩」
<0536> 「ふぅ…じゃ、休憩」

//<0537> nothing
<0537> nothing

//<0538> nothing
<0538> nothing

//<0539> nothing
<0539> nothing

//<0540> nothing
<0540> nothing

//<0541> 女生徒Ｂ
<0541> 女生徒Ｂ

//<0542> 「はいですー」
<0542> 「はいですー」

//<0543> nothing
