// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
<0079> nothing

//<0080> 野田
<0080> 野田

//<0081> 男Ｆ
<0081> 男Ｆ

//<0082> イケパイ
<0082> イケパイ

//<0083> 男
<0083> 男

//<0084> ？？
<0084> ？？

//<0085> 「いやいや、立てよ！　でなきゃ、訓練も出来ないぜ？」
<0085> 「いやいや、立てよ！　でなきゃ、訓練も出来ないぜ？」

//<0086> 音無
<0086> 音無

//<0087> クソ坊主
<0087> クソ坊主

//<0088> 代理人
<0088> 代理人

//<0089> 微妙すぎるイケメン
<0089> 微妙すぎるイケメン

//<0090> ロリコン
<0090> ロリコン

//<0091> メガネ仲間
<0091> メガネ仲間

//<0092> 暗算日本記録保持者
<0092> 暗算日本記録保持者

//<0093> 通り魔
<0093> 通り魔

//<0094> 記憶ナシ男
<0094> 記憶ナシ男

//<0095> 音速
<0095> 音速

//<0096> 無限
<0096> 無限

//<0097> エロ侍
<0097> エロ侍

//<0098> エロエロ団ナンバー１
<0098> エロエロ団ナンバー１

//<0099> ただのエロ少年
<0099> ただのエロ少年

//<0100> ユリブサイク
<0100> ユリブサイク

//<0101> ドピュッシー
<0101> ドピュッシー

//<0102> アメリカンエロドッグ
<0102> アメリカンエロドッグ

//<0103> ゼウス
<0103> ゼウス

//<0104> 日向markⅡ
<0104> 日向markⅡ

//<0105> 糞虫
<0105> 糞虫

//<0106> 量産型日向
<0106> 量産型日向

//<0107> ？？
<0107> ？？

//<0108> 「すまん…立つことは許されていない…」
<0108> 「すまん…立つことは許されていない…」

//<0109> nothing
<0109> nothing

//<0110> nothing
<0110> nothing

//<0111> nothing
<0111> nothing

//<0112> nothing
<0112> nothing

//<0113> nothing
<0113> nothing

//<0114> 野田
<0114> 野田

//<0115> 男Ｆ
<0115> 男Ｆ

//<0116> イケパイ
<0116> イケパイ

//<0117> 男
<0117> 男

//<0118> ？？
<0118> ？？

//<0119> 「なぜ！？」
<0119> 「なぜ！？」

//<0120> 音無
<0120> 音無

//<0121> クソ坊主
<0121> クソ坊主

//<0122> 代理人
<0122> 代理人

//<0123> 微妙すぎるイケメン
<0123> 微妙すぎるイケメン

//<0124> ロリコン
<0124> ロリコン

//<0125> メガネ仲間
<0125> メガネ仲間

//<0126> 暗算日本記録保持者
<0126> 暗算日本記録保持者

//<0127> 通り魔
<0127> 通り魔

//<0128> 記憶ナシ男
<0128> 記憶ナシ男

//<0129> 音速
<0129> 音速

//<0130> 無限
<0130> 無限

//<0131> エロ侍
<0131> エロ侍

//<0132> エロエロ団ナンバー１
<0132> エロエロ団ナンバー１

//<0133> ただのエロ少年
<0133> ただのエロ少年

//<0134> ユリブサイク
<0134> ユリブサイク

//<0135> ドピュッシー
<0135> ドピュッシー

//<0136> アメリカンエロドッグ
<0136> アメリカンエロドッグ

//<0137> ゼウス
<0137> ゼウス

//<0138> 日向markⅡ
<0138> 日向markⅡ

//<0139> 糞虫
<0139> 糞虫

//<0140> 量産型日向
<0140> 量産型日向

//<0141> ？？
<0141> ？？

//<0142> 「ゆりの命令だからだ…」
<0142> 「ゆりの命令だからだ…」

//<0143> nothing
<0143> nothing

//<0144> nothing
<0144> nothing

//<0145> nothing
<0145> nothing

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> 野田
<0148> 野田

//<0149> 男Ｆ
<0149> 男Ｆ

//<0150> イケパイ
<0150> イケパイ

//<0151> 男
<0151> 男

//<0152> ？？
<0152> ？？

//<0153> 「ゆりっぺが！？」
<0153> 「ゆりっぺが！？」

//<0154> nothing
<0154> nothing

//<0155> nothing
<0155> nothing

//<0156> nothing
<0156> nothing

//<0157> nothing
<0157> nothing

//<0158> nothing
<0158> nothing

//<0159> 野田
<0159> 野田

//<0160> 男Ｆ
<0160> 男Ｆ

//<0161> イケパイ
<0161> イケパイ

//<0162> 男
<0162> 男

//<0163> ？？
<0163> ？？

//<0164> 「一体、お前とゆりっぺの間に何が起きているというんだ…」
<0164> 「一体、お前とゆりっぺの間に何が起きているというんだ…」

//<0165> 音無
<0165> 音無

//<0166> クソ坊主
<0166> クソ坊主

//<0167> 代理人
<0167> 代理人

//<0168> 微妙すぎるイケメン
<0168> 微妙すぎるイケメン

//<0169> ロリコン
<0169> ロリコン

//<0170> メガネ仲間
<0170> メガネ仲間

//<0171> 暗算日本記録保持者
<0171> 暗算日本記録保持者

//<0172> 通り魔
<0172> 通り魔

//<0173> 記憶ナシ男
<0173> 記憶ナシ男

//<0174> 音速
<0174> 音速

//<0175> 無限
<0175> 無限

//<0176> エロ侍
<0176> エロ侍

//<0177> エロエロ団ナンバー１
<0177> エロエロ団ナンバー１

//<0178> ただのエロ少年
<0178> ただのエロ少年

//<0179> ユリブサイク
<0179> ユリブサイク

//<0180> ドピュッシー
<0180> ドピュッシー

//<0181> アメリカンエロドッグ
<0181> アメリカンエロドッグ

//<0182> ゼウス
<0182> ゼウス

//<0183> 日向markⅡ
<0183> 日向markⅡ

//<0184> 糞虫
<0184> 糞虫

//<0185> 量産型日向
<0185> 量産型日向

//<0186> ？？
<0186> ？？

//<0187> 「試練だ…」
<0187> 「試練だ…」

//<0188> nothing
<0188> nothing

//<0189> nothing
<0189> nothing

//<0190> nothing
<0190> nothing

//<0191> nothing
<0191> nothing

//<0192> nothing
<0192> nothing

//<0193> 野田
<0193> 野田

//<0194> 男Ｆ
<0194> 男Ｆ

//<0195> イケパイ
<0195> イケパイ

//<0196> 男
<0196> 男

//<0197> ？？
<0197> ？？

//<0198> 「何かを試されているというのか…」
<0198> 「何かを試されているというのか…」

//<0199> 音無
<0199> 音無

//<0200> クソ坊主
<0200> クソ坊主

//<0201> 代理人
<0201> 代理人

//<0202> 微妙すぎるイケメン
<0202> 微妙すぎるイケメン

//<0203> ロリコン
<0203> ロリコン

//<0204> メガネ仲間
<0204> メガネ仲間

//<0205> 暗算日本記録保持者
<0205> 暗算日本記録保持者

//<0206> 通り魔
<0206> 通り魔

//<0207> 記憶ナシ男
<0207> 記憶ナシ男

//<0208> 音速
<0208> 音速

//<0209> 無限
<0209> 無限

//<0210> エロ侍
<0210> エロ侍

//<0211> エロエロ団ナンバー１
<0211> エロエロ団ナンバー１

//<0212> ただのエロ少年
<0212> ただのエロ少年

//<0213> ユリブサイク
<0213> ユリブサイク

//<0214> ドピュッシー
<0214> ドピュッシー

//<0215> アメリカンエロドッグ
<0215> アメリカンエロドッグ

//<0216> ゼウス
<0216> ゼウス

//<0217> 日向markⅡ
<0217> 日向markⅡ

//<0218> 糞虫
<0218> 糞虫

//<0219> 量産型日向
<0219> 量産型日向

//<0220> ？？
<0220> ？？

//<0221> 「ああ…」
<0221> 「ああ…」

//<0222> nothing
<0222> nothing

//<0223> nothing
<0223> nothing

//<0224> nothing
<0224> nothing

//<0225> nothing
<0225> nothing

//<0226> nothing
<0226> nothing

//<0227> 野田
<0227> 野田

//<0228> 男Ｆ
<0228> 男Ｆ

//<0229> イケパイ
<0229> イケパイ

//<0230> 男
<0230> 男

//<0231> ？？
<0231> ？？

//<0232> 「くっそ…なんだか悔しい…」
<0232> 「くっそ…なんだか悔しい…」

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> nothing
<0236> nothing

//<0237> nothing
<0237> nothing

//<0238> 野田
<0238> 野田

//<0239> 男Ｆ
<0239> 男Ｆ

//<0240> イケパイ
<0240> イケパイ

//<0241> 男
<0241> 男

//<0242> ？？
<0242> ？？

//<0243> 「その姿勢のままリベンジするんだよな？」
<0243> 「その姿勢のままリベンジするんだよな？」

//<0244> 音無
<0244> 音無

//<0245> クソ坊主
<0245> クソ坊主

//<0246> 代理人
<0246> 代理人

//<0247> 微妙すぎるイケメン
<0247> 微妙すぎるイケメン

//<0248> ロリコン
<0248> ロリコン

//<0249> メガネ仲間
<0249> メガネ仲間

//<0250> 暗算日本記録保持者
<0250> 暗算日本記録保持者

//<0251> 通り魔
<0251> 通り魔

//<0252> 記憶ナシ男
<0252> 記憶ナシ男

//<0253> 音速
<0253> 音速

//<0254> 無限
<0254> 無限

//<0255> エロ侍
<0255> エロ侍

//<0256> エロエロ団ナンバー１
<0256> エロエロ団ナンバー１

//<0257> ただのエロ少年
<0257> ただのエロ少年

//<0258> ユリブサイク
<0258> ユリブサイク

//<0259> ドピュッシー
<0259> ドピュッシー

//<0260> アメリカンエロドッグ
<0260> アメリカンエロドッグ

//<0261> ゼウス
<0261> ゼウス

//<0262> 日向markⅡ
<0262> 日向markⅡ

//<0263> 糞虫
<0263> 糞虫

//<0264> 量産型日向
<0264> 量産型日向

//<0265> ？？
<0265> ？？

//<0266> 「ああ」
<0266> 「ああ」

//<0267> nothing
<0267> nothing

//<0268> nothing
<0268> nothing

//<0269> nothing
<0269> nothing

//<0270> nothing
<0270> nothing

//<0271> nothing
<0271> nothing

//<0272> 野田
<0272> 野田

//<0273> 男Ｆ
<0273> 男Ｆ

//<0274> イケパイ
<0274> イケパイ

//<0275> 男
<0275> 男

//<0276> ？？
<0276> ？？

//<0277> 「よし、かかってこい！」
<0277> 「よし、かかってこい！」

//<0278> nothing
<0278> nothing

//<0279> nothing
<0279> nothing

//<0280> nothing
<0280> nothing

//<0281> nothing
<0281> nothing

//<0282> nothing
<0282> nothing

//<0283> nothing
<0283> nothing

//<0284> もちろん、こんな姿勢で勝てっこない。
<0284> もちろん、こんな姿勢で勝てっこない。

//<0285> nothing
<0285> nothing

//<0286> nothing
<0286> nothing

//<0287> nothing
<0287> nothing

//<0288> nothing
<0288> nothing

//<0289> nothing
<0289> nothing

//<0290> 野田
<0290> 野田

//<0291> 男Ｆ
<0291> 男Ｆ

//<0292> イケパイ
<0292> イケパイ

//<0293> 男
<0293> 男

//<0294> ？？
<0294> ？？

//<0295> 「ふっ…貴様か…今日もリベンジに来たのだな」
<0295> 「ふっ…貴様か…今日もリベンジに来たのだな」

//<0296> 音無
<0296> 音無

//<0297> クソ坊主
<0297> クソ坊主

//<0298> 代理人
<0298> 代理人

//<0299> 微妙すぎるイケメン
<0299> 微妙すぎるイケメン

//<0300> ロリコン
<0300> ロリコン

//<0301> メガネ仲間
<0301> メガネ仲間

//<0302> 暗算日本記録保持者
<0302> 暗算日本記録保持者

//<0303> 通り魔
<0303> 通り魔

//<0304> 記憶ナシ男
<0304> 記憶ナシ男

//<0305> 音速
<0305> 音速

//<0306> 無限
<0306> 無限

//<0307> エロ侍
<0307> エロ侍

//<0308> エロエロ団ナンバー１
<0308> エロエロ団ナンバー１

//<0309> ただのエロ少年
<0309> ただのエロ少年

//<0310> ユリブサイク
<0310> ユリブサイク

//<0311> ドピュッシー
<0311> ドピュッシー

//<0312> アメリカンエロドッグ
<0312> アメリカンエロドッグ

//<0313> ゼウス
<0313> ゼウス

//<0314> 日向markⅡ
<0314> 日向markⅡ

//<0315> 糞虫
<0315> 糞虫

//<0316> 量産型日向
<0316> 量産型日向

//<0317> ？？
<0317> ？？

//<0318> 「ああ」
<0318> 「ああ」

//<0319> nothing
<0319> nothing

//<0320> nothing
<0320> nothing

//<0321> nothing
<0321> nothing

//<0322> nothing
<0322> nothing

//<0323> nothing
<0323> nothing

//<0324> nothing
<0324> nothing

//<0325> 相変わらず武器を扱う腕に差がありすぎる。
<0325> 相変わらず武器を扱う腕に差がありすぎる。

//<0326> 全身切り刻まれ、いいところなく、敗れ去る…。
<0326> 全身切り刻まれ、いいところなく、敗れ去る…。

//<0327> 野田
<0327> 野田

//<0328> 男Ｆ
<0328> 男Ｆ

//<0329> イケパイ
<0329> イケパイ

//<0330> 男
<0330> 男

//<0331> ？？
<0331> ？？

//<0332> 「はっ、まだまだだな」
<0332> 「はっ、まだまだだな」

//<0333> 野田はハルバートを肩に担ぐと、俺に背を向けて自分の鍛練に戻っていった。
<0333> 野田はハルバートを肩に担ぐと、俺に背を向けて自分の鍛練に戻っていった。

//<0334> 俺は痛みが収まるまで、その場に座り込むことにした。
<0334> 俺は痛みが収まるまで、その場に座り込むことにした。

//<0335> dummy
<0335> dummy

//<0336> bg_kuro
<0336> bg_kuro

//<0337> ep04_bg022
<0337> ep04_bg022

//<0338> bs1_nd0405
<0338> bs1_nd0405

//<0339> nd0205
<0339> nd0205

//<0340> nd0206
<0340> nd0206

//<0341> m118
<0341> m118

//<0342> nd0606
<0342> nd0606

//<0343> nd0305
<0343> nd0305

//<0344> nd0306
<0344> nd0306

//<0345> nd0206
<0345> nd0206

//<0346> nd0209
<0346> nd0209

//<0347> nd0307
<0347> nd0307

//<0348> nd0305
<0348> nd0305

//<0349> nd0604_07
<0349> nd0604_07

//<0350> m121
<0350> m121

//<0351> bs3_nd0502
<0351> bs3_nd0502

//<0352> bs3_nd0409_03
<0352> bs3_nd0409_03

//<0353> m121
<0353> m121

//<0354> nd0302
<0354> nd0302

//<0355> bs3_nd0504_01
<0355> bs3_nd0504_01

//<0356> bs3_nd0405
<0356> bs3_nd0405

//<0357> nd0302
<0357> nd0302

//<0358> bg_kuro
<0358> bg_kuro

