// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<0115> 日向
<0115> 日向

//<0116> 男Ｂ
<0116> 男Ｂ

//<0117> エロエロ団総帥
<0117> エロエロ団総帥

//<0118> イケチン
<0118> イケチン

//<0119> ホモ太
<0119> ホモ太

//<0120> ひなチン
<0120> ひなチン

//<0121> 秀樹
<0121> 秀樹

//<0122> 男子生徒
<0122> 男子生徒

//<0123> ？？
<0123> ？？

//<0124> 「いやいや、いつの間に添い寝状態に！？」
<0124> 「いやいや、いつの間に添い寝状態に！？」

//<0125> 底が抜けてお前が落ちてきた
<0125> 底が抜けてお前が落ちてきた

//<0126> すごい寝返りをした
<0126> すごい寝返りをした

//<0127> 夢遊病
<0127> 夢遊病

//<0128> selbtn : 
<0128> selbtn : 

//<0129> 音無
<0129> 音無

//<0130> クソ坊主
<0130> クソ坊主

//<0131> 代理人
<0131> 代理人

//<0132> 微妙すぎるイケメン
<0132> 微妙すぎるイケメン

//<0133> ロリコン
<0133> ロリコン

//<0134> メガネ仲間
<0134> メガネ仲間

//<0135> 暗算日本記録保持者
<0135> 暗算日本記録保持者

//<0136> 通り魔
<0136> 通り魔

//<0137> 記憶ナシ男
<0137> 記憶ナシ男

//<0138> 音速
<0138> 音速

//<0139> 無限
<0139> 無限

//<0140> エロ侍
<0140> エロ侍

//<0141> エロエロ団ナンバー１
<0141> エロエロ団ナンバー１

//<0142> ただのエロ少年
<0142> ただのエロ少年

//<0143> ユリブサイク
<0143> ユリブサイク

//<0144> ドピュッシー
<0144> ドピュッシー

//<0145> アメリカンエロドッグ
<0145> アメリカンエロドッグ

//<0146> ゼウス
<0146> ゼウス

//<0147> 日向markⅡ
<0147> 日向markⅡ

//<0148> 糞虫
<0148> 糞虫

//<0149> 量産型日向
<0149> 量産型日向

//<0150> ？？
<0150> ？？

//<0151> 「底が抜けてお前が落ちてきた」
<0151> 「底が抜けてお前が落ちてきた」

//<0152> nothing
<0152> nothing

//<0153> nothing
<0153> nothing

//<0154> nothing
<0154> nothing

//<0155> nothing
<0155> nothing

//<0156> nothing
<0156> nothing

//<0157> 日向
<0157> 日向

//<0158> 男Ｂ
<0158> 男Ｂ

//<0159> エロエロ団総帥
<0159> エロエロ団総帥

//<0160> イケチン
<0160> イケチン

//<0161> ホモ太
<0161> ホモ太

//<0162> ひなチン
<0162> ひなチン

//<0163> 秀樹
<0163> 秀樹

//<0164> 男子生徒
<0164> 男子生徒

//<0165> ？？
<0165> ？？

//<0166> 「えっ！？」
<0166> 「えっ！？」

//<0167> nothing
<0167> nothing

//<0168> nothing
<0168> nothing

//<0169> nothing
<0169> nothing

//<0170> nothing
<0170> nothing

//<0171> nothing
<0171> nothing

//<0172> 日向
<0172> 日向

//<0173> 男Ｂ
<0173> 男Ｂ

//<0174> エロエロ団総帥
<0174> エロエロ団総帥

//<0175> イケチン
<0175> イケチン

//<0176> ホモ太
<0176> ホモ太

//<0177> ひなチン
<0177> ひなチン

//<0178> 秀樹
<0178> 秀樹

//<0179> 男子生徒
<0179> 男子生徒

//<0180> ？？
<0180> ？？

//<0181> 「って、上段じゃねーか！　落ちようがねーだろっ！！」
<0181> 「って、上段じゃねーか！　落ちようがねーだろっ！！」

//<0182> 音無
<0182> 音無

//<0183> クソ坊主
<0183> クソ坊主

//<0184> 代理人
<0184> 代理人

//<0185> 微妙すぎるイケメン
<0185> 微妙すぎるイケメン

//<0186> ロリコン
<0186> ロリコン

//<0187> メガネ仲間
<0187> メガネ仲間

//<0188> 暗算日本記録保持者
<0188> 暗算日本記録保持者

//<0189> 通り魔
<0189> 通り魔

//<0190> 記憶ナシ男
<0190> 記憶ナシ男

//<0191> 音速
<0191> 音速

//<0192> 無限
<0192> 無限

//<0193> エロ侍
<0193> エロ侍

//<0194> エロエロ団ナンバー１
<0194> エロエロ団ナンバー１

//<0195> ただのエロ少年
<0195> ただのエロ少年

//<0196> ユリブサイク
<0196> ユリブサイク

//<0197> ドピュッシー
<0197> ドピュッシー

//<0198> アメリカンエロドッグ
<0198> アメリカンエロドッグ

//<0199> ゼウス
<0199> ゼウス

//<0200> 日向markⅡ
<0200> 日向markⅡ

//<0201> 糞虫
<0201> 糞虫

//<0202> 量産型日向
<0202> 量産型日向

//<0203> ？？
<0203> ？？

//<0204> 「間違えた、俺が浮き上がってきたんだ」
<0204> 「間違えた、俺が浮き上がってきたんだ」

//<0205> nothing
<0205> nothing

//<0206> nothing
<0206> nothing

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> nothing
<0209> nothing

//<0210> 日向
<0210> 日向

//<0211> 男Ｂ
<0211> 男Ｂ

//<0212> エロエロ団総帥
<0212> エロエロ団総帥

//<0213> イケチン
<0213> イケチン

//<0214> ホモ太
<0214> ホモ太

//<0215> ひなチン
<0215> ひなチン

//<0216> 秀樹
<0216> 秀樹

//<0217> 男子生徒
<0217> 男子生徒

//<0218> ？？
<0218> ？？

//<0219> 「言い訳が雑ぅーーーー！！」
<0219> 「言い訳が雑ぅーーーー！！」

//<0220> nothing
<0220> nothing

//<0221> nothing
<0221> nothing

//<0222> nothing
<0222> nothing

//<0223> nothing
<0223> nothing

//<0224> nothing
<0224> nothing

//<0225> 日向
<0225> 日向

//<0226> 男Ｂ
<0226> 男Ｂ

//<0227> エロエロ団総帥
<0227> エロエロ団総帥

//<0228> イケチン
<0228> イケチン

//<0229> ホモ太
<0229> ホモ太

//<0230> ひなチン
<0230> ひなチン

//<0231> 秀樹
<0231> 秀樹

//<0232> 男子生徒
<0232> 男子生徒

//<0233> ？？
<0233> ？？

//<0234> 「人が浮き上がって、上段の板も通り抜けて上がってくるはずねぇだろぉーー！！」
<0234> 「人が浮き上がって、上段の板も通り抜けて上がってくるはずねぇだろぉーー！！」

//<0235> 音無
<0235> 音無

//<0236> クソ坊主
<0236> クソ坊主

//<0237> 代理人
<0237> 代理人

//<0238> 微妙すぎるイケメン
<0238> 微妙すぎるイケメン

//<0239> ロリコン
<0239> ロリコン

//<0240> メガネ仲間
<0240> メガネ仲間

//<0241> 暗算日本記録保持者
<0241> 暗算日本記録保持者

//<0242> 通り魔
<0242> 通り魔

//<0243> 記憶ナシ男
<0243> 記憶ナシ男

//<0244> 音速
<0244> 音速

//<0245> 無限
<0245> 無限

//<0246> エロ侍
<0246> エロ侍

//<0247> エロエロ団ナンバー１
<0247> エロエロ団ナンバー１

//<0248> ただのエロ少年
<0248> ただのエロ少年

//<0249> ユリブサイク
<0249> ユリブサイク

//<0250> ドピュッシー
<0250> ドピュッシー

//<0251> アメリカンエロドッグ
<0251> アメリカンエロドッグ

//<0252> ゼウス
<0252> ゼウス

//<0253> 日向markⅡ
<0253> 日向markⅡ

//<0254> 糞虫
<0254> 糞虫

//<0255> 量産型日向
<0255> 量産型日向

//<0256> ？？
<0256> ？？

//<0257> 「すごい寝返りをしたようだ…」
<0257> 「すごい寝返りをしたようだ…」

//<0258> nothing
<0258> nothing

//<0259> nothing
<0259> nothing

//<0260> nothing
<0260> nothing

//<0261> nothing
<0261> nothing

//<0262> nothing
<0262> nothing

//<0263> 日向
<0263> 日向

//<0264> 男Ｂ
<0264> 男Ｂ

//<0265> エロエロ団総帥
<0265> エロエロ団総帥

//<0266> イケチン
<0266> イケチン

//<0267> ホモ太
<0267> ホモ太

//<0268> ひなチン
<0268> ひなチン

//<0269> 秀樹
<0269> 秀樹

//<0270> 男子生徒
<0270> 男子生徒

//<0271> ？？
<0271> ？？

//<0272> 「なら床に落ちるだろっ！　上段にあがっては来ねーだろっ！！」
<0272> 「なら床に落ちるだろっ！　上段にあがっては来ねーだろっ！！」

//<0273> 音無
<0273> 音無

//<0274> クソ坊主
<0274> クソ坊主

//<0275> 代理人
<0275> 代理人

//<0276> 微妙すぎるイケメン
<0276> 微妙すぎるイケメン

//<0277> ロリコン
<0277> ロリコン

//<0278> メガネ仲間
<0278> メガネ仲間

//<0279> 暗算日本記録保持者
<0279> 暗算日本記録保持者

//<0280> 通り魔
<0280> 通り魔

//<0281> 記憶ナシ男
<0281> 記憶ナシ男

//<0282> 音速
<0282> 音速

//<0283> 無限
<0283> 無限

//<0284> エロ侍
<0284> エロ侍

//<0285> エロエロ団ナンバー１
<0285> エロエロ団ナンバー１

//<0286> ただのエロ少年
<0286> ただのエロ少年

//<0287> ユリブサイク
<0287> ユリブサイク

//<0288> ドピュッシー
<0288> ドピュッシー

//<0289> アメリカンエロドッグ
<0289> アメリカンエロドッグ

//<0290> ゼウス
<0290> ゼウス

//<0291> 日向markⅡ
<0291> 日向markⅡ

//<0292> 糞虫
<0292> 糞虫

//<0293> 量産型日向
<0293> 量産型日向

//<0294> ？？
<0294> ？？

//<0295> 「夢遊病だ」
<0295> 「夢遊病だ」

//<0296> nothing
<0296> nothing

//<0297> nothing
<0297> nothing

//<0298> nothing
<0298> nothing

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> 日向
<0301> 日向

//<0302> 男Ｂ
<0302> 男Ｂ

//<0303> エロエロ団総帥
<0303> エロエロ団総帥

//<0304> イケチン
<0304> イケチン

//<0305> ホモ太
<0305> ホモ太

//<0306> ひなチン
<0306> ひなチン

//<0307> 秀樹
<0307> 秀樹

//<0308> 男子生徒
<0308> 男子生徒

//<0309> ？？
<0309> ？？

//<0310> 「そんな病気はこの世界じゃ治ってるはずだぁーー！！」
<0310> 「そんな病気はこの世界じゃ治ってるはずだぁーー！！」

//<0311> 音無
<0311> 音無

//<0312> クソ坊主
<0312> クソ坊主

//<0313> 代理人
<0313> 代理人

//<0314> 微妙すぎるイケメン
<0314> 微妙すぎるイケメン

//<0315> ロリコン
<0315> ロリコン

//<0316> メガネ仲間
<0316> メガネ仲間

//<0317> 暗算日本記録保持者
<0317> 暗算日本記録保持者

//<0318> 通り魔
<0318> 通り魔

//<0319> 記憶ナシ男
<0319> 記憶ナシ男

//<0320> 音速
<0320> 音速

//<0321> 無限
<0321> 無限

//<0322> エロ侍
<0322> エロ侍

//<0323> エロエロ団ナンバー１
<0323> エロエロ団ナンバー１

//<0324> ただのエロ少年
<0324> ただのエロ少年

//<0325> ユリブサイク
<0325> ユリブサイク

//<0326> ドピュッシー
<0326> ドピュッシー

//<0327> アメリカンエロドッグ
<0327> アメリカンエロドッグ

//<0328> ゼウス
<0328> ゼウス

//<0329> 日向markⅡ
<0329> 日向markⅡ

//<0330> 糞虫
<0330> 糞虫

//<0331> 量産型日向
<0331> 量産型日向

//<0332> ？？
<0332> ？？

//<0333> 「なら俺の記憶は戻ってるはずですが、何か？」
<0333> 「なら俺の記憶は戻ってるはずですが、何か？」

//<0334> nothing
<0334> nothing

//<0335> nothing
<0335> nothing

//<0336> nothing
<0336> nothing

//<0337> nothing
<0337> nothing

//<0338> nothing
<0338> nothing

//<0339> 日向
<0339> 日向

//<0340> 男Ｂ
<0340> 男Ｂ

//<0341> エロエロ団総帥
<0341> エロエロ団総帥

//<0342> イケチン
<0342> イケチン

//<0343> ホモ太
<0343> ホモ太

//<0344> ひなチン
<0344> ひなチン

//<0345> 秀樹
<0345> 秀樹

//<0346> 男子生徒
<0346> 男子生徒

//<0347> ？？
<0347> ？？

//<0348> 「それ、俺もイラっと来るぅーー！！」
<0348> 「それ、俺もイラっと来るぅーー！！」

//<0349> 音無
<0349> 音無

//<0350> クソ坊主
<0350> クソ坊主

//<0351> 代理人
<0351> 代理人

//<0352> 微妙すぎるイケメン
<0352> 微妙すぎるイケメン

//<0353> ロリコン
<0353> ロリコン

//<0354> メガネ仲間
<0354> メガネ仲間

//<0355> 暗算日本記録保持者
<0355> 暗算日本記録保持者

//<0356> 通り魔
<0356> 通り魔

//<0357> 記憶ナシ男
<0357> 記憶ナシ男

//<0358> 音速
<0358> 音速

//<0359> 無限
<0359> 無限

//<0360> エロ侍
<0360> エロ侍

//<0361> エロエロ団ナンバー１
<0361> エロエロ団ナンバー１

//<0362> ただのエロ少年
<0362> ただのエロ少年

//<0363> ユリブサイク
<0363> ユリブサイク

//<0364> ドピュッシー
<0364> ドピュッシー

//<0365> アメリカンエロドッグ
<0365> アメリカンエロドッグ

//<0366> ゼウス
<0366> ゼウス

//<0367> 日向markⅡ
<0367> 日向markⅡ

//<0368> 糞虫
<0368> 糞虫

//<0369> 量産型日向
<0369> 量産型日向

//<0370> ？？
<0370> ？？

//<0371> 「でも、記憶喪失も治ってねーし」
<0371> 「でも、記憶喪失も治ってねーし」

//<0372> 音無
<0372> 音無

//<0373> クソ坊主
<0373> クソ坊主

//<0374> 代理人
<0374> 代理人

//<0375> 微妙すぎるイケメン
<0375> 微妙すぎるイケメン

//<0376> ロリコン
<0376> ロリコン

//<0377> メガネ仲間
<0377> メガネ仲間

//<0378> 暗算日本記録保持者
<0378> 暗算日本記録保持者

//<0379> 通り魔
<0379> 通り魔

//<0380> 記憶ナシ男
<0380> 記憶ナシ男

//<0381> 音速
<0381> 音速

//<0382> 無限
<0382> 無限

//<0383> エロ侍
<0383> エロ侍

//<0384> エロエロ団ナンバー１
<0384> エロエロ団ナンバー１

//<0385> ただのエロ少年
<0385> ただのエロ少年

//<0386> ユリブサイク
<0386> ユリブサイク

//<0387> ドピュッシー
<0387> ドピュッシー

//<0388> アメリカンエロドッグ
<0388> アメリカンエロドッグ

//<0389> ゼウス
<0389> ゼウス

//<0390> 日向markⅡ
<0390> 日向markⅡ

//<0391> 糞虫
<0391> 糞虫

//<0392> 量産型日向
<0392> 量産型日向

//<0393> ？？
<0393> ？？

//<0394> 「まったくこの世界は謎だらけだな…こういうこともある。いい経験になったろ…？」
<0394> 「まったくこの世界は謎だらけだな…こういうこともある。いい経験になったろ…？」

//<0395> nothing
<0395> nothing

//<0396> nothing
<0396> nothing

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> 日向
<0400> 日向

//<0401> 男Ｂ
<0401> 男Ｂ

//<0402> エロエロ団総帥
<0402> エロエロ団総帥

//<0403> イケチン
<0403> イケチン

//<0404> ホモ太
<0404> ホモ太

//<0405> ひなチン
<0405> ひなチン

//<0406> 秀樹
<0406> 秀樹

//<0407> 男子生徒
<0407> 男子生徒

//<0408> ？？
<0408> ？？

//<0409> 「ええぇぇぇーーー！！」
<0409> 「ええぇぇぇーーー！！」

//<0410> 音無
<0410> 音無

//<0411> クソ坊主
<0411> クソ坊主

//<0412> 代理人
<0412> 代理人

//<0413> 微妙すぎるイケメン
<0413> 微妙すぎるイケメン

//<0414> ロリコン
<0414> ロリコン

//<0415> メガネ仲間
<0415> メガネ仲間

//<0416> 暗算日本記録保持者
<0416> 暗算日本記録保持者

//<0417> 通り魔
<0417> 通り魔

//<0418> 記憶ナシ男
<0418> 記憶ナシ男

//<0419> 音速
<0419> 音速

//<0420> 無限
<0420> 無限

//<0421> エロ侍
<0421> エロ侍

//<0422> エロエロ団ナンバー１
<0422> エロエロ団ナンバー１

//<0423> ただのエロ少年
<0423> ただのエロ少年

//<0424> ユリブサイク
<0424> ユリブサイク

//<0425> ドピュッシー
<0425> ドピュッシー

//<0426> アメリカンエロドッグ
<0426> アメリカンエロドッグ

//<0427> ゼウス
<0427> ゼウス

//<0428> 日向markⅡ
<0428> 日向markⅡ

//<0429> 糞虫
<0429> 糞虫

//<0430> 量産型日向
<0430> 量産型日向

//<0431> ？？
<0431> ？？

//<0432> 「無限に続く世界だから、まあ、こんなこともあるさ…」
<0432> 「無限に続く世界だから、まあ、こんなこともあるさ…」

//<0433> nothing
<0433> nothing

//<0434> nothing
<0434> nothing

//<0435> nothing
<0435> nothing

//<0436> nothing
<0436> nothing

//<0437> nothing
<0437> nothing

//<0438> 日向
<0438> 日向

//<0439> 男Ｂ
<0439> 男Ｂ

//<0440> エロエロ団総帥
<0440> エロエロ団総帥

//<0441> イケチン
<0441> イケチン

//<0442> ホモ太
<0442> ホモ太

//<0443> ひなチン
<0443> ひなチン

//<0444> 秀樹
<0444> 秀樹

//<0445> 男子生徒
<0445> 男子生徒

//<0446> ？？
<0446> ？？

//<0447> 「ええぇぇぇーーー！！」
<0447> 「ええぇぇぇーーー！！」

//<0448> 音無
<0448> 音無

//<0449> クソ坊主
<0449> クソ坊主

//<0450> 代理人
<0450> 代理人

//<0451> 微妙すぎるイケメン
<0451> 微妙すぎるイケメン

//<0452> ロリコン
<0452> ロリコン

//<0453> メガネ仲間
<0453> メガネ仲間

//<0454> 暗算日本記録保持者
<0454> 暗算日本記録保持者

//<0455> 通り魔
<0455> 通り魔

//<0456> 記憶ナシ男
<0456> 記憶ナシ男

//<0457> 音速
<0457> 音速

//<0458> 無限
<0458> 無限

//<0459> エロ侍
<0459> エロ侍

//<0460> エロエロ団ナンバー１
<0460> エロエロ団ナンバー１

//<0461> ただのエロ少年
<0461> ただのエロ少年

//<0462> ユリブサイク
<0462> ユリブサイク

//<0463> ドピュッシー
<0463> ドピュッシー

//<0464> アメリカンエロドッグ
<0464> アメリカンエロドッグ

//<0465> ゼウス
<0465> ゼウス

//<0466> 日向markⅡ
<0466> 日向markⅡ

//<0467> 糞虫
<0467> 糞虫

//<0468> 量産型日向
<0468> 量産型日向

//<0469> ？？
<0469> ？？

//<0470> 「さ、顔洗って着替えて、飯行こうぜ？」
<0470> 「さ、顔洗って着替えて、飯行こうぜ？」

//<0471> nothing
<0471> nothing

//<0472> nothing
<0472> nothing

//<0473> nothing
<0473> nothing

//<0474> nothing
<0474> nothing

//<0475> nothing
<0475> nothing

//<0476> 日向
<0476> 日向

//<0477> 男Ｂ
<0477> 男Ｂ

//<0478> エロエロ団総帥
<0478> エロエロ団総帥

//<0479> イケチン
<0479> イケチン

//<0480> ホモ太
<0480> ホモ太

//<0481> ひなチン
<0481> ひなチン

//<0482> 秀樹
<0482> 秀樹

//<0483> 男子生徒
<0483> 男子生徒

//<0484> ？？
<0484> ？？

//<0485> 「ええぇぇぇーーー！！」
<0485> 「ええぇぇぇーーー！！」

//<0486> 音無
<0486> 音無

//<0487> クソ坊主
<0487> クソ坊主

//<0488> 代理人
<0488> 代理人

//<0489> 微妙すぎるイケメン
<0489> 微妙すぎるイケメン

//<0490> ロリコン
<0490> ロリコン

//<0491> メガネ仲間
<0491> メガネ仲間

//<0492> 暗算日本記録保持者
<0492> 暗算日本記録保持者

//<0493> 通り魔
<0493> 通り魔

//<0494> 記憶ナシ男
<0494> 記憶ナシ男

//<0495> 音速
<0495> 音速

//<0496> 無限
<0496> 無限

//<0497> エロ侍
<0497> エロ侍

//<0498> エロエロ団ナンバー１
<0498> エロエロ団ナンバー１

//<0499> ただのエロ少年
<0499> ただのエロ少年

//<0500> ユリブサイク
<0500> ユリブサイク

//<0501> ドピュッシー
<0501> ドピュッシー

//<0502> アメリカンエロドッグ
<0502> アメリカンエロドッグ

//<0503> ゼウス
<0503> ゼウス

//<0504> 日向markⅡ
<0504> 日向markⅡ

//<0505> 糞虫
<0505> 糞虫

//<0506> 量産型日向
<0506> 量産型日向

//<0507> ？？
<0507> ？？

//<0508> 「起きろ、朝だぞぉー！！」
<0508> 「起きろ、朝だぞぉー！！」

//<0509> はしごを登り、大声で日向にそう告げる。
<0509> はしごを登り、大声で日向にそう告げる。

//<0510> 日向
<0510> 日向

//<0511> 男Ｂ
<0511> 男Ｂ

//<0512> エロエロ団総帥
<0512> エロエロ団総帥

//<0513> イケチン
<0513> イケチン

//<0514> ホモ太
<0514> ホモ太

//<0515> ひなチン
<0515> ひなチン

//<0516> 秀樹
<0516> 秀樹

//<0517> 男子生徒
<0517> 男子生徒

//<0518> ？？
<0518> ？？

//<0519> 「んんー…」
<0519> 「んんー…」

//<0520> 唸るだけで、起きない。
<0520> 唸るだけで、起きない。

//<0521> 鼻をつまむ
<0521> 鼻をつまむ

//<0522> 目つぶしする
<0522> 目つぶしする

//<0523> selbtn : 
<0523> selbtn : 

//<0524> 日向の鼻を息ができないようにつまむ。
<0524> 日向の鼻を息ができないようにつまむ。

//<0525> 日向
<0525> 日向

//<0526> 男Ｂ
<0526> 男Ｂ

//<0527> エロエロ団総帥
<0527> エロエロ団総帥

//<0528> イケチン
<0528> イケチン

//<0529> ホモ太
<0529> ホモ太

//<0530> ひなチン
<0530> ひなチン

//<0531> 秀樹
<0531> 秀樹

//<0532> 男子生徒
<0532> 男子生徒

//<0533> ？？
<0533> ？？

//<0534> 「んっ…」
<0534> 「んっ…」

//<0535> 日向
<0535> 日向

//<0536> 男Ｂ
<0536> 男Ｂ

//<0537> エロエロ団総帥
<0537> エロエロ団総帥

//<0538> イケチン
<0538> イケチン

//<0539> ホモ太
<0539> ホモ太

//<0540> ひなチン
<0540> ひなチン

//<0541> 秀樹
