// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0077> se_rifle2
<0077> se_rifle2

//<0078> None
<0078> None

//<0079> 一斉射撃が始まる。
<0079> 一斉射撃が始まる。

//<0080> bs2_
<0080> bs2_

//<0081> nothing
<0081> nothing

//<0082> nothing
<0082> nothing

//<0083> nothing
<0083> nothing

//<0084> nothing
<0084> nothing

//<0085> nothing
<0085> nothing

//<0086> 分身天使
<0086> 分身天使

//<0087> 『ガードスキル・ディストーション』
<0087> 『ガードスキル・ディストーション』

//<0088> se_dist_cho_loop
<0088> se_dist_cho_loop

//<0089> nothing
<0089> nothing

//<0090> nothing
<0090> nothing

//<0091> nothing
<0091> nothing

//<0092> nothing
<0092> nothing

//<0093> nothing
<0093> nothing
{4414} 0a // 0093

//<0094> nothing
<0094> nothing

//<0095> nothing
<0095> nothing

//<0096> nothing
<0096> nothing

//<0097> nothing
<0097> nothing

//<0098> nothing
<0098> nothing

//<0099> se_dist_cho
<0099> se_dist_cho

//<0100> se_dist_cho
<0100> se_dist_cho

//<0101> se_dist_cho
<0101> se_dist_cho

//<0102> se_dist_cho
<0102> se_dist_cho

//<0103> se_dist_cho
<0103> se_dist_cho

//<0104> かなでと同じ姿のそれを撃つことに躊躇したが、すぐそんな余裕などないことを思い知らされることになる。
<0104> かなでと同じ姿のそれを撃つことに躊躇したが、すぐそんな余裕などないことを思い知らされることになる。

//<0105> 弾はどれひとつ掠ることなく、ねじ曲げられ、床や壁に穴を開けていった。
<0105> 弾はどれひとつ掠ることなく、ねじ曲げられ、床や壁に穴を開けていった。

//<0106> se_kazekiri
<0106> se_kazekiri

//<0107> 銃撃が止んだ隙に、分身天使はこちらに向かって走ってくる。鉄砲玉のような速さで。
<0107> 銃撃が止んだ隙に、分身天使はこちらに向かって走ってくる。鉄砲玉のような速さで。

//<0108> se_kazekiri2
<0108> se_kazekiri2

//<0109> 俺たちはよけるので精一杯だった。
<0109> 俺たちはよけるので精一杯だった。

//<0110> nothing
<0110> nothing

//<0111> nothing
<0111> nothing

//<0112> nothing
<0112> nothing

//<0113> nothing
<0113> nothing

//<0114> nothing
<0114> nothing

//<0115> 過ぎ去った後には、隊形を乱された俺たちが居た。
<0115> 過ぎ去った後には、隊形を乱された俺たちが居た。

//<0116> nothing
<0116> nothing

//<0117> 
<0117> 

//<0118> 
<0118> 

//<0119> nothing
<0119> nothing

//<0120> 藤巻
<0120> 藤巻

//<0121> 「くそっ、なんだあいつはっ！？」
<0121> 「くそっ、なんだあいつはっ！？」

//<0122> ゆり
<0122> ゆり

//<0123> 女生徒
<0123> 女生徒

//<0124> ？？
<0124> ？？

//<0125> 「ちっ…」
<0125> 「ちっ…」

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> nothing
<0128> nothing

//<0129> nothing
<0129> nothing

//<0130> nothing
<0130> nothing

//<0131> 再びこちらに向き直り、駆けてくる分身天使。
<0131> 再びこちらに向き直り、駆けてくる分身天使。

//<0132> se_kazekiri2
<0132> se_kazekiri2
{80a1} 0a // 0132

//<0133> bs3_
<0133> bs3_

//<0134> nothing
<0134> nothing

//<0135> nothing
<0135> nothing

//<0136> nothing
<0136> nothing

//<0137> nothing
<0137> nothing

//<0138> nothing
<0138> nothing

//<0139> ゆり
<0139> ゆり

//<0140> 女生徒
<0140> 女生徒

//<0141> ？？
<0141> ？？

//<0142> 「伏せて！」
<0142> 「伏せて！」

//<0143> ゆりが何かをそれに向けて投げた。
<0143> ゆりが何かをそれに向けて投げた。

//<0144> bs3_
<0144> bs3_

//<0145> nothing
<0145> nothing

//<0146> nothing
<0146> nothing

//<0147> nothing
<0147> nothing

//<0148> nothing
<0148> nothing

//<0149> nothing
<0149> nothing

//<0150> se_grenade
<0150> se_grenade

//<0151> se_fall2_human
<0151> se_fall2_human

//<0152> どおぉん！
<0152> どおぉん！

//<0153> 爆発が起こり、分身天使の体が吹き飛んだ。
<0153> 爆発が起こり、分身天使の体が吹き飛んだ。

//<0154> ゆり
<0154> ゆり

//<0155> 女生徒
<0155> 女生徒

//<0156> ？？
<0156> ？？

//<0157> 「うてぇぇーー！！」
<0157> 「うてぇぇーー！！」

//<0158> se_handgun
<0158> se_handgun

//<0159> se_handgun2
<0159> se_handgun2

//<0160> se_rifle
<0160> se_rifle

//<0161> se_rifle2
<0161> se_rifle2

//<0162> None
<0162> None

//<0163> None
<0163> None

//<0164> 煙幕の中に射撃を始める。今度は俺も躊躇なく撃った。
<0164> 煙幕の中に射撃を始める。今度は俺も躊躇なく撃った。

//<0165> ゆり
<0165> ゆり

//<0166> 女生徒
<0166> 女生徒

//<0167> ？？
<0167> ？？

//<0168> 「…やめぇ！」
<0168> 「…やめぇ！」

//<0169> nothing
<0169> nothing

//<0170> 
<0170> 

//<0171> 
<0171> 

//<0172> nothing
<0172> nothing

//<0173> ライトで照らす白い煙幕の中、ゆらりと影が立ち上がった。
<0173> ライトで照らす白い煙幕の中、ゆらりと影が立ち上がった。

//<0174> ゆり
<0174> ゆり

//<0175> 女生徒
<0175> 女生徒

//<0176> ？？
<0176> ？？

//<0177> 「まだ動けるのか…」
<0177> 「まだ動けるのか…」

//<0178> ゆり
<0178> ゆり

//<0179> 女生徒
<0179> 女生徒

//<0180> ？？
<0180> ？？

//<0181> 「でも、ディストーションは解けてるはず！」
<0181> 「でも、ディストーションは解けてるはず！」

//<0182> nothing
<0182> nothing

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> se_handgun2
<0187> se_handgun2

//<0188> None
<0188> None

//<0189> 姿が見えたところで、ゆりが発砲。
<0189> 姿が見えたところで、ゆりが発砲。

//<0190> se_fall_human
<0190> se_fall_human

//<0191> nothing
<0191> nothing

//<0192> nothing
<0192> nothing

//<0193> nothing
<0193> nothing

//<0194> nothing
<0194> nothing

//<0195> nothing
<0195> nothing

//<0196> nothing
<0196> nothing

//<0197> 太股に命中し、がく、と影が膝をついた。
<0197> 太股に命中し、がく、と影が膝をついた。

//<0198> 音無
<0198> 音無

//<0199> クソ坊主
<0199> クソ坊主

//<0200> 代理人
<0200> 代理人

//<0201> 微妙すぎるイケメン
<0201> 微妙すぎるイケメン

//<0202> ロリコン
<0202> ロリコン

//<0203> メガネ仲間
<0203> メガネ仲間

//<0204> 暗算日本記録保持者
<0204> 暗算日本記録保持者

//<0205> 通り魔
<0205> 通り魔

//<0206> 記憶ナシ男
<0206> 記憶ナシ男

//<0207> 音速
<0207> 音速

//<0208> 無限
<0208> 無限

//<0209> エロ侍
<0209> エロ侍

//<0210> エロエロ団ナンバー１
<0210> エロエロ団ナンバー１

//<0211> ただのエロ少年
<0211> ただのエロ少年

//<0212> ユリブサイク
<0212> ユリブサイク

//<0213> ドピュッシー
<0213> ドピュッシー

//<0214> アメリカンエロドッグ
<0214> アメリカンエロドッグ

//<0215> ゼウス
<0215> ゼウス

//<0216> 日向markⅡ
<0216> 日向markⅡ

//<0217> 糞虫
<0217> 糞虫

//<0218> 量産型日向
<0218> 量産型日向

//<0219> ？？
<0219> ？？

//<0220> 「…終わった…のか？」
<0220> 「…終わった…のか？」

//<0221> nothing
<0221> nothing

//<0222> nothing
<0222> nothing

//<0223> nothing
<0223> nothing

//<0224> nothing
<0224> nothing

//<0225> nothing
<0225> nothing

//<0226> ゆり
<0226> ゆり

//<0227> 女生徒
<0227> 女生徒

//<0228> ？？
<0228> ？？

//<0229> 「早く縄で縛って！　動き出さないうちに！」
<0229> 「早く縄で縛って！　動き出さないうちに！」

//<0230> nothing
<0230> nothing

//<0231> nothing
<0231> nothing

//<0232> nothing
<0232> nothing

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> se_sasareru
<0236> se_sasareru

//<0237> 声
<0237> 声

//<0238> 「ぐもぅ！」
<0238> 「ぐもぅ！」

//<0239> 後ろで悲鳴が上がった。
<0239> 後ろで悲鳴が上がった。

//<0240> 音無
<0240> 音無

//<0241> クソ坊主
<0241> クソ坊主

//<0242> 代理人
<0242> 代理人

//<0243> 微妙すぎるイケメン
<0243> 微妙すぎるイケメン

//<0244> ロリコン
<0244> ロリコン

//<0245> メガネ仲間
<0245> メガネ仲間

//<0246> 暗算日本記録保持者
<0246> 暗算日本記録保持者

//<0247> 通り魔
<0247> 通り魔

//<0248> 記憶ナシ男
<0248> 記憶ナシ男

//<0249> 音速
<0249> 音速

//<0250> 無限
<0250> 無限

//<0251> エロ侍
<0251> エロ侍

//<0252> エロエロ団ナンバー１
<0252> エロエロ団ナンバー１

//<0253> ただのエロ少年
<0253> ただのエロ少年

//<0254> ユリブサイク
<0254> ユリブサイク

//<0255> ドピュッシー
<0255> ドピュッシー

//<0256> アメリカンエロドッグ
<0256> アメリカンエロドッグ

//<0257> ゼウス
<0257> ゼウス

//<0258> 日向markⅡ
<0258> 日向markⅡ

//<0259> 糞虫
<0259> 糞虫

//<0260> 量産型日向
<0260> 量産型日向

//<0261> ？？
<0261> ？？

//<0262> 「…え？」
<0262> 「…え？」

//<0263> 俺たちは振り返り、そして目を見張った。
<0263> 俺たちは振り返り、そして目を見張った。

//<0264> se_giran
<0264> se_giran
{dc67} 0a // 0264

//<0265> nothing
<0265> nothing

//<0266> 
<0266> 

//<0267> 
<0267> 

//<0268> nothing
<0268> nothing

//<0269> そこには、ハンドソニックで背中から貫かれ、体を持ち上げられている野田の姿があった。
<0269> そこには、ハンドソニックで背中から貫かれ、体を持ち上げられている野田の姿があった。

//<0270> なんてことだ…。
<0270> なんてことだ…。

//<0271> 俺たちはどよめく…。
<0271> 俺たちはどよめく…。

//<0272> 今、一体何が起きているというのか…。まったく状況が理解出来ていない…。
<0272> 今、一体何が起きているというのか…。まったく状況が理解出来ていない…。

//<0273> ゆり
<0273> ゆり

//<0274> 女生徒
<0274> 女生徒

//<0275> ？？
<0275> ？？

//<0276> 「…そこに居るのは…だれ…？」
<0276> 「…そこに居るのは…だれ…？」

//<0277> nothing
<0277> nothing

//<0278> 
<0278> 

//<0279> 
<0279> 

//<0280> nothing
<0280> nothing

//<0281> nothing
<0281> nothing

//<0282> 
<0282> 

//<0283> 
<0283> 

//<0284> nothing
<0284> nothing

//<0285> se_fall2_human
<0285> se_fall2_human

//<0286> 野田の体を無慈悲に地面へ投げ捨てた。
<0286> 野田の体を無慈悲に地面へ投げ捨てた。

//<0287> 音無
<0287> 音無

//<0288> クソ坊主
<0288> クソ坊主

//<0289> 代理人
<0289> 代理人

//<0290> 微妙すぎるイケメン
<0290> 微妙すぎるイケメン

//<0291> ロリコン
<0291> ロリコン

//<0292> メガネ仲間
<0292> メガネ仲間

//<0293> 暗算日本記録保持者
<0293> 暗算日本記録保持者

//<0294> 通り魔
<0294> 通り魔

//<0295> 記憶ナシ男
<0295> 記憶ナシ男

//<0296> 音速
<0296> 音速

//<0297> 無限
<0297> 無限

//<0298> エロ侍
<0298> エロ侍

//<0299> エロエロ団ナンバー１
<0299> エロエロ団ナンバー１

//<0300> ただのエロ少年
<0300> ただのエロ少年

//<0301> ユリブサイク
<0301> ユリブサイク

//<0302> ドピュッシー
<0302> ドピュッシー

//<0303> アメリカンエロドッグ
<0303> アメリカンエロドッグ

//<0304> ゼウス
<0304> ゼウス

//<0305> 日向markⅡ
<0305> 日向markⅡ

//<0306> 糞虫
<0306> 糞虫

//<0307> 量産型日向
<0307> 量産型日向

//<0308> ？？
<0308> ？？

//<0309> 「野田ぁ…！！」
<0309> 「野田ぁ…！！」

//<0310> nothing
<0310> nothing

//<0311> 
<0311> 

//<0312> 
<0312> 

//<0313> nothing
<0313> nothing

//<0314> 駆けつけたいが、正面には赤い目を持った天使。
<0314> 駆けつけたいが、正面には赤い目を持った天使。

//<0315> nothing
<0315> nothing

//<0316> 
<0316> 

//<0317> 
<0317> 

//<0318> nothing
<0318> nothing

//<0319> そこに立っていたのは同じく赤い目を持った天使。
<0319> そこに立っていたのは同じく赤い目を持った天使。

//<0320> nothing
<0320> nothing

//<0321> 
<0321> 

//<0322> 
<0322> 

//<0323> nothing
<0323> nothing

//<0324> 日向
<0324> 日向

//<0325> 男Ｂ
<0325> 男Ｂ

//<0326> エロエロ団総帥
<0326> エロエロ団総帥

//<0327> イケチン
<0327> イケチン

//<0328> ホモ太
<0328> ホモ太

//<0329> ひなチン
<0329> ひなチン

//<0330> 秀樹
<0330> 秀樹

//<0331> 男子生徒
<0331> 男子生徒

//<0332> ？？
<0332> ？？

//<0333> 「オリジナルか…？」
<0333> 「オリジナルか…？」

//<0334> 音無
<0334> 音無

//<0335> クソ坊主
<0335> クソ坊主

//<0336> 代理人
<0336> 代理人

//<0337> 微妙すぎるイケメン
<0337> 微妙すぎるイケメン

//<0338> ロリコン
<0338> ロリコン

//<0339> メガネ仲間
<0339> メガネ仲間

//<0340> 暗算日本記録保持者
<0340> 暗算日本記録保持者

//<0341> 通り魔
<0341> 通り魔

//<0342> 記憶ナシ男
<0342> 記憶ナシ男

//<0343> 音速
<0343> 音速

//<0344> 無限
<0344> 無限

//<0345> エロ侍
<0345> エロ侍

//<0346> エロエロ団ナンバー１
<0346> エロエロ団ナンバー１

//<0347> ただのエロ少年
<0347> ただのエロ少年

//<0348> ユリブサイク
<0348> ユリブサイク

//<0349> ドピュッシー
<0349> ドピュッシー

//<0350> アメリカンエロドッグ
<0350> アメリカンエロドッグ

//<0351> ゼウス
<0351> ゼウス

//<0352> 日向markⅡ
<0352> 日向markⅡ

//<0353> 糞虫
<0353> 糞虫

//<0354> 量産型日向
<0354> 量産型日向

//<0355> ？？
<0355> ？？

//<0356> 「違う…こいつも分身だ…」
<0356> 「違う…こいつも分身だ…」

//<0357> 椎名
<0357> 椎名

//<0358> 「気配がまったく違う…分身だ」
<0358> 「気配がまったく違う…分身だ」

//<0359> ゆり
<0359> ゆり

//<0360> 女生徒
<0360> 女生徒

//<0361> ？？
<0361> ？？

//<0362> 「どういうこと！？」
<0362> 「どういうこと！？」

//<0363> nothing
<0363> nothing

//<0364> nothing
<0364> nothing

//<0365> nothing
<0365> nothing

//<0366> nothing
<0366> nothing

//<0367> nothing
<0367> nothing

//<0368> 高松
<0368> 高松

//<0369> 「ようは敵が増えているということですね…」
<0369> 「ようは敵が増えているということですね…」

//<0370> 藤巻
<0370> 藤巻

//<0371> 「どーでもいいが、また真っ先にやられたな、あいつ…」
<0371> 「どーでもいいが、また真っ先にやられたな、あいつ…」

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> nothing
<0374> nothing

//<0375> nothing
<0375> nothing

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> 
<0378> 

//<0379> 
<0379> 

//<0380> nothing
<0380> nothing

//<0381> 倒れて、ぴくりとも動かなくなっている野田を憐れむ。
<0381> 倒れて、ぴくりとも動かなくなっている野田を憐れむ。

//<0382> この状況、野田の介抱には回れない…。
<0382> この状況、野田の介抱には回れない…。

//<0383> bs2_
<0383> bs2_

//<0384> nothing
<0384> nothing

//<0385> nothing
<0385> nothing

//<0386> nothing
<0386> nothing

//<0387> nothing
<0387> nothing

//<0388> nothing
<0388> nothing

//<0389> ゆり
<0389> ゆり

//<0390> 女生徒
<0390> 女生徒

//<0391> ？？
<0391> ？？

//<0392> 「くっ、うてぇぇーーー！！」
<0392> 「くっ、うてぇぇーーー！！」

//<0393> se_handgun
<0393> se_handgun

//<0394> se_handgun2
<0394> se_handgun2

//<0395> se_rifle
<0395> se_rifle

//<0396> se_rifle2
<0396> se_rifle2

//<0397> nothing
<0397> nothing

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> nothing
<0400> nothing

//<0401> nothing
<0401> nothing

//<0402> 分身天使
<0402> 分身天使

//<0403> 『…ガードスキル、ディストーション』
<0403> 『…ガードスキル、ディストーション』

//<0404> se_dist_cho_loop
<0404> se_dist_cho_loop

//<0405> nothing
<0405> nothing

//<0406> nothing
<0406> nothing

//<0407> nothing
<0407> nothing

//<0408> nothing
<0408> nothing

//<0409> nothing
<0409> nothing
{16071} 0a // 0409

//<0410> nothing
<0410> nothing

//<0411> nothing
<0411> nothing

//<0412> nothing
<0412> nothing

//<0413> nothing
<0413> nothing

//<0414> nothing
<0414> nothing

//<0415> se_dist_cho
<0415> se_dist_cho

//<0416> se_dist_cho
<0416> se_dist_cho

//<0417> se_dist_cho
<0417> se_dist_cho

//<0418> se_dist_cho
<0418> se_dist_cho

//<0419> se_dist_cho
<0419> se_dist_cho

//<0420> 大山
<0420> 大山

//<0421> 「ねぇ！　倒したほうの天使はどうするの！？」
<0421> 「ねぇ！　倒したほうの天使はどうするの！？」

//<0422> ゆり
<0422> ゆり

//<0423> 女生徒
<0423> 女生徒

//<0424> ？？
<0424> ？？

//<0425> 「それどころじゃない！」
<0425> 「それどころじゃない！」

//<0426> 場は混乱。下手したら、同士討ちしかねない。
<0426> 場は混乱。下手したら、同士討ちしかねない。

//<0427> 藤巻
<0427> 藤巻

//<0428> 「やべぇ！　後ろからも来やがるぜ！！」
<0428> 「やべぇ！　後ろからも来やがるぜ！！」

//<0429> 先ほど足を撃ち抜かれたほうがもう回復したのだ。
<0429> 先ほど足を撃ち抜かれたほうがもう回復したのだ。

//<0430> 音無
<0430> 音無

//<0431> クソ坊主
<0431> クソ坊主

//<0432> 代理人
<0432> 代理人

//<0433> 微妙すぎるイケメン
<0433> 微妙すぎるイケメン

//<0434> ロリコン
<0434> ロリコン

//<0435> メガネ仲間
<0435> メガネ仲間

//<0436> 暗算日本記録保持者
<0436> 暗算日本記録保持者

//<0437> 通り魔
<0437> 通り魔

//<0438> 記憶ナシ男
<0438> 記憶ナシ男

//<0439> 音速
<0439> 音速

//<0440> 無限
<0440> 無限

//<0441> エロ侍
<0441> エロ侍

//<0442> エロエロ団ナンバー１
<0442> エロエロ団ナンバー１

//<0443> ただのエロ少年
<0443> ただのエロ少年

//<0444> ユリブサイク
<0444> ユリブサイク

//<0445> ドピュッシー
<0445> ドピュッシー

//<0446> アメリカンエロドッグ
<0446> アメリカンエロドッグ

//<0447> ゼウス
<0447> ゼウス

//<0448> 日向markⅡ
<0448> 日向markⅡ

//<0449> 糞虫
<0449> 糞虫

//<0450> 量産型日向
<0450> 量産型日向

//<0451> ？？
<0451> ？？

//<0452> （窮地もいいところだな…）
<0452> （窮地もいいところだな…）

//<0453> ゆり
<0453> ゆり

//<0454> 女生徒
<0454> 女生徒

//<0455> ？？
<0455> ？？

//<0456> 「…勝ち目はない！」
<0456> 「…勝ち目はない！」

//<0457> none
<0457> none

//<0458> none
<0458> none

//<0459> nothing
<0459> nothing

//<0460> 
<0460> 

//<0461> 
<0461> 

//<0462> nothing
<0462> nothing

//<0463> bs
<0463> bs

//<0464> _
<0464> _

//<0465> none
<0465> none

//<0466> nothing
<0466> nothing

//<0467> nothing
<0467> nothing

//<0468> nothing
<0468> nothing

//<0469> nothing
<0469> nothing

//<0470> nothing
<0470> nothing

//<0471> none
<0471> none

//<0472> ゆりが通路脇にぽっかり空いていた穴を目指して走った。
<0472> ゆりが通路脇にぽっかり空いていた穴を目指して走った。

//<0473> none
<0473> none

//<0474> ゆり
<0474> ゆり

//<0475> 女生徒
<0475> 女生徒

//<0476> ？？
<0476> ？？

//<0477> 「入り口を塞ぐわ！　ここから先に進んで！」
<0477> 「入り口を塞ぐわ！　ここから先に進んで！」

//<0478> そう指示を飛ばした。
<0478> そう指示を飛ばした。

//<0479> none
<0479> none

//<0480> ゆり
<0480> ゆり

//<0481> 女生徒
<0481> 女生徒

//<0482> ？？
<0482> ？？

//<0483> 「後、十秒！　間に合わなかったものは残していく！　１０！　９！」
<0483> 「後、十秒！　間に合わなかったものは残していく！　１０！　９！」

//<0484> nothing
<0484> nothing

//<0485> nothing
<0485> nothing

//<0486> nothing
<0486> nothing

//<0487> nothing
<0487> nothing

//<0488> 分身天使に発砲を続けながらカウントダウンを始める。
<0488> 分身天使に発砲を続けながらカウントダウンを始める。

//<0489> 戦線メンバーは次々と穴をくぐる。来る者の手を掴んでは後ろへと引っ張り込んでいる。
<0489> 戦線メンバーは次々と穴をくぐる。来る者の手を掴んでは後ろへと引っ張り込んでいる。

//<0490> ゆり
<0490> ゆり

//<0491> 女生徒
<0491> 女生徒

//<0492> ？？
<0492> ？？

//<0493> 「８！　７！」
<0493> 「８！　７！」

//<0494> 日向
<0494> 日向

//<0495> 男Ｂ
<0495> 男Ｂ

//<0496> エロエロ団総帥
<0496> エロエロ団総帥

//<0497> イケチン
<0497> イケチン

//<0498> ホモ太
<0498> ホモ太

//<0499> ひなチン
<0499> ひなチン

//<0500> 秀樹
<0500> 秀樹

//<0501> 男子生徒
<0501> 男子生徒

//<0502> ？？
<0502> ？？

//<0503> 「行くぜ、音無さんよっ」
<0503> 「行くぜ、音無さんよっ」

//<0504> nothing
<0504> nothing

//<0505> nothing
<0505> nothing

//<0506> nothing
<0506> nothing

//<0507> nothing
<0507> nothing

//<0508> nothing
<0508> nothing

//<0509> 肩を掴まれる。
<0509> 肩を掴まれる。

//<0510> まだ粘る
<0510> まだ粘る

//<0511> 日向についていく
<0511> 日向についていく

//<0512> selbtn : 
<0512> selbtn : 

//<0513> nothing
<0513> nothing

//<0514> nothing
<0514> nothing

//<0515> nothing
<0515> nothing

//<0516> nothing
<0516> nothing

//<0517> nothing
<0517> nothing

//<0518> nothing
<0518> nothing

//<0519> その手を振り払う。驚異的な速さで追ってくる分身天使ふたりを銃でけん制しながら。
<0519> その手を振り払う。驚異的な速さで追ってくる分身天使ふたりを銃でけん制しながら。

//<0520> 野田を残して、この場を去れない。
<0520> 野田を残して、この場を去れない。

//<0521> 音無
<0521> 音無

//<0522> クソ坊主
<0522> クソ坊主

//<0523> 代理人
<0523> 代理人

//<0524> 微妙すぎるイケメン
<0524> 微妙すぎるイケメン

//<0525> ロリコン
<0525> ロリコン

//<0526> メガネ仲間
<0526> メガネ仲間

//<0527> 暗算日本記録保持者
<0527> 暗算日本記録保持者

//<0528> 通り魔
<0528> 通り魔

//<0529> 記憶ナシ男
<0529> 記憶ナシ男

//<0530> 音速
<0530> 音速

//<0531> 無限
<0531> 無限

//<0532> エロ侍
<0532> エロ侍

//<0533> エロエロ団ナンバー１
<0533> エロエロ団ナンバー１

//<0534> ただのエロ少年
<0534> ただのエロ少年

//<0535> ユリブサイク
<0535> ユリブサイク

//<0536> ドピュッシー
<0536> ドピュッシー

//<0537> アメリカンエロドッグ
<0537> アメリカンエロドッグ

//<0538> ゼウス
<0538> ゼウス

//<0539> 日向markⅡ
<0539> 日向markⅡ

//<0540> 糞虫
<0540> 糞虫

//<0541> 量産型日向
<0541> 量産型日向

//<0542> ？？
<0542> ？？

//<0543> 「先に行け！」
<0543> 「先に行け！」

//<0544> 日向
<0544> 日向

//<0545> 男Ｂ
<0545> 男Ｂ

//<0546> エロエロ団総帥
<0546> エロエロ団総帥
