// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
//<0120> 秀樹
<0120> 秀樹

//<0121> 男子生徒
<0121> 男子生徒

//<0122> ？？
<0122> ？？

//<0123> 「ほら、通じねぇーじゃねーかーー！！」
<0123> 「ほら、通じねぇーじゃねーかーー！！」

//<0124> nothing
<0124> nothing

//<0125> nothing
<0125> nothing

//<0126> nothing
<0126> nothing

//<0127> nothing
<0127> nothing

//<0128> nothing
<0128> nothing

//<0129> 日向
<0129> 日向

//<0130> 男Ｂ
<0130> 男Ｂ

//<0131> エロエロ団総帥
<0131> エロエロ団総帥

//<0132> イケチン
<0132> イケチン

//<0133> ホモ太
<0133> ホモ太

//<0134> ひなチン
<0134> ひなチン

//<0135> 秀樹
<0135> 秀樹

//<0136> 男子生徒
<0136> 男子生徒

//<0137> ？？
<0137> ？？

//<0138> 「音無、そうだと頷いてくれ！！」
<0138> 「音無、そうだと頷いてくれ！！」

//<0139> 日向
<0139> 日向

//<0140> 男Ｂ
<0140> 男Ｂ

//<0141> エロエロ団総帥
<0141> エロエロ団総帥

//<0142> イケチン
<0142> イケチン

//<0143> ホモ太
<0143> ホモ太

//<0144> ひなチン
<0144> ひなチン

//<0145> 秀樹
<0145> 秀樹

//<0146> 男子生徒
<0146> 男子生徒

//<0147> ？？
<0147> ？？

//<0148> 「エロ侍、そうだと頷いてくれ！！」
<0148> 「エロ侍、そうだと頷いてくれ！！」

//<0149> 日向
<0149> 日向

//<0150> 男Ｂ
<0150> 男Ｂ

//<0151> エロエロ団総帥
<0151> エロエロ団総帥

//<0152> イケチン
<0152> イケチン

//<0153> ホモ太
<0153> ホモ太

//<0154> ひなチン
<0154> ひなチン

//<0155> 秀樹
<0155> 秀樹

//<0156> 男子生徒
<0156> 男子生徒

//<0157> ？？
<0157> ？？

//<0158> 「エロエロ団ナンバー１、そうだと頷いてくれ！！」
<0158> 「エロエロ団ナンバー１、そうだと頷いてくれ！！」

//<0159> 日向
<0159> 日向

//<0160> 男Ｂ
<0160> 男Ｂ

//<0161> エロエロ団総帥
<0161> エロエロ団総帥

//<0162> イケチン
<0162> イケチン

//<0163> ホモ太
<0163> ホモ太

//<0164> ひなチン
<0164> ひなチン

//<0165> 秀樹
<0165> 秀樹

//<0166> 男子生徒
<0166> 男子生徒

//<0167> ？？
<0167> ？？

//<0168> 「アメリカンエロドッグ、そうだと頷いてくれ！！」
<0168> 「アメリカンエロドッグ、そうだと頷いてくれ！！」

//<0169> 日向
<0169> 日向

//<0170> 男Ｂ
<0170> 男Ｂ

//<0171> エロエロ団総帥
<0171> エロエロ団総帥

//<0172> イケチン
<0172> イケチン

//<0173> ホモ太
<0173> ホモ太

//<0174> ひなチン
<0174> ひなチン

//<0175> 秀樹
<0175> 秀樹

//<0176> 男子生徒
<0176> 男子生徒

//<0177> ？？
<0177> ？？

//<0178> 「ただのエロ少年、そうだと頷いてくれ！！」
<0178> 「ただのエロ少年、そうだと頷いてくれ！！」

//<0179> 頷く
<0179> 頷く

//<0180> 顔を横に振る
<0180> 顔を横に振る

//<0181> selbtn : 
<0181> selbtn : 

//<0182> 頷いた。
<0182> 頷いた。

//<0183> nothing
<0183> nothing

//<0184> nothing
<0184> nothing

//<0185> nothing
<0185> nothing

//<0186> nothing
<0186> nothing

//<0187> nothing
<0187> nothing

//<0188> 日向
<0188> 日向

//<0189> 男Ｂ
<0189> 男Ｂ

//<0190> エロエロ団総帥
<0190> エロエロ団総帥

//<0191> イケチン
<0191> イケチン

//<0192> ホモ太
<0192> ホモ太

//<0193> ひなチン
<0193> ひなチン

//<0194> 秀樹
<0194> 秀樹

//<0195> 男子生徒
<0195> 男子生徒

//<0196> ？？
<0196> ？？

//<0197> 「ほらみろ、ほんとだったろ？」
<0197> 「ほらみろ、ほんとだったろ？」

//<0198> nothing
<0198> nothing

//<0199> nothing
<0199> nothing

//<0200> nothing
<0200> nothing

//<0201> nothing
<0201> nothing

//<0202> nothing
<0202> nothing

//<0203> 椎名
<0203> 椎名

//<0204> 「ふむ…」
<0204> 「ふむ…」

//<0205> nothing
<0205> nothing

//<0206> nothing
<0206> nothing

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> 野田
<0209> 野田

//<0210> 男Ｆ
<0210> 男Ｆ

//<0211> イケパイ
<0211> イケパイ

//<0212> 男
<0212> 男

//<0213> ？？
<0213> ？？

//<0214> 「そんなことはどうでもいい。相手チームはすでに並んでるんだが」
<0214> 「そんなことはどうでもいい。相手チームはすでに並んでるんだが」

//<0215> nothing
<0215> nothing

//<0216> nothing
<0216> nothing

//<0217> nothing
<0217> nothing

//<0218> nothing
<0218> nothing

//<0219> nothing
<0219> nothing

//<0220> 日向
<0220> 日向

//<0221> 男Ｂ
<0221> 男Ｂ

//<0222> エロエロ団総帥
<0222> エロエロ団総帥

//<0223> イケチン
<0223> イケチン

//<0224> ホモ太
<0224> ホモ太

//<0225> ひなチン
<0225> ひなチン

//<0226> 秀樹
<0226> 秀樹

//<0227> 男子生徒
<0227> 男子生徒

//<0228> ？？
<0228> ？？

//<0229> 「まさか、お前に諭される日が来るとは思わなかったぜ…」
<0229> 「まさか、お前に諭される日が来るとは思わなかったぜ…」

//<0230> nothing
<0230> nothing

//<0231> nothing
<0231> nothing

//<0232> nothing
<0232> nothing

//<0233> nothing
<0233> nothing

//<0234> nothing
<0234> nothing

//<0235> nothing
<0235> nothing

//<0236> 生徒会チームと向かい合わせに俺たちも並ぶ。
<0236> 生徒会チームと向かい合わせに俺たちも並ぶ。

//<0237> 顔を横に振る。
<0237> 顔を横に振る。

//<0238> nothing
<0238> nothing

//<0239> nothing
<0239> nothing

//<0240> nothing
<0240> nothing

//<0241> nothing
<0241> nothing

//<0242> nothing
<0242> nothing

//<0243> 椎名
<0243> 椎名

//<0244> 「やっぱり殺ったのか」
<0244> 「やっぱり殺ったのか」

//<0245> nothing
<0245> nothing

//<0246> nothing
<0246> nothing

//<0247> nothing
<0247> nothing

//<0248> nothing
<0248> nothing

//<0249> nothing
<0249> nothing

//<0250> se_punch
<0250> se_punch

//<0251> 音無
<0251> 音無

//<0252> クソ坊主
<0252> クソ坊主

//<0253> 代理人
<0253> 代理人

//<0254> 微妙すぎるイケメン
<0254> 微妙すぎるイケメン

//<0255> ロリコン
<0255> ロリコン

//<0256> メガネ仲間
<0256> メガネ仲間

//<0257> 暗算日本記録保持者
<0257> 暗算日本記録保持者

//<0258> 通り魔
<0258> 通り魔

//<0259> 記憶ナシ男
<0259> 記憶ナシ男

//<0260> 音速
<0260> 音速

//<0261> 無限
<0261> 無限

//<0262> エロ侍
<0262> エロ侍

//<0263> エロエロ団ナンバー１
<0263> エロエロ団ナンバー１

//<0264> ただのエロ少年
<0264> ただのエロ少年

//<0265> ユリブサイク
<0265> ユリブサイク

//<0266> ドピュッシー
<0266> ドピュッシー

//<0267> アメリカンエロドッグ
<0267> アメリカンエロドッグ

//<0268> ゼウス
<0268> ゼウス

//<0269> 日向markⅡ
<0269> 日向markⅡ

//<0270> 糞虫
<0270> 糞虫

//<0271> 量産型日向
<0271> 量産型日向

//<0272> ？？
<0272> ？？

//<0273> 「ぶっ…！！」
<0273> 「ぶっ…！！」

//<0274> また日向に頬を殴られていた。
<0274> また日向に頬を殴られていた。

//<0275> nothing
<0275> nothing

//<0276> nothing
<0276> nothing

//<0277> nothing
<0277> nothing

//<0278> nothing
<0278> nothing

//<0279> nothing
<0279> nothing

//<0280> 日向
<0280> 日向

//<0281> 男Ｂ
<0281> 男Ｂ

//<0282> エロエロ団総帥
<0282> エロエロ団総帥

//<0283> イケチン
<0283> イケチン

//<0284> ホモ太
<0284> ホモ太

//<0285> ひなチン
<0285> ひなチン

//<0286> 秀樹
<0286> 秀樹

//<0287> 男子生徒
<0287> 男子生徒

//<0288> ？？
<0288> ？？

//<0289> 「音無、てめぇ、そんな嘘ついて楽しいかぁーー！！」
<0289> 「音無、てめぇ、そんな嘘ついて楽しいかぁーー！！」

//<0290> 日向
<0290> 日向

//<0291> 男Ｂ
<0291> 男Ｂ

//<0292> エロエロ団総帥
<0292> エロエロ団総帥

//<0293> イケチン
<0293> イケチン

//<0294> ホモ太
<0294> ホモ太

//<0295> ひなチン
<0295> ひなチン

//<0296> 秀樹
<0296> 秀樹

//<0297> 男子生徒
<0297> 男子生徒

//<0298> ？？
<0298> ？？

//<0299> 「エロ侍ぃー、てめぇ、そんな嘘ついて楽しいかぁーー！！」
<0299> 「エロ侍ぃー、てめぇ、そんな嘘ついて楽しいかぁーー！！」

//<0300> 日向
<0300> 日向

//<0301> 男Ｂ
<0301> 男Ｂ

//<0302> エロエロ団総帥
<0302> エロエロ団総帥

//<0303> イケチン
<0303> イケチン

//<0304> ホモ太
<0304> ホモ太

//<0305> ひなチン
<0305> ひなチン

//<0306> 秀樹
<0306> 秀樹

//<0307> 男子生徒
<0307> 男子生徒

//<0308> ？？
<0308> ？？

//<0309> 「エロエロ団ナンバー１ー、てめぇ、そんな嘘ついて楽しいかぁーー！！」
<0309> 「エロエロ団ナンバー１ー、てめぇ、そんな嘘ついて楽しいかぁーー！！」

//<0310> 日向
<0310> 日向

//<0311> 男Ｂ
<0311> 男Ｂ

//<0312> エロエロ団総帥
<0312> エロエロ団総帥

//<0313> イケチン
<0313> イケチン

//<0314> ホモ太
<0314> ホモ太

//<0315> ひなチン
<0315> ひなチン

//<0316> 秀樹
<0316> 秀樹

//<0317> 男子生徒
<0317> 男子生徒

//<0318> ？？
<0318> ？？

//<0319> 「アメリカンエロドッグー、てめぇ、そんな嘘ついて楽しいかぁーー！！」
<0319> 「アメリカンエロドッグー、てめぇ、そんな嘘ついて楽しいかぁーー！！」

//<0320> 日向
<0320> 日向

//<0321> 男Ｂ
<0321> 男Ｂ

//<0322> エロエロ団総帥
<0322> エロエロ団総帥

//<0323> イケチン
<0323> イケチン

//<0324> ホモ太
<0324> ホモ太

//<0325> ひなチン
<0325> ひなチン

//<0326> 秀樹
<0326> 秀樹

//<0327> 男子生徒
<0327> 男子生徒

//<0328> ？？
<0328> ？？

//<0329> 「ただのエロ少年ー、てめぇ、そんな嘘ついて楽しいかぁーー！！」
<0329> 「ただのエロ少年ー、てめぇ、そんな嘘ついて楽しいかぁーー！！」

//<0330> ユイ
<0330> ユイ

//<0331> 「なんてバイオレンス！！」
<0331> 「なんてバイオレンス！！」

//<0332> 野田
<0332> 野田

//<0333> 男Ｆ
<0333> 男Ｆ

//<0334> イケパイ
<0334> イケパイ

//<0335> 男
<0335> 男

//<0336> ？？
<0336> ？？

//<0337> 「おい、もう相手チームは並んでるんだが」
<0337> 「おい、もう相手チームは並んでるんだが」

//<0338> nothing
<0338> nothing

//<0339> nothing
<0339> nothing

//<0340> nothing
<0340> nothing

//<0341> nothing
<0341> nothing

//<0342> nothing
<0342> nothing

//<0343> 日向
<0343> 日向

//<0344> 男Ｂ
<0344> 男Ｂ

//<0345> エロエロ団総帥
<0345> エロエロ団総帥

//<0346> イケチン
<0346> イケチン

//<0347> ホモ太
<0347> ホモ太

//<0348> ひなチン
<0348> ひなチン

//<0349> 秀樹
<0349> 秀樹

//<0350> 男子生徒
<0350> 男子生徒

//<0351> ？？
<0351> ？？

//<0352> 「まさか、お前に諭される日が来るとは思わなかったぜ…」
<0352> 「まさか、お前に諭される日が来るとは思わなかったぜ…」

//<0353> nothing
<0353> nothing

//<0354> nothing
<0354> nothing

//<0355> nothing
<0355> nothing

//<0356> nothing
<0356> nothing

//<0357> nothing
<0357> nothing

//<0358> 日向
<0358> 日向

//<0359> 男Ｂ
<0359> 男Ｂ

//<0360> エロエロ団総帥
<0360> エロエロ団総帥

//<0361> イケチン
<0361> イケチン

//<0362> ホモ太
<0362> ホモ太

//<0363> ひなチン
<0363> ひなチン

//<0364> 秀樹
<0364> 秀樹

//<0365> 男子生徒
<0365> 男子生徒

//<0366> ？？
<0366> ？？

//<0367> 「くっそ、なんて理不尽…」
<0367> 「くっそ、なんて理不尽…」

//<0368> nothing
<0368> nothing

//<0369> nothing
<0369> nothing

//<0370> nothing
<0370> nothing

//<0371> nothing
<0371> nothing

//<0372> nothing
<0372> nothing

//<0373> nothing
<0373> nothing

//<0374> 生徒会チームと向かい合わせに俺たちも並ぶ。
<0374> 生徒会チームと向かい合わせに俺たちも並ぶ。

//<0375> nothing
<0375> nothing

//<0376> nothing
<0376> nothing

//<0377> nothing
<0377> nothing

//<0378> nothing
<0378> nothing

//<0379> nothing
<0379> nothing

//<0380> 日向
<0380> 日向

//<0381> 男Ｂ
<0381> 男Ｂ

//<0382> エロエロ団総帥
<0382> エロエロ団総帥

//<0383> イケチン
<0383> イケチン

//<0384> ホモ太
<0384> ホモ太

//<0385> ひなチン
<0385> ひなチン

//<0386> 秀樹
<0386> 秀樹

//<0387> 男子生徒
<0387> 男子生徒

//<0388> ？？
<0388> ？？

//<0389> 「よっし、揃ったな、行くぜ」
<0389> 「よっし、揃ったな、行くぜ」

//<0390> nothing
<0390> nothing

//<0391> nothing
<0391> nothing

//<0392> nothing
<0392> nothing

//<0393> nothing
<0393> nothing

//<0394> nothing
<0394> nothing

//<0395> nothing
<0395> nothing

//<0396> 生徒会チームはすでに整列していた。
<0396> 生徒会チームはすでに整列していた。

//<0397> 向かい合わせに俺たちも並ぶ。
<0397> 向かい合わせに俺たちも並ぶ。

//<0398> nothing
<0398> nothing

//<0399> nothing
<0399> nothing

//<0400> nothing
<0400> nothing

//<0401> nothing
<0401> nothing

//<0402> nothing
<0402> nothing

//<0403> 日向
<0403> 日向

//<0404> 男Ｂ
<0404> 男Ｂ

//<0405> エロエロ団総帥
<0405> エロエロ団総帥

//<0406> イケチン
<0406> イケチン

//<0407> ホモ太
<0407> ホモ太

//<0408> ひなチン
<0408> ひなチン

//<0409> 秀樹
<0409> 秀樹

//<0410> 男子生徒
<0410> 男子生徒

//<0411> ？？
<0411> ？？

//<0412> 「ついにきてやったぜ…」
<0412> 「ついにきてやったぜ…」

//<0413> 天使
<0413> 天使

//<0414> かなで
<0414> かなで

//<0415> 女生徒
<0415> 女生徒

//<0416> ？？
<0416> ？？

//<0417> 「その返り血は何？」
<0417> 「その返り血は何？」

//<0418> nothing
<0418> nothing

//<0419> nothing
<0419> nothing

//<0420> nothing
<0420> nothing

//<0421> nothing
<0421> nothing

//<0422> nothing
<0422> nothing

//<0423> 日向
<0423> 日向

//<0424> 男Ｂ
<0424> 男Ｂ

//<0425> エロエロ団総帥
<0425> エロエロ団総帥

//<0426> イケチン
<0426> イケチン

//<0427> ホモ太
<0427> ホモ太

//<0428> ひなチン
<0428> ひなチン

//<0429> 秀樹
<0429> 秀樹

//<0430> 男子生徒
<0430> 男子生徒

//<0431> ？？
<0431> ？？

//<0432> 「ほら、また食いつかれたぁーー！！」
<0432> 「ほら、また食いつかれたぁーー！！」

//<0433> nothing
<0433> nothing

//<0434> nothing
<0434> nothing

//<0435> nothing
<0435> nothing

//<0436> nothing
<0436> nothing

//<0437> nothing
<0437> nothing

//<0438> 天使
<0438> 天使

//<0439> かなで
<0439> かなで

//<0440> 女生徒
<0440> 女生徒

//<0441> ？？
<0441> ？？

//<0442> 「だって…」
<0442> 「だって…」

//<0443> nothing
<0443> nothing

//<0444> nothing
<0444> nothing

//<0445> nothing
<0445> nothing

//<0446> nothing
<0446> nothing

//<0447> nothing
<0447> nothing

//<0448> 日向
<0448> 日向

//<0449> 男Ｂ
<0449> 男Ｂ

//<0450> エロエロ団総帥
<0450> エロエロ団総帥

//<0451> イケチン
<0451> イケチン

//<0452> ホモ太
<0452> ホモ太

//<0453> ひなチン
<0453> ひなチン

//<0454> 秀樹
<0454> 秀樹

//<0455> 男子生徒
<0455> 男子生徒

//<0456> ？？
<0456> ？？

//<0457> 「違う！　音無が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」
<0457> 「違う！　音無が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」

//<0458> nothing
<0458> nothing

//<0459> nothing
<0459> nothing

//<0460> nothing
<0460> nothing

//<0461> nothing
<0461> nothing

//<0462> nothing
<0462> nothing

//<0463> 天使
<0463> 天使

//<0464> かなで
<0464> かなで

//<0465> 女生徒
<0465> 女生徒

//<0466> ？？
<0466> ？？

//<0467> 「そんな奇跡的なことが起こりえるの？」
<0467> 「そんな奇跡的なことが起こりえるの？」

//<0468> nothing
<0468> nothing

//<0469> nothing
<0469> nothing

//<0470> nothing
<0470> nothing

//<0471> nothing
<0471> nothing

//<0472> nothing
<0472> nothing

//<0473> 日向
<0473> 日向

//<0474> 男Ｂ
<0474> 男Ｂ

//<0475> エロエロ団総帥
<0475> エロエロ団総帥

//<0476> イケチン
<0476> イケチン

//<0477> ホモ太
<0477> ホモ太

//<0478> ひなチン
<0478> ひなチン

//<0479> 秀樹
<0479> 秀樹

//<0480> 男子生徒
<0480> 男子生徒

//<0481> ？？
<0481> ？？

//<0482> 「起こりえたんだよっ！　くっそ、ほらまた説明付かないじゃん！！」
<0482> 「起こりえたんだよっ！　くっそ、ほらまた説明付かないじゃん！！」

//<0483> 日向
<0483> 日向

//<0484> 男Ｂ
<0484> 男Ｂ

//<0485> エロエロ団総帥
<0485> エロエロ団総帥

//<0486> イケチン
<0486> イケチン

//<0487> ホモ太
<0487> ホモ太

//<0488> ひなチン
<0488> ひなチン

//<0489> 秀樹
<0489> 秀樹

//<0490> 男子生徒
<0490> 男子生徒

//<0491> ？？
<0491> ？？

//<0492> 「違う！　エロ侍が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」
<0492> 「違う！　エロ侍が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」

//<0493> nothing
<0493> nothing

//<0494> nothing
<0494> nothing

//<0495> nothing
<0495> nothing

//<0496> nothing
<0496> nothing

//<0497> nothing
<0497> nothing

//<0498> 天使
<0498> 天使

//<0499> かなで
<0499> かなで

//<0500> 女生徒
<0500> 女生徒

//<0501> ？？
<0501> ？？

//<0502> 「えろざむらい？」
<0502> 「えろざむらい？」

//<0503> 日向
<0503> 日向

//<0504> 男Ｂ
<0504> 男Ｂ

//<0505> エロエロ団総帥
<0505> エロエロ団総帥

//<0506> イケチン
<0506> イケチン

//<0507> ホモ太
<0507> ホモ太

//<0508> ひなチン
<0508> ひなチン

//<0509> 秀樹
<0509> 秀樹

//<0510> 男子生徒
<0510> 男子生徒

//<0511> ？？
<0511> ？？

//<0512> 「こいつの今のあだ名だよっ！」
<0512> 「こいつの今のあだ名だよっ！」

//<0513> 日向
<0513> 日向

//<0514> 男Ｂ
<0514> 男Ｂ

//<0515> エロエロ団総帥
<0515> エロエロ団総帥

//<0516> イケチン
<0516> イケチン

//<0517> ホモ太
<0517> ホモ太

//<0518> ひなチン
<0518> ひなチン

//<0519> 秀樹
<0519> 秀樹

//<0520> 男子生徒
<0520> 男子生徒

//<0521> ？？
<0521> ？？

//<0522> 「って、もうシャツについた血の訳もあだ名の説明も一気には無理ぃぃーーー！！」
<0522> 「って、もうシャツについた血の訳もあだ名の説明も一気には無理ぃぃーーー！！」

//<0523> 日向
<0523> 日向

//<0524> 男Ｂ
<0524> 男Ｂ

//<0525> エロエロ団総帥
<0525> エロエロ団総帥

//<0526> イケチン
<0526> イケチン

//<0527> ホモ太
<0527> ホモ太

//<0528> ひなチン
<0528> ひなチン

//<0529> 秀樹
<0529> 秀樹

//<0530> 男子生徒
<0530> 男子生徒

//<0531> ？？
<0531> ？？

//<0532> 「違う！　エロエロ団ナンバー１が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」
<0532> 「違う！　エロエロ団ナンバー１が歯が抜けた上に風邪を引いてるから、くしゃみで飛ばされただけだっ！」

//<0533> nothing
<0533> nothing

//<0534> nothing
<0534> nothing

//<0535> nothing
<0535> nothing

//<0536> nothing
<0536> nothing

//<0537> nothing
<0537> nothing

//<0538> 天使
<0538> 天使

//<0539> かなで
<0539> かなで

//<0540> 女生徒
<0540> 女生徒

//<0541> ？？
<0541> ？？

//<0542> 「えろえろだんなんばーわん？」
<0542> 「えろえろだんなんばーわん？」

//<0543> 日向
<0543> 日向

//<0544> 男Ｂ
<0544> 男Ｂ

//<0545> エロエロ団総帥
<0545> エロエロ団総帥

//<0546> イケチン
<0546> イケチン

//<0547> ホモ太
<0547> ホモ太

//<0548> ひなチン
<0548> ひなチン

//<0549> 秀樹
<0549> 秀樹

//<0550> 男子生徒
<0550> 男子生徒

//<0551> ？？
<0551> ？？

//<0552> 「こいつの今のあだ名だよっ！」
<0552> 「こいつの今のあだ名だよっ！」

//<0553> 日向
<0553> 日向

//<0554> 男Ｂ
<0554> 男Ｂ

//<0555> エロエロ団総帥
<0555> エロエロ団総帥

//<0556> イケチン
<0556> イケチン

//<0557> ホモ太
<0557> ホモ太

//<0558> ひなチン
<0558> ひなチン

