// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0107> 一気に叫びすぎて酸欠になった…。

//<0108> 神…もしかしたらそれは、概念的な物じゃないのか。
<0108> 神…もしかしたらそれは、概念的な物じゃないのか。

//<0109> この世界では、強い意志があればなんだって出来る。
<0109> この世界では、強い意志があればなんだって出来る。

//<0110> だとしたら、強く念じることで、神を作り出すことだって可能かもしれない。
<0110> だとしたら、強く念じることで、神を作り出すことだって可能かもしれない。

//<0111> 俺は目を閉じて、神へ呼びかけることにした。
<0111> 俺は目を閉じて、神へ呼びかけることにした。

//<0112> ………。
<0112> ………。

//<0113> ……。
<0113> ……。

//<0114> 遊佐
<0114> 遊佐

//<0115> 「定例会議の時間です」
<0115> 「定例会議の時間です」

//<0116> 音無
<0116> 音無

//<0117> クソ坊主
<0117> クソ坊主

//<0118> 代理人
<0118> 代理人

//<0119> 微妙すぎるイケメン
<0119> 微妙すぎるイケメン

//<0120> ロリコン
<0120> ロリコン

//<0121> メガネ仲間
<0121> メガネ仲間

//<0122> 暗算日本記録保持者
<0122> 暗算日本記録保持者

//<0123> 通り魔
<0123> 通り魔

//<0124> 記憶ナシ男
<0124> 記憶ナシ男

//<0125> 音速
<0125> 音速

//<0126> 無限
<0126> 無限

//<0127> エロ侍
<0127> エロ侍

//<0128> エロエロ団ナンバー１
<0128> エロエロ団ナンバー１

//<0129> ただのエロ少年
<0129> ただのエロ少年

//<0130> ユリブサイク
<0130> ユリブサイク

//<0131> ドピュッシー
<0131> ドピュッシー

//<0132> アメリカンエロドッグ
<0132> アメリカンエロドッグ

//<0133> ゼウス
<0133> ゼウス

//<0134> 日向markⅡ
<0134> 日向markⅡ

//<0135> 糞虫
<0135> 糞虫

//<0136> 量産型日向
<0136> 量産型日向

//<0137> ？？
<0137> ？？

//<0138> 「…ん？」
<0138> 「…ん？」

//<0139> nothing
<0139> nothing

//<0140> nothing
<0140> nothing

//<0141> nothing
<0141> nothing

//<0142> nothing
<0142> nothing

//<0143> nothing
<0143> nothing

//<0144> 昨日ろくに寝ていなかったせいか、寝入ってしまったようだ。
<0144> 昨日ろくに寝ていなかったせいか、寝入ってしまったようだ。

//<0145> そして、それを起こしたのは遊佐。
<0145> そして、それを起こしたのは遊佐。

//<0146> 音無
<0146> 音無

//<0147> クソ坊主
<0147> クソ坊主

//<0148> 代理人
<0148> 代理人

//<0149> 微妙すぎるイケメン
<0149> 微妙すぎるイケメン

//<0150> ロリコン
<0150> ロリコン

//<0151> メガネ仲間
<0151> メガネ仲間

//<0152> 暗算日本記録保持者
<0152> 暗算日本記録保持者

//<0153> 通り魔
<0153> 通り魔

//<0154> 記憶ナシ男
<0154> 記憶ナシ男

//<0155> 音速
<0155> 音速

//<0156> 無限
<0156> 無限

//<0157> エロ侍
<0157> エロ侍

//<0158> エロエロ団ナンバー１
<0158> エロエロ団ナンバー１

//<0159> ただのエロ少年
<0159> ただのエロ少年

//<0160> ユリブサイク
<0160> ユリブサイク

//<0161> ドピュッシー
<0161> ドピュッシー

//<0162> アメリカンエロドッグ
<0162> アメリカンエロドッグ

//<0163> ゼウス
<0163> ゼウス

//<0164> 日向markⅡ
<0164> 日向markⅡ

//<0165> 糞虫
<0165> 糞虫

//<0166> 量産型日向
<0166> 量産型日向

//<0167> ？？
<0167> ？？

//<0168> （え…）
<0168> （え…）

//<0169> 寒気が走る…。
<0169> 寒気が走る…。

//<0170> 音無
<0170> 音無

//<0171> クソ坊主
<0171> クソ坊主

//<0172> 代理人
<0172> 代理人

//<0173> 微妙すぎるイケメン
<0173> 微妙すぎるイケメン

//<0174> ロリコン
<0174> ロリコン

//<0175> メガネ仲間
<0175> メガネ仲間

//<0176> 暗算日本記録保持者
<0176> 暗算日本記録保持者

//<0177> 通り魔
<0177> 通り魔

//<0178> 記憶ナシ男
<0178> 記憶ナシ男

//<0179> 音速
<0179> 音速

//<0180> 無限
<0180> 無限

//<0181> エロ侍
<0181> エロ侍

//<0182> エロエロ団ナンバー１
<0182> エロエロ団ナンバー１

//<0183> ただのエロ少年
<0183> ただのエロ少年

//<0184> ユリブサイク
<0184> ユリブサイク

//<0185> ドピュッシー
<0185> ドピュッシー

//<0186> アメリカンエロドッグ
<0186> アメリカンエロドッグ

//<0187> ゼウス
<0187> ゼウス

//<0188> 日向markⅡ
<0188> 日向markⅡ

//<0189> 糞虫
<0189> 糞虫

//<0190> 量産型日向
<0190> 量産型日向

//<0191> ？？
<0191> ？？

//<0192> 「お前は、こんなところにいるメンバーさえ見つけ出せるのか…」
<0192> 「お前は、こんなところにいるメンバーさえ見つけ出せるのか…」

//<0193> nothing
<0193> nothing

//<0194> nothing
<0194> nothing

//<0195> nothing
<0195> nothing

//<0196> nothing
<0196> nothing

//<0197> nothing
<0197> nothing

//<0198> 遊佐
<0198> 遊佐

//<0199> 「いえ。さすがにピンポイントでは見つけられません」
<0199> 「いえ。さすがにピンポイントでは見つけられません」

//<0200> nothing
<0200> nothing

//<0201> nothing
<0201> nothing

//<0202> nothing
<0202> nothing

//<0203> nothing
<0203> nothing

//<0204> nothing
<0204> nothing

//<0205> 遊佐
<0205> 遊佐

//<0206> 「いろんな場所を探して、ようやく見つけることができました」
<0206> 「いろんな場所を探して、ようやく見つけることができました」

//<0207> nothing
<0207> nothing

//<0208> nothing
<0208> nothing

//<0209> nothing
<0209> nothing

//<0210> nothing
<0210> nothing

//<0211> nothing
<0211> nothing

//<0212> 遊佐
<0212> 遊佐

//<0213> 「何をしていたのでしょうか？」
<0213> 「何をしていたのでしょうか？」

//<0214> 音無
<0214> 音無

//<0215> クソ坊主
<0215> クソ坊主

//<0216> 代理人
<0216> 代理人

//<0217> 微妙すぎるイケメン
<0217> 微妙すぎるイケメン

//<0218> ロリコン
<0218> ロリコン

//<0219> メガネ仲間
<0219> メガネ仲間

//<0220> 暗算日本記録保持者
<0220> 暗算日本記録保持者

//<0221> 通り魔
<0221> 通り魔

//<0222> 記憶ナシ男
<0222> 記憶ナシ男

//<0223> 音速
<0223> 音速

//<0224> 無限
<0224> 無限

//<0225> エロ侍
<0225> エロ侍

//<0226> エロエロ団ナンバー１
<0226> エロエロ団ナンバー１

//<0227> ただのエロ少年
<0227> ただのエロ少年

//<0228> ユリブサイク
<0228> ユリブサイク

//<0229> ドピュッシー
<0229> ドピュッシー

//<0230> アメリカンエロドッグ
<0230> アメリカンエロドッグ

//<0231> ゼウス
<0231> ゼウス

//<0232> 日向markⅡ
<0232> 日向markⅡ

//<0233> 糞虫
<0233> 糞虫

//<0234> 量産型日向
<0234> 量産型日向

//<0235> ？？
<0235> ？？

//<0236> 「…べ、別に、鍛練だよ」
<0236> 「…べ、別に、鍛練だよ」

//<0237> とっさに嘘をついてしまい、声が震える。
<0237> とっさに嘘をついてしまい、声が震える。

//<0238> nothing
<0238> nothing

//<0239> nothing
<0239> nothing

//<0240> nothing
<0240> nothing

//<0241> nothing
<0241> nothing

//<0242> nothing
<0242> nothing

//<0243> 遊佐
<0243> 遊佐

//<0244> 「でしたか。では本部まで移動を」
<0244> 「でしたか。では本部まで移動を」

//<0245> 信じて貰えたらしい。
<0245> 信じて貰えたらしい。

//<0246> 音無
<0246> 音無

//<0247> クソ坊主
<0247> クソ坊主

//<0248> 代理人
<0248> 代理人

//<0249> 微妙すぎるイケメン
<0249> 微妙すぎるイケメン

//<0250> ロリコン
<0250> ロリコン

//<0251> メガネ仲間
<0251> メガネ仲間

//<0252> 暗算日本記録保持者
<0252> 暗算日本記録保持者

//<0253> 通り魔
<0253> 通り魔

//<0254> 記憶ナシ男
<0254> 記憶ナシ男

//<0255> 音速
<0255> 音速

//<0256> 無限
<0256> 無限

//<0257> エロ侍
<0257> エロ侍

//<0258> エロエロ団ナンバー１
<0258> エロエロ団ナンバー１

//<0259> ただのエロ少年
<0259> ただのエロ少年

//<0260> ユリブサイク
<0260> ユリブサイク

//<0261> ドピュッシー
<0261> ドピュッシー

//<0262> アメリカンエロドッグ
<0262> アメリカンエロドッグ

//<0263> ゼウス
<0263> ゼウス

//<0264> 日向markⅡ
<0264> 日向markⅡ

//<0265> 糞虫
<0265> 糞虫

//<0266> 量産型日向
<0266> 量産型日向

//<0267> ？？
<0267> ？？

//<0268> 「お前は、どうする」
<0268> 「お前は、どうする」

//<0269> nothing
<0269> nothing

//<0270> nothing
<0270> nothing

//<0271> nothing
<0271> nothing

//<0272> nothing
<0272> nothing

//<0273> nothing
<0273> nothing

//<0274> 遊佐
<0274> 遊佐

//<0275> 「あなたを見届けた後、本部へ戻ります」
<0275> 「あなたを見届けた後、本部へ戻ります」

//<0276> 音無
<0276> 音無

//<0277> クソ坊主
<0277> クソ坊主

//<0278> 代理人
<0278> 代理人

//<0279> 微妙すぎるイケメン
<0279> 微妙すぎるイケメン

//<0280> ロリコン
<0280> ロリコン

//<0281> メガネ仲間
<0281> メガネ仲間

//<0282> 暗算日本記録保持者
<0282> 暗算日本記録保持者

//<0283> 通り魔
<0283> 通り魔

//<0284> 記憶ナシ男
<0284> 記憶ナシ男

//<0285> 音速
<0285> 音速

//<0286> 無限
<0286> 無限

//<0287> エロ侍
<0287> エロ侍

//<0288> エロエロ団ナンバー１
<0288> エロエロ団ナンバー１

//<0289> ただのエロ少年
<0289> ただのエロ少年

//<0290> ユリブサイク
<0290> ユリブサイク

//<0291> ドピュッシー
<0291> ドピュッシー

//<0292> アメリカンエロドッグ
<0292> アメリカンエロドッグ

//<0293> ゼウス
<0293> ゼウス

//<0294> 日向markⅡ
<0294> 日向markⅡ

//<0295> 糞虫
<0295> 糞虫

//<0296> 量産型日向
<0296> 量産型日向

//<0297> ？？
<0297> ？？

//<0298> 「目的地は同じだ。一緒に行けばいいじゃないか」
<0298> 「目的地は同じだ。一緒に行けばいいじゃないか」

//<0299> nothing
<0299> nothing

//<0300> nothing
<0300> nothing

//<0301> nothing
<0301> nothing

//<0302> nothing
<0302> nothing

//<0303> nothing
<0303> nothing

//<0304> 遊佐
<0304> 遊佐

//<0305> 「それで恋人のように思われては、不本意なので」
<0305> 「それで恋人のように思われては、不本意なので」

//<0306> 相変わらず口が上手い。
<0306> 相変わらず口が上手い。

//<0307> 音無
<0307> 音無

//<0308> クソ坊主
<0308> クソ坊主

//<0309> 代理人
<0309> 代理人

//<0310> 微妙すぎるイケメン
<0310> 微妙すぎるイケメン

//<0311> ロリコン
<0311> ロリコン

//<0312> メガネ仲間
<0312> メガネ仲間

//<0313> 暗算日本記録保持者
<0313> 暗算日本記録保持者

//<0314> 通り魔
<0314> 通り魔

//<0315> 記憶ナシ男
<0315> 記憶ナシ男

//<0316> 音速
<0316> 音速

//<0317> 無限
<0317> 無限

//<0318> エロ侍
<0318> エロ侍

//<0319> エロエロ団ナンバー１
<0319> エロエロ団ナンバー１

//<0320> ただのエロ少年
<0320> ただのエロ少年

//<0321> ユリブサイク
<0321> ユリブサイク

//<0322> ドピュッシー
<0322> ドピュッシー

//<0323> アメリカンエロドッグ
<0323> アメリカンエロドッグ

//<0324> ゼウス
<0324> ゼウス

//<0325> 日向markⅡ
<0325> 日向markⅡ

//<0326> 糞虫
<0326> 糞虫

//<0327> 量産型日向
<0327> 量産型日向

//<0328> ？？
<0328> ？？

//<0329> 「ちっ、わかったよ、ひとりで行くよっ」
<0329> 「ちっ、わかったよ、ひとりで行くよっ」

//<0330> nothing
<0330> nothing

//<0331> nothing
<0331> nothing

//<0332> nothing
<0332> nothing

//<0333> nothing
<0333> nothing

//<0334> nothing
<0334> nothing

//<0335> 遊佐
<0335> 遊佐

//<0336> 「お願いします」
<0336> 「お願いします」

//<0337> 遊佐を残して、本部に向かった。
<0337> 遊佐を残して、本部に向かった。

//<0338> ゆり
<0338> ゆり

//<0339> 女生徒
<0339> 女生徒

//<0340> ？？
<0340> ？？

//<0341> 「本日の報告を。高松くん」
<0341> 「本日の報告を。高松くん」

//<0342> 高松
<0342> 高松

//<0343> 「はい。来週から始まるオペレーション・答案すり替えに向けて、より一層訓練に励んだ一日でした」
<0343> 「はい。来週から始まるオペレーション・答案すり替えに向けて、より一層訓練に励んだ一日でした」

//<0344> ゆり
<0344> ゆり

//<0345> 女生徒
<0345> 女生徒

//<0346> ？？
<0346> ？？

//<0347> 「よしよし、はい解散！」
<0347> 「よしよし、はい解散！」

//<0348> ものの数秒で会議は終わった。
<0348> ものの数秒で会議は終わった。

//<0349> ………。
<0349> ………。

//<0350> 日向
<0350> 日向

//<0351> 男Ｂ
<0351> 男Ｂ

//<0352> エロエロ団総帥
<0352> エロエロ団総帥

//<0353> イケチン
<0353> イケチン

//<0354> ホモ太
<0354> ホモ太

//<0355> ひなチン
<0355> ひなチン

//<0356> 秀樹
<0356> 秀樹

//<0357> 男子生徒
<0357> 男子生徒

//<0358> ？？
<0358> ？？

//<0359> 「おーい、なにぼーーっとしてるんだ？」
<0359> 「おーい、なにぼーーっとしてるんだ？」

//<0360> 肩を叩かれて、うわっと驚く。
<0360> 肩を叩かれて、うわっと驚く。

//<0361> nothing
<0361> nothing

//<0362> nothing
<0362> nothing

//<0363> nothing
<0363> nothing

//<0364> nothing
<0364> nothing

//<0365> nothing
<0365> nothing

//<0366> 音無
<0366> 音無

//<0367> クソ坊主
<0367> クソ坊主

//<0368> 代理人
<0368> 代理人

//<0369> 微妙すぎるイケメン
<0369> 微妙すぎるイケメン

//<0370> ロリコン
<0370> ロリコン

//<0371> メガネ仲間
<0371> メガネ仲間

//<0372> 暗算日本記録保持者
<0372> 暗算日本記録保持者

//<0373> 通り魔
<0373> 通り魔

//<0374> 記憶ナシ男
<0374> 記憶ナシ男

//<0375> 音速
<0375> 音速

//<0376> 無限
<0376> 無限

//<0377> エロ侍
<0377> エロ侍

//<0378> エロエロ団ナンバー１
<0378> エロエロ団ナンバー１

//<0379> ただのエロ少年
<0379> ただのエロ少年

//<0380> ユリブサイク
<0380> ユリブサイク

//<0381> ドピュッシー
<0381> ドピュッシー

//<0382> アメリカンエロドッグ
<0382> アメリカンエロドッグ

//<0383> ゼウス
<0383> ゼウス

//<0384> 日向markⅡ
<0384> 日向markⅡ

//<0385> 糞虫
<0385> 糞虫

//<0386> 量産型日向
<0386> 量産型日向

//<0387> ？？
<0387> ？？

//<0388> 「えっ！？　何かあったか！？」
<0388> 「えっ！？　何かあったか！？」

//<0389> 気づくと、本部からはほとんど人が居なくなっていた。
<0389> 気づくと、本部からはほとんど人が居なくなっていた。

//<0390> nothing
<0390> nothing

//<0391> nothing
<0391> nothing

//<0392> nothing
<0392> nothing

//<0393> nothing
<0393> nothing

//<0394> nothing
<0394> nothing

//<0395> 日向
<0395> 日向

//<0396> 男Ｂ
<0396> 男Ｂ

//<0397> エロエロ団総帥
<0397> エロエロ団総帥

//<0398> イケチン
<0398> イケチン

//<0399> ホモ太
<0399> ホモ太

//<0400> ひなチン
<0400> ひなチン

//<0401> 秀樹
<0401> 秀樹

//<0402> 男子生徒
<0402> 男子生徒

//<0403> ？？
<0403> ？？

//<0404> 「すでに会議は終わってんだが？」
<0404> 「すでに会議は終わってんだが？」

//<0405> 音無
<0405> 音無

//<0406> クソ坊主
<0406> クソ坊主

//<0407> 代理人
<0407> 代理人

//<0408> 微妙すぎるイケメン
<0408> 微妙すぎるイケメン

//<0409> ロリコン
<0409> ロリコン

//<0410> メガネ仲間
<0410> メガネ仲間

//<0411> 暗算日本記録保持者
<0411> 暗算日本記録保持者

//<0412> 通り魔
<0412> 通り魔

//<0413> 記憶ナシ男
<0413> 記憶ナシ男

//<0414> 音速
<0414> 音速

//<0415> 無限
<0415> 無限

//<0416> エロ侍
<0416> エロ侍

//<0417> エロエロ団ナンバー１
<0417> エロエロ団ナンバー１

//<0418> ただのエロ少年
<0418> ただのエロ少年

//<0419> ユリブサイク
<0419> ユリブサイク

//<0420> ドピュッシー
<0420> ドピュッシー

//<0421> アメリカンエロドッグ
<0421> アメリカンエロドッグ

//<0422> ゼウス
<0422> ゼウス

//<0423> 日向markⅡ
<0423> 日向markⅡ

//<0424> 糞虫
<0424> 糞虫

//<0425> 量産型日向
<0425> 量産型日向

//<0426> ？？
<0426> ？？

//<0427> 「ああ、だったな…」
<0427> 「ああ、だったな…」

//<0428> 席を立つ。
<0428> 席を立つ。

//<0429> nothing
<0429> nothing

//<0430> nothing
<0430> nothing

//<0431> nothing
<0431> nothing

//<0432> nothing
<0432> nothing

//<0433> nothing
<0433> nothing

//<0434> 日向
<0434> 日向

//<0435> 男Ｂ
<0435> 男Ｂ

//<0436> エロエロ団総帥
<0436> エロエロ団総帥

//<0437> イケチン
<0437> イケチン

//<0438> ホモ太
<0438> ホモ太

//<0439> ひなチン
<0439> ひなチン

//<0440> 秀樹
<0440> 秀樹

//<0441> 男子生徒
<0441> 男子生徒

//<0442> ？？
<0442> ？？

//<0443> 「心ここにあらずって感じだなぁ…」
<0443> 「心ここにあらずって感じだなぁ…」

//<0444> 日向と夕食をとり、寮に戻る。
<0444> 日向と夕食をとり、寮に戻る。

//<0445> 風呂に入り、消灯時間まで、本を読んで過ごした。
<0445> 風呂に入り、消灯時間まで、本を読んで過ごした。

//<0446> 日向が寝入ったことを確認すると、また神の首の事を考え始める。
<0446> 日向が寝入ったことを確認すると、また神の首の事を考え始める。

//<0447> 考え方を変える
<0447> 考え方を変える

//<0448> 諦める
<0448> 諦める

//<0449> selbtn : 
<0449> selbtn : 

//<0450> …そもそも、神を誰か見たことあるんだろうか…？
<0450> …そもそも、神を誰か見たことあるんだろうか…？

//<0451> いや、ないだろう。
<0451> いや、ないだろう。

//<0452> だとしたら、神の首と言い切ってしまえば、それは神の首になりえるのでは？
<0452> だとしたら、神の首と言い切ってしまえば、それは神の首になりえるのでは？

//<0453> 音無
<0453> 音無

//<0454> クソ坊主
<0454> クソ坊主

//<0455> 代理人
<0455> 代理人

//<0456> 微妙すぎるイケメン
<0456> 微妙すぎるイケメン

//<0457> ロリコン
<0457> ロリコン

//<0458> メガネ仲間
<0458> メガネ仲間

//<0459> 暗算日本記録保持者
<0459> 暗算日本記録保持者

//<0460> 通り魔
<0460> 通り魔

//<0461> 記憶ナシ男
<0461> 記憶ナシ男

//<0462> 音速
<0462> 音速

//<0463> 無限
<0463> 無限

//<0464> エロ侍
<0464> エロ侍

//<0465> エロエロ団ナンバー１
<0465> エロエロ団ナンバー１

//<0466> ただのエロ少年
<0466> ただのエロ少年

//<0467> ユリブサイク
<0467> ユリブサイク

//<0468> ドピュッシー
<0468> ドピュッシー

//<0469> アメリカンエロドッグ
<0469> アメリカンエロドッグ

//<0470> ゼウス
<0470> ゼウス

//<0471> 日向markⅡ
<0471> 日向markⅡ

//<0472> 糞虫
<0472> 糞虫

//<0473> 量産型日向
<0473> 量産型日向

//<0474> ？？
<0474> ？？

//<0475> （それだ！）
<0475> （それだ！）

//<0476> 翌日の放課後。
<0476> 翌日の放課後。

//<0477> 俺は手芸部を訪れていた。
<0477> 俺は手芸部を訪れていた。

//<0478> 音無
<0478> 音無

//<0479> クソ坊主
<0479> クソ坊主

//<0480> 代理人
<0480> 代理人

//<0481> 微妙すぎるイケメン
<0481> 微妙すぎるイケメン

//<0482> ロリコン
<0482> ロリコン

//<0483> メガネ仲間
<0483> メガネ仲間

//<0484> 暗算日本記録保持者
<0484> 暗算日本記録保持者

//<0485> 通り魔
<0485> 通り魔

//<0486> 記憶ナシ男
<0486> 記憶ナシ男

//<0487> 音速
<0487> 音速

//<0488> 無限
<0488> 無限

//<0489> エロ侍
<0489> エロ侍

//<0490> エロエロ団ナンバー１
<0490> エロエロ団ナンバー１

//<0491> ただのエロ少年
<0491> ただのエロ少年

//<0492> ユリブサイク
<0492> ユリブサイク

//<0493> ドピュッシー
<0493> ドピュッシー

//<0494> アメリカンエロドッグ
<0494> アメリカンエロドッグ

//<0495> ゼウス
<0495> ゼウス

//<0496> 日向markⅡ
<0496> 日向markⅡ

//<0497> 糞虫
<0497> 糞虫

//<0498> 量産型日向
<0498> 量産型日向

//<0499> ？？
<0499> ？？

//<0500> 「悪い、ちょっと俺の頼みを聞いてくれないか」
<0500> 「悪い、ちょっと俺の頼みを聞いてくれないか」

//<0501> ３人の女性部員が俺のほうを向く。
<0501> ３人の女性部員が俺のほうを向く。

//<0502> 手芸部部員Ａ
<0502> 手芸部部員Ａ

//<0503> 「なんのご用でしょう？」
<0503> 「なんのご用でしょう？」

//<0504> 音無
<0504> 音無

//<0505> クソ坊主
<0505> クソ坊主

//<0506> 代理人
<0506> 代理人

//<0507> 微妙すぎるイケメン
<0507> 微妙すぎるイケメン

//<0508> ロリコン
<0508> ロリコン

//<0509> メガネ仲間
<0509> メガネ仲間

//<0510> 暗算日本記録保持者
<0510> 暗算日本記録保持者

//<0511> 通り魔
<0511> 通り魔

